source_path,source_sha256,source_page,stage,ocr_path,ocr_sha256,parsed_rows,status,header_edges_300dpi,raw_ocr,unreadable_member_counts
data/wb/2018/draft/1337-SEC-draft reservation-Uttar Dinajpur.pdf,a290fb4ef4856e5d35a75954f31e4762a38320677a4ae9090d9f6680b6e93f34,2,draft,data/wb/ocr/draft/1337-SEC-draft reservation-Uttar Dinajpur-02.tsv,125cff02dacb4e73cdad83157df6a9b3395ba6a5d8037c6b629f77def7b448fd,11,parsed_ocr_review_required,"[710.0, 1103.75, 1541.75, 1959.0]","Chopra / ZP-3
e Ghirnigaon, Lakhipur
and Chutiakhore Grams
Islampur / ZP-4
Kamalagaon Sujali,
Gobindapur, Ramganj-I BC
and Ramganj-II Grams
Women
Islampur / ZP-5
Agdimtikhanti,
Matikunda-II,
Islampur 3 Matikunda-I and
Islampur Grams
SC
Islampur / ZP-6
Panditpota-I,
Panditpota-II, Gunjaria,
Gaisal-I and Gaisal-II
Grams
Women
Goalpokher-I /ZP-7
Panjipara, Pokharia,
Dharampur-I and
Dharampur-II
Grams
SC
Women
Goalpokher-I / ZP-8
Jaingaon, Mahua,
Khagore, Goalpokher BC
and Lodhan Grams
Goalpokher-I 3
Goalpokher-I / ZP-9
Goti, Sahapur-II,
Sahapur-I, Goagaon-Il BC
and Goagaon-I Grams
Women
Goalpokher-II / ZP-10
Sahapur-II, Sahapur-I,
Belon and Kanki Grams
Goalpokher-II / ZP-11
Chakulia, Toryal and
Goalpokher-II 3 Bidyanandapur Grams sc
Goalpokher-II / ZP-12
Nizampur-I, Nizampur-
II, Surjapur-I and
Surjapur-II Grams
Women
Karandighi / ZP-13
Dalkhola-I, Raniganj,
Bazargaon-I and
Bazargaon-II Grams
Karandighi 3
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\Uttar Dinajpur\Order-draft-SEC-Uttar Dinajpur.doc
2 of 4",[]
data/wb/2018/draft/1337-SEC-draft reservation-Uttar Dinajpur.pdf,a290fb4ef4856e5d35a75954f31e4762a38320677a4ae9090d9f6680b6e93f34,3,draft,data/wb/ocr/draft/1337-SEC-draft reservation-Uttar Dinajpur-03.tsv,4b6e6c3f37ad2d8c2f105251bb23b0729c3e33e64e43e63089aa8d3a958f1d92,11,parsed_ocr_review_required,"[710.0, 1103.75, 1541.75, 1959.0]","Karandighi / ZP-14
ar Rasakhowa-lI,
Rasakhowa-ll, Women
Domohana and
Karandighi-I Grams
Karandighi / ZP-15
Karandighi-II, Lahutara-
I, Lahutara-II, Altapur-I
and Altapur-II Grams
Hemtabad / ZP-16
Chainagar,
Bishnupurand and Women
Naoda Grams
Hemtabad 2
Hemtabad / ZP-17
Hemtabad and
Bangalbari Gram SC Women
Panchayats
Kaliyaganj / ZP-18
Anantapur, Dhankoil
and Radhikapur Grams
Kaliyaganj / ZP-19
Bhander, Mustafanagar
Kaliyaganj 3 and Malgaon Grams
Women
Kaliyaganj / ZP-20
Bochadanga and Baruna
Grams SC
Raiganj / ZP-21
Bhatun, Rampur,
Jagadishpur, Mahipur
and Sitgram Grams
Raiganj / ZP-22
Raiganj 3 Birghai, Bahin, Gouri
and Maraikura Grams SC Women
Raiganj / ZP-23
Barua Bindole, Serpur
Kamalabari-I and ST
Kamalabari-II] Grams
Itahar / ZP-24
Surun-I, Surun-lII,
Itahar 3 Durgapur, Gulandar-I
and Gulandar-II Grams
BC Women
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\Uttar Dinajpur\Order-draft-SEC-Uttar Dinajpur.doc 3 of 4",[]
data/wb/2018/draft/1337-SEC-draft reservation-Uttar Dinajpur.pdf,a290fb4ef4856e5d35a75954f31e4762a38320677a4ae9090d9f6680b6e93f34,4,draft,data/wb/ocr/draft/1337-SEC-draft reservation-Uttar Dinajpur-04.tsv,18ae995df493f930f4c739cd6bed57c1577a91eab84216b3e1ee82ad7d7d63dd,2,parsed_ocr_review_required,"[710.0, 1103.75, 1541.75, 1959.0]","Itahar / ZP-25
al Durlavpur, Patirajpur
and Itahar Grams
Women
Itahar / ZP-26
Kapasia, Marnai, Joyhat
and Chhayghara Grams ES
State Election Commissioner,
West Bengal State Election Commission
15«flel 7
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\Uttar Dinajpur\Order-draft-SEC-Uttar Dinajpur.doc
4 of 4",[]
data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,1,draft,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-01.tsv,0bd98ad0070320922efc0dbc507ba0b3a90dda7dfe112ed32a8c513c1bed0a71,2,parsed_ocr_review_required,"[652.75, 1067.75, 1582.75, 2022.5]","WEST BENGAL STATE ELECTION COMMISSION
Sf 18, Sarojini Naidu Sarani
(Rawdon Street)
Kolkata — 700 017
No. 1339- SEC/1D-204/2017 Date: 15.11.2017
ORDER
In exercise of the power conferred by Section 140 of The West Bengal Panchayat
( Amendment) Act, 2012 and Section 140 of The West Bengal Panchayat( Second Amendment)
Act, 2012 read with Sections 16 of the West Bengal Panchayat Elections Act, 2003 and Section 17
of the West Bengal Panchayat Elections ( Amendment ) Act, 2012 and Section 17 of the West
Bengal Panchayat Elections (Second Amendment ) Act, 2012 read with Rules 26 of the West
Bengal Panchayat Elections Rules, 2006 (as Amended vide No 5013/PN/O/3R-1/2012 dated 24-
09-2012 of P&RD Deptt,, Govt. of West Bengal ) and Rule 27 of the West Bengal Panchayat
Elections Rules, 2006, West Bengal State Election Commission, hereby publish the draft Order
for delimitation of Dakshin Dinajpur Zilla Parishad constituencies and reservation
of seats thereto for Panchayat General Elections 2018. The Block(s) have been specified in
column (1) of the Schedule below (hereinafter referred to as the said Schedule), the number of
members to be elected to the Zilla Parishad specified in the corresponding entries in column (2),
to divide the area of the Block into constituencies specified in the corresponding entries in
column (3),to determine the constituency or constituencies reserved for the Scheduled
Tribes(ST), Scheduled Castes (SC) or the Backward Classes (BC) specified in the corresponding
entries in column (4) and the constituency or constituencies reserved for women specified in the
corresponding entries in column (5) of the said schedule.
The draft will be taken up for consideration by the State Election Commissioner after
fifteen days from this day.
Any objection or suggestion with respect thereto received by the Commission within the
said period, shall be duly considered.
THE SCHEDULE
Dakshin Dinajpur Zilla Parishad
Dakshin Dinajpur District
Number of
members to Constituencies Constit ies
Number, Name and area of the reserved for ime?
Name of Block | be elected to , reserved for
, Constituency ST/ SC/ BC
the Zilla women
Parishad misc
1 2 3 5
(1) (2) 8) (4) (5)
Kushmandi/ZP-1
Akcha, Deul, eee and Udaypur Women
rams
Kushmandi 2
Kushmandi/ZP-2
Berail,Kalikamora, Kushmandi SC
and Maligaon Grams
1 of 3",[]
data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,2,draft,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-02.tsv,4e0db6b36415731a4e3b8370ea3c3d7707a6f6d5b7f438fb2951d687134dd4a6,12,parsed_ocr_review_required,"[652.75, 1067.75, 1582.75, 2022.5]","Gangarampur/ZP-3
Sukdevpur, Belbari-II and SC
Jahangirpur Grams
Women
Gangarampur/ZP-4 SC
Gangarampur 3 Bansuria, Challon, Uday and
Ashokegram Grams
Gangarampur/ZP-5
Nandanpur, Belbari-1, Damdama
and Gangarampur Grams
Women
Kumarganj/ZP-6
Safanagar, Ramkrishnapur, Bhour
and Deor Grams
Kumarganj Kumarganj/ZP-7
Samjhia, Jakirpur, Mohana and
Batun Grams SC
Women
Balurghat / ZP-8
Bhatpara, Amritakhanda,
Chingishpur and Gopalbati Grams
ST
Balurghat /ZP-9
Balurghat 3 Bolla, Boalder, Chakvrigu and
Jalghar Grams
Women
Balurghat /ZP-10
Patiram, Nazirpur and Danga
Grams
Hili / ZP-11
Binshira, Dhalpara, Panjul, Hili
and Jamalpur Grams ae
Hili 1
Women
Tapan / ZP-12
Harsura, Dwipkhanda, Gofanagar
and Hazratpur Grams
Women
Tapan /ZP-13
Tapan Chandipur, Malancha,
Tapan 3 Ajmatpur and Autina Grams
Tapan / ZP-14
Rampara Chechra,
Ramchandrapur and Gurail Grams
Women
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\Dakshin Dinajpur\Order-draft-SEC-Dakshin Dinajpur.doc
2 of 3",[]
data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,3,draft,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-03.tsv,af5c9ac5540df77ce40740f8b635bd541e51f647ca9fcdc490495c88f183ecc2,4,parsed_ocr_review_required,"[652.75, 1067.75, 1582.75, 2022.5]","Harirampur / ZP-15
Saiyadpur, Gokarna and Shirshi SC
Grams
‘ 2
Harirampur Harirampur /ZP-16
Pundari, Bagichapur and Bairhatta
Geena ST Women
Bangshihari / ZP-17
Brajaballavpur, Ellahabad and
Mahabari Grams
Bangshihari 2
Bangshihari /ZP-18
Ganguria Gram ST
State Election Commissioner,
West Bengal State Election Commission
JIA.
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\Dakshin Dinajpur\Order-draft-SEC-Dakshin Dinajpur.doc 3 of 3",[]
data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,1,draft,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-01.tsv,54802cf2a808a810a6df850e537ab9f34370492671f42c122a666f07f5be8b6f,2,parsed_ocr_review_required,"[665.0, 1068.0, 1516.0, 1923.5]","WEST BENGAL STATE ELECTION COMMISSION
18, Sarojini Naidu Sarani
(Rawdon Street)
Kolkata — 700 017
No. 1343- SEC/1D-219/2017 Date. 15.11.2017.
ORDER
In exercise of the power conferred by Section 140 of The West Bengal Panchayat
( Amendment) Act, 2012 and Section 140 of The West Bengal Panchayat( Second Amendment)
Act, 2012 read with Sections 16 of the West Bengal Panchayat Elections Act, 2003 and Section 17
of the West Bengal Panchayat Elections ( Amendment ) Act, 2012 and Section 17 of the West
Bengal Panchayat Elections ( Second Amendment ) Act, 2012 read with Rules 26 of the West
Bengal Panchayat Elections Rules, 2006 (as Amended vide No 5013/PN/O/3R-1/2012 dated 24-
09-2012 of P&RD Deptt,, Govt. of West Bengal ) and Rule 27 of the West Bengal Panchayat
Elections Rules, 2006, West Bengal State Election Commission, hereby publish the draft Order
for delimitation of Murshidabad Zilla Parishad constituencies and reservation of seats
thereto for Panchayat General Elections 2018. The Block(s) have been specified in column (1) of
the Schedule below (hereinafter referred to as the said Schedule), the number of members to be
elected to the Zilla Parishad specified in the corresponding entries in column (2), to divide the
area of the Block into constituencies specified in the corresponding entries in column (3),to
determine the constituency or constituencies reserved for the Scheduled Tribes(ST), Scheduled
Castes (SC) or the Backward Classes (BC) specified in the corresponding entries in column (4)
and the constituency or constituencies reserved for women specified in the corresponding entries
in column (5) of the said schedule.
The draft will be taken up for consideration by the State Election Commissioner after
fifteen days from this day.
Any objection or suggestion with respect thereto received by the Commission within the
said period, shall be duly considered.
THE SCHEDULE
Murshidabad Zilla Parishad
Murshidabad District
Number of Constituencies : .
Constituencies
Name of Block members to be | Number, Name and area reserved for : df
elected to the of the Constituency ST/ SC/ BC ee: 7 ial
Zilla Parishad persons WEED
(1) (2) (3) (4) 6)
Farakka/ ZP-1
Bewa-I, Bewa-II and BC
Beniagram grams
ee Farakka / ZP-2
Bahadurpur, Imamnagar Women
and Nayansukh grams
lot 7",[]
data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,2,draft,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-02.tsv,f312b8601930a30a6798fbcdb7de692e4f83d770e7eff13dda21ac3743e84711,13,parsed_ocr_review_required,"[665.0, 1068.0, 1516.0, 1923.5]","Farakka / ZP-3 BC Women
Arjunpur, Maheshpur and
Mahadevnagar grams
Samserganj / ZP-4
Gazinagar-Malancha, BC
Kanchantala and
Tinpakuria grams
Samserganj / ZP-5 Women
BC
Bogdadnagar,
Bhasaipaikar and
Dogachhi-Napara grams
Samserganj 3
Samserganj / ZP-6 BC
Pratapganj, Chachanda
and Nimtita grams
Suti — Il/ ZP-7
Umrapur, Kashimnagar BC Women
and Mahesail-I grams
Suti— II / ZP-8
3 Jagtai-II, Jagtai-I, BC
Aurangabad-I and
Aurangabad-II grams
Suti-I
Suti — IL / ZP-9
Bajitpur, Laxmipur and BC Women
Mahesail-II grams
Suti-I / ZP-10
Bahutali, Harua and
Bansabati grams
Suti-I 2
Suti-I/ ZP-11
Ahiran, Sadikpur and
Nurpur grams Rt.
Raghunathganj-I/ ZP-12
Jamuar, Jarur and SC Women
Kanupur grams
Raghunathgan)=I a Raghunathganj-I/ ZP-13
Dafarpur, Raninagar and Women
Mirzapur grams
Raghunathgan-II/ ZP-14
Giria, Sekendra, Mithipur
and Barashimul- BC
Dayarampur grams
Raghunathganj-II 3
Raghunathganj-II/ZP-15
Jotekamal, Sammatinagar
and Teghari-I grams
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9,11.2017\Murshidabad\Order-draft-SEC-Murshidabad.doc 2 of 7","[[""Raghunathgan)=I"", ""a""]]"
data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,3,draft,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-03.tsv,14090224b754b83bb3458dbac40f6c76b87b975403b96a4a6f3c0b17a9134126,13,parsed_ocr_review_required,"[665.0, 1068.0, 1516.0, 1923.5]","Raghunathganj-II/ZP-16
Kashiadanga, Laxmijola BC Women
or and Sekhaiipur grams
-— Lalgola / ZP-17
Nashipur, Paikpara and BC
Dewansarai grams
Lalgola / ZP-18
Maiya, Bilborakopra,
Lalgola and Bahadurpur
grams
Women
Lalgola 3
Lalgola / ZP-19
Kalmegha,
Ramchandrapur, Jasaitala,
Airmari-Krishnapur and
Manikchak grams
Women
Sagardighi / ZP-20
Bannyeswar, Moregram, SC
Bokhara-I and Bokhara-II
grams
Women
Sagardighi / ZP-21
Sagardighi, Manigram,
Balia and Kabilpur grams
Women
Sagardighi 3
Sagardighi / ZP-22
Patkeldanga, Barala and Women
= Gobardhandanga grams
Bhagwangola-I / ZP-23 Woien
Kantanagar, Habaspur,
Mahammadpur and
Hanumantanagar grams
Bhagwangola-I 2
Bhagwangola-I / ZP-24 Women
Sundarpur, Kuthirampur,
Bhagwangola and
| Mahisasthali grams
Bhagwangola-II / ZP-25
Akheriganj, Kharibona
and Nashipur grams Women
Bhagwangola-II 2 Bhagwangola-II / ZP-26
Amdahara, Baligram and
Saralpur grams Women
las
Raninagar-I / ZP-27
Hurshi, Lochanpur and
Raninagar-I 2 Paharpur grams
Raninagar-I / ZP-28 _|
H:\shared folder\Panchayat ELection 2018\Delimitation and Teservation_9,] 1.2017\Murshidabad\Order-draft-SEC-Murshidabad.doc 3 of 7",[]
data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,4,draft,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-04.tsv,c9da8242d4277bf4ba53e6f3dcef516a968054bb8516297c88d5dc0479ca878c,11,parsed_ocr_review_required,"[665.0, 1068.0, 1516.0, 1923.5]","Tenkaraipur-Balumati,
Islampurchak and
be Herampur grams
Raninagar-II / ZP-29
Malibari-I, Malibari-II,
Kalinagar-I, Kalinagar-II
and Raninagar-I grams
Batiiagaestl : Raninagar-II / ZP-30
Katlamari-I, Katlamari-II, SC
Rajapur and Raninagar-II
grams
Domkal / ZP-31
Dhulauri gram BC Women
Domkal / ZP-32
Sarangpur, Bhagirathpur BC
Domkal 3 and Raipur grams
Domkal / ZP-33
Garaimari, Ghoramara,
Madhurkul, Juranpur and
Garibpur grams
Murshidabad-Jiaganj/
ZP-34
Mukundabag and
Dahapara grams
Murshidabad-Jiaganj /
Murshidabad- ZP-35
Jiaganj 3 Bahadurpur, Kapasdanga
and Tentulia grams
Murshidabad-Jiaganj /
ZP-36
Nutangram, Prasadpur and
Dangapara grams
Nabagram / ZP-37
Panchgram, Hajbibidanga Women
and Rasulpur grams
Nabagram /ZP-38
Mahurul, Gura-Pashla and sT Women
Nabagram 3
Nabagram grams
Nabagram /ZP-39
Narayanpur, Amarkundu
Kiriteswari and Shibpur
grams
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.1 1.2017\Murshidabad\Order-draft-SEC-Murshidabad.doc 4 of Z","[[""Batiiagaestl"", "":""]]"
data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,5,draft,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-05.tsv,064f3206142f77c896b490ff612658ddf10af26a1d2ca6dc9235ae5460c671dd,11,parsed_ocr_review_required,"[665.0, 1068.0, 1516.0, 1923.5]","Berhampore / ZP-40
Neallishpara-Goaljan, SC
has Radharghat -I, Radharghat
-II, Sahajadpur,
Rangamati-Chandpara and
Satui-Chowrigachha
grams
Berhampore / ZP-41
Rajdharpara, SC
Berhampore 3 Nowdapanur, Haridasmati
and Bhakuri-II and
Bhakuri-I grams
Women
Berhampore / ZP-42
Chhaighari, Madanpur,
Manindranagar,
Hatinagar, Gurudaspur
and Doulatabad grams
Women
Khargram / ZP-43
Jhillli, Padamkandi, SC
Joypur and Parulia grams
Khargram / ZP-44
Indrani, Sadal, Kirtipur BC
and Margram grams
Khargram 3 Women
Khargram /ZP-45
Eroali, Khargram,
Mahisar and Balia grams
Burwan /ZP-46
Kalyanpur-I, Kalyanpur- Women
I, Kharjuna, Kuli and
Sabaldaha grams
Burwan / ZP-47
——— 3 Biprasekhar, Burwan-l,
Burwan-II and Sahora
grams
Burwan / ZP-48
Kurunnarun, Sundarpur,
Sabalpur and Panchthupi
grams
Bharatpur-I ZP-49
Jajan, Gundaria, Alugram BC
and Amlai grams
Women
Bharatpur-I 2
Bharatpur-I ZP-50 SC
Sijgram, Bharatpur,
| Talgram and Godda grams
Women
H:\shared folder\Panchayat ELection 2018\Delimitation and Teservation_9.11.201] 7\Murshidabad\Order-draft-SEC-Murshidabad.doc
Sof 7",[]
data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,6,draft,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-06.tsv,dbdc4ee427b603d52eb11df8921a0e6c2603dc918433b5fb08fa65e6dd47f2b8,11,parsed_ocr_review_required,"[665.0, 1068.0, 1516.0, 1923.5]","Kandi / ZP-51
Kumarsanda, Mahalandi-
I and Mahalandi-II grams
Kandi / ZP-52
Gokarna-I, Gokarna-II Women
oT 3 and Hizole grams
Kandi / ZP-53
Purandarpur, Jasohari-
Anukha-lI, Jasohari-
Anukha-II and Andulia
grams
Bharatpur-II / ZP-54
Salu, Salar and Simulia SC
grams
Bharatpur-II 2 Bharatpur -II / ZP-55
Malihati, Kagram, Tenya- SC Women
Baidyapur and Talibpur
grams
Beldanga-II / ZP-56 BC
Kamnagar, Shaktipur and
Dadpur grams
Beldanga -II / ZP-57 BC Women
Rampara-II, Andulberia-I,
Beldanga-II 3 Andulberia-II and
Kashipur grams
Beldanga -II / ZP-58 BC
Rampara-I, Ramnagar-
Bachhra, Sompara-I and
Sompara-II grams
Beldanga-I / ZP-59
Mahula-I, Mahula-II,
Chaitanyapur-I, BC Women
Chaitanyapur-II and
Bhabta-I grams
Beldanga-I / ZP-60
Bhabta-II, Madda, Women
Begunbari and
Kapasdanga grams
Beldanga-I 3
Beldanga-I / ZP-61
Mirzapur-I, Mirzapur-II, BC
Sujapur-Kumarpur and
Debkundu grams
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\Murshidabad\Order-draft-SEC-Murshidabad.doc 6 of 7",[]
data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,7,draft,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-07.tsv,ecd7e0c0e6c071e5e3a4939dbd24a2846b227cb5562f933b955f2fedaaf967f7,9,parsed_ocr_review_required,"[665.0, 1068.0, 1516.0, 1923.5]","Hariharpara / ZP-62
Raipur, Khidirpur and
Hariharpara grams
Hariharpara / ZP-63
Tarik 3 Humaipur, Beharia and BC Women
siaiided sai Rukunpur grams
Hariharpara / ZP-64
Dharampur, Swaruppur, Women
Malopara and Choa grams
Nowda / ZP-65
Kedarchandpur-I,
Kedarchandpur-II, Raipur
and Sarbangapur grams
Nowda / ZP-66
Nowda 3 Madhupur and Nowda
grams
Women
Nowda / ZP-67
Bali-I, Bali-II, Chandpur BC
and Patikabari grams
Jalangi / ZP-68
Katabari, Debipur,
Sahebnagar and Sagarpara
grams
Jalangi / ZP-69
Jalangi 3 Khairamari, Faridpur and BC Women
Sadikhan’s Dearh grams
Jalangi / ZP-70
Ghoshpara, Jalangi and BC
Choapara grams
(A.K.SINGH)
State Election Commissioner,
West Bengal State Election Commission
ia woh""?
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.] 1.2017\Murshidabad\Order-draft-SEC-Murshidabad.doc 7 of if",[]
data/wb/2018/draft/1345-SEC-Draft order of Nadia district.pdf,32548f6f06360f7201a550b052045feeb8530fc2ba627ad15a3c602511a098f7,1,draft,data/wb/ocr/draft/1345-SEC-Draft order of Nadia district-01.tsv,65df88a36e219d3318ddcc0b4480985580740df30020f6b9a1e3847d6c859893,1,parsed_ocr_review_required,"[634.0, 1027.75, 1475.5, 1896.0]","WEST BENGAL STATE ELECTION COMMISSION
18, Sarojini Naidu Sarani
(Rawdon Street)
Kolkata — 700 017
No. 1345- SEC/1D-203/2017 Date.15-11-2017
ORDER
In exercise of the power conferred by Section 140 of The West Bengal Panchayat
( Amendment) Act, 2012 and Section 140 of The West Bengal Panchayat( Second Amendment)
Act, 2012 read with Sections 16 of the West Bengal Panchayat Elections Act, 2003 and Section 17
of the West Bengal Panchayat Elections ( Amendment ) Act, 2012 and Section 17 of the West
Bengal Panchayat Elections ( Second Amendment ) Act, 2012 read with Rules 26 of the West
Bengal Panchayat Elections Rules, 2006 (as Amended vide No 5013/PN/O/3R-1/2012 dated 24-
09-2012 of P&RD Deptt,, Govt. of West Bengal ) and Rule 27 of the West Bengal Panchayat
Elections Rules, 2006, West Bengal State Election Commission, hereby publish the draft Order
for delimitation of Nadia Zilla Parishad constituencies and reservation of seats thereto
for Panchayat General Elections 2018. The Block(s) have been specified in column (1) of the
Schedule below (hereinafter referred to as the said Schedule), the number of members to be
elected to the Zilla Parishad specified in the corresponding entries in column (2), to divide the
area of the Block into constituencies specified in the corresponding entries in column (3),to
determine the constituency or constituencies reserved for the Scheduled Tribes(ST), Scheduled
Castes (SC) or the Backward Classes (BC) specified in the corresponding entries in column (4)
and the constituency or constituencies reserved for women specified in the corresponding entries
in column (5) of the said schedule.
The draft will be taken u
p for consideration by the State Election Commissioner after
fifteen days from this day.
Any objection or suggestion with respect thereto received by the Commission within the
said period, shall be duly considered.
THE SCHEDULE
Nadia Zilla Parishad
Nadia District
Number of : F : :
Name of Blow members to be Number, Name and se — / fey
elected to the | area of the Constituency pect ae on ones
Zilla Parishad C/ BC persons women
(1) (2) (3) (4) (5)
Karimpur-II/ZP-1
: 3 Dhoradaha-I, Dhoradaha-
Karimpur-I Il, Natidanga-I and BC
Natidanga-II grams
1 of 6",[]
data/wb/2018/draft/1345-SEC-Draft order of Nadia district.pdf,32548f6f06360f7201a550b052045feeb8530fc2ba627ad15a3c602511a098f7,2,draft,data/wb/ocr/draft/1345-SEC-Draft order of Nadia district-02.tsv,3bba8aa5172f99da42422653a6aa6e1aedf861614c65b9acff37873c7ed81d08,11,parsed_ocr_review_required,"[634.0, 1027.75, 1475.5, 1896.0]","Karimpur-II/ZP-2
Rahamatpur, Murutia and SC
Dighalkandi grams.
Woman
Karimpur-II/ZP-3
Narayanpur-I, sc
Narayanpur-II and
Nandanpur grams
Karimpur-I / ZP-4
Karimpur-I and
Karimpur-II grams. =
Women
Karimpur-I / ZP-5
Jamsherpur
Karimpur-I 3 Harekrishnapur and
Madhugari grams
Women
Karimpur-I / ZP-6
Pipulberia, Hogalberia
and Shikarpur grams.
Tehatta-I / ZP-7
Chhitka, Kanainagar and
Betai-I grams.
Women
Tehatta-I / ZP-8
Betai-II, Shyamnagar,
Raghunathpur and SC
Tehatta-I 3 Tehatta grams.
Tehatta-I / ZP-9
Natna, Patharghata-l,
Patharghata-II and SC
Chanderghat grams.
Women
Tehatta-II / ZP-10
Gopinathpur, Sahebnagar
and Palashipara grams. aia
Tehatta-II 2 Tehatta-II / ZP-11
Palsunda-I, Palsunda-II,
Hanspukuria and Barnia
grams
Nakashipara / ZP-12
Haranagar, Bikrampur,
Bilkumari, Dhananjoypur
Nakashipara 3 and Patikabari grams.
Women
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\Nadia\Draft Order reg. Nadia on 09.11.2017.doc
2 of 6",[]
data/wb/2018/draft/1345-SEC-Draft order of Nadia district.pdf,32548f6f06360f7201a550b052045feeb8530fc2ba627ad15a3c602511a098f7,3,draft,data/wb/ocr/draft/1345-SEC-Draft order of Nadia district-03.tsv,acf4e701d84cbc22625b16adcac6d4ce4d093d9988839586553f77df45a3e1d7,11,parsed_ocr_review_required,"[634.0, 1027.75, 1475.5, 1896.0]","Nakashipara / ZP-13
, Majhergram,Nakashipara,
Billagram, Bethuadahari-
Tand Bethuadahari-II
grams
Women
Nakashipara / ZP-14
Birpur-II, Birpur-I,
Dogachhia Muragachha
and Dharmadah grams
Women
Kaliganj / ZP-15
Palassey-II, Mira-I,
Barachandghar, Mira-II
and Palassey-I grams.
Women
Kaliganj / ZP-16
Kaliganj, Panighata,
Kaliganj 3 Debagram and Hatgachha BC
grams
Women
Kaliganj / ZP-17
Juranpur, Gobra, Matiary,
Faridpur, Palitbegia and
Rajarampur grams
Women
Chapra/ZP-18
Hatishala-I, Hridaypur,
Hatishala-II, Alfa and BC
Brittihuda grams
Chapra/ZP-19
Chapra-I, Chapra-II,
Chapra 3 Mahatpur and Kalinga BC
grams
Woman
Chapra/ZP-20
Hatkhola, Pipragachhi, BC
Maheshpur and Bagberia
grams
Krishnanagar-I/ZP-21
Bhimpur, Assannagar,
Bhanderkhola and SC
Poragachha grams.
Woman
Krishnanagar-I/ZP-22
; Dogachhi, Bhatjangla,
Krishnanagar-I 2 Chakdignagar and
Dignagar grams.
Krishnanagar-I/ZP-23
Deypara, Joania, ST
Ruipukur and Bhaluka
grams.
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\Nadia\Draft Order reg. Nadia on 09.11.2017.doc
3 of 6",[]
