record_id,state,year,district,block,seat_no,seat_id_printed,tier,stage,caste_reservation,women_reserved,winner_gender,reservation_raw,legacy_caste_reading,legacy_woman_reading,absence_policy,source_path,source_sha256,source_page,source_bbox,bbox_units,ocr_path,ocr_sha256,raw_ocr,quality_flags
ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7:1:2,West Bengal,2018,Dakshin Dinajpur,Kushmandi,2,Kushmandi/ZP-2,zp_member,draft,SC,,,SC,SC,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,1,"[0.0, 2924.0, 2550, 3513]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-01.tsv,0bd98ad0070320922efc0dbc507ba0b3a90dda7dfe112ed32a8c513c1bed0a71,"Kushmandi/ZP-2
Berail,Kalikamora, Kushmandi SC
and Maligaon Grams
1 of 3",draft_order;unreviewed_ocr;source_pinned_header_repair
ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7:2:3,West Bengal,2018,Dakshin Dinajpur,Gangarampur,3,Gangarampur/ZP-3,zp_member,draft,SC,True,,SC WOMEN,SC,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,2,"[0.0, 175.5, 2550, 459.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-02.tsv,4e0db6b36415731a4e3b8370ea3c3d7707a6f6d5b7f438fb2951d687134dd4a6,"Gangarampur/ZP-3
Sukdevpur, Belbari-II and SC
Jahangirpur Grams
Women",draft_order;unreviewed_ocr;source_pinned_header_repair
ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7:2:4,West Bengal,2018,Dakshin Dinajpur,Gangarampur,4,Gangarampur/ZP-4,zp_member,draft,SC,,,SC,SC,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,2,"[0.0, 447.0, 2550, 682.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-02.tsv,4e0db6b36415731a4e3b8370ea3c3d7707a6f6d5b7f438fb2951d687134dd4a6,"Gangarampur/ZP-4 SC
Gangarampur 3 Bansuria, Challon, Uday and
Ashokegram Grams",draft_order;unreviewed_ocr;source_pinned_header_repair
ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7:2:5,West Bengal,2018,Dakshin Dinajpur,Gangarampur,5,Gangarampur/ZP-5,zp_member,draft,,True,,WOMEN,NONE,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,2,"[0.0, 670.0, 2550, 899.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-02.tsv,4e0db6b36415731a4e3b8370ea3c3d7707a6f6d5b7f438fb2951d687134dd4a6,"Gangarampur/ZP-5
Nandanpur, Belbari-1, Damdama
and Gangarampur Grams
Women",draft_order;unreviewed_ocr;source_pinned_header_repair
ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7:2:6,West Bengal,2018,Dakshin Dinajpur,Kumarganj,6,Kumarganj/ZP-6,zp_member,draft,,,,,NONE,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,2,"[0.0, 887.5, 2550, 1097.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-02.tsv,4e0db6b36415731a4e3b8370ea3c3d7707a6f6d5b7f438fb2951d687134dd4a6,"Kumarganj/ZP-6
Safanagar, Ramkrishnapur, Bhour
and Deor Grams",draft_order;unreviewed_ocr;source_pinned_header_repair
ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7:2:7,West Bengal,2018,Dakshin Dinajpur,Kumarganj,7,Kumarganj/ZP-7,zp_member,draft,SC,True,,SC WOMEN,SC,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,2,"[0.0, 1085.0, 2550, 1360.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-02.tsv,4e0db6b36415731a4e3b8370ea3c3d7707a6f6d5b7f438fb2951d687134dd4a6,"Kumarganj Kumarganj/ZP-7
Samjhia, Jakirpur, Mohana and
Batun Grams SC
Women",draft_order;unreviewed_ocr;source_pinned_header_repair
ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7:2:8,West Bengal,2018,Dakshin Dinajpur,Balurghat,8,Balurghat/ZP-8,zp_member,draft,ST,,,ST,ST,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,2,"[0.0, 1348.0, 2550, 1624.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-02.tsv,4e0db6b36415731a4e3b8370ea3c3d7707a6f6d5b7f438fb2951d687134dd4a6,"Balurghat / ZP-8
Bhatpara, Amritakhanda,
Chingishpur and Gopalbati Grams
ST",draft_order;unreviewed_ocr;source_pinned_header_repair
ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7:2:9,West Bengal,2018,Dakshin Dinajpur,Balurghat,9,Balurghat/ZP-9,zp_member,draft,,True,,WOMEN,NONE,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,2,"[0.0, 1612.0, 2550, 1863.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-02.tsv,4e0db6b36415731a4e3b8370ea3c3d7707a6f6d5b7f438fb2951d687134dd4a6,"Balurghat /ZP-9
Balurghat 3 Bolla, Boalder, Chakvrigu and
Jalghar Grams
Women",draft_order;unreviewed_ocr;source_pinned_header_repair
ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7:2:10,West Bengal,2018,Dakshin Dinajpur,Balurghat,10,Balurghat/ZP-10,zp_member,draft,,,,,NONE,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,2,"[0.0, 1851.5, 2550, 2087.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-02.tsv,4e0db6b36415731a4e3b8370ea3c3d7707a6f6d5b7f438fb2951d687134dd4a6,"Balurghat /ZP-10
Patiram, Nazirpur and Danga
Grams",draft_order;unreviewed_ocr;source_pinned_header_repair
ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7:2:11,West Bengal,2018,Dakshin Dinajpur,Hili,11,Hili/ZP-11,zp_member,draft,,True,,WOMEN,NONE,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,2,"[0.0, 2075.0, 2550, 2306.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-02.tsv,4e0db6b36415731a4e3b8370ea3c3d7707a6f6d5b7f438fb2951d687134dd4a6,"Hili / ZP-11
Binshira, Dhalpara, Panjul, Hili
and Jamalpur Grams ae
Hili 1
Women",draft_order;unreviewed_ocr;source_pinned_header_repair
ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7:2:12,West Bengal,2018,Dakshin Dinajpur,Tapan,12,Tapan/ZP-12,zp_member,draft,,True,,WOMEN,NONE,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,2,"[0.0, 2294.0, 2550, 2528.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-02.tsv,4e0db6b36415731a4e3b8370ea3c3d7707a6f6d5b7f438fb2951d687134dd4a6,"Tapan / ZP-12
Harsura, Dwipkhanda, Gofanagar
and Hazratpur Grams
Women",draft_order;unreviewed_ocr;source_pinned_header_repair
ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7:2:13,West Bengal,2018,Dakshin Dinajpur,Tapan,13,Tapan/ZP-13,zp_member,draft,,,,,NONE,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,2,"[0.0, 2516.5, 2550, 2753.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-02.tsv,4e0db6b36415731a4e3b8370ea3c3d7707a6f6d5b7f438fb2951d687134dd4a6,"Tapan /ZP-13
Tapan Chandipur, Malancha,
Tapan 3 Ajmatpur and Autina Grams",draft_order;unreviewed_ocr;source_pinned_header_repair
ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7:2:14,West Bengal,2018,Dakshin Dinajpur,Tapan,14,Tapan/ZP-14,zp_member,draft,,True,,WOMEN,NONE,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,2,"[0.0, 2741.0, 2550, 3513]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-02.tsv,4e0db6b36415731a4e3b8370ea3c3d7707a6f6d5b7f438fb2951d687134dd4a6,"Tapan / ZP-14
Rampara Chechra,
Ramchandrapur and Gurail Grams
Women
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\Dakshin Dinajpur\Order-draft-SEC-Dakshin Dinajpur.doc
2 of 3",draft_order;unreviewed_ocr;source_pinned_header_repair
ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7:3:15,West Bengal,2018,Dakshin Dinajpur,Harirampur,15,Harirampur/ZP-15,zp_member,draft,SC,,,SC,SC,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,3,"[0.0, 153.0, 2550, 357.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-03.tsv,af5c9ac5540df77ce40740f8b635bd541e51f647ca9fcdc490495c88f183ecc2,"Harirampur / ZP-15
Saiyadpur, Gokarna and Shirshi SC
Grams
‘ 2",draft_order;unreviewed_ocr;source_pinned_header_repair
ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7:3:16,West Bengal,2018,Dakshin Dinajpur,Harirampur,16,Harirampur/ZP-16,zp_member,draft,ST,True,,ST WOMEN,ST,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,3,"[0.0, 345.0, 2550, 607.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-03.tsv,af5c9ac5540df77ce40740f8b635bd541e51f647ca9fcdc490495c88f183ecc2,"‘ 2
Harirampur Harirampur /ZP-16
Pundari, Bagichapur and Bairhatta
Geena ST Women",draft_order;unreviewed_ocr;source_pinned_header_repair
ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7:3:17,West Bengal,2018,Dakshin Dinajpur,Bangshihari,17,Bangshihari/ZP-17,zp_member,draft,,,,,NONE,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,3,"[0.0, 595.0, 2550, 852.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-03.tsv,af5c9ac5540df77ce40740f8b635bd541e51f647ca9fcdc490495c88f183ecc2,"Bangshihari / ZP-17
Brajaballavpur, Ellahabad and
Mahabari Grams
Bangshihari 2",draft_order;unreviewed_ocr;source_pinned_header_repair
ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7:3:18,West Bengal,2018,Dakshin Dinajpur,Bangshihari,18,Bangshihari/ZP-18,zp_member,draft,ST,,,ST,ST,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1339-SEC-draft reservation-Dakshin Dinajpur.pdf,ea7c93f80b33652b4d48330d5ac7699d8c1d74f7ad55f1740b57081e68a87ba7,3,"[0.0, 840.5, 2550, 3513]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1339-SEC-draft reservation-Dakshin Dinajpur-03.tsv,af5c9ac5540df77ce40740f8b635bd541e51f647ca9fcdc490495c88f183ecc2,"Bangshihari /ZP-18
Ganguria Gram ST
State Election Commissioner,
West Bengal State Election Commission
JIA.
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9.11.2017\Dakshin Dinajpur\Order-draft-SEC-Dakshin Dinajpur.doc 3 of 3",draft_order;unreviewed_ocr;source_pinned_header_repair
5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5:1:1,West Bengal,2018,Murshidabad,Farakka,1,Farakka/ZP-1,zp_member,draft,BC,,,BC,BC,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,1,"[0.0, 2671.0, 2550, 2861.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-01.tsv,54802cf2a808a810a6df850e537ab9f34370492671f42c122a666f07f5be8b6f,"Farakka/ ZP-1
Bewa-I, Bewa-II and BC
Beniagram grams",draft_order;unreviewed_ocr;source_pinned_header_repair
5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5:1:2,West Bengal,2018,Murshidabad,Farakka,2,Farakka/ZP-2,zp_member,draft,,True,,WOMEN,NONE,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,1,"[0.0, 2849.5, 2550, 3300]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-01.tsv,54802cf2a808a810a6df850e537ab9f34370492671f42c122a666f07f5be8b6f,"ee Farakka / ZP-2
Bahadurpur, Imamnagar Women
and Nayansukh grams
lot 7",draft_order;unreviewed_ocr;source_pinned_header_repair
5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5:2:3,West Bengal,2018,Murshidabad,Farakka,3,Farakka/ZP-3,zp_member,draft,BC,True,,BC WOMEN,BC,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,2,"[0.0, 148.5, 2550, 327.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-02.tsv,f312b8601930a30a6798fbcdb7de692e4f83d770e7eff13dda21ac3743e84711,"Farakka / ZP-3 BC Women
Arjunpur, Maheshpur and
Mahadevnagar grams",draft_order;unreviewed_ocr;source_pinned_header_repair
5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5:2:4,West Bengal,2018,Murshidabad,Samserganj,4,Samserganj/ZP-4,zp_member,draft,BC,,,BC,BC,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,2,"[0.0, 315.5, 2550, 592.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-02.tsv,f312b8601930a30a6798fbcdb7de692e4f83d770e7eff13dda21ac3743e84711,"Samserganj / ZP-4
Gazinagar-Malancha, BC
Kanchantala and
Tinpakuria grams",draft_order;unreviewed_ocr;source_pinned_header_repair
5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5:2:5,West Bengal,2018,Murshidabad,Samserganj,5,Samserganj/ZP-5,zp_member,draft,BC,True,,BC WOMEN,BC,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,2,"[0.0, 580.0, 2550, 865.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-02.tsv,f312b8601930a30a6798fbcdb7de692e4f83d770e7eff13dda21ac3743e84711,"Samserganj / ZP-5 Women
BC
Bogdadnagar,
Bhasaipaikar and
Dogachhi-Napara grams
Samserganj 3",draft_order;unreviewed_ocr;source_pinned_header_repair
5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5:2:6,West Bengal,2018,Murshidabad,Samserganj,6,Samserganj/ZP-6,zp_member,draft,BC,,,BC,BC,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,2,"[0.0, 853.0, 2550, 1084.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-02.tsv,f312b8601930a30a6798fbcdb7de692e4f83d770e7eff13dda21ac3743e84711,"Samserganj / ZP-6 BC
Pratapganj, Chachanda
and Nimtita grams",draft_order;unreviewed_ocr;source_pinned_header_repair
5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5:2:7,West Bengal,2018,Murshidabad,Il,7,Il/ZP-7,zp_member,draft,BC,True,,BC WOMEN,BC,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,2,"[0.0, 1072.5, 2550, 1298.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-02.tsv,f312b8601930a30a6798fbcdb7de692e4f83d770e7eff13dda21ac3743e84711,"Suti — Il/ ZP-7
Umrapur, Kashimnagar BC Women
and Mahesail-I grams",draft_order;unreviewed_ocr;source_pinned_header_repair
5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5:2:8,West Bengal,2018,Murshidabad,II,8,II/ZP-8,zp_member,draft,BC,,,BC,BC,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,2,"[0.0, 1286.0, 2550, 1568.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-02.tsv,f312b8601930a30a6798fbcdb7de692e4f83d770e7eff13dda21ac3743e84711,"Suti— II / ZP-8
3 Jagtai-II, Jagtai-I, BC
Aurangabad-I and
Aurangabad-II grams
Suti-I",draft_order;unreviewed_ocr;source_pinned_header_repair
5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5:2:9,West Bengal,2018,Murshidabad,IL,9,IL/ZP-9,zp_member,draft,BC,True,,BC WOMEN,BC,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,2,"[0.0, 1556.0, 2550, 1762.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-02.tsv,f312b8601930a30a6798fbcdb7de692e4f83d770e7eff13dda21ac3743e84711,"Suti — IL / ZP-9
Bajitpur, Laxmipur and BC Women
Mahesail-II grams",draft_order;unreviewed_ocr;source_pinned_header_repair
5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5:2:10,West Bengal,2018,Murshidabad,Suti-I,10,Suti-I/ZP-10,zp_member,draft,,,,,NONE,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,2,"[0.0, 1750.5, 2550, 1979.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-02.tsv,f312b8601930a30a6798fbcdb7de692e4f83d770e7eff13dda21ac3743e84711,"Suti-I / ZP-10
Bahutali, Harua and
Bansabati grams
Suti-I 2",draft_order;unreviewed_ocr;source_pinned_header_repair
5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5:2:11,West Bengal,2018,Murshidabad,Suti-I,11,Suti-I/ZP-11,zp_member,draft,,,,,NONE,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,2,"[0.0, 1967.0, 2550, 2171.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-02.tsv,f312b8601930a30a6798fbcdb7de692e4f83d770e7eff13dda21ac3743e84711,"Suti-I/ ZP-11
Ahiran, Sadikpur and
Nurpur grams Rt.",draft_order;unreviewed_ocr;source_pinned_header_repair
5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5:2:12,West Bengal,2018,Murshidabad,Raghunathganj-I,12,Raghunathganj-I/ZP-12,zp_member,draft,SC,True,,SC WOMEN,SC,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,2,"[0.0, 2159.5, 2550, 2364.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-02.tsv,f312b8601930a30a6798fbcdb7de692e4f83d770e7eff13dda21ac3743e84711,"Raghunathganj-I/ ZP-12
Jamuar, Jarur and SC Women
Kanupur grams",draft_order;unreviewed_ocr;source_pinned_header_repair
5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5:2:13,West Bengal,2018,Murshidabad,Raghunathganj-I,13,Raghunathganj-I/ZP-13,zp_member,draft,,True,,WOMEN,NONE,1,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,2,"[0.0, 2352.5, 2550, 2603.5]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-02.tsv,f312b8601930a30a6798fbcdb7de692e4f83d770e7eff13dda21ac3743e84711,"Raghunathgan)=I a Raghunathganj-I/ ZP-13
Dafarpur, Raninagar and Women
Mirzapur grams",draft_order;unreviewed_ocr;source_pinned_header_repair
5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5:2:14,West Bengal,2018,Murshidabad,Raghunathgan-II,14,Raghunathgan-II/ZP-14,zp_member,draft,BC,,,BC,BC,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,2,"[0.0, 2591.5, 2550, 2882.0]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-02.tsv,f312b8601930a30a6798fbcdb7de692e4f83d770e7eff13dda21ac3743e84711,"Raghunathgan-II/ ZP-14
Giria, Sekendra, Mithipur
and Barashimul- BC
Dayarampur grams
Raghunathganj-II 3",draft_order;unreviewed_ocr;source_pinned_header_repair
5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5:2:15,West Bengal,2018,Murshidabad,Raghunathganj-II,15,Raghunathganj-II/ZP-15,zp_member,draft,,,,,NONE,0,OCR absence remains unknown; no verified negatives,data/wb/2018/draft/1343-SEC-Draft order of Murshidabad district.pdf,5b386f94b7f1d6a968f5ba3b818eb6c449caf92525f033bf71386fb84ee48ef5,2,"[0.0, 2870.0, 2550, 3300]",OCR image pixels at 300 dpi; row band to next anchor,data/wb/ocr/draft/1343-SEC-Draft order of Murshidabad district-02.tsv,f312b8601930a30a6798fbcdb7de692e4f83d770e7eff13dda21ac3743e84711,"Raghunathganj-II/ZP-15
Jotekamal, Sammatinagar
and Teghari-I grams
H:\shared folder\Panchayat ELection 2018\Delimitation and reservation_9,11.2017\Murshidabad\Order-draft-SEC-Murshidabad.doc 2 of 7",draft_order;unreviewed_ocr;source_pinned_header_repair
