source_path,source_sha256,source_page,district,year,record_kind,review_status,reader_line_id,raw_text,source_bbox,bbox_coordinate_system,raw_words
data/wb/gp_source_search/archived_district_files/purulia_PanchElec_1.pdf,38ce86c0341b47fb55891dfdcf14115362392f2bd42f9b99e038a3baaf98bde6,1,Purulia,2013,reference_text_line,not_an_electoral_observation,1:1:1,"Office of the District Magistrate, Purulia","[898, 30, 1321, 55]",rendered_image_pixels,"[{""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""1"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""1"", ""left"": ""898"", ""top"": ""33"", ""width"": ""61"", ""height"": ""19"", ""conf"": ""96.673775"", ""text"": ""Office""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""1"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""2"", ""left"": ""967"", ""top"": ""32"", ""width"": ""22"", ""height"": ""19"", ""conf"": ""96.396210"", ""text"": ""of""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""1"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""3"", ""left"": ""995"", ""top"": ""33"", ""width"": ""33"", ""height"": ""18"", ""conf"": ""96.755043"", ""text"": ""the""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""1"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""4"", ""left"": ""1038"", ""top"": ""32"", ""width"": ""74"", ""height"": ""19"", ""conf"": ""96.755043"", ""text"": ""District""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""1"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""5"", ""left"": ""1121"", ""top"": ""32"", ""width"": ""120"", ""height"": ""23"", ""conf"": ""93.306229"", ""text"": ""Magistrate,""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""1"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""6"", ""left"": ""1250"", ""top"": ""30"", ""width"": ""71"", ""height"": ""19"", ""conf"": ""92.542229"", ""text"": ""Purulia""}]"
data/wb/gp_source_search/archived_district_files/purulia_PanchElec_1.pdf,38ce86c0341b47fb55891dfdcf14115362392f2bd42f9b99e038a3baaf98bde6,1,Purulia,2013,reference_text_line,not_an_electoral_observation,2:1:1,Observer Cell,"[1039, 66, 1181, 87]",rendered_image_pixels,"[{""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""2"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""1"", ""left"": ""1039"", ""top"": ""67"", ""width"": ""98"", ""height"": ""20"", ""conf"": ""96.802185"", ""text"": ""Observer""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""2"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""2"", ""left"": ""1144"", ""top"": ""66"", ""width"": ""37"", ""height"": ""20"", ""conf"": ""96.091003"", ""text"": ""Cell""}]"
data/wb/gp_source_search/archived_district_files/purulia_PanchElec_1.pdf,38ce86c0341b47fb55891dfdcf14115362392f2bd42f9b99e038a3baaf98bde6,1,Purulia,2013,reference_text_line,not_an_electoral_observation,3:1:1,Details of the Observer's Accomodation and Mobility +s,"[830, 96, 1450, 129]",rendered_image_pixels,"[{""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""3"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""1"", ""left"": ""830"", ""top"": ""104"", ""width"": ""70"", ""height"": ""19"", ""conf"": ""96.671562"", ""text"": ""Details""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""3"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""2"", ""left"": ""911"", ""top"": ""104"", ""width"": ""19"", ""height"": ""19"", ""conf"": ""96.799202"", ""text"": ""of""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""3"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""3"", ""left"": ""941"", ""top"": ""96"", ""width"": ""28"", ""height"": ""33"", ""conf"": ""96.751076"", ""text"": ""the""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""3"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""4"", ""left"": ""977"", ""top"": ""102"", ""width"": ""113"", ""height"": ""20"", ""conf"": ""95.508743"", ""text"": ""Observer's""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""3"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""5"", ""left"": ""1097"", ""top"": ""102"", ""width"": ""154"", ""height"": ""19"", ""conf"": ""96.879517"", ""text"": ""Accomodation""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""3"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""6"", ""left"": ""1260"", ""top"": ""101"", ""width"": ""37"", ""height"": ""19"", ""conf"": ""96.497803"", ""text"": ""and""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""3"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""7"", ""left"": ""1306"", ""top"": ""100"", ""width"": ""86"", ""height"": ""23"", ""conf"": ""92.012993"", ""text"": ""Mobility""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""3"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""8"", ""left"": ""1412"", ""top"": ""103"", ""width"": ""38"", ""height"": ""16"", ""conf"": ""28.904428"", ""text"": ""+s""}]"
data/wb/gp_source_search/archived_district_files/purulia_PanchElec_1.pdf,38ce86c0341b47fb55891dfdcf14115362392f2bd42f9b99e038a3baaf98bde6,1,Purulia,2013,reference_text_line,not_an_electoral_observation,3:1:2,"8th Panchayat General Election, 2013, West Bengal","[838, 135, 1383, 162]",rendered_image_pixels,"[{""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""3"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""1"", ""left"": ""838"", ""top"": ""139"", ""width"": ""34"", ""height"": ""19"", ""conf"": ""96.239799"", ""text"": ""8th""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""3"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""2"", ""left"": ""881"", ""top"": ""139"", ""width"": ""108"", ""height"": ""23"", ""conf"": ""96.239799"", ""text"": ""Panchayat""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""3"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""3"", ""left"": ""996"", ""top"": ""138"", ""width"": ""83"", ""height"": ""19"", ""conf"": ""95.958504"", ""text"": ""General""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""3"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""4"", ""left"": ""1088"", ""top"": ""137"", ""width"": ""89"", ""height"": ""22"", ""conf"": ""95.958504"", ""text"": ""Election,""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""3"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""5"", ""left"": ""1186"", ""top"": ""137"", ""width"": ""58"", ""height"": ""21"", ""conf"": ""96.972672"", ""text"": ""2013,""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""3"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""6"", ""left"": ""1252"", ""top"": ""137"", ""width"": ""54"", ""height"": ""17"", ""conf"": ""96.827408"", ""text"": ""West""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""3"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""7"", ""left"": ""1315"", ""top"": ""135"", ""width"": ""68"", ""height"": ""24"", ""conf"": ""96.719452"", ""text"": ""Bengal""}]"
data/wb/gp_source_search/archived_district_files/purulia_PanchElec_1.pdf,38ce86c0341b47fb55891dfdcf14115362392f2bd42f9b99e038a3baaf98bde6,1,Purulia,2013,reference_text_line,not_an_electoral_observation,4:1:1,Mew no- a daca | Pawel Elec —,"[1698, 111, 2066, 163]",rendered_image_pixels,"[{""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""4"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""1"", ""left"": ""1698"", ""top"": ""117"", ""width"": ""62"", ""height"": ""37"", ""conf"": ""49.888401"", ""text"": ""Mew""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""4"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""2"", ""left"": ""1778"", ""top"": ""117"", ""width"": ""35"", ""height"": ""37"", ""conf"": ""54.374008"", ""text"": ""no-""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""4"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""3"", ""left"": ""1825"", ""top"": ""122"", ""width"": ""17"", ""height"": ""17"", ""conf"": ""40.443501"", ""text"": ""a""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""4"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""4"", ""left"": ""1855"", ""top"": ""111"", ""width"": ""53"", ""height"": ""52"", ""conf"": ""19.398861"", ""text"": ""daca""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""4"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""5"", ""left"": ""1929"", ""top"": ""119"", ""width"": ""5"", ""height"": ""32"", ""conf"": ""62.871681"", ""text"": ""|""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""4"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""6"", ""left"": ""1944"", ""top"": ""113"", ""width"": ""52"", ""height"": ""32"", ""conf"": ""73.223557"", ""text"": ""Pawel""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""4"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""7"", ""left"": ""2009"", ""top"": ""113"", ""width"": ""38"", ""height"": ""32"", ""conf"": ""56.916618"", ""text"": ""Elec""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""4"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""8"", ""left"": ""2057"", ""top"": ""134"", ""width"": ""9"", ""height"": ""3"", ""conf"": ""87.049080"", ""text"": ""—""}]"
data/wb/gp_source_search/archived_district_files/purulia_PanchElec_1.pdf,38ce86c0341b47fb55891dfdcf14115362392f2bd42f9b99e038a3baaf98bde6,1,Purulia,2013,reference_text_line,not_an_electoral_observation,5:1:1,Tee.,"[2109, 115, 2257, 148]",rendered_image_pixels,"[{""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""5"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""1"", ""left"": ""2109"", ""top"": ""115"", ""width"": ""148"", ""height"": ""33"", ""conf"": ""11.025429"", ""text"": ""Tee.""}]"
data/wb/gp_source_search/archived_district_files/purulia_PanchElec_1.pdf,38ce86c0341b47fb55891dfdcf14115362392f2bd42f9b99e038a3baaf98bde6,1,Purulia,2013,reference_text_line,not_an_electoral_observation,6:1:1,FOR UPLOADING AFT DIST WEDSITE.,"[1889, 161, 2273, 183]",rendered_image_pixels,"[{""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""6"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""1"", ""left"": ""1889"", ""top"": ""162"", ""width"": ""39"", ""height"": ""18"", ""conf"": ""37.247665"", ""text"": ""FOR""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""6"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""2"", ""left"": ""1935"", ""top"": ""161"", ""width"": ""134"", ""height"": ""22"", ""conf"": ""37.247665"", ""text"": ""UPLOADING""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""6"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""3"", ""left"": ""2082"", ""top"": ""164"", ""width"": ""31"", ""height"": ""18"", ""conf"": ""72.881721"", ""text"": ""AFT""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""6"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""4"", ""left"": ""2116"", ""top"": ""163"", ""width"": ""47"", ""height"": ""19"", ""conf"": ""75.877960"", ""text"": ""DIST""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""6"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""5"", ""left"": ""2171"", ""top"": ""161"", ""width"": ""102"", ""height"": ""21"", ""conf"": ""38.240376"", ""text"": ""WEDSITE.""}]"
data/wb/gp_source_search/archived_district_files/purulia_PanchElec_1.pdf,38ce86c0341b47fb55891dfdcf14115362392f2bd42f9b99e038a3baaf98bde6,1,Purulia,2013,reference_text_line,not_an_electoral_observation,8:1:1,: District Level Observer :,"[1307, 220, 1583, 240]",rendered_image_pixels,"[{""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""8"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""1"", ""left"": ""1307"", ""top"": ""227"", ""width"": ""3"", ""height"": ""13"", ""conf"": ""81.883430"", ""text"": "":""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""8"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""2"", ""left"": ""1326"", ""top"": ""222"", ""width"": ""73"", ""height"": ""18"", ""conf"": ""92.002731"", ""text"": ""District""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""8"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""3"", ""left"": ""1408"", ""top"": ""220"", ""width"": ""52"", ""height"": ""19"", ""conf"": ""96.667839"", ""text"": ""Level""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""8"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""4"", ""left"": ""1468"", ""top"": ""220"", ""width"": ""98"", ""height"": ""19"", ""conf"": ""34.158623"", ""text"": ""Observer""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""8"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""5"", ""left"": ""1580"", ""top"": ""224"", ""width"": ""3"", ""height"": ""14"", ""conf"": ""34.158623"", ""text"": "":""}]"
data/wb/gp_source_search/archived_district_files/purulia_PanchElec_1.pdf,38ce86c0341b47fb55891dfdcf14115362392f2bd42f9b99e038a3baaf98bde6,1,Purulia,2013,reference_text_line,not_an_electoral_observation,24:1:1,Name 0 Name of Liaison Driver's,"[1522, 264, 2178, 289]",rendered_image_pixels,"[{""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""1"", ""left"": ""1522"", ""top"": ""272"", ""width"": ""69"", ""height"": ""17"", ""conf"": ""92.902542"", ""text"": ""Name""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""2"", ""left"": ""1600"", ""top"": ""275"", ""width"": ""11"", ""height"": ""13"", ""conf"": ""84.091812"", ""text"": ""0""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""3"", ""left"": ""1686"", ""top"": ""271"", ""width"": ""68"", ""height"": ""16"", ""conf"": ""95.820618"", ""text"": ""Name""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""4"", ""left"": ""1764"", ""top"": ""274"", ""width"": ""11"", ""height"": ""12"", ""conf"": ""95.783821"", ""text"": ""of""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""5"", ""left"": ""1791"", ""top"": ""269"", ""width"": ""83"", ""height"": ""17"", ""conf"": ""96.902283"", ""text"": ""Liaison""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""1"", ""word_num"": ""6"", ""left"": ""2085"", ""top"": ""264"", ""width"": ""93"", ""height"": ""18"", ""conf"": ""96.578667"", ""text"": ""Driver's""}]"
data/wb/gp_source_search/archived_district_files/purulia_PanchElec_1.pdf,38ce86c0341b47fb55891dfdcf14115362392f2bd42f9b99e038a3baaf98bde6,1,Purulia,2013,reference_text_line,not_an_electoral_observation,24:1:2,Name of Observer Designation ডি: রি ক & রি Phone — Name &,"[666, 267, 2180, 339]",rendered_image_pixels,"[{""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""1"", ""left"": ""666"", ""top"": ""308"", ""width"": ""67"", ""height"": ""17"", ""conf"": ""96.287903"", ""text"": ""Name""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""2"", ""left"": ""742"", ""top"": ""305"", ""width"": ""25"", ""height"": ""26"", ""conf"": ""96.928528"", ""text"": ""of""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""3"", ""left"": ""771"", ""top"": ""305"", ""width"": ""102"", ""height"": ""20"", ""conf"": ""96.693893"", ""text"": ""Observer""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""4"", ""left"": ""997"", ""top"": ""300"", ""width"": ""139"", ""height"": ""33"", ""conf"": ""96.781960"", ""text"": ""Designation""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""5"", ""left"": ""1259"", ""top"": ""284"", ""width"": ""149"", ""height"": ""53"", ""conf"": ""25.947762"", ""text"": ""ডি:""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""6"", ""left"": ""1405"", ""top"": ""299"", ""width"": ""19"", ""height"": ""40"", ""conf"": ""40.534252"", ""text"": ""রি""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""7"", ""left"": ""1504"", ""top"": ""269"", ""width"": ""121"", ""height"": ""52"", ""conf"": ""22.805485"", ""text"": ""ক""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""8"", ""left"": ""1624"", ""top"": ""303"", ""width"": ""16"", ""height"": ""17"", ""conf"": ""92.235626"", ""text"": ""&""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""9"", ""left"": ""1691"", ""top"": ""267"", ""width"": ""102"", ""height"": ""59"", ""conf"": ""33.802940"", ""text"": ""রি""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""10"", ""left"": ""1801"", ""top"": ""298"", ""width"": ""68"", ""height"": ""20"", ""conf"": ""96.828194"", ""text"": ""Phone""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""11"", ""left"": ""1902"", ""top"": ""277"", ""width"": ""128"", ""height"": ""52"", ""conf"": ""76.766174"", ""text"": ""—""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""12"", ""left"": ""2085"", ""top"": ""297"", ""width"": ""69"", ""height"": ""17"", ""conf"": ""93.226440"", ""text"": ""Name""}, {""level"": ""5"", ""page_num"": ""1"", ""block_num"": ""24"", ""par_num"": ""1"", ""line_num"": ""2"", ""word_num"": ""13"", ""left"": ""2163"", ""top"": ""296"", ""width"": ""17"", ""height"": ""17"", ""conf"": ""93.226440"", ""text"": ""&""}]"
