dataset,table,row_id,source_path,source_page,quality_flags
nadia_2008,gp_seats,f5b7557865ed78f5ff9d,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,32f507ca50d2a8875467,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,56edcf9cbf7a61e30f5b,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,f786f2f5dff6087cab5b,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,a92480ba7733b23f70f9,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,b46a5207fa2e18e14008,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,6c170a9775726a355b8f,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,7999c6d5d54115d8b1b4,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,1080e98741f087420c0e,data/wb/gp_source_search/historical_expansion/nadia_Dewli_273789c8.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,818db9cc6559fb612691,data/wb/gp_source_search/historical_expansion/nadia_Dubra_32235c0c.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,684c44fc36af8321cef4,data/wb/gp_source_search/historical_expansion/nadia_Dubra_32235c0c.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,f8d2951cb57317bc6b60,data/wb/gp_source_search/historical_expansion/nadia_Dubra_32235c0c.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,ef89fdd86f784d3f33c5,data/wb/gp_source_search/historical_expansion/nadia_Dubra_32235c0c.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,3804a75b6512d256c662,data/wb/gp_source_search/historical_expansion/nadia_Dubra_32235c0c.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,e93d9728ccb87a4ee1dd,data/wb/gp_source_search/historical_expansion/nadia_Dubra_32235c0c.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,3fc23527a62a46e5eebe,data/wb/gp_source_search/historical_expansion/nadia_Dubra_32235c0c.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,71eab04b8bec2437cbc2,data/wb/gp_source_search/historical_expansion/nadia_Dubra_32235c0c.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,28405093322c4a52ce9e,data/wb/gp_source_search/historical_expansion/nadia_Dubra_32235c0c.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,1547fff7775861a7a6ad,data/wb/gp_source_search/historical_expansion/nadia_Dubra_32235c0c.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,dda718cb827ee676d82d,data/wb/gp_source_search/historical_expansion/nadia_Dubra_32235c0c.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,0851881542ea51c70baf,data/wb/gp_source_search/historical_expansion/nadia_Dubra_32235c0c.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,a591a94b1d38b35e424f,data/wb/gp_source_search/historical_expansion/nadia_Dubra_32235c0c.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,d2de6cd8d6aa4ee7acb1,data/wb/gp_source_search/historical_expansion/nadia_Dubra_32235c0c.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,79d8ab7a8d0416f33359,data/wb/gp_source_search/historical_expansion/nadia_Dubra_32235c0c.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,cecaa94a3eb9c97ad518,data/wb/gp_source_search/historical_expansion/nadia_Dubra_32235c0c.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,791f87cfee159652fc1e,data/wb/gp_source_search/historical_expansion/nadia_Ghetugachi_1418c9e2.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,d9cacc7b3081ecaaf08f,data/wb/gp_source_search/historical_expansion/nadia_Ghetugachi_1418c9e2.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,5d3f1dce096c491d6933,data/wb/gp_source_search/historical_expansion/nadia_Ghetugachi_1418c9e2.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,86dc464609c636b2792b,data/wb/gp_source_search/historical_expansion/nadia_Ghetugachi_1418c9e2.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,883f448e7cb26e3c4b44,data/wb/gp_source_search/historical_expansion/nadia_Ghetugachi_1418c9e2.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,cd9be4cdb4cc0a171bed,data/wb/gp_source_search/historical_expansion/nadia_Ghetugachi_1418c9e2.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,6b3a214cd025cc47214a,data/wb/gp_source_search/historical_expansion/nadia_Ghetugachi_1418c9e2.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,ce20aebf9c4a1a0bc52f,data/wb/gp_source_search/historical_expansion/nadia_Ghetugachi_1418c9e2.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,2ba1533d84dc1c53db48,data/wb/gp_source_search/historical_expansion/nadia_Ghetugachi_1418c9e2.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,3cb6c103238b0194d941,data/wb/gp_source_search/historical_expansion/nadia_Ghetugachi_1418c9e2.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,54a6e89afce0700d71d5,data/wb/gp_source_search/historical_expansion/nadia_Ghetugachi_1418c9e2.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,03b93f498cd650ea6d66,data/wb/gp_source_search/historical_expansion/nadia_Ghetugachi_1418c9e2.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,425a9f18b8824288aafb,data/wb/gp_source_search/historical_expansion/nadia_Ghetugachi_1418c9e2.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,604e165e165c90c340bd,data/wb/gp_source_search/historical_expansion/nadia_Ghetugachi_1418c9e2.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,ccaecfa0559efc70ebd7,data/wb/gp_source_search/historical_expansion/nadia_Ghetugachi_1418c9e2.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,8aefbd649ffffd6f91d9,data/wb/gp_source_search/historical_expansion/nadia_Ghetugachi_1418c9e2.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,cd520002b7dce69c9cc8,data/wb/gp_source_search/historical_expansion/nadia_Ghetugachi_1418c9e2.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,6b41ba88a4e677cced20,data/wb/gp_source_search/historical_expansion/nadia_Ghetugachi_1418c9e2.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,2549d417eb64edbff2f9,data/wb/gp_source_search/historical_expansion/nadia_Rautari_845ce850.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,ebfb0bff8ba1d2f6b7b4,data/wb/gp_source_search/historical_expansion/nadia_Rautari_845ce850.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,7c688b953730644e6b01,data/wb/gp_source_search/historical_expansion/nadia_Rautari_845ce850.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,d614601bc732e7fdf5af,data/wb/gp_source_search/historical_expansion/nadia_Rautari_845ce850.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,b8fad8ff0dcf753869f9,data/wb/gp_source_search/historical_expansion/nadia_Rautari_845ce850.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,595aa9244fcbe1bbb4a4,data/wb/gp_source_search/historical_expansion/nadia_Rautari_845ce850.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,273f3e0924a86427717f,data/wb/gp_source_search/historical_expansion/nadia_Rautari_845ce850.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,d4558dd0f9518e71d16e,data/wb/gp_source_search/historical_expansion/nadia_Rautari_845ce850.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,86f2e40d03d80bb600fd,data/wb/gp_source_search/historical_expansion/nadia_Rautari_845ce850.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,f5b53e86f33db3829621,data/wb/gp_source_search/historical_expansion/nadia_Silinda-I_7d8fc466.pdf,1,constituency_identity_unresolved;reservation_cell_unread;reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows;duplicate_seat_key
nadia_2008,gp_seats,d61587423df4b8b84e33,data/wb/gp_source_search/historical_expansion/nadia_Silinda-I_7d8fc466.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,02b411e9664285d14cd4,data/wb/gp_source_search/historical_expansion/nadia_Silinda-I_7d8fc466.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,f4836cacfe67ec3bfda2,data/wb/gp_source_search/historical_expansion/nadia_Silinda-I_7d8fc466.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,e01161df105e9ba27bcf,data/wb/gp_source_search/historical_expansion/nadia_Silinda-I_7d8fc466.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows;duplicate_seat_key
nadia_2008,gp_seats,b8920ad4a862a1430411,data/wb/gp_source_search/historical_expansion/nadia_Silinda-I_7d8fc466.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,b8d9d6232b3eea1ea7c7,data/wb/gp_source_search/historical_expansion/nadia_Silinda-I_7d8fc466.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,19174fe35397d920db22,data/wb/gp_source_search/historical_expansion/nadia_Silinda-I_7d8fc466.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,da2e18e8902e5ca8122a,data/wb/gp_source_search/historical_expansion/nadia_Silinda-I_7d8fc466.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,6a565c8597643a0e3f7b,data/wb/gp_source_search/historical_expansion/nadia_Silinda-I_7d8fc466.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,8b32fbe0bdfaf0a3ec9b,data/wb/gp_source_search/historical_expansion/nadia_Silinda-I_7d8fc466.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,8cdf67222fcc1bf684ae,data/wb/gp_source_search/historical_expansion/nadia_Silinda-I_7d8fc466.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,e7c9cf84222238f4996f,data/wb/gp_source_search/historical_expansion/nadia_Silinda-I_7d8fc466.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,75535fa43d7f23cbc8fb,data/wb/gp_source_search/historical_expansion/nadia_Silinda-I_7d8fc466.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,7ca18613307fb89734dc,data/wb/gp_source_search/historical_expansion/nadia_Tatla-I_702c0ed1.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,beb8bf6e1edc583cf15a,data/wb/gp_source_search/historical_expansion/nadia_Tatla-I_702c0ed1.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,95dd72f11579e3b7caa3,data/wb/gp_source_search/historical_expansion/nadia_Tatla-I_702c0ed1.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,d65c9bfa3968c640b26b,data/wb/gp_source_search/historical_expansion/nadia_Tatla-I_702c0ed1.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,5272d07d96164e3fbcaf,data/wb/gp_source_search/historical_expansion/nadia_Tatla-I_702c0ed1.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,40bf0f9ff27d3eb44e8f,data/wb/gp_source_search/historical_expansion/nadia_Tatla-I_702c0ed1.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,c540ee5e0ff7175921e8,data/wb/gp_source_search/historical_expansion/nadia_Tatla-I_702c0ed1.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,46db51a3150a49c5df70,data/wb/gp_source_search/historical_expansion/nadia_Tatla-I_702c0ed1.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,97811204ad5172bb2aca,data/wb/gp_source_search/historical_expansion/nadia_Tatla-I_702c0ed1.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,cf18d1c2d22be9f5d53c,data/wb/gp_source_search/historical_expansion/nadia_Tatla-I_702c0ed1.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,2d639d26213a71fff83c,data/wb/gp_source_search/historical_expansion/nadia_Tatla-I_702c0ed1.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,98ef8a9d4622081d06eb,data/wb/gp_source_search/historical_expansion/nadia_Tatla-I_702c0ed1.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,9fd328aefb5ce70cb28c,data/wb/gp_source_search/historical_expansion/nadia_Tatla-I_702c0ed1.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,ef295436b0c4ff708e8a,data/wb/gp_source_search/historical_expansion/nadia_Tatla-II_93e73760.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,24ce321c9d14aefb96ba,data/wb/gp_source_search/historical_expansion/nadia_Tatla-II_93e73760.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,118ed586e41d063b172c,data/wb/gp_source_search/historical_expansion/nadia_Tatla-II_93e73760.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,ac7e02fff2bcb47b1e27,data/wb/gp_source_search/historical_expansion/nadia_Tatla-II_93e73760.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,77f00d12f6d7f29590fa,data/wb/gp_source_search/historical_expansion/nadia_Tatla-II_93e73760.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,f0a79ca9786980954e5b,data/wb/gp_source_search/historical_expansion/nadia_Tatla-II_93e73760.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,24f3be9f9e4da8dfd1f3,data/wb/gp_source_search/historical_expansion/nadia_Tatla-II_93e73760.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,b6d2d870fb3595da9c8c,data/wb/gp_source_search/historical_expansion/nadia_Tatla-II_93e73760.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,394add8d36579f1194ad,data/wb/gp_source_search/historical_expansion/nadia_Tatla-II_93e73760.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,55b76d8c1e95c93f62ed,data/wb/gp_source_search/historical_expansion/nadia_Tatla-II_93e73760.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,7f1ca6f0b673c6e2557f,data/wb/gp_source_search/historical_expansion/nadia_Tatla-II_93e73760.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,a0cf8efa21230d76ccd3,data/wb/gp_source_search/historical_expansion/nadia_Tatla-II_93e73760.pdf,1,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,fc50ce64745de5a9f723,data/wb/gp_source_search/historical_expansion/nadia_Tatla-II_93e73760.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,33127d2807e4ce5b4015,data/wb/gp_source_search/historical_expansion/nadia_Tatla-II_93e73760.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,a7313d5aa72d06f84e49,data/wb/gp_source_search/historical_expansion/nadia_Tatla-II_93e73760.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,678a804eb28f0e947abd,data/wb/gp_source_search/historical_expansion/nadia_Tatla-II_93e73760.pdf,2,reservation_totals_mismatch;seat_universe_mismatch;unsupported_rows
nadia_2008,gp_seats,1b7a9f732d0a2640c002,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,1,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,b1e813739b0081780bd8,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,1,reservation_totals_mismatch
nadia_2008,gp_seats,063b7087ceeee5ab91e4,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,2,reservation_totals_mismatch
nadia_2008,gp_seats,4b495b1902b6332abdae,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,2,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,d1ff54f9a2cd06241bcb,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,2,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,cda1d2d2be386ea32cd0,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,2,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,73d5029c060d9b3d0acb,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,2,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,b11f6fcb03ef1c7c8b55,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,2,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,6c970576216fe1214c48,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,2,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,b4741c2d5659ec9f62fe,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,2,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,1940bee566856ada103d,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,2,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,f41950f1438edd730245,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,2,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,2af567d5bb5dbb0fcdbe,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,3,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,28af3f50ed4461300126,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,4,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,d802feb944b47c65c81b,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,4,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,3981fc2b5a53814ba4e8,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,4,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,5e9bd500e6a873b9c4b6,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,4,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,c3c1bff922879486beb3,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,4,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,a327b3e062377b37e51e,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,5,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,5d47e30308361bdf12df,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,5,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,7c972f72544185055a0f,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,5,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,dac440592d554d2a1b8e,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,5,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,657ad7b206210b18e5d8,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,5,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,754bbb947227743081e4,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,5,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,432af18264ed67da7d7e,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,5,reservation_totals_mismatch
nadia_2008,gp_seats,80ba059b7a2a09c4e7ca,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,6,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,4b20ffb8eb0a7579771b,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,6,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,004dac3d88eff4c6ae94,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,6,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,c2ccd153ab67d3260787,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,6,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,a323dce0b44df87cea71,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,7,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,f294ff139b6a7a6c2ab5,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,7,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,a36231107ff3754a4d76,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,7,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,29bf747a8a96f29f68a1,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,7,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,7038d5c46c095a44d0b4,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,7,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,d4215d0cc1b16bc5cd59,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,7,caste_women_columns_conflict;reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,b56f220a9ef564fc90dc,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,7,reservation_cell_unread;reservation_totals_mismatch
nadia_2008,gp_seats,4a94f3a5580d19be6bf4,data/wb/gp_source_search/historical_expansion/nadia_Form-A1_bc959e7a.pdf,7,reservation_cell_unread;reservation_totals_mismatch
