file,district,election_year,content_kind,stage,pages,bytes,sha256,text_bytes,source_url,archive_url,container,archive_member,manual_entry_status,duplicate_of,notes
2023/alipurduar/alipurduar_i_form_a_banchukamari_pdf_734_30kb_2023030222.pdf,Alipurduar,2023,gp_ward,final,1,751932,4785be07ec0033f88e2f9db08b4e3bcffdbe5de4355f8c5fabd58da4e86c1aa6,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030222.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_i_form_a_chakowakheti_pdf_682_62kb_2023030251.pdf,Alipurduar,2023,gp_ward,final,1,699004,40249c2301e00c3bd740b20951cff85e9a8b5850e67f7f33fc755cb121c3400d,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030251.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_i_form_a_mathura_pdf_622_29kb_2023030228-1.pdf,Alipurduar,2023,gp_ward,final,1,637229,1bba7a82057a49804252e965a73859f243d47c6a2f2f5742a9e860c899e8b580,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_i_form_a_parorpar_pdf_700_38kb_2023030299.pdf,Alipurduar,2023,gp_ward,final,1,717194,49230c56833f18b9d70099b718abd70fe2f49a3bad67c7b9772bb20f4ad55eb7,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030299.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_i_form_a_patlakhawa_pdf_643_87kb_2023030246.pdf,Alipurduar,2023,gp_ward,final,1,659332,3d02f5e0466a842b67d0f9421c4f083451e51f3ee47cd5eb313d27d32636e680,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030246.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_i_form_a_purba_kathalbari_pdf_742_90kb_2023030222-1.pdf,Alipurduar,2023,gp_ward,final,1,760734,9de76dcdf0c21d5e2fdb9d845a0838af5cfdb247e50091c2a527e964f5dd1f4d,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030222-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_i_form_a_salkumar_i_pdf_700_98kb_2023030273-1.pdf,Alipurduar,2023,gp_ward,final,1,717810,b2582a5dcf1491d6b419acc2aeb4df8ad64c67335b7c3f22d0d8ee86346182a7,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030273-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_i_form_a_salkumar_ii_pdf_667_04kb_2023030244.pdf,Alipurduar,2023,gp_ward,final,1,683050,28c0cf29205dc1ac6e202ba866984f1959169136871e94427000a72781ef8144,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030244.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_i_form_a_tapshikhata_pdf_701_33kb_2023030225.pdf,Alipurduar,2023,gp_ward,final,1,718167,a5bdfae04ed429c37692d638ac22a6b15db3e8279e323dee0bcc7d1f35877177,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030225.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_i_form_a_vivekananda_i_pdf_694_70kb_2023030242.pdf,Alipurduar,2023,gp_ward,final,1,711378,bd320388cf435ef3768f806dcc60be3f5853f720cf29fd68188a5828c9862114,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030242.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_i_form_a_vivekananda_ii_pdf_753_19_2023030263-1.pdf,Alipurduar,2023,gp_ward,final,1,771270,16bdfe9959fd7b834980dc8697b867d8dee23d09d127f74dbd33b0ee5698920a,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030263-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_i_form_b_alipurduar_i_ps_pdf_3_28mb_2023030261.pdf,Alipurduar,2023,block_member,final,6,3447980,54d865158720155dd65567b47d979b795380bc285929b4c36d8a22a2ba273d1e,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030261.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_ii_form_a_bhatibari_pdf_1_27mb_2023030217.pdf,Alipurduar,2023,gp_ward,final,3,1333230,60caafae458952ec1c8b5752524ac7705f2f0ba7a1f82ed7b4d264b85c558509,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030217.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_ii_form_a_chaporerpar_i_pdf_0_98mb_2023030285.pdf,Alipurduar,2023,gp_ward,final,2,1035189,00f2e4ee7d90b6fb3de7f2f2562f402eae055a4eaec5e28dc8f722d7278c7ecb,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030285.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_ii_form_a_chaporerpar_ii_pdf_965_15kb_2023030216.pdf,Alipurduar,2023,gp_ward,final,2,988321,3f6e808b771e3a95f318119310c5db9b68e7624110bac4e380117c1d56caef43,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030216.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_ii_form_a_kohinoor_pdf_880_15kb_2023030213-1.pdf,Alipurduar,2023,gp_ward,final,2,901278,e048ac2a538548d787687b2930a73b02b9d28397be25bac4df1f67f48e9c1cf3,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030213-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_ii_form_a_mahakalguri_pdf_1_25mb_2023030241.pdf,Alipurduar,2023,gp_ward,final,3,1312840,030ca654009bebed7e91f42f29aeef4bc8c31b9352235c0a894c7c32f85a46b6,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030241.pdf,,,,ready_for_manual_review,,
