file,district,election_year,content_kind,stage,pages,bytes,sha256,text_bytes,source_url,archive_url,container,archive_member,manual_entry_status,duplicate_of,notes
2023/alipurduar/alipurduar_ii_form_a_majherdabri_pdf_1_34mb_2023030294.pdf,Alipurduar,2023,gp_ward,final,3,1407538,a4a8377a536464b4399a23e39b8014132e738cd23aed0aee1f845e4d7d4bbdeb,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030294.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_ii_form_a_parokata_pdf_1_28mb_2023030226.pdf,Alipurduar,2023,gp_ward,final,3,1349789,19612a217ffa56fff35cb1966a744f8fe1b319a7bcf4acf6d5226e897ba53f06,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030226.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_ii_form_a_samuktola_pdf_1_27mb_2023030223.pdf,Alipurduar,2023,gp_ward,final,3,1339912,15d3ab2ac6b3ef1810923d9520fd82bd25035f14dae94c94511d398ac44ac84d,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030223.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_ii_form_a_tatpara_i_pdf_950_51kb_2023030247.pdf,Alipurduar,2023,gp_ward,final,2,973329,8274b20419abe1b2d03c2eb3f45693bb541794f1b87b121482718deba3580bfc,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030247.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_ii_form_a_tatpara_ii_pdf_967_06kb_2023030262.pdf,Alipurduar,2023,gp_ward,final,2,990277,b579456050b3ab6f672a46ffbde380541590e4aea1c20960a08d7c6a6c33fd6f,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030262.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_ii_form_a_turturi_pdf_926_24kb_2023030250.pdf,Alipurduar,2023,gp_ward,final,2,948473,1d0128cf56d16a6ca6528d3ce50291b2f7a6ab0fae60668d452fb2e157e0ab30,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030250.pdf,,,,ready_for_manual_review,,
2023/alipurduar/alipurduar_ii_form_b_alipurduar_ii_ps_pdf_2_16mb_2023030261-1.pdf,Alipurduar,2023,block_member,final,6,2271018,0836ca2fdb6fbb505f04d4b548786bf4ec7f25bb191ee0580cf5aad60f849725,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030261-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/falakata_form_a_dalgaon_pdf_1_17mb_2023030253.pdf,Alipurduar,2023,gp_ward,final,2,1233112,8f4e20f4444a199a77a07cb6b611a5434a5f2ab85f275d7ccc6e3774520c64ab,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030253.pdf,,,,ready_for_manual_review,,
2023/alipurduar/falakata_form_a_deogaon_pdf_1_75mb_2023030298.pdf,Alipurduar,2023,gp_ward,final,3,1839821,74d5ce8fa43717ba471159de4bc1f49988798b5d44b1afd50693a55c05b8b3e0,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030298.pdf,,,,ready_for_manual_review,,
2023/alipurduar/falakata_form_a_dhanirampur_i_pdf_1_77mb_2023030213-2.pdf,Alipurduar,2023,gp_ward,final,3,1858708,a93e855eb79cd1ab6a35d795f93ea3249a27b4d38c3de39708bbb76bc31cbbdd,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030213-2.pdf,,,,ready_for_manual_review,,
2023/alipurduar/falakata_form_a_dhanirampur_ii_pdf_1_84mb_2023030273-2.pdf,Alipurduar,2023,gp_ward,final,3,1934148,f980a1367b699c4277f3c4209fa339de71a0f79b0702e40d8481b18e09a45a53,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030273-2.pdf,,,,ready_for_manual_review,,
2023/alipurduar/falakata_form_a_falakata_ii_pdf_1_28mb_2023030274.pdf,Alipurduar,2023,gp_ward,final,2,1346710,8dcc73335e435569b65f56586a0ed419a2544257f38bfe493b46a58eebb0f8a8,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030274.pdf,,,,ready_for_manual_review,,
2023/alipurduar/falakata_form_a_guabarnagar_pdf_1_36mb_2023030270.pdf,Alipurduar,2023,gp_ward,final,3,1427510,50a39b80f8ae30211dfdacd368c44176523275dadd89cb89107a7c2824dc2bff,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030270.pdf,,,,ready_for_manual_review,,
2023/alipurduar/falakata_form_a_jateswar_i_pdf_1_29mb_2023030253-1.pdf,Alipurduar,2023,gp_ward,final,2,1356724,8896ae183159a835130e724fc638b90f4a8bcb0707b4282d26413f75564ac005,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030253-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/falakata_form_a_jateswar_ii_pdf_1_29mb_2023030246-1.pdf,Alipurduar,2023,gp_ward,final,2,1362687,3e4d8a4d9355e35734ed1838c691e187510d7eaaaeb49eb2319958265c2e7567,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030246-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/falakata_form_a_mairadanga_pdf_1_27mb_2023030229.pdf,Alipurduar,2023,gp_ward,final,3,1967127,3246cc8ca896369667bcbc1b1b3046e237f64245bbf4f1f2c6f0aa7d6f93c5db,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030229.pdf,,,,ready_for_manual_review,,
2023/alipurduar/falakata_form_a_salkumar_pdf_1_83mb_2023030297-1.pdf,Alipurduar,2023,gp_ward,final,3,1925756,2904b66ccbcba7061cbc3078b6ed9970fb139dcaf5d2f50b2857967fb21d01c7,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030297-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/falakata_form_b_falakata_ps_pdf_3_09mb_2023030275-1.pdf,Alipurduar,2023,block_member,final,5,3248744,ae1aff5c1204cb9edc3282795f61dd1b01d14e201d63a948b6eceaee7c33933f,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030275-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/final_order_for_reservation_of_office_bearer_icw_zilla_parishad_view_pdf_2_mb_2023030243.pdf,Alipurduar,2023,office_or_zp,final,4,2109508,e832905b97b1a389c628e510abfc927981763be13e1b0864bdcf8a06ded80651,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030243.pdf,,,,ready_for_manual_review,,
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,Alipurduar,2023,gp_head,final,3,935728,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,,,ready_for_manual_review,,
2023/alipurduar/form1b_sabhapati_view_pdf_508_kb_2023030213.pdf,Alipurduar,2023,office_or_zp,final,2,520515,d95d88ab6414b9ba10c818165f350d2fb881189c8d2f5a2edd102c1299e8d1e9,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030213.pdf,,,,ready_for_manual_review,,
2023/alipurduar/form1b_sahakari_sabhapati_view_pdf_486_kb_2023030255.pdf,Alipurduar,2023,office_or_zp,final,2,498000,050451281ac4ff997842d0999d42344f99886a323d9f367152028d00ae5f57bb,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030255.pdf,,,,ready_for_manual_review,,
2023/alipurduar/form1b_upa_pradhan_view_pdf_590_kb_2023030278.pdf,Alipurduar,2023,gp_deputy,final,2,604050,bbd210aed7e3b06d6339440eb52b3e638dd76c020bb640c458addef5523f7ae5,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030278.pdf,,,,ready_for_manual_review,,
2023/alipurduar/form_1a_pradhan_view_pdf_1_mb_2023030211.pdf,Alipurduar,2023,gp_head,draft,3,1147282,103f216a2639fd1d114f26e87ed846966ca61d8756623d85fdb86088ea32a5a1,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030211.pdf,,,,ready_for_manual_review,,
2023/alipurduar/form_1a_sabhapati_view_pdf_628_kb_2023030297.pdf,Alipurduar,2023,office_or_zp,draft,2,642650,905fe1f58a347fc95973bcae468d16871f8a04eb116461b63ede602707b3b6ce,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030297.pdf,,,,ready_for_manual_review,,
2023/alipurduar/form_1a_sahakari_sabhapati_view_pdf_611_kb_2023030273.pdf,Alipurduar,2023,office_or_zp,draft,2,625613,535bb0e14f8cc7fc02760873bd41b7a720425bb8c4a325c0ca7a60fefb143c18,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030273.pdf,,,,ready_for_manual_review,,
2023/alipurduar/form_1a_upa_pradhan_view_pdf_737_kb_2023030292.pdf,Alipurduar,2023,gp_deputy,draft,2,754812,c94f363f20effead613bd74ad5c6885fd2b4bd2904641a1740653c2a5880f706,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030292.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kalchini_form_a_chuapara_pdf_1_45mb_2023030298-1.pdf,Alipurduar,2023,gp_ward,final,3,1529658,0daf268b65ee34263ff1c196dadfa98ca9a88a0026daab0b414616c991d4dbac,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030298-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kalchini_form_a_dalsingpara_pdf_1_33mb_2023030280.pdf,Alipurduar,2023,gp_ward,final,3,1399234,dd1dcdea236be8b1c453ab02d9909860b0ceed0daa2300c6ca124c5b64ebd2b8,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030280.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kalchini_form_a_garopara_pdf_1_79mb_2023030241-1.pdf,Alipurduar,2023,gp_ward,final,4,1878082,4df1175dced4e5a2e83ae1ec8b572a382b1920596f7e30d12cbb74eba5625da9,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030241-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kalchini_form_a_jaigaon_i_pdf_2_21mb_2023030252.pdf,Alipurduar,2023,gp_ward,final,5,2323244,15d86f75088c2147ab7907b26404fff1ea4cb1a81d9c01cf3fac0b842e7760ed,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030252.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kalchini_form_a_jaigaon_ii_pdf_2_39mb_2023030265.pdf,Alipurduar,2023,gp_ward,final,5,2516819,8068b7e2eb37e4c50b9210ee68a804c7bc0f8306978733c5ffd84267da814887,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030265.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kalchini_form_a_kalchini_pdf_2_13mb_2023030254.pdf,Alipurduar,2023,gp_ward,final,5,2244389,75c0906e98e128480178676b039e3e69cdaeefbeaae9c0b104ade02843149d00,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030254.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kalchini_form_a_latabari_pdf_1_70mb_2023030222-2.pdf,Alipurduar,2023,gp_ward,final,4,1788275,ee3ab2fb96c0754e7b993bb7128d6eace6e023242c9a498616d3845260c71cb6,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030222-2.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kalchini_form_a_malangi_pdf_1_82mb_2023030240.pdf,Alipurduar,2023,gp_ward,final,4,1914642,f15b86b8763121f09ff3eb19c764418cc53071373d0504118e2ea9348d878701,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030240.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kalchini_form_a_mendabari_pdf_1_30mb_2023030254-1.pdf,Alipurduar,2023,gp_ward,final,3,1366956,5342cb823021d58a996727ff5b1b6ccfb4e98a390a28804209a79b88f68f44a2,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030254-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kalchini_form_a_rajabhatkhawa_pdf_1_34mb_2023030225-1.pdf,Alipurduar,2023,gp_ward,final,3,1410123,4b05c164447ebb093057eb8d9ee384354df330199275d0c5b9fed06ec72cba5e,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030225-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kalchini_form_a_satali_pdf_1_41mb_2023030277.pdf,Alipurduar,2023,gp_ward,final,3,1489512,fd5a3b7aa6f793a7ac622c06a71d861a3083e0f77d47a05cfbeb76f611c310e3,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030277.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kalchini_form_b_kalchini_ps_pdf_3_67mb_2023030243-1.pdf,Alipurduar,2023,block_member,final,8,3857853,b108ce3a9346fbc3d16aa246d8a55725c8416769a1a5a9ce736d86c0c5b97048,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030243-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kumargram_form_a_chengmari_pdf_1_17mb_2023030237-1.pdf,Alipurduar,2023,gp_ward,final,2,1235219,17aecb25bdaa236dee6f4eda5c363d9e4aa5060dc668b5d2215d0e2490976d7d,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030237-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kumargram_form_a_kamakhyaguri_i_pdf_1_17mb_2023030293.pdf,Alipurduar,2023,gp_ward,final,2,1231891,dfe53610dd7b11150305318eb363498dce67acd5f3f5a15906a0bfba83940957,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030293.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kumargram_form_a_kamakhyaguri_ii_pdf_1_23mb_2023030231.pdf,Alipurduar,2023,gp_ward,final,2,1300226,d5c2b5472c7cc94c0484db61a18b0fb2655e011f6c1efd484689d2546b472263,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030231.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kumargram_form_a_khoardanga_i_pdf_1_16mb_2023030241-2.pdf,Alipurduar,2023,gp_ward,final,2,1226565,39b635244b3d836733c8e1970f8c03b5b6aa1b1cbffc3a1883c64344cb8ab3ff,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030241-2.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kumargram_form_a_khoardanga_ii_pdf_1_12mb_2023030272.pdf,Alipurduar,2023,gp_ward,final,2,1178894,50f4cd6eb99e8d002c64a76bc8bc8326eaa7d8b4765c0d2c8b3df2079c655739,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030272.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kumargram_form_a_kumargram_pdf_1_74mb_2023030255-1.pdf,Alipurduar,2023,gp_ward,final,3,1828497,b622b7c5ce924c7918f22123288c6c77085c81ab079d373fbacacd25f18792a2,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030255-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kumargram_form_a_nks_gp_pdf_1_68mb_2023030298-2.pdf,Alipurduar,2023,gp_ward,final,3,1767282,cabc59921bf5bb762c9247a211c1361b635bcf79c8ca143957d3bb409d2555eb,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030298-2.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kumargram_form_a_rydak_gp_pdf_1_71mb_2023030280-1.pdf,Alipurduar,2023,gp_ward,final,3,1797294,2db58a87965de29139baa648ac2c01c8910a867e4b5cc05b6304c0c482d04217,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030280-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kumargram_form_a_turturikhanda_pdf_1_73mb_2023030234.pdf,Alipurduar,2023,gp_ward,final,3,1821930,6d8b4c5c08e57a8c15c50f79ba89643fe383f21b697ba98b15f5c6afb44d7344,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030234.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kumargram_form_a_volka_barobisha_i_pdf_1_20mb_2023030254-2.pdf,Alipurduar,2023,gp_ward,final,2,1268784,fab63efc73332bec4dbf1e96aa4eba26111e63ec6da28363350a62f86609b19b,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030254-2.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kumargram_form_a_volka_barobisha_ii_pdf_1_15mb_2023030260.pdf,Alipurduar,2023,gp_ward,final,2,1207500,bfb7282d49bdbf8c74fa30d60b7fd2ae5cd904d6cbf5cfda05159ca50562ca65,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030260.pdf,,,,ready_for_manual_review,,
2023/alipurduar/kumargram_form_b_kumargram_ps_pdf_3_35mb_2023030252-1.pdf,Alipurduar,2023,block_member,final,6,3517411,e302cfa47f7583622f52c20ecfd5726d35448d598171ed9820d37aaaebb04139,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030252-1.pdf,,,,ready_for_manual_review,,
2023/alipurduar/madarihat_form_a_bandapani_pdf_1_03mb_2023030288.pdf,Alipurduar,2023,gp_ward,final,2,1087230,6745e79e208790f1574db489ed5ef0912db0adfdee391d559c38638e4baaa17c,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030288.pdf,,,,ready_for_manual_review,,
2023/alipurduar/madarihat_form_a_birpara_i_pdf_1_30mb_2023030235.pdf,Alipurduar,2023,gp_ward,final,3,1371527,c1a01197d5db0a797113eb3bcf486a64f7ede8bf83f42a1973e606897168371f,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030235.pdf,,,,ready_for_manual_review,,
2023/alipurduar/madarihat_form_a_birpara_ii_pdf_1_02mb_2023030255-2.pdf,Alipurduar,2023,gp_ward,final,2,1075038,5092b4f06881279fabd0c56aa7b5aded1333d8ef50c73091db951bfd9b516db6,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030255-2.pdf,,,,ready_for_manual_review,,
2023/alipurduar/madarihat_form_a_hantapara_pdf_930_23kb_2023030275-2.pdf,Alipurduar,2023,gp_ward,final,2,952563,197258879b537251f8e291fb4a0406861a2674e9b2fbd5853f3d50477d454a9a,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030275-2.pdf,,,,ready_for_manual_review,,
2023/alipurduar/madarihat_form_a_khairbari_pdf_1_03mb_2023030264.pdf,Alipurduar,2023,gp_ward,final,2,1085499,bfbdfd4cd2ea6e2faf50c3e8a2284299b2d0b856dbee5e6ce72d06d5edf05841,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030264.pdf,,,,ready_for_manual_review,,
2023/alipurduar/madarihat_form_a_lankapara_pdf_846_86kb_2023030289.pdf,Alipurduar,2023,gp_ward,final,2,867194,903a706c3136fcb57a21618ae5289da9349d002da6e235089f272495f0225ed5,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030289.pdf,,,,ready_for_manual_review,,
2023/alipurduar/madarihat_form_a_madarihat_pdf_854_76kb_2023030275-3.pdf,Alipurduar,2023,gp_ward,final,2,875280,dddc11fa0983c7ff430d2444b6dbc4260704d0b6d512b0f2052605f2df8c9718,0,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030275-3.pdf,,,,ready_for_manual_review,,
