row_id,source_path,source_sha256,source_page,source_table,source_table_row,source_bbox,source_coordinate_system,raw_cells,state,district,year,tier,gram_panchayat,block,assembly_parts_raw,electors_2012,constituencies_2008,seats_2008,single_seated_constituencies_2013,double_seated_constituencies_2013,constituencies_2013,seats_2013,st_nonwomen_seats,sc_nonwomen_seats,obc_nonwomen_seats,st_women_seats,sc_women_seats,obc_women_seats,women_other_seats,source_list_scope,review_status,quality_flags
86e176e92f1a77ffb4eb,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,49,0,14,"[131.42, 376.869995, 777.4599900000001, 392.349995]","PDF points, top-left origin","[""77/92-114"", ""19168"", ""12"", ""18"", ""22"", ""0"", ""22"", ""22"", ""0"", ""2"", ""2"", ""0"", ""2"", ""1"", ""8""]",West Bengal,Nadia,2013,gp_member_aggregate,,,77/92-114,19168,12,18,22,0,22,22,0,2,2,0,2,1,8,ward_counts_not_office_status,native_extracted_review_stage,gp_name_not_printed_on_page
39c49248bd7a913e11a4,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,49,0,15,"[131.42, 392.349995, 777.4599900000001, 407.83001]","PDF points, top-left origin","[""77/115-137"", ""19141"", ""12"", ""18"", ""22"", ""0"", ""22"", ""22"", ""0"", ""3"", ""2"", ""0"", ""2"", ""2"", ""7""]",West Bengal,Nadia,2013,gp_member_aggregate,,,77/115-137,19141,12,18,22,0,22,22,0,3,2,0,2,2,7,ward_counts_not_office_status,native_extracted_review_stage,gp_name_not_printed_on_page
79282fbfb342c6a1c6d4,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,49,0,16,"[131.42, 407.83001, 777.4599900000001, 423.43001000000004]","PDF points, top-left origin","[""77/138-163"", ""20880"", ""15"", ""19"", ""24"", ""0"", ""24"", ""24"", ""0"", ""3"", ""3"", ""1"", ""3"", ""2"", ""6""]",West Bengal,Nadia,2013,gp_member_aggregate,,,77/138-163,20880,15,19,24,0,24,24,0,3,3,1,3,2,6,ward_counts_not_office_status,native_extracted_review_stage,gp_name_not_printed_on_page
0b12d11451f054b07c27,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,49,0,17,"[131.42, 423.43001000000004, 777.4599900000001, 438.9099950000001]","PDF points, top-left origin","[""77/164-182"", ""15284"", ""11"", ""15"", ""17"", ""0"", ""17"", ""17"", ""0"", ""0"", ""4"", ""0"", ""2"", ""2"", ""4""]",West Bengal,Nadia,2013,gp_member_aggregate,,,77/164-182,15284,11,15,17,0,17,17,0,0,4,0,2,2,4,ward_counts_not_office_status,native_extracted_review_stage,gp_name_not_printed_on_page
3469497da24a62b01c65,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,49,0,18,"[131.42, 438.9099950000001, 777.4599900000001, 454.4199950000001]","PDF points, top-left origin","[""77/183-188"", ""3867"", ""3"", ""5"", ""5"", ""0"", ""5"", ""5"", ""0"", ""1"", ""0"", ""0"", ""0"", ""1"", ""1""]",West Bengal,Nadia,2013,gp_member_aggregate,,,77/183-188,3867,3,5,5,0,5,5,0,1,0,0,0,1,1,ward_counts_not_office_status,native_extracted_review_stage,gp_name_not_printed_on_page
6d64b5cafe744303f034,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,49,0,19,"[131.42, 454.4199950000001, 777.4599900000001, 469.89999500000005]","PDF points, top-left origin","[""77/189-207"", ""15165"", ""11"", ""14"", ""17"", ""0"", ""17"", ""17"", ""1"", ""2"", ""1"", ""0"", ""2"", ""2"", ""4""]",West Bengal,Nadia,2013,gp_member_aggregate,,,77/189-207,15165,11,14,17,0,17,17,1,2,1,0,2,2,4,ward_counts_not_office_status,native_extracted_review_stage,gp_name_not_printed_on_page
7fce8334fcf8f56d9473,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,49,0,20,"[131.42, 469.89999500000005, 777.4599900000001, 485.38001]","PDF points, top-left origin","[""77/208-230"", ""18168"", ""13"", ""18"", ""21"", ""0"", ""21"", ""21"", ""1"", ""1"", ""3"", ""0"", ""3"", ""2"", ""5""]",West Bengal,Nadia,2013,gp_member_aggregate,,,77/208-230,18168,13,18,21,0,21,21,1,1,3,0,3,2,5,ward_counts_not_office_status,native_extracted_review_stage,gp_name_not_printed_on_page
f43391ae9865eae39f82,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,49,0,21,"[131.42, 485.38001, 777.4599900000001, 500.85599500000006]","PDF points, top-left origin","[""77/231-246"", ""13509"", ""10"", ""13"", ""16"", ""0"", ""16"", ""16"", ""0"", ""1"", ""3"", ""1"", ""1"", ""1"", ""5""]",West Bengal,Nadia,2013,gp_member_aggregate,,,77/231-246,13509,10,13,16,0,16,16,0,1,3,1,1,1,5,ward_counts_not_office_status,native_extracted_review_stage,gp_name_not_printed_on_page
8b9a62c76b24b71009b0,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,50,0,0,"[122.42, 107.30000000000007, 741.82002, 123.74000000000007]","PDF points, top-left origin","[""Chhitka"", ""78/89- 117"", ""21796"", ""16"", ""20"", ""25"", ""0"", ""25"", ""25"", ""0"", ""6"", ""0"", ""0"", ""6"", ""0"", ""6""]",West Bengal,Nadia,2013,gp_member_aggregate,Chhitka,,78/89- 117,21796,16,20,25,0,25,25,0,6,0,0,6,0,6,ward_counts_not_office_status,native_extracted_review_stage,
248dd251ccaa7a6649ca,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,50,0,1,"[122.42, 123.74000000000007, 741.82002, 140.18000000000006]","PDF points, top-left origin","[""Kanainagar"", ""78/118-139"", ""16978"", ""12"", ""16"", ""19"", ""0"", ""19"", ""19"", ""0"", ""1"", ""4"", ""0"", ""2"", ""2"", ""5""]",West Bengal,Nadia,2013,gp_member_aggregate,Kanainagar,,78/118-139,16978,12,16,19,0,19,19,0,1,4,0,2,2,5,ward_counts_not_office_status,native_extracted_review_stage,
4201c538121a5c12d690,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,50,0,2,"[122.42, 140.18000000000006, 741.82002, 161.65999500000004]","PDF points, top-left origin","[""Raghunathpur"", ""78/221-235"", ""11784"", ""10"", ""12"", ""14"", ""0"", ""14"", ""14"", ""0"", ""0"", ""3"", ""0"", ""2"", ""0"", ""5""]",West Bengal,Nadia,2013,gp_member_aggregate,Raghunathpur,,78/221-235,11784,10,12,14,0,14,14,0,0,3,0,2,0,5,ward_counts_not_office_status,native_extracted_review_stage,
19aba553d297539e9a45,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,50,0,3,"[122.42, 161.65999500000004, 741.82002, 185.18000000000006]","PDF points, top-left origin","[""Shyamnagar"", ""78/140 -\n158"", ""13783"", ""11"", ""13"", ""16"", ""0"", ""16"", ""16"", ""1"", ""0"", ""3"", ""0"", ""3"", ""1"", ""4""]",West Bengal,Nadia,2013,gp_member_aggregate,Shyamnagar,,78/140 - 158,13783,11,13,16,0,16,16,1,0,3,0,3,1,4,ward_counts_not_office_status,native_extracted_review_stage,
c100025a0f73a741d934,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,50,0,4,"[122.42, 185.18000000000006, 741.82002, 201.65000000000003]","PDF points, top-left origin","[""Chanderghat"", ""79/191-205"", ""11171"", ""8"", ""11"", ""13"", ""0"", ""13"", ""13"", ""0"", ""1"", ""1"", ""0"", ""1"", ""0"", ""5""]",West Bengal,Nadia,2013,gp_member_aggregate,Chanderghat,,79/191-205,11171,8,11,13,0,13,13,0,1,1,0,1,0,5,ward_counts_not_office_status,native_extracted_review_stage,
52fe0bd8b94b51d47b6d,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,50,0,5,"[122.42, 201.65000000000003, 741.82002, 225.05000000000007]","PDF points, top-left origin","[""Betai-II"", ""78/ 159-\n177"", ""15281"", ""10"", ""14"", ""17"", ""0"", ""17"", ""17"", ""0"", ""4"", ""0"", ""0"", ""4"", ""0"", ""4""]",West Bengal,Nadia,2013,gp_member_aggregate,Betai-II,,78/ 159- 177,15281,10,14,17,0,17,17,0,4,0,0,4,0,4,ward_counts_not_office_status,native_extracted_review_stage,
8cb3d24bd986adeab8df,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,50,0,6,"[122.42, 225.05000000000007, 741.82002, 248.45000000000005]","PDF points, top-left origin","[""Betai-I"", ""78/ 178-\n196"", ""13257"", ""10"", ""12"", ""15"", ""0"", ""15"", ""15"", ""1"", ""3"", ""0"", ""0"", ""3"", ""0"", ""4""]",West Bengal,Nadia,2013,gp_member_aggregate,Betai-I,,78/ 178- 196,13257,10,12,15,0,15,15,1,3,0,0,3,0,4,ward_counts_not_office_status,native_extracted_review_stage,
9f06e50085ae0f2c1f8d,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,50,0,7,"[122.42, 248.45000000000005, 741.82002, 271.96999500000004]","PDF points, top-left origin","[""Natna"", ""78/ 197-\n220"", ""18006"", ""12"", ""18"", ""21"", ""0"", ""21"", ""21"", ""0"", ""5"", ""0"", ""0"", ""5"", ""0"", ""5""]",West Bengal,Nadia,2013,gp_member_aggregate,Natna,,78/ 197- 220,18006,12,18,21,0,21,21,0,5,0,0,5,0,5,ward_counts_not_office_status,native_extracted_review_stage,
cca5bc88f03e5b339f65,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,50,0,8,"[122.42, 271.96999500000004, 741.82002, 288.40999500000004]","PDF points, top-left origin","[""Tehatta"", ""78/236-259"", ""18006"", ""14"", ""17"", ""21"", ""0"", ""21"", ""21"", ""0"", ""2"", ""3"", ""0"", ""2"", ""3"", ""5""]",West Bengal,Nadia,2013,gp_member_aggregate,Tehatta,,78/236-259,18006,14,17,21,0,21,21,0,2,3,0,2,3,5,ward_counts_not_office_status,native_extracted_review_stage,
74c0ce1e0777b329d379,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,50,0,9,"[122.42, 288.40999500000004, 741.82002, 304.84999500000004]","PDF points, top-left origin","[""Patharghata-II"", ""79/206-219"", ""10741"", ""9"", ""11"", ""12"", ""0"", ""12"", ""12"", ""0"", ""0"", ""3"", ""0"", ""1"", ""2"", ""3""]",West Bengal,Nadia,2013,gp_member_aggregate,Patharghata-II,,79/206-219,10741,9,11,12,0,12,12,0,0,3,0,1,2,3,ward_counts_not_office_status,native_extracted_review_stage,
ff1f28d83d79a0d12274,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,50,0,10,"[122.42, 304.84999500000004, 741.82002, 328.27001000000007]","PDF points, top-left origin","[""Patharghata-I"", ""78/ 260-\n273"", ""10190"", ""8"", ""10"", ""12"", ""0"", ""12"", ""12"", ""0"", ""0"", ""3"", ""0"", ""0"", ""3"", ""3""]",West Bengal,Nadia,2013,gp_member_aggregate,Patharghata-I,,78/ 260- 273,10190,8,10,12,0,12,12,0,0,3,0,0,3,3,ward_counts_not_office_status,native_extracted_review_stage,
a519b5ce935459ffed31,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,50,0,12,"[122.42, 340.27001, 741.82002, 356.71001]","PDF points, top-left origin","[""Gopinathpur"", ""79/26-40"", null, ""12406"", null, null, null, ""7"", null, ""11"", ""14"", ""0"", ""14"", ""14"", ""0"", ""2""]",West Bengal,Nadia,2013,gp_member_aggregate,Gopinathpur,,79/26-40,12406,7,11,14,0,14,14,0,2,,,,,,ward_counts_not_office_status,native_extracted_review_stage,count_cells_missing_or_unreadable
990c12643a3b0b18c68a,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,50,0,13,"[122.42, 356.71001, 741.82002, 373.15001000000007]","PDF points, top-left origin","[""Sahebnagar"", ""79/1-25"", ""18943"", ""11"", null, null, null, ""17"", null, ""22"", ""0"", ""22"", ""22"", ""0"", ""0"", ""4""]",West Bengal,Nadia,2013,gp_member_aggregate,Sahebnagar,,79/1-25,18943,11,17,22,0,22,22,0,0,4,,,,,ward_counts_not_office_status,native_extracted_review_stage,count_cells_missing_or_unreadable
4be375f53955322c4d93,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,50,0,14,"[122.42, 373.15001000000007, 741.82002, 389.58999500000004]","PDF points, top-left origin","[""Palsunda-I"", ""79/41-56"", ""12178"", ""6"", null, null, null, ""11"", null, ""14"", ""0"", ""14"", ""14"", ""0"", ""1"", ""3""]",West Bengal,Nadia,2013,gp_member_aggregate,Palsunda-I,,79/41-56,12178,6,11,14,0,14,14,0,1,3,,,,,ward_counts_not_office_status,native_extracted_review_stage,count_cells_missing_or_unreadable
140896b60b6fcde386be,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,50,0,15,"[122.42, 389.58999500000004, 741.82002, 406.02999500000004]","PDF points, top-left origin","[""Palsunda-II"", ""79/77-88"", ""9424"", ""5"", null, null, null, ""8"", null, ""11"", ""0"", ""11"", ""11"", ""0"", ""3"", ""0""]",West Bengal,Nadia,2013,gp_member_aggregate,Palsunda-II,,79/77-88,9424,5,8,11,0,11,11,0,3,0,,,,,ward_counts_not_office_status,native_extracted_review_stage,count_cells_missing_or_unreadable
2e1042989d7e4e70745a,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,50,0,16,"[122.42, 406.02999500000004, 741.82002, 422.4699950000001]","PDF points, top-left origin","[""Palashipara"", ""79/57-76"", ""15974"", ""10"", null, null, null, ""15"", null, ""18"", ""0"", ""18"", ""18"", ""0"", ""2"", ""2""]",West Bengal,Nadia,2013,gp_member_aggregate,Palashipara,,79/57-76,15974,10,15,18,0,18,18,0,2,2,,,,,ward_counts_not_office_status,native_extracted_review_stage,count_cells_missing_or_unreadable
0b7faf39043ff5fc601f,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,50,0,17,"[122.42, 422.4699950000001, 741.82002, 438.90999500000015]","PDF points, top-left origin","[""Hanspukuria"", ""79/110-123"", ""12794"", ""7"", null, null, null, ""12"", null, ""13"", ""1"", ""14"", ""15"", ""0"", ""1"", ""2""]",West Bengal,Nadia,2013,gp_member_aggregate,Hanspukuria,,79/110-123,12794,7,12,13,1,14,15,0,1,2,,,,,ward_counts_not_office_status,native_extracted_review_stage,count_cells_missing_or_unreadable
d1ae0cf01782b18e164a,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,50,0,18,"[122.42, 438.90999500000015, 741.82002, 455.3800100000001]","PDF points, top-left origin","[""Barnia"", ""79/89-109"", ""16566"", ""9"", null, null, null, ""15"", null, ""19"", ""0"", ""19"", ""19"", ""0"", ""2"", ""3""]",West Bengal,Nadia,2013,gp_member_aggregate,Barnia,,79/89-109,16566,9,15,19,0,19,19,0,2,3,,,,,ward_counts_not_office_status,native_extracted_review_stage,count_cells_missing_or_unreadable
ba9ad8066c54109fb5c8,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,51,0,0,"[124.58, 27.24000000000001, 775.41999, 50.639999999999986]","PDF points, top-left origin","[""Haranagar"", ""79/124-\n142"", ""14907"", ""11"", ""14"", ""17"", ""0"", ""17"", ""17"", ""0"", ""0"", ""4"", ""0"", ""0"", ""3"", ""5""]",West Bengal,Nadia,2013,gp_member_aggregate,Haranagar,,79/124- 142,14907,11,14,17,0,17,17,0,0,4,0,0,3,5,ward_counts_not_office_status,native_extracted_review_stage,
141601a35ab3bb282240,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,51,0,1,"[124.58, 50.639999999999986, 775.41999, 74.06000000000006]","PDF points, top-left origin","[""Bilkumari"", ""79/168-\n190"", ""18159"", ""12"", ""17"", ""21"", ""0"", ""21"", ""21"", ""0"", ""3"", ""2"", ""0"", ""3"", ""2"", ""5""]",West Bengal,Nadia,2013,gp_member_aggregate,Bilkumari,,79/168- 190,18159,12,17,21,0,21,21,0,3,2,0,3,2,5,ward_counts_not_office_status,native_extracted_review_stage,
532d6133715ea26a1395,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,51,0,2,"[124.58, 74.06000000000006, 775.41999, 97.46000000000004]","PDF points, top-left origin","[""Dhananjoypur"", ""79/220-\n243"", ""18394"", ""13"", ""17"", ""21"", ""0"", ""21"", ""21"", ""0"", ""2"", ""3"", ""0"", ""2"", ""3"", ""5""]",West Bengal,Nadia,2013,gp_member_aggregate,Dhananjoypur,,79/220- 243,18394,13,17,21,0,21,21,0,2,3,0,2,3,5,ward_counts_not_office_status,native_extracted_review_stage,
