record_type,tier,axis,normalized_name,match_status,axis_comparison,order_record_id,order_source_path,order_source_sha256,order_source_page,order_table_row,order_bbox,order_bbox_units,order_name_raw,order_raw_reading,order_reviewed_reading,order_category_raw,order_axis_claim,order_axis_claim_for_comparison,order_review_status,order_name_review_status,order_quality_flags,handbook_candidate_row_ids,handbook_candidate_serials,handbook_row_id,handbook_source_path,handbook_source_sha256,handbook_source_page,handbook_bbox,handbook_bbox_units,handbook_source_gp_serial,handbook_name_raw,handbook_code_raw,handbook_caste,handbook_women,note
order_positive_mention,gp_head,women,hatkhola,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:23:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,23,"[782.2, 204.02, 819.26, 475.08]",rendered_original_page_pixels_scale_to_1800,Hatkhola,Hatkhola,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""a96029fc6c268da76ca2""]",[71],a96029fc6c268da76ca2,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,59,"[85.344, 545.47001, 468.09999000000005, 560.9499799999999]","PDF points, top-left origin",71,Hatkhola,SCW,SC,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,brittihuda,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:24:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,24,"[812.17, 204.97, 849.25, 476.03]",rendered_original_page_pixels_scale_to_1800,Brittihuda,Brittihuda,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""ea21891b44fb757157a5""]",[72],ea21891b44fb757157a5,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,59,"[85.344, 560.9499799999999, 468.09999000000005, 576.5500099999999]","PDF points, top-left origin",72,Brittihuda,Women,UR,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,pipragachhi,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:25:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,25,"[833.5, 476.03, 872.62, 805.77]",rendered_original_page_pixels_scale_to_1800,Pipragachhi,Pipragachhi (BC),,BC,BC,OBC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""3d5b3738d453e4a1e7f7""]",[73],3d5b3738d453e4a1e7f7,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,59,"[85.344, 576.5500099999999, 468.09999000000005, 592.02998]","PDF points, top-left origin",73,Pipragachhi,OBC,OBC,0,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,“maheshpur,unmatched_order_name,not_compared,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:26:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,26,"[863.95, 476.99, 902.59, 806.71]",rendered_original_page_pixels_scale_to_1800,“Maheshpur,“Maheshpur (SC),,SC,SC,SC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only;low_ocr_confidence,[],[],,,,,,,,,,,,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,maheshpur,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:26:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,26,"[872.62, 206.89, 909.73, 477.93]",rendered_original_page_pixels_scale_to_1800,Maheshpur,Maheshpur,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""3f8468076b7ac5c1428e""]",[74],3f8468076b7ac5c1428e,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,59,"[85.344, 592.02998, 468.09999000000005, 607.51001]","PDF points, top-left origin",74,Maheshpur,SCW,SC,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,chapra-i,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:27:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,27,"[893.9, 477.93, 933.06, 807.66]",rendered_original_page_pixels_scale_to_1800,Chapra-I,Chapra-I (BC),,BC,BC,OBC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only;low_ocr_confidence,"[""99c9745304ea1e8ff50c""]",[75],99c9745304ea1e8ff50c,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,59,"[85.344, 607.51001, 468.09999000000005, 622.9900100000001]","PDF points, top-left origin",75,Chapra-I,OBC,OBC,0,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,kalinga,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:28:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,28,"[924.35, 478.89, 963.53, 808.61]",rendered_original_page_pixels_scale_to_1800,Kalinga,Kalinga (SC),,SC,SC,SC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""d00569d334472332bac2""]",[77],d00569d334472332bac2,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,59,"[85.344, 638.47001, 468.09999000000005, 653.9500099999999]","PDF points, top-left origin",77,Kalinga,SCW,SC,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,kalinga,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:28:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,28,"[933.06, 208.81, 970.7, 479.85]",rendered_original_page_pixels_scale_to_1800,Kalinga,Kalinga,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""d00569d334472332bac2""]",[77],d00569d334472332bac2,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,59,"[85.344, 638.47001, 468.09999000000005, 653.9500099999999]","PDF points, top-left origin",77,Kalinga,SCW,SC,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,bagberia,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:29:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,29,"[963.53, 209.78, 1001.19, 480.81]",rendered_original_page_pixels_scale_to_1800,Bagberia,Bagberia,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""9937484cc9a8bc36b27c""]",[78],9937484cc9a8bc36b27c,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,59,"[85.344, 653.9500099999999, 468.09999000000005, 669.5800099999999]","PDF points, top-left origin",78,Bagberia,Women,UR,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,. mahatpur,unmatched_order_name,not_compared,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:30:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,30,"[985.24, 480.81, 1024.96, 810.52]",rendered_original_page_pixels_scale_to_1800,. Mahatpur,. Mahatpur (BC),,BC,BC,OBC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only;low_ocr_confidence,[],[],,,,,,,,,,,,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,bhimpur,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:31:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,31,"[1016.18, 481.78, 1055.42, 811.47]",rendered_original_page_pixels_scale_to_1800,Bhimpur,Bhimpur (SC),,SC,SC,SC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""d40b3d7160a0dd856a2c""]",[81],d40b3d7160a0dd856a2c,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,59,"[85.344, 700.5400099999999, 468.09999000000005, 716.02001]","PDF points, top-left origin",81,Bhimpur,SCW,SC,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,bhimpur,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:31:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,31,"[1024.96, 211.73, 1062.65, 482.74]",rendered_original_page_pixels_scale_to_1800,Bhimpur,Bhimpur,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""d40b3d7160a0dd856a2c""]",[81],d40b3d7160a0dd856a2c,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,59,"[85.344, 700.5400099999999, 468.09999000000005, 716.02001]","PDF points, top-left origin",81,Bhimpur,SCW,SC,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,assannagar,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:32:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,32,"[1055.42, 212.7, 1093.63, 483.72]",rendered_original_page_pixels_scale_to_1800,Assannagar,Assannagar,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""9141418a5f5e8194cbde""]",[82],9141418a5f5e8194cbde,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,59,"[85.344, 716.02001, 468.09999000000005, 731.4999799999999]","PDF points, top-left origin",82,Assannagar,Women,UR,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,poragachha,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:33:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,33,"[1077.56, 483.72, 1116.84, 813.39]",rendered_original_page_pixels_scale_to_1800,Poragachha,Poragachha (SC),,SC,SC,SC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""0840b9e33dfceee55d99""]",[83],0840b9e33dfceee55d99,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,59,"[85.344, 731.4999799999999, 468.09999000000005, 746.97601]","PDF points, top-left origin",83,Poragachha,SC,SC,0,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,mayapur bamanpukur-ii,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:34:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,34,"[1107.99, 484.68, 1146.3, 814.31]",rendered_original_page_pixels_scale_to_1800,Mayapur Bamanpukur-II,Mayapur Bamanpukur-II (SC),,SC,SC,SC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only;low_ocr_confidence,"[""dfa41efec94a0f2523c6""]",[85],dfa41efec94a0f2523c6,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,60,"[85.37400000000001, 72.2399999999999, 468.09999, 95.89999999999998]","PDF points, top-left origin",85,Mayapur Bamanpukur-II,SC,SC,0,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,mayapur bamanpukur-i,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:35:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,35,"[1146.3, 215.58, 1183.56, 486.55]",rendered_original_page_pixels_scale_to_1800,Mayapur Bamanpukur-I,Mayapur Bamanpukur-I,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""5fe7ded78ffaeddca214""]",[86],5fe7ded78ffaeddca214,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,60,"[85.37400000000001, 95.89999999999998, 468.09999, 119.65999999999997]","PDF points, top-left origin",86,Mayapur Bamanpukur-I,Women,UR,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,bablari,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:36:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,36,"[1167.37, 486.55, 1205.71, 816.16]",rendered_original_page_pixels_scale_to_1800,Bablari,Bablari (SC),,SC,SC,SC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""e3f069271ffe9ab3915f""]",[87],e3f069271ffe9ab3915f,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,60,"[85.37400000000001, 119.65999999999997, 468.09999, 135.14]","PDF points, top-left origin",87,Bablari,SC,SC,0,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,charmajdia charbralimanagar,unmatched_order_name,not_compared,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:37:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,37,"[1196.8, 487.48, 1235.67, 817.09]",rendered_original_page_pixels_scale_to_1800,Charmajdia Charbralimanagar,Charmajdia Charbralimanagar (SC),,SC,SC,SC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only;low_ocr_confidence,[],[],,,,,,,,,,,,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,charmajdia charbrahmanagar,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:3:gp_head:37:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,3,37,"[1205.71, 217.47, 1243.0, 488.42]",rendered_original_page_pixels_scale_to_1800,Charmajdia Charbrahmanagar,Charmajdia Charbrahmanagar,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""b62d0232e5c1203af229""]",[89],b62d0232e5c1203af229,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,60,"[85.37400000000001, 150.62000000000003, 468.09999, 174.379995]","PDF points, top-left origin",89,Charmajdia Charbrahmanagar,SCW,SC,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,maidia pansila,unmatched_order_name,not_compared,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:4:gp_head:1:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,4,1,"[158.33, 204.0, 198.51, 475.17]",rendered_original_page_pixels_scale_to_1800,Maidia Pansila,Maidia Pansila,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,[],[],,,,,,,,,,,,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,mahisura,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:4:gp_head:2:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,4,2,"[174.82, 475.17, 217.82, 805.17]",rendered_original_page_pixels_scale_to_1800,Mahisura,Mahisura (BC),,BC,BC,OBC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""d175165776e372f6b020""]",[91],d175165776e372f6b020,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,60,"[85.37400000000001, 189.8599999999999, 468.09999, 205.33999999999992]","PDF points, top-left origin",91,Mahisura,OBC,OBC,0,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,joania,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:4:gp_head:3:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,4,3,"[204.8, 476.57, 248.31, 806.58]",rendered_original_page_pixels_scale_to_1800,Joania,Joania (ST),,ST,ST,ST,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""7698a057d0a3b2c46050""]",[93],7698a057d0a3b2c46050,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,60,"[85.37400000000001, 220.81999999999994, 468.09999, 236.299995]","PDF points, top-left origin",93,Joania,STW,ST,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,joania,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:4:gp_head:3:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,4,3,"[217.82, 206.77, 259.01, 477.98]",rendered_original_page_pixels_scale_to_1800,Joania,Joania,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""7698a057d0a3b2c46050""]",[93],7698a057d0a3b2c46050,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,60,"[85.37400000000001, 220.81999999999994, 468.09999, 236.299995]","PDF points, top-left origin",93,Joania,STW,ST,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,fakirdanga gholapara,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:4:gp_head:4:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,4,4,"[248.31, 208.19, 288.51, 479.35]",rendered_original_page_pixels_scale_to_1800,Fakirdanga Gholapara,Fakirdanga Gholapara,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""ae68eb9b29459045283b""]",[94],ae68eb9b29459045283b,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,60,"[85.37400000000001, 236.299995, 468.09999, 260.05999499999996]","PDF points, top-left origin",94,Fakirdanga Gholapara,Women,UR,1,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,sadhanpara-i,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:4:gp_head:5:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,4,5,"[264.76, 479.35, 307.79, 809.33]",rendered_original_page_pixels_scale_to_1800,Sadhanpara-I,Sadhanpara-I (BC),,BC,BC,OBC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only,"[""a3ed4bf5c84fb9faf15c""]",[95],a3ed4bf5c84fb9faf15c,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,60,"[85.37400000000001, 260.05999499999996, 468.09999, 275.54001]","PDF points, top-left origin",95,Sadhanpara-I,OBC,OBC,0,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,noapara-ii.,unmatched_order_name,not_compared,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:4:gp_head:6:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,4,6,"[294.74, 480.74, 338.28, 810.74]",rendered_original_page_pixels_scale_to_1800,Noapara-II.,Noapara-II.(BC),,BC,BC,OBC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only;low_ocr_confidence,[],[],,,,,,,,,,,,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,women,naopara-il,unmatched_order_name,not_compared,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:4:gp_head:6:women,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,4,6,"[307.79, 210.97, 349.02, 482.16]",rendered_original_page_pixels_scale_to_1800,Naopara-Il,Naopara-Il,,women,True,True,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only;low_ocr_confidence,[],[],,,,,,,,,,,,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
order_positive_mention,gp_head,caste,sadhanpara-ii,unique_exact_name_match,agreement,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339:4:gp_head:7:caste,data/wb/gp_source_search/historical_expansion/nadia_Pradhan_20_20Upa-Pradhan_025b28f9.pdf,79149d93b415487624be4a476a3d59c1877b9db25f6c60243caf9583bffb5339,4,7,"[325.21, 482.16, 367.77, 812.1]",rendered_original_page_pixels_scale_to_1800,Sadhanpara-II,Sadhanpara-II (SC).,,SC,SC,SC,pending_cell_review,unreviewed_ocr,ocr_not_certified;positive_mentions_only;low_ocr_confidence,"[""3d1c149128704c6da551""]",[98],3d1c149128704c6da551,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,60,"[85.37400000000001, 306.529995, 468.09999, 322.009995]","PDF points, top-left origin",98,Sadhanpara-II,SC,SC,0,Positive order claims are compared on their stated axis only. Absence gives no negative reservation evidence.
