row_id,source_path,source_sha256,source_page,source_table,source_table_row,source_bbox,source_coordinate_system,raw_cells,cell_bboxes
658f754bcb882ca4c3aa,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,54,0,2,"[124.58000000000001, 101.06000000000006, 775.41999, 116.66000000000003]","PDF points, top-left origin","[""Sadhanpara-II"", ""85/49-58"", ""8574"", null, ""6"", ""8"", ""10"", ""0"", ""10"", ""10"", null, ""0"", null, ""3"", ""0"", ""1"", ""1"", null, ""0"", null, ""3""]","[[124.58000000000001, 101.06000000000006, 217.90842315789473, 116.66000000000003], [217.90842315789473, 101.06000000000006, 261.0799975, 116.66000000000003], [261.0799975, 101.06000000000006, 303.1528564285714, 116.66000000000003], null, [303.1528564285714, 101.06000000000006, 341.5128514285714, 116.66000000000003], [341.5128514285714, 101.06000000000006, 379.0921055263158, 116.66000000000003], [379.0921055263158, 101.06000000000006, 403.6499957142857, 116.66000000000003], [403.6499957142857, 101.06000000000006, 429.7471407142857, 116.66000000000003], [429.7471407142857, 101.06000000000006, 464.1949975, 116.66000000000003], [464.1949975, 101.06000000000006, 494.20000500000003, 116.66000000000003], null, [494.20000500000003, 101.06000000000006, 525.838008, 116.66000000000003], null, [525.838008, 101.06000000000006, 566.4985685714286, 116.66000000000003], [566.4985685714286, 101.06000000000006, 602.4985685714286, 116.66000000000003], [602.4985685714286, 101.06000000000006, 638.46999, 116.66000000000003], [638.46999, 101.06000000000006, 665.50002, 116.66000000000003], null, [665.50002, 101.06000000000006, 710.6200200000001, 116.66000000000003], null, [710.6200200000001, 101.06000000000006, 775.41999, 116.66000000000003]]"
164f99f1ee40f07a47c5,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,54,0,3,"[124.58000000000001, 116.66000000000003, 775.41999, 131.42000000000002]","PDF points, top-left origin","[""Belpukur"", ""85/59-81"", ""18220"", null, ""14"", ""18"", ""21"", ""0"", ""21"", ""21"", null, ""0"", null, ""1"", ""4"", ""0"", ""1"", null, ""4"", null, ""5""]","[[124.58000000000001, 116.66000000000003, 217.90842315789473, 131.42000000000002], [217.90842315789473, 116.66000000000003, 261.0799975, 131.42000000000002], [261.0799975, 116.66000000000003, 303.1528564285714, 131.42000000000002], null, [303.1528564285714, 116.66000000000003, 341.5128514285714, 131.42000000000002], [341.5128514285714, 116.66000000000003, 379.0921055263158, 131.42000000000002], [379.0921055263158, 116.66000000000003, 403.6499957142857, 131.42000000000002], [403.6499957142857, 116.66000000000003, 429.7471407142857, 131.42000000000002], [429.7471407142857, 116.66000000000003, 464.1949975, 131.42000000000002], [464.1949975, 116.66000000000003, 494.20000500000003, 131.42000000000002], null, [494.20000500000003, 116.66000000000003, 525.838008, 131.42000000000002], null, [525.838008, 116.66000000000003, 566.4985685714286, 131.42000000000002], [566.4985685714286, 116.66000000000003, 602.4985685714286, 131.42000000000002], [602.4985685714286, 116.66000000000003, 638.46999, 131.42000000000002], [638.46999, 116.66000000000003, 665.50002, 131.42000000000002], null, [665.50002, 116.66000000000003, 710.6200200000001, 131.42000000000002], null, [710.6200200000001, 116.66000000000003, 775.41999, 131.42000000000002]]"
717402b1e22490e986ed,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,54,0,4,"[124.58000000000001, 131.42000000000002, 775.41999, 154.82000000000005]","PDF points, top-left origin","[""Dhubulia-I"", ""85/82-\n100"", ""14616"", null, ""10"", ""14"", ""17"", ""0"", ""17"", ""17"", null, ""0"", null, ""3"", ""1"", ""0"", ""2"", null, ""2"", null, ""4""]","[[124.58000000000001, 131.42000000000002, 217.90842315789473, 154.82000000000005], [217.90842315789473, 131.42000000000002, 261.0799975, 154.82000000000005], [261.0799975, 131.42000000000002, 303.1528564285714, 154.82000000000005], null, [303.1528564285714, 131.42000000000002, 341.5128514285714, 154.82000000000005], [341.5128514285714, 131.42000000000002, 379.0921055263158, 154.82000000000005], [379.0921055263158, 131.42000000000002, 403.6499957142857, 154.82000000000005], [403.6499957142857, 131.42000000000002, 429.7471407142857, 154.82000000000005], [429.7471407142857, 131.42000000000002, 464.1949975, 154.82000000000005], [464.1949975, 131.42000000000002, 494.20000500000003, 154.82000000000005], null, [494.20000500000003, 131.42000000000002, 525.838008, 154.82000000000005], null, [525.838008, 131.42000000000002, 566.4985685714286, 154.82000000000005], [566.4985685714286, 131.42000000000002, 602.4985685714286, 154.82000000000005], [602.4985685714286, 131.42000000000002, 638.46999, 154.82000000000005], [638.46999, 131.42000000000002, 665.50002, 154.82000000000005], null, [665.50002, 131.42000000000002, 710.6200200000001, 154.82000000000005], null, [710.6200200000001, 131.42000000000002, 775.41999, 154.82000000000005]]"
ce3c8322e6879fc97cf5,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,54,0,5,"[124.58000000000001, 154.82000000000005, 775.41999, 178.22000000000003]","PDF points, top-left origin","[""Dhubulia-II"", ""85/101-\n116"", ""11286"", null, ""9"", ""11"", ""13"", ""0"", ""13"", ""13"", null, ""0"", null, ""1"", ""2"", ""0"", ""1"", null, ""2"", null, ""3""]","[[124.58000000000001, 154.82000000000005, 217.90842315789473, 178.22000000000003], [217.90842315789473, 154.82000000000005, 261.0799975, 178.22000000000003], [261.0799975, 154.82000000000005, 303.1528564285714, 178.22000000000003], null, [303.1528564285714, 154.82000000000005, 341.5128514285714, 178.22000000000003], [341.5128514285714, 154.82000000000005, 379.0921055263158, 178.22000000000003], [379.0921055263158, 154.82000000000005, 403.6499957142857, 178.22000000000003], [403.6499957142857, 154.82000000000005, 429.7471407142857, 178.22000000000003], [429.7471407142857, 154.82000000000005, 464.1949975, 178.22000000000003], [464.1949975, 154.82000000000005, 494.20000500000003, 178.22000000000003], null, [494.20000500000003, 154.82000000000005, 525.838008, 178.22000000000003], null, [525.838008, 154.82000000000005, 566.4985685714286, 178.22000000000003], [566.4985685714286, 154.82000000000005, 602.4985685714286, 178.22000000000003], [602.4985685714286, 154.82000000000005, 638.46999, 178.22000000000003], [638.46999, 154.82000000000005, 665.50002, 178.22000000000003], null, [665.50002, 154.82000000000005, 710.6200200000001, 178.22000000000003], null, [710.6200200000001, 154.82000000000005, 775.41999, 178.22000000000003]]"
e9f9aae4d96e53243bfd,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,54,0,6,"[124.58000000000001, 178.22000000000003, 775.41999, 190.73000000000002]","PDF points, top-left origin","[""Total"", null, """", null, ""88934"", ""66"", null, ""86"", ""103"", ""0"", null, null, null, ""103"", ""103"", ""0"", ""13"", null, """", null, ""13""]","[[124.58000000000001, 178.22000000000003, 261.0799975, 190.73000000000002], null, [261.0799975, 178.22000000000003, 303.1528564285714, 190.73000000000002], null, [303.1528564285714, 178.22000000000003, 341.5128514285714, 190.73000000000002], [341.5128514285714, 178.22000000000003, 403.6499957142857, 190.73000000000002], null, [403.6499957142857, 178.22000000000003, 429.7471407142857, 190.73000000000002], [429.7471407142857, 178.22000000000003, 464.1949975, 190.73000000000002], [464.1949975, 178.22000000000003, 525.838008, 190.73000000000002], null, null, null, [525.838008, 178.22000000000003, 566.4985685714286, 190.73000000000002], [566.4985685714286, 178.22000000000003, 602.4985685714286, 190.73000000000002], [602.4985685714286, 178.22000000000003, 638.46999, 190.73000000000002], [638.46999, 178.22000000000003, 665.50002, 190.73000000000002], null, [665.50002, 178.22000000000003, 710.6200200000001, 190.73000000000002], null, [710.6200200000001, 178.22000000000003, 775.41999, 190.73000000000002]]"
79914b2a7b629d5cd971,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,54,0,7,"[124.58000000000001, 190.73000000000002, 775.41999, 219.05000000000007]","PDF points, top-left origin","[""Mayapur\nBamanpukur-II"", ""84/1-13"", ""10132"", null, ""9"", ""10"", ""12"", ""0"", ""12"", ""12"", null, ""0"", null, ""1"", ""2"", ""0"", ""0"", null, ""3"", null, ""3""]","[[124.58000000000001, 190.73000000000002, 217.90842315789473, 219.05000000000007], [217.90842315789473, 190.73000000000002, 261.0799975, 219.05000000000007], [261.0799975, 190.73000000000002, 303.1528564285714, 219.05000000000007], null, [303.1528564285714, 190.73000000000002, 341.5128514285714, 219.05000000000007], [341.5128514285714, 190.73000000000002, 379.0921055263158, 219.05000000000007], [379.0921055263158, 190.73000000000002, 403.6499957142857, 219.05000000000007], [403.6499957142857, 190.73000000000002, 429.7471407142857, 219.05000000000007], [429.7471407142857, 190.73000000000002, 464.1949975, 219.05000000000007], [464.1949975, 190.73000000000002, 494.20000500000003, 219.05000000000007], null, [494.20000500000003, 190.73000000000002, 525.838008, 219.05000000000007], null, [525.838008, 190.73000000000002, 566.4985685714286, 219.05000000000007], [566.4985685714286, 190.73000000000002, 602.4985685714286, 219.05000000000007], [602.4985685714286, 190.73000000000002, 638.46999, 219.05000000000007], [638.46999, 190.73000000000002, 665.50002, 219.05000000000007], null, [665.50002, 190.73000000000002, 710.6200200000001, 219.05000000000007], null, [710.6200200000001, 190.73000000000002, 775.41999, 219.05000000000007]]"
d38acb8db9d941bb1937,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,54,0,8,"[124.58000000000001, 219.05000000000007, 775.41999, 247.96999500000004]","PDF points, top-left origin","[""Mayapur\nBamanpukur-I"", ""84/14-30"", ""13854"", null, ""10"", ""13"", ""16"", ""0"", ""16"", ""16"", null, ""0"", null, ""1"", ""2"", ""0"", ""1"", null, ""1"", null, ""6""]","[[124.58000000000001, 219.05000000000007, 217.90842315789473, 247.96999500000004], [217.90842315789473, 219.05000000000007, 261.0799975, 247.96999500000004], [261.0799975, 219.05000000000007, 303.1528564285714, 247.96999500000004], null, [303.1528564285714, 219.05000000000007, 341.5128514285714, 247.96999500000004], [341.5128514285714, 219.05000000000007, 379.0921055263158, 247.96999500000004], [379.0921055263158, 219.05000000000007, 403.6499957142857, 247.96999500000004], [403.6499957142857, 219.05000000000007, 429.7471407142857, 247.96999500000004], [429.7471407142857, 219.05000000000007, 464.1949975, 247.96999500000004], [464.1949975, 219.05000000000007, 494.20000500000003, 247.96999500000004], null, [494.20000500000003, 219.05000000000007, 525.838008, 247.96999500000004], null, [525.838008, 219.05000000000007, 566.4985685714286, 247.96999500000004], [566.4985685714286, 219.05000000000007, 602.4985685714286, 247.96999500000004], [602.4985685714286, 219.05000000000007, 638.46999, 247.96999500000004], [638.46999, 219.05000000000007, 665.50002, 247.96999500000004], null, [665.50002, 219.05000000000007, 710.6200200000001, 247.96999500000004], null, [710.6200200000001, 219.05000000000007, 775.41999, 247.96999500000004]]"
bf23451587595a4dd2f0,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,54,0,9,"[124.58000000000001, 247.96999500000004, 775.41999, 271.4900100000001]","PDF points, top-left origin","[""Swarupganj"", ""84/154-\n181"", ""19496"", null, ""14"", ""19"", ""22"", ""0"", ""22"", ""22"", null, ""0"", null, ""2"", ""4"", ""0"", ""3"", null, ""2"", null, ""6""]","[[124.58000000000001, 247.96999500000004, 217.90842315789473, 271.4900100000001], [217.90842315789473, 247.96999500000004, 261.0799975, 271.4900100000001], [261.0799975, 247.96999500000004, 303.1528564285714, 271.4900100000001], null, [303.1528564285714, 247.96999500000004, 341.5128514285714, 271.4900100000001], [341.5128514285714, 247.96999500000004, 379.0921055263158, 271.4900100000001], [379.0921055263158, 247.96999500000004, 403.6499957142857, 271.4900100000001], [403.6499957142857, 247.96999500000004, 429.7471407142857, 271.4900100000001], [429.7471407142857, 247.96999500000004, 464.1949975, 271.4900100000001], [464.1949975, 247.96999500000004, 494.20000500000003, 271.4900100000001], null, [494.20000500000003, 247.96999500000004, 525.838008, 271.4900100000001], null, [525.838008, 247.96999500000004, 566.4985685714286, 271.4900100000001], [566.4985685714286, 247.96999500000004, 602.4985685714286, 271.4900100000001], [602.4985685714286, 247.96999500000004, 638.46999, 271.4900100000001], [638.46999, 247.96999500000004, 665.50002, 271.4900100000001], null, [665.50002, 247.96999500000004, 710.6200200000001, 271.4900100000001], null, [710.6200200000001, 247.96999500000004, 775.41999, 271.4900100000001]]"
3b8dd646e29c56d66e93,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,54,0,10,"[124.58000000000001, 271.4900100000001, 775.41999, 297.40999500000004]","PDF points, top-left origin","[""Charmajdia\nCharbramhanagar"", ""84/182-\n192"", ""9416"", null, ""7"", ""10"", ""11"", ""0"", ""11"", ""11"", null, ""0"", null, ""2"", ""1"", ""0"", ""1"", null, ""1"", null, ""3""]","[[124.58000000000001, 271.4900100000001, 217.90842315789473, 297.40999500000004], [217.90842315789473, 271.4900100000001, 261.0799975, 297.40999500000004], [261.0799975, 271.4900100000001, 303.1528564285714, 297.40999500000004], null, [303.1528564285714, 271.4900100000001, 341.5128514285714, 297.40999500000004], [341.5128514285714, 271.4900100000001, 379.0921055263158, 297.40999500000004], [379.0921055263158, 271.4900100000001, 403.6499957142857, 297.40999500000004], [403.6499957142857, 271.4900100000001, 429.7471407142857, 297.40999500000004], [429.7471407142857, 271.4900100000001, 464.1949975, 297.40999500000004], [464.1949975, 271.4900100000001, 494.20000500000003, 297.40999500000004], null, [494.20000500000003, 271.4900100000001, 525.838008, 297.40999500000004], null, [525.838008, 271.4900100000001, 566.4985685714286, 297.40999500000004], [566.4985685714286, 271.4900100000001, 602.4985685714286, 297.40999500000004], [602.4985685714286, 271.4900100000001, 638.46999, 297.40999500000004], [638.46999, 271.4900100000001, 665.50002, 297.40999500000004], null, [665.50002, 271.4900100000001, 710.6200200000001, 297.40999500000004], null, [710.6200200000001, 271.4900100000001, 775.41999, 297.40999500000004]]"
2359f0139fae1805bd47,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,54,0,11,"[124.58000000000001, 297.40999500000004, 775.41999, 312.17001000000005]","PDF points, top-left origin","[""Bablari"", ""84/31-37"", ""5718"", null, ""4"", ""6"", ""7"", ""0"", ""7"", ""7"", null, ""0"", null, ""1"", ""1"", ""0"", ""0"", null, ""1"", null, ""2""]","[[124.58000000000001, 297.40999500000004, 217.90842315789473, 312.17001000000005], [217.90842315789473, 297.40999500000004, 261.0799975, 312.17001000000005], [261.0799975, 297.40999500000004, 303.1528564285714, 312.17001000000005], null, [303.1528564285714, 297.40999500000004, 341.5128514285714, 312.17001000000005], [341.5128514285714, 297.40999500000004, 379.0921055263158, 312.17001000000005], [379.0921055263158, 297.40999500000004, 403.6499957142857, 312.17001000000005], [403.6499957142857, 297.40999500000004, 429.7471407142857, 312.17001000000005], [429.7471407142857, 297.40999500000004, 464.1949975, 312.17001000000005], [464.1949975, 297.40999500000004, 494.20000500000003, 312.17001000000005], null, [494.20000500000003, 297.40999500000004, 525.838008, 312.17001000000005], null, [525.838008, 297.40999500000004, 566.4985685714286, 312.17001000000005], [566.4985685714286, 297.40999500000004, 602.4985685714286, 312.17001000000005], [602.4985685714286, 297.40999500000004, 638.46999, 312.17001000000005], [638.46999, 297.40999500000004, 665.50002, 312.17001000000005], null, [665.50002, 297.40999500000004, 710.6200200000001, 312.17001000000005], null, [710.6200200000001, 297.40999500000004, 775.41999, 312.17001000000005]]"
19774a38e7d2fd84ecd1,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,54,0,12,"[124.58000000000001, 312.17001000000005, 775.41999, 335.71001]","PDF points, top-left origin","[""Mahishura"", ""84/217-\n227"", ""8088"", null, ""8"", ""8"", ""9"", ""0"", ""9"", ""9"", null, ""0"", null, ""0"", ""2"", ""0"", ""1"", null, ""1"", null, ""2""]","[[124.58000000000001, 312.17001000000005, 217.90842315789473, 335.71001], [217.90842315789473, 312.17001000000005, 261.0799975, 335.71001], [261.0799975, 312.17001000000005, 303.1528564285714, 335.71001], null, [303.1528564285714, 312.17001000000005, 341.5128514285714, 335.71001], [341.5128514285714, 312.17001000000005, 379.0921055263158, 335.71001], [379.0921055263158, 312.17001000000005, 403.6499957142857, 335.71001], [403.6499957142857, 312.17001000000005, 429.7471407142857, 335.71001], [429.7471407142857, 312.17001000000005, 464.1949975, 335.71001], [464.1949975, 312.17001000000005, 494.20000500000003, 335.71001], null, [494.20000500000003, 312.17001000000005, 525.838008, 335.71001], null, [525.838008, 312.17001000000005, 566.4985685714286, 335.71001], [566.4985685714286, 312.17001000000005, 602.4985685714286, 335.71001], [602.4985685714286, 312.17001000000005, 638.46999, 335.71001], [638.46999, 312.17001000000005, 665.50002, 335.71001], null, [665.50002, 312.17001000000005, 710.6200200000001, 335.71001], null, [710.6200200000001, 312.17001000000005, 775.41999, 335.71001]]"
a59f3b7b010956da55f1,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,54,0,13,"[124.58000000000001, 335.71001, 775.41999, 359.1100100000001]","PDF points, top-left origin","[""Majdia-Panshila"", ""84/193-\n216"", ""16616"", null, ""13"", ""16"", ""19"", ""0"", ""19"", ""19"", null, ""1"", null, ""2"", ""2"", ""0"", ""3"", null, ""1"", null, ""5""]","[[124.58000000000001, 335.71001, 217.90842315789473, 359.1100100000001], [217.90842315789473, 335.71001, 261.0799975, 359.1100100000001], [261.0799975, 335.71001, 303.1528564285714, 359.1100100000001], null, [303.1528564285714, 335.71001, 341.5128514285714, 359.1100100000001], [341.5128514285714, 335.71001, 379.0921055263158, 359.1100100000001], [379.0921055263158, 335.71001, 403.6499957142857, 359.1100100000001], [403.6499957142857, 335.71001, 429.7471407142857, 359.1100100000001], [429.7471407142857, 335.71001, 464.1949975, 359.1100100000001], [464.1949975, 335.71001, 494.20000500000003, 359.1100100000001], null, [494.20000500000003, 335.71001, 525.838008, 359.1100100000001], null, [525.838008, 335.71001, 566.4985685714286, 359.1100100000001], [566.4985685714286, 335.71001, 602.4985685714286, 359.1100100000001], [602.4985685714286, 335.71001, 638.46999, 359.1100100000001], [638.46999, 335.71001, 665.50002, 359.1100100000001], null, [665.50002, 335.71001, 710.6200200000001, 359.1100100000001], null, [710.6200200000001, 335.71001, 775.41999, 359.1100100000001]]"
7b4562d32afa6a1622e2,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,54,0,14,"[124.58000000000001, 359.1100100000001, 775.41999, 388.02999500000004]","PDF points, top-left origin","[""Fakhirdanga\nGholapara"", ""84/265-\n274"", ""7045"", null, ""6"", ""7"", ""8"", ""0"", ""8"", ""8"", null, ""0"", null, ""0"", ""2"", ""0"", ""0"", null, ""2"", null, ""2""]","[[124.58000000000001, 359.1100100000001, 217.90842315789473, 388.02999500000004], [217.90842315789473, 359.1100100000001, 261.0799975, 388.02999500000004], [261.0799975, 359.1100100000001, 303.1528564285714, 388.02999500000004], null, [303.1528564285714, 359.1100100000001, 341.5128514285714, 388.02999500000004], [341.5128514285714, 359.1100100000001, 379.0921055263158, 388.02999500000004], [379.0921055263158, 359.1100100000001, 403.6499957142857, 388.02999500000004], [403.6499957142857, 359.1100100000001, 429.7471407142857, 388.02999500000004], [429.7471407142857, 359.1100100000001, 464.1949975, 388.02999500000004], [464.1949975, 359.1100100000001, 494.20000500000003, 388.02999500000004], null, [494.20000500000003, 359.1100100000001, 525.838008, 388.02999500000004], null, [525.838008, 359.1100100000001, 566.4985685714286, 388.02999500000004], [566.4985685714286, 359.1100100000001, 602.4985685714286, 388.02999500000004], [602.4985685714286, 359.1100100000001, 638.46999, 388.02999500000004], [638.46999, 359.1100100000001, 665.50002, 388.02999500000004], null, [665.50002, 359.1100100000001, 710.6200200000001, 388.02999500000004], null, [710.6200200000001, 359.1100100000001, 775.41999, 388.02999500000004]]"
72aa1b49b6302083e41b,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,54,0,15,"[124.58000000000001, 388.02999500000004, 775.41999, 400.029995]","PDF points, top-left origin","[""Total"", null, """", null, ""90365"", ""71"", null, ""89"", ""104"", ""0"", null, ""104"", null, null, ""104"", ""1"", ""9"", null, ""16"", null, ""0""]","[[124.58000000000001, 388.02999500000004, 261.0799975, 400.029995], null, [261.0799975, 388.02999500000004, 303.1528564285714, 400.029995], null, [303.1528564285714, 388.02999500000004, 341.5128514285714, 400.029995], [341.5128514285714, 388.02999500000004, 403.6499957142857, 400.029995], null, [403.6499957142857, 388.02999500000004, 429.7471407142857, 400.029995], [429.7471407142857, 388.02999500000004, 464.1949975, 400.029995], [464.1949975, 388.02999500000004, 494.20000500000003, 400.029995], null, [494.20000500000003, 388.02999500000004, 566.4985685714286, 400.029995], null, null, [566.4985685714286, 388.02999500000004, 602.4985685714286, 400.029995], [602.4985685714286, 388.02999500000004, 638.46999, 400.029995], [638.46999, 388.02999500000004, 665.50002, 400.029995], null, [665.50002, 388.02999500000004, 710.6200200000001, 400.029995], null, [710.6200200000001, 388.02999500000004, 775.41999, 400.029995]]"
e0b30f9a96672dc878fa,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,54,0,16,"[124.58000000000001, 400.029995, 775.41999, 430.50999500000006]","PDF points, top-left origin","[""N.B:- (i) Col. No.9(b)+9(e)=Total seats reserved for ST. (ii) 9(c)+9(f)= Total seats reserved for SC. (iii) Col. No.9(d)+9(g) = Total seats reserved forOBC. (iv) Col.\nNo.9(e)+9(f)+9(g)+9(h) = Total seats reserved for women"", null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]","[[124.58000000000001, 400.029995, 775.41999, 430.50999500000006], null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null]"
70f7970e227f9dbab996,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,54,0,17,"[124.58000000000001, 430.50999500000006, 775.41999, 452.13999500000006]","PDF points, top-left origin","[""Gayeshpur"", ""86/1-19"", null, ""13216"", ""11"", ""13"", ""15"", ""0"", ""15"", null, ""15"", ""0"", ""4"", null, ""0"", ""1"", null, ""1"", null, ""1"", ""4""]","[[124.58000000000001, 430.50999500000006, 217.90842315789473, 452.13999500000006], [217.90842315789473, 430.50999500000006, 265.460005, 452.13999500000006], null, [265.460005, 430.50999500000006, 303.1528564285714, 452.13999500000006], [303.1528564285714, 430.50999500000006, 341.5128514285714, 452.13999500000006], [341.5128514285714, 430.50999500000006, 379.0921055263158, 452.13999500000006], [379.0921055263158, 430.50999500000006, 403.6499957142857, 452.13999500000006], [403.6499957142857, 430.50999500000006, 429.7471407142857, 452.13999500000006], [429.7471407142857, 430.50999500000006, 469.250005, 452.13999500000006], null, [469.250005, 430.50999500000006, 494.20000500000003, 452.13999500000006], [494.20000500000003, 430.50999500000006, 520.1500199999999, 452.13999500000006], [520.1500199999999, 430.50999500000006, 566.4985685714286, 452.13999500000006], null, [566.4985685714286, 430.50999500000006, 602.4985685714286, 452.13999500000006], [602.4985685714286, 430.50999500000006, 643.8699899999999, 452.13999500000006], null, [643.8699899999999, 430.50999500000006, 671.2600199999999, 452.13999500000006], null, [671.2600199999999, 430.50999500000006, 710.6200200000001, 452.13999500000006], [710.6200200000001, 430.50999500000006, 775.41999, 452.13999500000006]]"
ed0b09aa21b3bbf5d74a,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,54,0,18,"[124.58000000000001, 452.13999500000006, 775.41999, 466.78001000000006]","PDF points, top-left origin","[""Baganchara"", ""86/20-34"", null, ""11399"", ""9"", ""11"", ""13"", ""0"", ""13"", null, ""13"", ""0"", ""3"", null, ""0"", ""0"", null, ""3"", null, ""0"", ""3""]","[[124.58000000000001, 452.13999500000006, 217.90842315789473, 466.78001000000006], [217.90842315789473, 452.13999500000006, 265.460005, 466.78001000000006], null, [265.460005, 452.13999500000006, 303.1528564285714, 466.78001000000006], [303.1528564285714, 452.13999500000006, 341.5128514285714, 466.78001000000006], [341.5128514285714, 452.13999500000006, 379.0921055263158, 466.78001000000006], [379.0921055263158, 452.13999500000006, 403.6499957142857, 466.78001000000006], [403.6499957142857, 452.13999500000006, 429.7471407142857, 466.78001000000006], [429.7471407142857, 452.13999500000006, 469.250005, 466.78001000000006], null, [469.250005, 452.13999500000006, 494.20000500000003, 466.78001000000006], [494.20000500000003, 452.13999500000006, 520.1500199999999, 466.78001000000006], [520.1500199999999, 452.13999500000006, 566.4985685714286, 466.78001000000006], null, [566.4985685714286, 452.13999500000006, 602.4985685714286, 466.78001000000006], [602.4985685714286, 452.13999500000006, 643.8699899999999, 466.78001000000006], null, [643.8699899999999, 452.13999500000006, 671.2600199999999, 466.78001000000006], null, [671.2600199999999, 452.13999500000006, 710.6200200000001, 466.78001000000006], [710.6200200000001, 452.13999500000006, 775.41999, 466.78001000000006]]"
