row_id,state,district,year,record_kind,block_printed,gram_panchayat_printed,zp_constituency_raw,zp_number_printed,source_gp_list_position,source_path,source_sha256,source_page,source_table,source_table_row,source_constituency_index,raw_constituency_text,source_bbox,source_membership_cell_bbox,source_coordinate_system,raw_cells,visual_review_path,visual_review_sha256,review_status,quality_flags
df1d0358d91dcb5d0020,West Bengal,Nadia,2013,gp_block_membership,Karimpur-I,Karimpur-I,Karimpur-I/ZP-4,4,0,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,3,0,"Karimpur-I/ZP-4
Karimpur-I and Karimpur-II grams","[63.71999999999999, 314.33000999999996, 560.6200200000001, 437.9300099999999]","[204.17000000000002, 314.33000999999996, 399.910005, 437.9300099999999]","PDF points, top-left origin","[""Karimpur-I"", ""3"", ""Karimpur-I/ZP-4\nKarimpur-I and Karimpur-II grams\nKarimpur-I/ZP-5\nJamsherpur,harekrishnapur and\nMadhugari grams\nKarimpur-I/ZP-6\nPipulberia,Hogalberia and Shikarpur\ngrams"", """", ""Women\nWomen""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
174cf7737cb141eb3a7e,West Bengal,Nadia,2013,gp_block_membership,Karimpur-I,Karimpur-II,Karimpur-I/ZP-4,4,1,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,3,0,"Karimpur-I/ZP-4
Karimpur-I and Karimpur-II grams","[63.71999999999999, 314.33000999999996, 560.6200200000001, 437.9300099999999]","[204.17000000000002, 314.33000999999996, 399.910005, 437.9300099999999]","PDF points, top-left origin","[""Karimpur-I"", ""3"", ""Karimpur-I/ZP-4\nKarimpur-I and Karimpur-II grams\nKarimpur-I/ZP-5\nJamsherpur,harekrishnapur and\nMadhugari grams\nKarimpur-I/ZP-6\nPipulberia,Hogalberia and Shikarpur\ngrams"", """", ""Women\nWomen""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
c1747869da58f7357388,West Bengal,Nadia,2013,gp_block_membership,Karimpur-I,Jamsherpur,Karimpur-I/ZP-5,5,0,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,3,1,"Karimpur-I/ZP-5
Jamsherpur,harekrishnapur and
Madhugari grams","[63.71999999999999, 314.33000999999996, 560.6200200000001, 437.9300099999999]","[204.17000000000002, 314.33000999999996, 399.910005, 437.9300099999999]","PDF points, top-left origin","[""Karimpur-I"", ""3"", ""Karimpur-I/ZP-4\nKarimpur-I and Karimpur-II grams\nKarimpur-I/ZP-5\nJamsherpur,harekrishnapur and\nMadhugari grams\nKarimpur-I/ZP-6\nPipulberia,Hogalberia and Shikarpur\ngrams"", """", ""Women\nWomen""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
ef15254cdd1f346e563f,West Bengal,Nadia,2013,gp_block_membership,Karimpur-I,harekrishnapur,Karimpur-I/ZP-5,5,1,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,3,1,"Karimpur-I/ZP-5
Jamsherpur,harekrishnapur and
Madhugari grams","[63.71999999999999, 314.33000999999996, 560.6200200000001, 437.9300099999999]","[204.17000000000002, 314.33000999999996, 399.910005, 437.9300099999999]","PDF points, top-left origin","[""Karimpur-I"", ""3"", ""Karimpur-I/ZP-4\nKarimpur-I and Karimpur-II grams\nKarimpur-I/ZP-5\nJamsherpur,harekrishnapur and\nMadhugari grams\nKarimpur-I/ZP-6\nPipulberia,Hogalberia and Shikarpur\ngrams"", """", ""Women\nWomen""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
a54e359daaba07ae0160,West Bengal,Nadia,2013,gp_block_membership,Karimpur-I,Madhugari,Karimpur-I/ZP-5,5,2,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,3,1,"Karimpur-I/ZP-5
Jamsherpur,harekrishnapur and
Madhugari grams","[63.71999999999999, 314.33000999999996, 560.6200200000001, 437.9300099999999]","[204.17000000000002, 314.33000999999996, 399.910005, 437.9300099999999]","PDF points, top-left origin","[""Karimpur-I"", ""3"", ""Karimpur-I/ZP-4\nKarimpur-I and Karimpur-II grams\nKarimpur-I/ZP-5\nJamsherpur,harekrishnapur and\nMadhugari grams\nKarimpur-I/ZP-6\nPipulberia,Hogalberia and Shikarpur\ngrams"", """", ""Women\nWomen""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
b304fd0dfec59c6b3760,West Bengal,Nadia,2013,gp_block_membership,Karimpur-I,Pipulberia,Karimpur-I/ZP-6,6,0,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,3,2,"Karimpur-I/ZP-6
Pipulberia,Hogalberia and Shikarpur
grams","[63.71999999999999, 314.33000999999996, 560.6200200000001, 437.9300099999999]","[204.17000000000002, 314.33000999999996, 399.910005, 437.9300099999999]","PDF points, top-left origin","[""Karimpur-I"", ""3"", ""Karimpur-I/ZP-4\nKarimpur-I and Karimpur-II grams\nKarimpur-I/ZP-5\nJamsherpur,harekrishnapur and\nMadhugari grams\nKarimpur-I/ZP-6\nPipulberia,Hogalberia and Shikarpur\ngrams"", """", ""Women\nWomen""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
94d38164708709da3e47,West Bengal,Nadia,2013,gp_block_membership,Karimpur-I,Hogalberia,Karimpur-I/ZP-6,6,1,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,3,2,"Karimpur-I/ZP-6
Pipulberia,Hogalberia and Shikarpur
grams","[63.71999999999999, 314.33000999999996, 560.6200200000001, 437.9300099999999]","[204.17000000000002, 314.33000999999996, 399.910005, 437.9300099999999]","PDF points, top-left origin","[""Karimpur-I"", ""3"", ""Karimpur-I/ZP-4\nKarimpur-I and Karimpur-II grams\nKarimpur-I/ZP-5\nJamsherpur,harekrishnapur and\nMadhugari grams\nKarimpur-I/ZP-6\nPipulberia,Hogalberia and Shikarpur\ngrams"", """", ""Women\nWomen""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
83bd227235b81fc7b926,West Bengal,Nadia,2013,gp_block_membership,Karimpur-I,Shikarpur,Karimpur-I/ZP-6,6,2,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,3,2,"Karimpur-I/ZP-6
Pipulberia,Hogalberia and Shikarpur
grams","[63.71999999999999, 314.33000999999996, 560.6200200000001, 437.9300099999999]","[204.17000000000002, 314.33000999999996, 399.910005, 437.9300099999999]","PDF points, top-left origin","[""Karimpur-I"", ""3"", ""Karimpur-I/ZP-4\nKarimpur-I and Karimpur-II grams\nKarimpur-I/ZP-5\nJamsherpur,harekrishnapur and\nMadhugari grams\nKarimpur-I/ZP-6\nPipulberia,Hogalberia and Shikarpur\ngrams"", """", ""Women\nWomen""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
72d7b874b69f525c23fa,West Bengal,Nadia,2013,gp_block_membership,Tehatta-I,Chhitka,Tehatta-I/ZP-7,7,0,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,4,0,"Tehatta-I/ZP-7
Chhitka,Kanainagar and Betai-I grams","[63.71999999999999, 437.9300099999999, 560.6200200000001, 550.3899799999999]","[204.17000000000002, 437.9300099999999, 399.910005, 550.3899799999999]","PDF points, top-left origin","[""Tehatta-I"", ""3"", ""Tehatta-I/ZP-7\nChhitka,Kanainagar and Betai-I grams\nTehatta-I/ZP-8\nBetaiII,Shyamnagar,Raghunathpur and\nTehatta grams\nTehatta-I/ZP-9\nNatna,Patharghata-I,Patharghata-II and\nChanderghat grams"", ""SC"", ""Women""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
9ee2744434d60f3f55f4,West Bengal,Nadia,2013,gp_block_membership,Tehatta-I,Kanainagar,Tehatta-I/ZP-7,7,1,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,4,0,"Tehatta-I/ZP-7
Chhitka,Kanainagar and Betai-I grams","[63.71999999999999, 437.9300099999999, 560.6200200000001, 550.3899799999999]","[204.17000000000002, 437.9300099999999, 399.910005, 550.3899799999999]","PDF points, top-left origin","[""Tehatta-I"", ""3"", ""Tehatta-I/ZP-7\nChhitka,Kanainagar and Betai-I grams\nTehatta-I/ZP-8\nBetaiII,Shyamnagar,Raghunathpur and\nTehatta grams\nTehatta-I/ZP-9\nNatna,Patharghata-I,Patharghata-II and\nChanderghat grams"", ""SC"", ""Women""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
0fc95ad78951292c974b,West Bengal,Nadia,2013,gp_block_membership,Tehatta-I,Betai-I,Tehatta-I/ZP-7,7,2,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,4,0,"Tehatta-I/ZP-7
Chhitka,Kanainagar and Betai-I grams","[63.71999999999999, 437.9300099999999, 560.6200200000001, 550.3899799999999]","[204.17000000000002, 437.9300099999999, 399.910005, 550.3899799999999]","PDF points, top-left origin","[""Tehatta-I"", ""3"", ""Tehatta-I/ZP-7\nChhitka,Kanainagar and Betai-I grams\nTehatta-I/ZP-8\nBetaiII,Shyamnagar,Raghunathpur and\nTehatta grams\nTehatta-I/ZP-9\nNatna,Patharghata-I,Patharghata-II and\nChanderghat grams"", ""SC"", ""Women""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
8d0f998608341c0a22ac,West Bengal,Nadia,2013,gp_block_membership,Tehatta-I,BetaiII,Tehatta-I/ZP-8,8,0,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,4,1,"Tehatta-I/ZP-8
BetaiII,Shyamnagar,Raghunathpur and
Tehatta grams","[63.71999999999999, 437.9300099999999, 560.6200200000001, 550.3899799999999]","[204.17000000000002, 437.9300099999999, 399.910005, 550.3899799999999]","PDF points, top-left origin","[""Tehatta-I"", ""3"", ""Tehatta-I/ZP-7\nChhitka,Kanainagar and Betai-I grams\nTehatta-I/ZP-8\nBetaiII,Shyamnagar,Raghunathpur and\nTehatta grams\nTehatta-I/ZP-9\nNatna,Patharghata-I,Patharghata-II and\nChanderghat grams"", ""SC"", ""Women""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
6d27eb3ef49af8596039,West Bengal,Nadia,2013,gp_block_membership,Tehatta-I,Shyamnagar,Tehatta-I/ZP-8,8,1,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,4,1,"Tehatta-I/ZP-8
BetaiII,Shyamnagar,Raghunathpur and
Tehatta grams","[63.71999999999999, 437.9300099999999, 560.6200200000001, 550.3899799999999]","[204.17000000000002, 437.9300099999999, 399.910005, 550.3899799999999]","PDF points, top-left origin","[""Tehatta-I"", ""3"", ""Tehatta-I/ZP-7\nChhitka,Kanainagar and Betai-I grams\nTehatta-I/ZP-8\nBetaiII,Shyamnagar,Raghunathpur and\nTehatta grams\nTehatta-I/ZP-9\nNatna,Patharghata-I,Patharghata-II and\nChanderghat grams"", ""SC"", ""Women""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,same_gp_name_printed_in_multiple_blocks
794f6f58e1e1c8a12ad3,West Bengal,Nadia,2013,gp_block_membership,Tehatta-I,Raghunathpur,Tehatta-I/ZP-8,8,2,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,4,1,"Tehatta-I/ZP-8
BetaiII,Shyamnagar,Raghunathpur and
Tehatta grams","[63.71999999999999, 437.9300099999999, 560.6200200000001, 550.3899799999999]","[204.17000000000002, 437.9300099999999, 399.910005, 550.3899799999999]","PDF points, top-left origin","[""Tehatta-I"", ""3"", ""Tehatta-I/ZP-7\nChhitka,Kanainagar and Betai-I grams\nTehatta-I/ZP-8\nBetaiII,Shyamnagar,Raghunathpur and\nTehatta grams\nTehatta-I/ZP-9\nNatna,Patharghata-I,Patharghata-II and\nChanderghat grams"", ""SC"", ""Women""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
9d06f88ab680e18808e9,West Bengal,Nadia,2013,gp_block_membership,Tehatta-I,Tehatta,Tehatta-I/ZP-8,8,3,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,4,1,"Tehatta-I/ZP-8
BetaiII,Shyamnagar,Raghunathpur and
Tehatta grams","[63.71999999999999, 437.9300099999999, 560.6200200000001, 550.3899799999999]","[204.17000000000002, 437.9300099999999, 399.910005, 550.3899799999999]","PDF points, top-left origin","[""Tehatta-I"", ""3"", ""Tehatta-I/ZP-7\nChhitka,Kanainagar and Betai-I grams\nTehatta-I/ZP-8\nBetaiII,Shyamnagar,Raghunathpur and\nTehatta grams\nTehatta-I/ZP-9\nNatna,Patharghata-I,Patharghata-II and\nChanderghat grams"", ""SC"", ""Women""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
b6539a53912f50b795a8,West Bengal,Nadia,2013,gp_block_membership,Tehatta-I,Natna,Tehatta-I/ZP-9,9,0,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,4,2,"Tehatta-I/ZP-9
Natna,Patharghata-I,Patharghata-II and
Chanderghat grams","[63.71999999999999, 437.9300099999999, 560.6200200000001, 550.3899799999999]","[204.17000000000002, 437.9300099999999, 399.910005, 550.3899799999999]","PDF points, top-left origin","[""Tehatta-I"", ""3"", ""Tehatta-I/ZP-7\nChhitka,Kanainagar and Betai-I grams\nTehatta-I/ZP-8\nBetaiII,Shyamnagar,Raghunathpur and\nTehatta grams\nTehatta-I/ZP-9\nNatna,Patharghata-I,Patharghata-II and\nChanderghat grams"", ""SC"", ""Women""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
