row_id,state,district,year,record_kind,block_printed,gram_panchayat_printed,zp_constituency_raw,zp_number_printed,source_gp_list_position,source_path,source_sha256,source_page,source_table,source_table_row,source_constituency_index,raw_constituency_text,source_bbox,source_membership_cell_bbox,source_coordinate_system,raw_cells,visual_review_path,visual_review_sha256,review_status,quality_flags
f94e2c8c2d7c6ccab804,West Bengal,Nadia,2013,gp_block_membership,Karimpur-II,Dhoradaha-I,Karimpur-II/ZP-1,1,0,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,1,0,"Karimpur-II/ZP-1
Dhoradaha-I,Dhoradaha-II,Natidanga-I
and Natidanga-II grams","[63.71999999999999, 201.5, 560.6200200000001, 235.57999999999993]","[204.17000000000002, 201.5, 399.910005, 235.57999999999993]","PDF points, top-left origin","[""Karimpur-II"", ""3"", ""Karimpur-II/ZP-1\nDhoradaha-I,Dhoradaha-II,Natidanga-I\nand Natidanga-II grams"", ""BC"", ""Women""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
6ad8c90e15ff31bfda00,West Bengal,Nadia,2013,gp_block_membership,Karimpur-II,Dhoradaha-II,Karimpur-II/ZP-1,1,1,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,1,0,"Karimpur-II/ZP-1
Dhoradaha-I,Dhoradaha-II,Natidanga-I
and Natidanga-II grams","[63.71999999999999, 201.5, 560.6200200000001, 235.57999999999993]","[204.17000000000002, 201.5, 399.910005, 235.57999999999993]","PDF points, top-left origin","[""Karimpur-II"", ""3"", ""Karimpur-II/ZP-1\nDhoradaha-I,Dhoradaha-II,Natidanga-I\nand Natidanga-II grams"", ""BC"", ""Women""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
9d81f4ae6306dcdc6522,West Bengal,Nadia,2013,gp_block_membership,Karimpur-II,Natidanga-I,Karimpur-II/ZP-1,1,2,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,1,0,"Karimpur-II/ZP-1
Dhoradaha-I,Dhoradaha-II,Natidanga-I
and Natidanga-II grams","[63.71999999999999, 201.5, 560.6200200000001, 235.57999999999993]","[204.17000000000002, 201.5, 399.910005, 235.57999999999993]","PDF points, top-left origin","[""Karimpur-II"", ""3"", ""Karimpur-II/ZP-1\nDhoradaha-I,Dhoradaha-II,Natidanga-I\nand Natidanga-II grams"", ""BC"", ""Women""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
022e97a5bb21616cde4d,West Bengal,Nadia,2013,gp_block_membership,Karimpur-II,Natidanga-II,Karimpur-II/ZP-1,1,3,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,1,0,"Karimpur-II/ZP-1
Dhoradaha-I,Dhoradaha-II,Natidanga-I
and Natidanga-II grams","[63.71999999999999, 201.5, 560.6200200000001, 235.57999999999993]","[204.17000000000002, 201.5, 399.910005, 235.57999999999993]","PDF points, top-left origin","[""Karimpur-II"", ""3"", ""Karimpur-II/ZP-1\nDhoradaha-I,Dhoradaha-II,Natidanga-I\nand Natidanga-II grams"", ""BC"", ""Women""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
b8938fb3e3d7286d0729,West Bengal,Nadia,2013,gp_block_membership,Karimpur-II,Rahamatpur,Karimpur-II/ZP-2,2,0,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,2,0,"Karimpur-II/ZP-2
Rahamatpur,Murutia and Dighalkandi
gram","[63.71999999999999, 235.57999999999993, 560.6200200000001, 314.33000999999996]","[204.17000000000002, 235.57999999999993, 399.910005, 314.33000999999996]","PDF points, top-left origin","[""Karimpur-II"", ""3"", ""Karimpur-II/ZP-2\nRahamatpur,Murutia and Dighalkandi\ngram\nKarimpur-II/ZP-3\nNarayanpur-I,Narayanpur-II and\nNandanpur grams"", """", ""Women""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
94e13f7895eacc74e92d,West Bengal,Nadia,2013,gp_block_membership,Karimpur-II,Murutia,Karimpur-II/ZP-2,2,1,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,2,0,"Karimpur-II/ZP-2
Rahamatpur,Murutia and Dighalkandi
gram","[63.71999999999999, 235.57999999999993, 560.6200200000001, 314.33000999999996]","[204.17000000000002, 235.57999999999993, 399.910005, 314.33000999999996]","PDF points, top-left origin","[""Karimpur-II"", ""3"", ""Karimpur-II/ZP-2\nRahamatpur,Murutia and Dighalkandi\ngram\nKarimpur-II/ZP-3\nNarayanpur-I,Narayanpur-II and\nNandanpur grams"", """", ""Women""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
0b094129e159c387d7fa,West Bengal,Nadia,2013,gp_block_membership,Karimpur-II,Dighalkandi,Karimpur-II/ZP-2,2,2,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,2,0,"Karimpur-II/ZP-2
Rahamatpur,Murutia and Dighalkandi
gram","[63.71999999999999, 235.57999999999993, 560.6200200000001, 314.33000999999996]","[204.17000000000002, 235.57999999999993, 399.910005, 314.33000999999996]","PDF points, top-left origin","[""Karimpur-II"", ""3"", ""Karimpur-II/ZP-2\nRahamatpur,Murutia and Dighalkandi\ngram\nKarimpur-II/ZP-3\nNarayanpur-I,Narayanpur-II and\nNandanpur grams"", """", ""Women""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
00ce26846ff2874bb299,West Bengal,Nadia,2013,gp_block_membership,Karimpur-II,Narayanpur-I,Karimpur-II/ZP-3,3,0,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,2,1,"Karimpur-II/ZP-3
Narayanpur-I,Narayanpur-II and
Nandanpur grams","[63.71999999999999, 235.57999999999993, 560.6200200000001, 314.33000999999996]","[204.17000000000002, 235.57999999999993, 399.910005, 314.33000999999996]","PDF points, top-left origin","[""Karimpur-II"", ""3"", ""Karimpur-II/ZP-2\nRahamatpur,Murutia and Dighalkandi\ngram\nKarimpur-II/ZP-3\nNarayanpur-I,Narayanpur-II and\nNandanpur grams"", """", ""Women""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
912929fe84ae1c2e9ec0,West Bengal,Nadia,2013,gp_block_membership,Karimpur-II,Narayanpur-II,Karimpur-II/ZP-3,3,1,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,2,1,"Karimpur-II/ZP-3
Narayanpur-I,Narayanpur-II and
Nandanpur grams","[63.71999999999999, 235.57999999999993, 560.6200200000001, 314.33000999999996]","[204.17000000000002, 235.57999999999993, 399.910005, 314.33000999999996]","PDF points, top-left origin","[""Karimpur-II"", ""3"", ""Karimpur-II/ZP-2\nRahamatpur,Murutia and Dighalkandi\ngram\nKarimpur-II/ZP-3\nNarayanpur-I,Narayanpur-II and\nNandanpur grams"", """", ""Women""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
2bcf672f98e4283c3773,West Bengal,Nadia,2013,gp_block_membership,Karimpur-II,Nandanpur,Karimpur-II/ZP-3,3,2,data/wb/gp_source_search/historical_expansion/nadia_Panchayat_20General_20Election_20-_20final_20book_election_202013__cf50563e.pdf,238810badd4a39a733192c9c269ae3cea0171701253e159de32ae912c1211c43,71,0,2,1,"Karimpur-II/ZP-3
Narayanpur-I,Narayanpur-II and
Nandanpur grams","[63.71999999999999, 235.57999999999993, 560.6200200000001, 314.33000999999996]","[204.17000000000002, 235.57999999999993, 399.910005, 314.33000999999996]","PDF points, top-left origin","[""Karimpur-II"", ""3"", ""Karimpur-II/ZP-2\nRahamatpur,Murutia and Dighalkandi\ngram\nKarimpur-II/ZP-3\nNarayanpur-I,Narayanpur-II and\nNandanpur grams"", """", ""Women""]",data/wb/derived/nadia_2013_handbook/membership_visual_audit.json,228c0381abce0fa14d3f575f105e9c1bca2ccdb31b57677f7f5be6c2dd66a3d4,full_source_visual_review_single_assistant,
