seats_total,seats_uncontested,seats_election_held,contesting_candidates,CPI(M),CPI,AIFB,RSP,INC,AITC,BJP,CPI(ML),NCP,IND,source_html_row,state,year,district,block_code,block,gram_panchayat,source_url,source_path,source_sha256,issues,review_status
12,1,11,24,11,0,0,0,1,0,0,0,0,0,10,West Bengal,2003,Bardhaman,23,MONGALKOTE,KOICHAR-II,http://web.archive.org/web/20090410103929id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=23&blnm=MONGALKOTE,data/wb/vintage_search/raw/4dae7ae1f95e0c5b.html,00756c8710b59513d057955e0e9c42aa2924dd79b2b42ad0085d923c4a5c1c36,,source_controls_passed
13,1,12,25,12,0,0,0,0,1,0,0,0,0,11,West Bengal,2003,Bardhaman,23,MONGALKOTE,LAKHURIA,http://web.archive.org/web/20090410103929id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=23&blnm=MONGALKOTE,data/wb/vintage_search/raw/4dae7ae1f95e0c5b.html,00756c8710b59513d057955e0e9c42aa2924dd79b2b42ad0085d923c4a5c1c36,,source_controls_passed
16,0,16,38,16,0,0,0,0,0,0,0,0,0,12,West Bengal,2003,Bardhaman,23,MONGALKOTE,MAJHIGRAM,http://web.archive.org/web/20090410103929id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=23&blnm=MONGALKOTE,data/wb/vintage_search/raw/4dae7ae1f95e0c5b.html,00756c8710b59513d057955e0e9c42aa2924dd79b2b42ad0085d923c4a5c1c36,,source_controls_passed
19,0,19,40,14,0,0,1,3,0,1,0,0,0,13,West Bengal,2003,Bardhaman,23,MONGALKOTE,MONGALKOTE,http://web.archive.org/web/20090410103929id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=23&blnm=MONGALKOTE,data/wb/vintage_search/raw/4dae7ae1f95e0c5b.html,00756c8710b59513d057955e0e9c42aa2924dd79b2b42ad0085d923c4a5c1c36,,source_controls_passed
19,1,18,43,15,0,0,0,0,1,3,0,0,0,14,West Bengal,2003,Bardhaman,23,MONGALKOTE,NEGON,http://web.archive.org/web/20090410103929id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=23&blnm=MONGALKOTE,data/wb/vintage_search/raw/4dae7ae1f95e0c5b.html,00756c8710b59513d057955e0e9c42aa2924dd79b2b42ad0085d923c4a5c1c36,,source_controls_passed
14,1,13,30,12,0,0,0,0,2,0,0,0,0,15,West Bengal,2003,Bardhaman,23,MONGALKOTE,PALIGRAM,http://web.archive.org/web/20090410103929id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=23&blnm=MONGALKOTE,data/wb/vintage_search/raw/4dae7ae1f95e0c5b.html,00756c8710b59513d057955e0e9c42aa2924dd79b2b42ad0085d923c4a5c1c36,,source_controls_passed
12,0,12,24,9,0,0,0,1,1,1,0,0,0,16,West Bengal,2003,Bardhaman,23,MONGALKOTE,SIMULIA-I,http://web.archive.org/web/20090410103929id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=23&blnm=MONGALKOTE,data/wb/vintage_search/raw/4dae7ae1f95e0c5b.html,00756c8710b59513d057955e0e9c42aa2924dd79b2b42ad0085d923c4a5c1c36,,source_controls_passed
10,0,10,25,7,0,0,0,0,2,1,0,0,0,17,West Bengal,2003,Bardhaman,23,MONGALKOTE,SIMULIA-II,http://web.archive.org/web/20090410103929id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=23&blnm=MONGALKOTE,data/wb/vintage_search/raw/4dae7ae1f95e0c5b.html,00756c8710b59513d057955e0e9c42aa2924dd79b2b42ad0085d923c4a5c1c36,,source_controls_passed
20,0,20,53,17,0,1,0,2,0,0,0,0,0,3,West Bengal,2003,Bardhaman,24,MONTESWAR,BAGHASON,http://web.archive.org/web/20090410103457id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=24&blnm=MANTESWAR,data/wb/vintage_search/raw/a39c7dbf9df2cc56.html,bd2cdea3bfb6a416594b4ef70539aa6438450041ac48dbc0c07fd576733596a3,,source_controls_passed
13,0,13,28,8,0,1,0,1,3,0,0,0,0,4,West Bengal,2003,Bardhaman,24,MONTESWAR,BAMUNPARA,http://web.archive.org/web/20090410103457id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=24&blnm=MANTESWAR,data/wb/vintage_search/raw/a39c7dbf9df2cc56.html,bd2cdea3bfb6a416594b4ef70539aa6438450041ac48dbc0c07fd576733596a3,,source_controls_passed
13,0,13,39,6,0,0,0,5,1,0,0,0,1,5,West Bengal,2003,Bardhaman,24,MONTESWAR,BHAGRA MULGRAM,http://web.archive.org/web/20090410103457id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=24&blnm=MANTESWAR,data/wb/vintage_search/raw/a39c7dbf9df2cc56.html,bd2cdea3bfb6a416594b4ef70539aa6438450041ac48dbc0c07fd576733596a3,,source_controls_passed
11,1,10,23,6,0,2,0,0,3,0,0,0,0,6,West Bengal,2003,Bardhaman,24,MONTESWAR,DENUR,http://web.archive.org/web/20090410103457id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=24&blnm=MANTESWAR,data/wb/vintage_search/raw/a39c7dbf9df2cc56.html,bd2cdea3bfb6a416594b4ef70539aa6438450041ac48dbc0c07fd576733596a3,,source_controls_passed
19,0,19,51,15,0,0,1,0,3,0,0,0,0,7,West Bengal,2003,Bardhaman,24,MONTESWAR,JAMNA,http://web.archive.org/web/20090410103457id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=24&blnm=MANTESWAR,data/wb/vintage_search/raw/a39c7dbf9df2cc56.html,bd2cdea3bfb6a416594b4ef70539aa6438450041ac48dbc0c07fd576733596a3,,source_controls_passed
20,0,20,53,14,0,1,2,2,1,0,0,0,0,8,West Bengal,2003,Bardhaman,24,MONTESWAR,KUSUMGRAM,http://web.archive.org/web/20090410103457id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=24&blnm=MANTESWAR,data/wb/vintage_search/raw/a39c7dbf9df2cc56.html,bd2cdea3bfb6a416594b4ef70539aa6438450041ac48dbc0c07fd576733596a3,,source_controls_passed
14,0,14,31,8,0,2,0,2,1,0,0,0,1,9,West Bengal,2003,Bardhaman,24,MONTESWAR,MAJHERGRAM,http://web.archive.org/web/20090410103457id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=24&blnm=MANTESWAR,data/wb/vintage_search/raw/a39c7dbf9df2cc56.html,bd2cdea3bfb6a416594b4ef70539aa6438450041ac48dbc0c07fd576733596a3,,source_controls_passed
14,1,13,29,11,0,3,0,0,0,0,0,0,0,10,West Bengal,2003,Bardhaman,24,MONTESWAR,MAMUDPUR-I,http://web.archive.org/web/20090410103457id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=24&blnm=MANTESWAR,data/wb/vintage_search/raw/a39c7dbf9df2cc56.html,bd2cdea3bfb6a416594b4ef70539aa6438450041ac48dbc0c07fd576733596a3,,source_controls_passed
11,0,11,25,2,0,3,0,0,3,0,0,0,3,11,West Bengal,2003,Bardhaman,24,MONTESWAR,MAMUDPUR-II,http://web.archive.org/web/20090410103457id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=24&blnm=MANTESWAR,data/wb/vintage_search/raw/a39c7dbf9df2cc56.html,bd2cdea3bfb6a416594b4ef70539aa6438450041ac48dbc0c07fd576733596a3,,source_controls_passed
15,0,15,56,4,0,0,0,2,6,3,0,0,0,12,West Bengal,2003,Bardhaman,24,MONTESWAR,MONTESWAR,http://web.archive.org/web/20090410103457id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=24&blnm=MANTESWAR,data/wb/vintage_search/raw/a39c7dbf9df2cc56.html,bd2cdea3bfb6a416594b4ef70539aa6438450041ac48dbc0c07fd576733596a3,,source_controls_passed
11,1,10,25,7,0,2,1,0,0,0,0,0,1,13,West Bengal,2003,Bardhaman,24,MONTESWAR,PIPLON,http://web.archive.org/web/20090410103457id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=24&blnm=MANTESWAR,data/wb/vintage_search/raw/a39c7dbf9df2cc56.html,bd2cdea3bfb6a416594b4ef70539aa6438450041ac48dbc0c07fd576733596a3,,source_controls_passed
13,0,13,31,10,0,0,0,1,1,0,0,0,1,14,West Bengal,2003,Bardhaman,24,MONTESWAR,PUTSURI,http://web.archive.org/web/20090410103457id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=24&blnm=MANTESWAR,data/wb/vintage_search/raw/a39c7dbf9df2cc56.html,bd2cdea3bfb6a416594b4ef70539aa6438450041ac48dbc0c07fd576733596a3,,source_controls_passed
19,0,19,39,17,0,1,0,0,1,0,0,0,0,15,West Bengal,2003,Bardhaman,24,MONTESWAR,SUSUNIA,http://web.archive.org/web/20090410103457id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=24&blnm=MANTESWAR,data/wb/vintage_search/raw/a39c7dbf9df2cc56.html,bd2cdea3bfb6a416594b4ef70539aa6438450041ac48dbc0c07fd576733596a3,,source_controls_passed
25,9,16,33,8,12,0,2,1,0,0,0,0,2,3,West Bengal,2003,Bardhaman,25,PANDABESWAR,BAHULA,http://web.archive.org/web/20090410103328id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=25&blnm=PANDABESWAR,data/wb/vintage_search/raw/5cfcbad9b92afdbc.html,fa5513a622a7969730fdf9d6da2adc148175f69a5a69183f10c735f3d242a102,,source_controls_passed
22,14,8,16,22,0,0,0,0,0,0,0,0,0,4,West Bengal,2003,Bardhaman,25,PANDABESWAR,BAIDYANATHPUR,http://web.archive.org/web/20090410103328id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=25&blnm=PANDABESWAR,data/wb/vintage_search/raw/5cfcbad9b92afdbc.html,fa5513a622a7969730fdf9d6da2adc148175f69a5a69183f10c735f3d242a102,,source_controls_passed
28,0,28,77,14,4,0,0,8,0,0,0,1,1,5,West Bengal,2003,Bardhaman,25,PANDABESWAR,CHHORA,http://web.archive.org/web/20090410103328id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=25&blnm=PANDABESWAR,data/wb/vintage_search/raw/5cfcbad9b92afdbc.html,fa5513a622a7969730fdf9d6da2adc148175f69a5a69183f10c735f3d242a102,,source_controls_passed
19,1,18,37,12,1,0,0,5,0,0,0,0,1,6,West Bengal,2003,Bardhaman,25,PANDABESWAR,HARIPUR,http://web.archive.org/web/20090410103328id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=25&blnm=PANDABESWAR,data/wb/vintage_search/raw/5cfcbad9b92afdbc.html,fa5513a622a7969730fdf9d6da2adc148175f69a5a69183f10c735f3d242a102,,source_controls_passed
21,7,14,30,11,3,0,0,0,1,0,0,0,6,7,West Bengal,2003,Bardhaman,25,PANDABESWAR,KENDRA,http://web.archive.org/web/20090410103328id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=25&blnm=PANDABESWAR,data/wb/vintage_search/raw/5cfcbad9b92afdbc.html,fa5513a622a7969730fdf9d6da2adc148175f69a5a69183f10c735f3d242a102,,source_controls_passed
21,1,20,40,14,1,0,0,3,0,0,0,0,3,8,West Bengal,2003,Bardhaman,25,PANDABESWAR,NABAGRAM,http://web.archive.org/web/20090410103328id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=25&blnm=PANDABESWAR,data/wb/vintage_search/raw/5cfcbad9b92afdbc.html,fa5513a622a7969730fdf9d6da2adc148175f69a5a69183f10c735f3d242a102,,source_controls_passed
20,0,20,51,12,0,0,0,1,7,0,0,0,0,3,West Bengal,2003,Bardhaman,26,PURBASTHALI-I,BOGPUR,http://web.archive.org/web/20090410102717id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=26&blnm=PURBASTHALI-I,data/wb/vintage_search/raw/4377d11034e01404.html,7cd2e4e548ef79e8773c1543665e43ccc3e2e32193c2c845fb75259117a8c152,,source_controls_passed
18,1,17,49,2,0,0,0,2,8,6,0,0,0,4,West Bengal,2003,Bardhaman,26,PURBASTHALI-I,DOGACHIA,http://web.archive.org/web/20090410102717id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=26&blnm=PURBASTHALI-I,data/wb/vintage_search/raw/4377d11034e01404.html,7cd2e4e548ef79e8773c1543665e43ccc3e2e32193c2c845fb75259117a8c152,,source_controls_passed
17,0,17,50,9,0,0,0,0,2,6,0,0,0,5,West Bengal,2003,Bardhaman,26,PURBASTHALI-I,JAHANNAGAR,http://web.archive.org/web/20090410102717id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=26&blnm=PURBASTHALI-I,data/wb/vintage_search/raw/4377d11034e01404.html,7cd2e4e548ef79e8773c1543665e43ccc3e2e32193c2c845fb75259117a8c152,,source_controls_passed
19,0,19,58,14,0,0,0,0,3,0,0,0,2,6,West Bengal,2003,Bardhaman,26,PURBASTHALI-I,NADANGHAT,http://web.archive.org/web/20090410102717id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=26&blnm=PURBASTHALI-I,data/wb/vintage_search/raw/4377d11034e01404.html,7cd2e4e548ef79e8773c1543665e43ccc3e2e32193c2c845fb75259117a8c152,,source_controls_passed
30,0,30,86,8,0,0,0,1,6,15,0,0,0,7,West Bengal,2003,Bardhaman,26,PURBASTHALI-I,NASARATPUR,http://web.archive.org/web/20090410102717id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=26&blnm=PURBASTHALI-I,data/wb/vintage_search/raw/4377d11034e01404.html,7cd2e4e548ef79e8773c1543665e43ccc3e2e32193c2c845fb75259117a8c152,,source_controls_passed
24,0,24,60,8,0,0,0,0,7,9,0,0,0,8,West Bengal,2003,Bardhaman,26,PURBASTHALI-I,SAMUDRAGARH,http://web.archive.org/web/20090410102717id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=26&blnm=PURBASTHALI-I,data/wb/vintage_search/raw/4377d11034e01404.html,7cd2e4e548ef79e8773c1543665e43ccc3e2e32193c2c845fb75259117a8c152,,source_controls_passed
24,0,24,65,4,0,0,0,0,20,0,0,0,0,9,West Bengal,2003,Bardhaman,26,PURBASTHALI-I,SRIRAMPUR,http://web.archive.org/web/20090410102717id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=26&blnm=PURBASTHALI-I,data/wb/vintage_search/raw/4377d11034e01404.html,7cd2e4e548ef79e8773c1543665e43ccc3e2e32193c2c845fb75259117a8c152,,source_controls_passed
5,0,5,10,5,0,0,0,0,0,0,0,0,0,3,West Bengal,2003,Bardhaman,27,PURBASTHALI-II,JHOWDANGA,http://web.archive.org/web/20090410101427id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=27&blnm=PURBASTHALI-II,data/wb/vintage_search/raw/ca095f4e15d8d4ab.html,67bd118f24feecbe1a90b8e31c32b587d8ff67969360b57d018a8447984a3307,,source_controls_passed
20,0,20,53,7,0,0,0,0,2,11,0,0,0,4,West Bengal,2003,Bardhaman,27,PURBASTHALI-II,KALEKHANTALA-I,http://web.archive.org/web/20090410101427id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=27&blnm=PURBASTHALI-II,data/wb/vintage_search/raw/ca095f4e15d8d4ab.html,67bd118f24feecbe1a90b8e31c32b587d8ff67969360b57d018a8447984a3307,,source_controls_passed
14,0,14,29,13,0,0,0,0,0,1,0,0,0,5,West Bengal,2003,Bardhaman,27,PURBASTHALI-II,KALEKHANTALA-II,http://web.archive.org/web/20090410101427id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=27&blnm=PURBASTHALI-II,data/wb/vintage_search/raw/ca095f4e15d8d4ab.html,67bd118f24feecbe1a90b8e31c32b587d8ff67969360b57d018a8447984a3307,,source_controls_passed
22,0,22,51,6,0,0,0,2,8,3,0,0,3,6,West Bengal,2003,Bardhaman,27,PURBASTHALI-II,MAJIDA,http://web.archive.org/web/20090410101427id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=27&blnm=PURBASTHALI-II,data/wb/vintage_search/raw/ca095f4e15d8d4ab.html,67bd118f24feecbe1a90b8e31c32b587d8ff67969360b57d018a8447984a3307,,source_controls_passed
8,0,8,30,4,0,0,0,0,1,2,1,0,0,7,West Bengal,2003,Bardhaman,27,PURBASTHALI-II,MERTALA,http://web.archive.org/web/20090410101427id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=27&blnm=PURBASTHALI-II,data/wb/vintage_search/raw/ca095f4e15d8d4ab.html,67bd118f24feecbe1a90b8e31c32b587d8ff67969360b57d018a8447984a3307,,source_controls_passed
18,0,18,45,10,0,0,0,2,2,4,0,0,0,8,West Bengal,2003,Bardhaman,27,PURBASTHALI-II,MUKSHIMPARA,http://web.archive.org/web/20090410101427id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=27&blnm=PURBASTHALI-II,data/wb/vintage_search/raw/ca095f4e15d8d4ab.html,67bd118f24feecbe1a90b8e31c32b587d8ff67969360b57d018a8447984a3307,,source_controls_passed
23,0,23,57,11,0,0,0,0,4,8,0,0,0,9,West Bengal,2003,Bardhaman,27,PURBASTHALI-II,NIMDAHA,http://web.archive.org/web/20090410101427id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=27&blnm=PURBASTHALI-II,data/wb/vintage_search/raw/ca095f4e15d8d4ab.html,67bd118f24feecbe1a90b8e31c32b587d8ff67969360b57d018a8447984a3307,,source_controls_passed
11,0,11,24,3,0,0,0,1,4,3,0,0,0,10,West Bengal,2003,Bardhaman,27,PURBASTHALI-II,PATULI,http://web.archive.org/web/20090410101427id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=27&blnm=PURBASTHALI-II,data/wb/vintage_search/raw/ca095f4e15d8d4ab.html,67bd118f24feecbe1a90b8e31c32b587d8ff67969360b57d018a8447984a3307,,source_controls_passed
19,0,19,52,9,0,0,0,1,8,1,0,0,0,11,West Bengal,2003,Bardhaman,27,PURBASTHALI-II,PILLA,http://web.archive.org/web/20090410101427id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=27&blnm=PURBASTHALI-II,data/wb/vintage_search/raw/ca095f4e15d8d4ab.html,67bd118f24feecbe1a90b8e31c32b587d8ff67969360b57d018a8447984a3307,,source_controls_passed
14,0,14,57,6,0,0,0,0,5,2,0,0,1,12,West Bengal,2003,Bardhaman,27,PURBASTHALI-II,PURBASTHALI,http://web.archive.org/web/20090410101427id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=27&blnm=PURBASTHALI-II,data/wb/vintage_search/raw/ca095f4e15d8d4ab.html,67bd118f24feecbe1a90b8e31c32b587d8ff67969360b57d018a8447984a3307,,source_controls_passed
24,24,0,0,24,0,0,0,0,0,0,0,0,0,3,West Bengal,2003,Bardhaman,28,RAINA-I,HIJALNA,http://web.archive.org/web/20090410103415id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=28&blnm=RAINA-I,data/wb/vintage_search/raw/63235af47c6e9341.html,90b5144d74844b4709da0009703ac256aa9c5183f9d5183035d5e0261012b60f,,source_controls_passed
18,18,0,0,18,0,0,0,0,0,0,0,0,0,4,West Bengal,2003,Bardhaman,28,RAINA-I,MUGRA,http://web.archive.org/web/20090410103415id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=28&blnm=RAINA-I,data/wb/vintage_search/raw/63235af47c6e9341.html,90b5144d74844b4709da0009703ac256aa9c5183f9d5183035d5e0261012b60f,,source_controls_passed
20,17,3,6,20,0,0,0,0,0,0,0,0,0,5,West Bengal,2003,Bardhaman,28,RAINA-I,NARUGRAM,http://web.archive.org/web/20090410103415id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=28&blnm=RAINA-I,data/wb/vintage_search/raw/63235af47c6e9341.html,90b5144d74844b4709da0009703ac256aa9c5183f9d5183035d5e0261012b60f,,source_controls_passed
21,11,10,21,18,2,0,0,1,0,0,0,0,0,6,West Bengal,2003,Bardhaman,28,RAINA-I,NATU,http://web.archive.org/web/20090410103415id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=28&blnm=RAINA-I,data/wb/vintage_search/raw/63235af47c6e9341.html,90b5144d74844b4709da0009703ac256aa9c5183f9d5183035d5e0261012b60f,,source_controls_passed
16,16,0,0,16,0,0,0,0,0,0,0,0,0,7,West Bengal,2003,Bardhaman,28,RAINA-I,PALASON,http://web.archive.org/web/20090410103415id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=28&blnm=RAINA-I,data/wb/vintage_search/raw/63235af47c6e9341.html,90b5144d74844b4709da0009703ac256aa9c5183f9d5183035d5e0261012b60f,,source_controls_passed
15,1,14,29,15,0,0,0,0,0,0,0,0,0,8,West Bengal,2003,Bardhaman,28,RAINA-I,RAINA,http://web.archive.org/web/20090410103415id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=28&blnm=RAINA-I,data/wb/vintage_search/raw/63235af47c6e9341.html,90b5144d74844b4709da0009703ac256aa9c5183f9d5183035d5e0261012b60f,,source_controls_passed
20,2,18,37,20,0,0,0,0,0,0,0,0,0,9,West Bengal,2003,Bardhaman,28,RAINA-I,SEHARA,http://web.archive.org/web/20090410103415id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=28&blnm=RAINA-I,data/wb/vintage_search/raw/63235af47c6e9341.html,90b5144d74844b4709da0009703ac256aa9c5183f9d5183035d5e0261012b60f,,source_controls_passed
19,8,11,22,19,0,0,0,0,0,0,0,0,0,10,West Bengal,2003,Bardhaman,28,RAINA-I,SYAMSUNDAR,http://web.archive.org/web/20090410103415id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=28&blnm=RAINA-I,data/wb/vintage_search/raw/63235af47c6e9341.html,90b5144d74844b4709da0009703ac256aa9c5183f9d5183035d5e0261012b60f,,source_controls_passed
14,5,9,18,13,0,1,0,0,0,0,0,0,0,3,West Bengal,2003,Bardhaman,29,RAINA-II,ARUI,http://web.archive.org/web/20090410102001id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=29&blnm=RAINA-II,data/wb/vintage_search/raw/b7160f4cd4eca672.html,d43b9801d459d550ea6621f7a7621dec4fff38864fc54f4d5c003772d0d4c848,,source_controls_passed
20,12,8,16,19,0,1,0,0,0,0,0,0,0,4,West Bengal,2003,Bardhaman,29,RAINA-II,BARABAINAN,http://web.archive.org/web/20090410102001id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=29&blnm=RAINA-II,data/wb/vintage_search/raw/b7160f4cd4eca672.html,d43b9801d459d550ea6621f7a7621dec4fff38864fc54f4d5c003772d0d4c848,,source_controls_passed
20,20,0,0,20,0,0,0,0,0,0,0,0,0,5,West Bengal,2003,Bardhaman,29,RAINA-II,GOTAN,http://web.archive.org/web/20090410102001id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=29&blnm=RAINA-II,data/wb/vintage_search/raw/b7160f4cd4eca672.html,d43b9801d459d550ea6621f7a7621dec4fff38864fc54f4d5c003772d0d4c848,,source_controls_passed
17,17,0,0,17,0,0,0,0,0,0,0,0,0,6,West Bengal,2003,Bardhaman,29,RAINA-II,KAITI,http://web.archive.org/web/20090410102001id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=29&blnm=RAINA-II,data/wb/vintage_search/raw/b7160f4cd4eca672.html,d43b9801d459d550ea6621f7a7621dec4fff38864fc54f4d5c003772d0d4c848,,source_controls_passed
17,16,1,2,17,0,0,0,0,0,0,0,0,0,7,West Bengal,2003,Bardhaman,29,RAINA-II,PAHALANPUR,http://web.archive.org/web/20090410102001id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=29&blnm=RAINA-II,data/wb/vintage_search/raw/b7160f4cd4eca672.html,d43b9801d459d550ea6621f7a7621dec4fff38864fc54f4d5c003772d0d4c848,,source_controls_passed
10,10,0,0,10,0,0,0,0,0,0,0,0,0,8,West Bengal,2003,Bardhaman,29,RAINA-II,PAINTA-I,http://web.archive.org/web/20090410102001id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=29&blnm=RAINA-II,data/wb/vintage_search/raw/b7160f4cd4eca672.html,d43b9801d459d550ea6621f7a7621dec4fff38864fc54f4d5c003772d0d4c848,,source_controls_passed
11,11,0,0,11,0,0,0,0,0,0,0,0,0,9,West Bengal,2003,Bardhaman,29,RAINA-II,PAINTA-II,http://web.archive.org/web/20090410102001id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=29&blnm=RAINA-II,data/wb/vintage_search/raw/b7160f4cd4eca672.html,d43b9801d459d550ea6621f7a7621dec4fff38864fc54f4d5c003772d0d4c848,,source_controls_passed
22,22,0,0,22,0,0,0,0,0,0,0,0,0,10,West Bengal,2003,Bardhaman,29,RAINA-II,UCHALAN,http://web.archive.org/web/20090410102001id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=29&blnm=RAINA-II,data/wb/vintage_search/raw/b7160f4cd4eca672.html,d43b9801d459d550ea6621f7a7621dec4fff38864fc54f4d5c003772d0d4c848,,source_controls_passed
5,5,0,0,4,1,0,0,0,0,0,0,0,0,3,West Bengal,2003,Bardhaman,30,RANIGANJ,AMRASOTA,http://web.archive.org/web/20090410101524id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=30&blnm=RANIGANJ,data/wb/vintage_search/raw/9016dc06210fe648.html,5b1200b6475832b087d9e7047758183947073af8f94542851a9c1d6d3f265ea5,,source_controls_passed
15,12,3,8,15,0,0,0,0,0,0,0,0,0,4,West Bengal,2003,Bardhaman,30,RANIGANJ,BALLAVPUR,http://web.archive.org/web/20090410101524id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=30&blnm=RANIGANJ,data/wb/vintage_search/raw/9016dc06210fe648.html,5b1200b6475832b087d9e7047758183947073af8f94542851a9c1d6d3f265ea5,,source_controls_passed
16,13,3,7,15,1,0,0,0,0,0,0,0,0,5,West Bengal,2003,Bardhaman,30,RANIGANJ,EGARA,http://web.archive.org/web/20090410101524id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=30&blnm=RANIGANJ,data/wb/vintage_search/raw/9016dc06210fe648.html,5b1200b6475832b087d9e7047758183947073af8f94542851a9c1d6d3f265ea5,,source_controls_passed
16,14,2,4,16,0,0,0,0,0,0,0,0,0,6,West Bengal,2003,Bardhaman,30,RANIGANJ,JEMARI,http://web.archive.org/web/20090410101524id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=30&blnm=RANIGANJ,data/wb/vintage_search/raw/9016dc06210fe648.html,5b1200b6475832b087d9e7047758183947073af8f94542851a9c1d6d3f265ea5,,source_controls_passed
13,13,0,0,11,2,0,0,0,0,0,0,0,0,7,West Bengal,2003,Bardhaman,30,RANIGANJ,RATIBATI,http://web.archive.org/web/20090410101524id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=30&blnm=RANIGANJ,data/wb/vintage_search/raw/9016dc06210fe648.html,5b1200b6475832b087d9e7047758183947073af8f94542851a9c1d6d3f265ea5,,source_controls_passed
18,16,2,4,15,3,0,0,0,0,0,0,0,0,8,West Bengal,2003,Bardhaman,30,RANIGANJ,TIRAT,http://web.archive.org/web/20090410101524id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=30&blnm=RANIGANJ,data/wb/vintage_search/raw/9016dc06210fe648.html,5b1200b6475832b087d9e7047758183947073af8f94542851a9c1d6d3f265ea5,,source_controls_passed
7,0,7,17,4,1,0,0,2,0,0,0,0,0,3,West Bengal,2003,Bardhaman,31,SALANPUR,ACHHRA,http://web.archive.org/web/20090410102634id_/http://bardhaman.nic.in/election/pan_result/gpview.asp?blno=31&blnm=SALANPUR,data/wb/vintage_search/raw/05d8ccd10554b8d2.html,b461e967183252d448720a6dd1bda266f41dd215ac3e670bb1920820314a7d55,,source_controls_passed
