file,url,archive_url,capture,retrieved_at,bytes,sha256
FinalResultofPGE2018.zip,http://alipurduar.gov.in/PanchayatGeneralElection2018/FinalResultofPGE2018.zip,http://web.archive.org/web/20220703131738id_/http://alipurduar.gov.in/PanchayatGeneralElection2018/FinalResultofPGE2018.zip,20220703131738,2026-09-07,42966509,b1be3f46beb4ba85e3768c9fa45c06c272587f09d07351dd4f7bb3fd69a62ca4
