source_file,sha256,source_url,archive_url,district,election_year,stage,page,table_row,tier,axis,bbox,bbox_coordinate_system,crop_path,cache_path,table_y_fraction,raw_reading,second_reading,name,category,min_confidence,quality_flags,review_status,women_reserved,caste_category,block,winner_gender,reviewed_reading,review_note,visual_reference_sample_id,visual_reference_evidence,visual_name_ambiguous,record_id,name_review_status
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,1,gp_head,caste,"[553.34, 523.53, 987.31, 555.77]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-1-caste.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-1-caste.json,0.220246,Kumargram Block,Kumargram Block,Kumargram Block,,91.73233,ocr_not_certified;positive_mentions_only;unresolved_category_or_nondata_cell;block_heading;block_heading_visually_identified,visually_identified_block_heading,,,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:1:caste,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,1,gp_head,women,"[987.24, 524.84, 1222.31, 556.46]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-1-women.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-1-women.json,0.220246,,BS,,,,ocr_not_certified;positive_mentions_only;ocr_pass_disagreement;blank_or_unread_cell;block_heading_visually_identified,visually_identified_block_heading,,,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:1:women,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,2,gp_head,caste,"[553.41, 554.5, 987.38, 587.2]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-2-caste.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-2-caste.json,0.240459,TURTURIKHANDA (ST),TURTURIKHANDA (ST),TURTURIKHANDA,ST,91.914566,ocr_not_certified;positive_mentions_only,pending_cell_review,,ST,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:2:caste,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,2,gp_head,women,"[987.31, 555.77, 1222.38, 587.87]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-2-women.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-2-women.json,0.240459,TURTURIKHANDA,TURTURIKHANDA,TURTURIKHANDA,women,91.492981,ocr_not_certified;positive_mentions_only,pending_cell_review,True,,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:2:women,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,3,gp_head,caste,"[553.48, 585.97, 987.45, 618.63]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-3-caste.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-3-caste.json,0.260834,,,,,,ocr_not_certified;positive_mentions_only;blank_or_unread_cell,pending_cell_review,,,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:3:caste,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,3,gp_head,women,"[987.38, 587.2, 1222.45, 619.28]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-3-women.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-3-women.json,0.260834,RYDAK,RYDAK,RYDAK,women,92.283821,ocr_not_certified;positive_mentions_only,pending_cell_review,True,,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:3:women,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,4,gp_head,caste,"[553.56, 617.44, 987.52, 650.56]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-4-caste.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-4-caste.json,0.281371,KUMARGRAM (SC),KUMARGRAM (SC),KUMARGRAM,SC,91.493271,ocr_not_certified;positive_mentions_only,pending_cell_review,,SC,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:4:caste,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,4,gp_head,women,"[987.45, 618.63, 1222.52, 651.18]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-4-women.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-4-women.json,0.281371,,Bn,,,,ocr_not_certified;positive_mentions_only;ocr_pass_disagreement;blank_or_unread_cell,pending_cell_review,,,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:4:women,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,5,gp_head,caste,"[553.63, 649.4, 987.6, 681.99]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-5-caste.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-5-caste.json,0.301908,CHENGMARI (ST),CHENGMARI (ST),CHENGMARI,ST,81.587898,ocr_not_certified;positive_mentions_only,pending_cell_review,,ST,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:5:caste,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,5,gp_head,women,"[987.52, 650.56, 1222.59, 682.59]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-5-women.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-5-women.json,0.301908,CHENGMARI,CHENGMARI,CHENGMARI,women,91.662674,ocr_not_certified;positive_mentions_only,pending_cell_review,True,,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:5:women,unreviewed_ocr
