source_file,sha256,source_url,archive_url,district,election_year,stage,page,table_row,tier,axis,bbox,bbox_coordinate_system,crop_path,cache_path,table_y_fraction,raw_reading,second_reading,name,category,min_confidence,quality_flags,review_status,women_reserved,caste_category,block,winner_gender,reviewed_reading,review_note,visual_reference_sample_id,visual_reference_evidence,visual_name_ambiguous,record_id,name_review_status
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,6,gp_head,caste,"[553.7, 680.87, 987.67, 713.42]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-6-caste.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-6-caste.json,0.322283,VOLKA BAROBISHA | (SC),VOLKA BAROBISHA | (SC),VOLKA BAROBISHA,SC,91.545723,ocr_not_certified;positive_mentions_only,pending_cell_review,,SC,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:6:caste,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,6,gp_head,women,"[987.6, 681.99, 1222.66, 714.0]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-6-women.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-6-women.json,0.322283,,BS,,,,ocr_not_certified;positive_mentions_only;ocr_pass_disagreement;blank_or_unread_cell,pending_cell_review,,,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:6:women,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,7,gp_head,caste,"[553.77, 712.34, 987.74, 745.34]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-7-caste.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-7-caste.json,0.34282,VOLKA BAROBISHA II (ST),VOLKA BAROBISHA II (ST),VOLKA BAROBISHA II,ST,91.36734,ocr_not_certified;positive_mentions_only,pending_cell_review,,ST,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:7:caste,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,7,gp_head,women,"[987.67, 713.42, 1222.74, 745.91]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-7-women.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-7-women.json,0.34282,VOLKA BAROBISHA I!,VOLKA BAROBISHA I!,VOLKA BAROBISHA II,women,91.631683,ocr_not_certified;positive_mentions_only;source_pinned_visual_correction,visually_corrected,True,,Kumargram,,VOLKA BAROBISHA II,Legible printed name in women-reserved cell; W marker transcribed when present.,13,"[{""gold_path"": ""data/wb/derived/qwen_review/expanded/gold_a.json"", ""gold_sha256"": ""89eaae3df88aa6358dfaf848878cc03e90411b3cfcc8513bc1661aaa202ccfa2"", ""image_sha256"": ""2b063b823207fe7c82b5dee188d3a6e16583dc378dde358be14cb553dc5288e9"", ""sample_id"": 13}]",False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:7:women,visually_read_independent_verification_pending
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,8,gp_head,caste,"[553.84, 744.31, 987.81, 776.28]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-8-caste.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-8-caste.json,0.363195,KHOARDANGA | (SC),KHOARDANGA | (SC),KHOARDANGA,SC,92.469307,ocr_not_certified;positive_mentions_only,pending_cell_review,,SC,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:8:caste,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,8,gp_head,women,"[987.74, 745.34, 1222.81, 776.82]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-8-women.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-8-women.json,0.363195,,BS,,,,ocr_not_certified;positive_mentions_only;ocr_pass_disagreement;blank_or_unread_cell,pending_cell_review,,,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:8:women,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,9,gp_head,caste,"[553.91, 775.28, 987.88, 807.7]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-9-caste.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-9-caste.json,0.383409,,,,,,ocr_not_certified;positive_mentions_only;blank_or_unread_cell;source_pinned_visual_correction;visual_reference_blank,visually_reviewed_blank,,,Kumargram,,,Empty target cell; table rules and scan marks excluded.,78,"[{""gold_path"": ""data/wb/derived/qwen_review/expanded/gold_a.json"", ""gold_sha256"": ""89eaae3df88aa6358dfaf848878cc03e90411b3cfcc8513bc1661aaa202ccfa2"", ""image_sha256"": ""777f2b31925563adf89af681a18be06f3f89e794461821bde7e99918e41bfa7e"", ""sample_id"": 78}]",False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:9:caste,not_a_named_entry
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,9,gp_head,women,"[987.81, 776.28, 1222.88, 808.22]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-9-women.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-9-women.json,0.383409,KHOARDANGA II,KHOARDANGA II,KHOARDANGA II,women,92.053421,ocr_not_certified;positive_mentions_only,pending_cell_review,True,,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:9:women,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,10,gp_head,caste,"[553.98, 806.74, 987.95, 839.63]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-10-caste.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-10-caste.json,0.403946,KAMAKHYAGURI I (SC),KAMAKHYAGURI I (SC),KAMAKHYAGURI I,SC,84.927856,ocr_not_certified;positive_mentions_only,pending_cell_review,,SC,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:10:caste,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,10,gp_head,women,"[987.88, 807.7, 1222.95, 840.13]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-10-women.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-10-women.json,0.403946,KAMAKHYAGURI I,KAMAKHYAGURI I,KAMAKHYAGURI I,women,86.468506,ocr_not_certified;positive_mentions_only,pending_cell_review,True,,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:10:women,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,11,gp_head,caste,"[554.06, 838.71, 988.02, 871.06]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-11-caste.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-11-caste.json,0.424483,KAMAKHYAGURI II (ST),KAMAKHYAGURI II (ST),KAMAKHYAGURI II,ST,67.342842,ocr_not_certified;positive_mentions_only;low_ocr_confidence,pending_cell_review,,ST,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:11:caste,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,11,gp_head,women,"[987.95, 839.63, 1223.02, 871.54]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-11-women.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-11-women.json,0.424483,,BS,,,,ocr_not_certified;positive_mentions_only;ocr_pass_disagreement;blank_or_unread_cell,pending_cell_review,,,Kumargram,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:11:women,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,12,gp_head,caste,"[554.13, 870.18, 988.1, 902.49]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-12-caste.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-12-caste.json,0.444858,Alipurduar - II Block,Alipurduar - II Block,Alipurduar - II Block,,49.219269,ocr_not_certified;positive_mentions_only;low_ocr_confidence;unresolved_category_or_nondata_cell;block_heading;block_heading_visually_identified,visually_identified_block_heading,,,Alipurduar II,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:12:caste,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,12,gp_head,women,"[988.02, 871.06, 1223.09, 902.95]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-12-women.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-12-women.json,0.444858,,BS,,,,ocr_not_certified;positive_mentions_only;ocr_pass_disagreement;blank_or_unread_cell;block_heading_visually_identified,visually_identified_block_heading,,,Alipurduar II,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:12:women,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,13,gp_head,caste,"[554.2, 901.65, 988.17, 933.92]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-13-caste.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-13-caste.json,0.465233,TURTURI (SC),TURTURI (SC),TURTURI,SC,92.808693,ocr_not_certified;positive_mentions_only,pending_cell_review,,SC,Alipurduar II,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:13:caste,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,13,gp_head,women,"[988.1, 902.49, 1223.16, 934.36]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-13-women.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-13-women.json,0.465233,TURTURI,TURTURI,TURTURI,women,85.539085,ocr_not_certified;positive_mentions_only,pending_cell_review,True,,Alipurduar II,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:13:women,unreviewed_ocr
2023/alipurduar/form1b_pradhan_view_pdf_914_kb_2023030228.pdf,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030228.pdf,,Alipurduar,2023,final,2,14,gp_head,caste,"[554.27, 933.11, 988.24, 964.85]",rendered_original_page_pixels_scale_to_1800,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-14-caste.png,data/wb/derived/office_scans/4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899/v4-cell-2-14-caste.json,0.485446,SAMUKTOLA (ST),SAMUKTOLA (ST),SAMUKTOLA,ST,91.797539,ocr_not_certified;positive_mentions_only,pending_cell_review,,ST,Alipurduar II,,,,,,False,4c6f94270d610059c90b650646b82d200067bfdddd9993c3087c2ef5a9e93899:2:gp_head:14:caste,unreviewed_ocr
