file,url,archive_url,capture,retrieved_at,district_domain,status,bytes,sha256
nadia_KASTODANGA-II_c816b1ed.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Haringhata/KASTODANGA-II.pdf,https://web.archive.org/web/20090410075149id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Haringhata/KASTODANGA-II.pdf,20090410075149,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075149id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Haringhata/KASTODANGA-II.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Mollabelia_c3c9ef15.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Haringhata/Mollabelia.pdf,https://web.archive.org/web/20090410075441id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Haringhata/Mollabelia.pdf,20090410075441,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075441id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Haringhata/Mollabelia.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Nagarukhra-I_70b54b9c.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Haringhata/Nagarukhra-I.pdf,https://web.archive.org/web/20090410074139id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Haringhata/Nagarukhra-I.pdf,20090410074139,2026-09-06,nadia.nic.in,downloaded,74002,c685f17d97b978b45d02e02cead572879939fe4ef74229de5590cf7de0f24463
nadia_Nagtarukhra-II_d9223344.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Haringhata/Nagtarukhra-II.pdf,https://web.archive.org/web/20090410074918id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Haringhata/Nagtarukhra-II.pdf,20090410074918,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410074918id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Haringhata/Nagtarukhra-II.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Form-A1_c596bf47.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Kaliganj/Form-A1.pdf,https://web.archive.org/web/20090410075039id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Kaliganj/Form-A1.pdf,20090410075039,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075039id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Kaliganj/Form-A1.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Form-B1_3b3350d2.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Kaliganj/Form-B1.pdf,https://web.archive.org/web/20090410072007id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Kaliganj/Form-B1.pdf,20090410072007,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072007id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Kaliganj/Form-B1.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Order-A1_0a1f6fa4.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Kaliganj/Order-A1.pdf,https://web.archive.org/web/20090410071928id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Kaliganj/Order-A1.pdf,20090410071928,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410071928id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Kaliganj/Order-A1.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Order-B1_a4fac3f9.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Kaliganj/Order-B1.pdf,https://web.archive.org/web/20090410072713id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Kaliganj/Order-B1.pdf,20090410072713,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072713id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Kaliganj/Order-B1.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Harekrishnapur_14c1cd77.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Harekrishnapur.pdf,https://web.archive.org/web/20090410073911id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Harekrishnapur.pdf,20090410073911,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073911id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Harekrishnapur.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Hogalbaria_86171ab6.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Hogalbaria.pdf,https://web.archive.org/web/20090410073656id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Hogalbaria.pdf,20090410073656,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073656id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Hogalbaria.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Jamsherpur_6a11d54f.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Jamsherpur.pdf,https://web.archive.org/web/20090410072416id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Jamsherpur.pdf,20090410072416,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072416id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Jamsherpur.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Karimpur-I_0d2827c6.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Karimpur-I.pdf,https://web.archive.org/web/20090410072929id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Karimpur-I.pdf,20090410072929,2026-09-06,nadia.nic.in,downloaded,88091,8d63f561ba866e95548a8742a9de1cd86bad2d4c0507add278a990c2321005f4
nadia_Karimpur-II_86bd8352.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Karimpur-II.pdf,https://web.archive.org/web/20090410073017id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Karimpur-II.pdf,20090410073017,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073017id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Karimpur-II.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Madhugari_3d0c3f7f.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Madhugari.pdf,https://web.archive.org/web/20090410074840id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Madhugari.pdf,20090410074840,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410074840id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Madhugari.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_ORDER-A1_cbbf8640.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/ORDER-A1.pdf,https://web.archive.org/web/20090410073234id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/ORDER-A1.pdf,20090410073234,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073234id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/ORDER-A1.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_ORDER_3c53400c.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/ORDER.pdf,https://web.archive.org/web/20090410073620id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/ORDER.pdf,20090410073620,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073620id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/ORDER.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Pipulberia_311fb789.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Pipulberia.pdf,https://web.archive.org/web/20090410075115id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Pipulberia.pdf,20090410075115,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075115id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Pipulberia.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Shikarpur_43495071.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Shikarpur.pdf,https://web.archive.org/web/20090410075342id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Shikarpur.pdf,20090410075342,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075342id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-I/Shikarpur.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Dh-I_241ce14e.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Dh-I.pdf,https://web.archive.org/web/20090410073751id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Dh-I.pdf,20090410073751,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073751id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Dh-I.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Dh-II_caeeb1b6.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Dh-II.pdf,https://web.archive.org/web/20090410072306id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Dh-II.pdf,20090410072306,2026-09-06,nadia.nic.in,downloaded,71726,7e975d0b13e5d3411333e6ffce17cb92e20edde68e47d1db8e3f09d45d9895f0
nadia_Digh_50a98dda.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Digh.pdf,https://web.archive.org/web/20090410074153id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Digh.pdf,20090410074153,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410074153id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Digh.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Muru_2ec52bfa.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Muru.pdf,https://web.archive.org/web/20090410074618id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Muru.pdf,20090410074618,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410074618id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Muru.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Nand_810c5005.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Nand.pdf,https://web.archive.org/web/20090410075609id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Nand.pdf,20090410075609,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075609id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Nand.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Nara-I_8b24736b.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Nara-I.pdf,https://web.archive.org/web/20090410075558id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Nara-I.pdf,20090410075558,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075558id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Nara-I.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Nara-II_cdd1cab4.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Nara-II.pdf,https://web.archive.org/web/20090410074854id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Nara-II.pdf,20090410074854,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410074854id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Nara-II.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Nati-I_80756371.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Nati-I.pdf,https://web.archive.org/web/20090410073406id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Nati-I.pdf,20090410073406,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073406id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Nati-I.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Nati-II_84283aee.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Nati-II.pdf,https://web.archive.org/web/20090410072517id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Nati-II.pdf,20090410072517,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072517id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Nati-II.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Order_20A1_3950681b.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Order%20A1.pdf,https://web.archive.org/web/20090410073821id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Order%20A1.pdf,20090410073821,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073821id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Order%20A1.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Order_20B1_8556a244.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Order%20B1.pdf,https://web.archive.org/web/20090410074718id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Order%20B1.pdf,20090410074718,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410074718id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Order%20B1.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Raha_3f3eef56.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Raha.pdf,https://web.archive.org/web/20090410074734id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Raha.pdf,20090410074734,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410074734id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Karimpur-II/Raha.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_FormABTGP_bbf62a34.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormABTGP.pdf,https://web.archive.org/web/20090410075004id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormABTGP.pdf,20090410075004,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410075004id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormABTGP.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_FormAGOBGP_d6401c99.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormAGOBGP.pdf,https://web.archive.org/web/20090410072730id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormAGOBGP.pdf,20090410072730,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072730id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormAGOBGP.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_FormAJOYGP_808c9836.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormAJOYGP.pdf,https://web.archive.org/web/20090410072254id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormAJOYGP.pdf,20090410072254,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072254id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormAJOYGP.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_FormAKNJGP_d68f1ead.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormAKNJGP.pdf,https://web.archive.org/web/20090410072850id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormAKNJGP.pdf,20090410072850,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072850id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormAKNJGP.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_FormAMBGP_637807a4.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormAMBGP.pdf,https://web.archive.org/web/20090410073159id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormAMBGP.pdf,20090410073159,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073159id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormAMBGP.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_FormASHIBGP_e587eac1.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormASHIBGP.pdf,https://web.archive.org/web/20090410073003id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormASHIBGP.pdf,20090410073003,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073003id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormASHIBGP.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_FormATMGP_e1dd3845.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormATMGP.pdf,https://web.archive.org/web/20090410072130id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormATMGP.pdf,20090410072130,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410072130id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormATMGP.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_FormB1_f7386ca2.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormB1.pdf,https://web.archive.org/web/20090410074426id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/FormB1.pdf,20090410074426,2026-09-06,nadia.nic.in,downloaded,81663,e89b88243e09bf76fa9e0c5921c5088246e62001cb6a3d61de7c2549eb315cf4
nadia_Order-A1_792c42df.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/Order-A1.pdf,https://web.archive.org/web/20090410073050id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/Order-A1.pdf,20090410073050,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073050id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/Order-A1.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Order-B1_87526c06.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/Order-B1.pdf,https://web.archive.org/web/20090410072612id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnaganj/Order-B1.pdf,20090410072612,2026-09-06,nadia.nic.in,downloaded,74015,d38eb9dc2e5577b0d1651410f5d7565acd2a61f5f58cebebc75e3126d0ca4734
nadia_Form-A1_c16eed1b.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-I/Form-A1.pdf,https://web.archive.org/web/20090410073945id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-I/Form-A1.pdf,20090410073945,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073945id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-I/Form-A1.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_Form-B1_f87519e4.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-I/Form-B1.pdf,https://web.archive.org/web/20090410074040id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-I/Form-B1.pdf,20090410074040,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410074040id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-I/Form-B1.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_FORM-A_Belpukur_161bcf81.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Belpukur.pdf,https://web.archive.org/web/20090410074526id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Belpukur.pdf,20090410074526,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410074526id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Belpukur.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_FORM-A_Dhubulia-I_7f4056af.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Dhubulia-I.pdf,https://web.archive.org/web/20090410075453id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Dhubulia-I.pdf,20090410075453,2026-09-06,nadia.nic.in,downloaded,80642,2170abe160fa902e8021e93bd4c4394c67be197132487be8252fd190da32287a
nadia_FORM-A_Dhubulia-II_128ab232.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Dhubulia-II.pdf,https://web.archive.org/web/20090410074343id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Dhubulia-II.pdf,20090410074343,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410074343id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Dhubulia-II.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_FORM-A_Nawpara-I_09c10d0a.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Nawpara-I.pdf,https://web.archive.org/web/20090410073834id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Nawpara-I.pdf,20090410073834,2026-09-06,nadia.nic.in,"HTTPSConnectionPool(host='web.archive.org', port=443): Max retries exceeded with url: /web/20090410073834id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Nawpara-I.pdf (Caused by NewConnectionError(""HTTPSConnection(host='web.archive.org', port=443): Failed to establish a new connection: [Errno 61] Connection refused""))",,
nadia_FORM-A_Nawpara-II_550f8e44.pdf,http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Nawpara-II.pdf,https://web.archive.org/web/20090410075417id_/http://nadia.nic.in/PanchayatElection08/Delimitation/Krishnagar-II/FORM-A_Nawpara-II.pdf,20090410075417,2026-09-06,nadia.nic.in,downloaded,76939,33dae8eeab176b345fcb0809dc63e86d02d85778e4a983e14c3e62cb42cc0731
