source_path,source_sha256,source_page,review_status,image_path,image_sha256,render_dpi
data/source_search/early_heads/raw/tn_1_58_1996_395_en.pdf,bf7d114ca27493203573adaaf9334477b481462afa013f8437896d36b3503e27,1,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_1996_395_en-p1.png,caa76bd1ae17c1002dbc165919e8959f9fb62dc8026c651b24c0b3b25a5862ab,90
data/source_search/early_heads/raw/tn_1_58_1996_395_en.pdf,bf7d114ca27493203573adaaf9334477b481462afa013f8437896d36b3503e27,2,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_1996_395_en-p2.png,ea12afd067bc751e489173af9a24d412f309bcf9f10f8031ba8b9a5d94e6604f,90
data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,1,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_1996_401_en-p1.png,7490c4f935e129fc7f59595a4891fe39c123278af0a0ab3fa4de2b3bdba0a63e,90
data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,2,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_1996_401_en-p2.png,cc55843c76fc25b67e293b16e9f9ccfc6e672e08bc3f71758ecf368bf0f08504,90
data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,3,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_1996_401_en-p3.png,802a2282a447034e38665837bfaf02eb517875ce1b4a14087d22cf1ee9d75a0e,90
data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,57,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_1996_401_en-p57.png,ac416a2df5d732277a9bbcea448756f92712dd1a1f7acef7552f3affb90ef6e5,90
data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,110,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_1996_401_en-p110.png,0caac41a56360308ff5bcb8d411128f40ea0a3ca8d4deb0b032a30de5c4fabf5,90
data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,111,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_1996_401_en-p111.png,1d0d13b69833a46d1aa62bd26fa7fb083a98ca1ffe780759aee81858942871a8,90
data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,112,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_1996_401_en-p112.png,9bbe68a4b0363f733f72995dcf89f1cf7f73fe635db826ea78c07be3922d4565,90
data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,113,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_1996_401_en-p113.png,1877e28421976dfc460e787b3abad0219dc688b6dc933bcf4070c146131480d9,90
data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,114,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_1996_401_en-p114.png,092d0d3bad0733d73045ce16c6e0cc1f07e3758c11fd049f596f786e70cf144f,90
data/source_search/early_heads/raw/tn_1_58_2001_636_en.pdf,5cc758b6cc8ad025f284276c61ce3f24302890783ea0a0233a6f2d4d76051bf3,1,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2001_636_en-p1.png,e0980e8ae4fa479c9c9cef2c7fe85984b12f52b6b0f5bad480ab97d6fbdeac46,90
data/source_search/early_heads/raw/tn_1_58_2001_636_en.pdf,5cc758b6cc8ad025f284276c61ce3f24302890783ea0a0233a6f2d4d76051bf3,2,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2001_636_en-p2.png,8e0af97509a09012fa0c4fb85f377bf0e7d3c9f71ca1166ce7890dfc599f1b58,90
data/source_search/early_heads/raw/tn_1_58_2001_636_en.pdf,5cc758b6cc8ad025f284276c61ce3f24302890783ea0a0233a6f2d4d76051bf3,3,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2001_636_en-p3.png,8e96ee038fb6724bcd0abe1c8620b92803f127f1323802a62ad3009d7e0af339,90
data/source_search/early_heads/raw/tn_1_58_2001_636_en.pdf,5cc758b6cc8ad025f284276c61ce3f24302890783ea0a0233a6f2d4d76051bf3,4,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2001_636_en-p4.png,7dea3ac70ccd04d2a20ae8e1f04b6056d92320396da0826cf85e26246cc0a40e,90
data/source_search/early_heads/raw/tn_1_58_2001_636_en.pdf,5cc758b6cc8ad025f284276c61ce3f24302890783ea0a0233a6f2d4d76051bf3,5,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2001_636_en-p5.png,5a6b6788d91712f451a97d7bf32d449350aa887224bca0fd8837eb16e6d8ceb7,90
data/source_search/early_heads/raw/tn_1_58_2001_636_en.pdf,5cc758b6cc8ad025f284276c61ce3f24302890783ea0a0233a6f2d4d76051bf3,6,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2001_636_en-p6.png,26defeb75aa1773e19960791c2a696927398ba079ccb074a37830440e4c0da3f,90
data/source_search/early_heads/raw/tn_1_58_2001_636_en.pdf,5cc758b6cc8ad025f284276c61ce3f24302890783ea0a0233a6f2d4d76051bf3,7,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2001_636_en-p7.png,2ae4cfca83b1e904f94d6c5f8dc05607dce3becc56a5811b9246706c3160f98b,90
data/source_search/early_heads/raw/tn_1_58_2001_636_en.pdf,5cc758b6cc8ad025f284276c61ce3f24302890783ea0a0233a6f2d4d76051bf3,8,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2001_636_en-p8.png,2354cfddda6563249aa0c1848d758d4521cb05a6f40c6b1447f36be64631375b,90
data/source_search/early_heads/raw/tn_1_58_2001_636_en.pdf,5cc758b6cc8ad025f284276c61ce3f24302890783ea0a0233a6f2d4d76051bf3,17,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2001_636_en-p17.png,04b95b5b56d285ebf46528f06820baeeb92f2e8320e62471bb81ff87326265e0,90
data/source_search/early_heads/raw/tn_1_58_2001_636_en.pdf,5cc758b6cc8ad025f284276c61ce3f24302890783ea0a0233a6f2d4d76051bf3,18,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2001_636_en-p18.png,cc79d660d2cdef0b89bfbfb0ec3d190c253185c0997e587f06dcd280917f0f15,90
data/source_search/early_heads/raw/tn_1_58_2001_636_en.pdf,5cc758b6cc8ad025f284276c61ce3f24302890783ea0a0233a6f2d4d76051bf3,19,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2001_636_en-p19.png,946036023d1b1dd95bc492a7e8c2a5c821249614804c6ad0b3e504c78764f8eb,90
data/source_search/early_heads/raw/tn_1_58_2001_636_en.pdf,5cc758b6cc8ad025f284276c61ce3f24302890783ea0a0233a6f2d4d76051bf3,20,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2001_636_en-p20.png,37f07a2c6955914936969b36d38a9b8d20d6386f4303e8998c07dc7cbbeb4858,90
data/source_search/early_heads/raw/tn_1_58_2001_636_en.pdf,5cc758b6cc8ad025f284276c61ce3f24302890783ea0a0233a6f2d4d76051bf3,21,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2001_636_en-p21.png,d5d91ef8586e1858e07366be6b3bc197371c6bf5ceeced3441ba364a739b4e32,90
data/source_search/early_heads/raw/tn_1_58_2001_636_en.pdf,5cc758b6cc8ad025f284276c61ce3f24302890783ea0a0233a6f2d4d76051bf3,22,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2001_636_en-p22.png,690251df4225eb4ce4069a5b7606b83835a2549b940fd806dbf1fcf42131ecff,90
data/source_search/early_heads/raw/tn_1_58_2001_636_en.pdf,5cc758b6cc8ad025f284276c61ce3f24302890783ea0a0233a6f2d4d76051bf3,23,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2001_636_en-p23.png,7f83fdcf86d00400400cae626fd8ed7bc5672a5bf513bce6fb3ef52866e5eb0c,90
data/source_search/early_heads/raw/tn_1_58_2001_636_en.pdf,5cc758b6cc8ad025f284276c61ce3f24302890783ea0a0233a6f2d4d76051bf3,24,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2001_636_en-p24.png,5313d1a9cc7d43edb2f091da55d21386be59fa9238d78adee2cd078989f52d2f,90
data/source_search/early_heads/raw/tn_1_58_2001_636_en.pdf,5cc758b6cc8ad025f284276c61ce3f24302890783ea0a0233a6f2d4d76051bf3,39,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2001_636_en-p39.png,983e249dca07a9d205c9d0d183243d0e46cbf542551d61224c0f37e734128fe9,90
data/source_search/early_heads/raw/tn_1_58_2001_636_en.pdf,5cc758b6cc8ad025f284276c61ce3f24302890783ea0a0233a6f2d4d76051bf3,77,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2001_636_en-p77.png,33d8e776e1948d6e559bfc8a7bdfd8258421fa42e91ae099458fee6469e54fea,90
data/source_search/early_heads/raw/tn_1_58_2006_214_en.pdf,8b9ec221985b122d4b9d0720acd68b07aca400f73375aa8fc07d842b4bae5586,1,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2006_214_en-p1.png,fe6f5f265835f02f5107563f35ee5f7eedf0b1cf60ce473cfe50dbcecc18f20c,90
data/source_search/early_heads/raw/tn_1_58_2006_214_en.pdf,8b9ec221985b122d4b9d0720acd68b07aca400f73375aa8fc07d842b4bae5586,6,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2006_214_en-p6.png,18901cba7e1a640ca5de28e0f8d1e5a063eae1d1f1fd37c579aa5c6a972e2164,90
data/source_search/early_heads/raw/tn_1_58_2006_228_en.pdf,1d6db70518c7460a4618032cb91c2818541ad2f4243d72d332b0fb9e94b00498,1,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2006_228_en-p1.png,a9b8812b4cc06c03b7090313400ea5dd7538ba7ad06cf4d632cfdccb7a7e9e50,90
data/source_search/early_heads/raw/tn_1_58_2006_228_en.pdf,1d6db70518c7460a4618032cb91c2818541ad2f4243d72d332b0fb9e94b00498,2,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2006_228_en-p2.png,cad7c6c48007ad0bf39dd05e33dd202aa941da217a074bb279da9412e5bc2a2b,90
data/source_search/early_heads/raw/tn_1_58_2006_228_en.pdf,1d6db70518c7460a4618032cb91c2818541ad2f4243d72d332b0fb9e94b00498,144,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2006_228_en-p144.png,f1b5e765bb8b868638adf65310313cb87bbb220a2b6dd90036227b87bc6f3503,90
data/source_search/early_heads/raw/tn_1_58_2006_228_en.pdf,1d6db70518c7460a4618032cb91c2818541ad2f4243d72d332b0fb9e94b00498,145,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2006_228_en-p145.png,70e68ae84b09be1696f72d904aec1fec9e96d2439fdf5bf376525686ed6cd4c4,90
data/source_search/early_heads/raw/tn_1_58_2006_228_en.pdf,1d6db70518c7460a4618032cb91c2818541ad2f4243d72d332b0fb9e94b00498,146,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2006_228_en-p146.png,a17b9e91668c6ab0aae8e963d1225df1a6c1887de9fbdbdc2b355fcf1cdf8f26,90
data/source_search/early_heads/raw/tn_1_58_2006_228_en.pdf,1d6db70518c7460a4618032cb91c2818541ad2f4243d72d332b0fb9e94b00498,147,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2006_228_en-p147.png,0f6d49f92b717b7222052d874e225212a3586f8bf90231996a9df25315207e0c,90
data/source_search/early_heads/raw/tn_1_58_2006_228_en.pdf,1d6db70518c7460a4618032cb91c2818541ad2f4243d72d332b0fb9e94b00498,509,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2006_228_en-p509.png,db3b03cfcb746770ef5ce057c60260b782c0a3342d9df328cf4194e77f59714e,90
data/source_search/early_heads/raw/tn_1_58_2006_254_en.pdf,c70a6850423937298c7609007a239171c8afcbd280de6f3b477ea3ee35c85667,1,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2006_254_en-p1.png,293091e4242c0be9a190d7e97de9a81c7873b25fda3f74d89336b22425352457,90
data/source_search/early_heads/raw/tn_1_58_2006_254_en.pdf,c70a6850423937298c7609007a239171c8afcbd280de6f3b477ea3ee35c85667,2,visually_inspected_scope_only_not_row_transcribed,data/source_search/early_heads/tn_review/tn_1_58_2006_254_en-p2.png,dd6cba37a45393c690798895148ccb931e75c3a5834d9782448309177fd4487e,90
