1 2 3
PANRUTI PANCHAYAT UNION Contd
36 Vallam General
37 Marungur General
38 Alagappasamuthiram General
39 Vegakollai General
40 Melkangeyankuppam General
41 Maligampattu General
42 Arasadikuppam General
KURINJIPADI PANCHAYAT UNION
1 Ambalavananpettai SC(Women)
2 Vadakumelur SC(Women)
3 Adooragaram SC(Women)
4 Kayalpattu SC(Women)
5 Vanathirayapuram SC(Women)
6 Kothavacherry SC(Women)
7 Sirupalaiyur SC(General)
8 Kundiyamallur SC(General)
9 Kallaiyankuppam SC(General)
10 Thayalkunampattinam SC(General)
11 Thiyagavalli SC(General)
12 Puliyur SC(General)
13 Athinarayanapuram SC(General)
14 Thirichopuram SC(General)
15 Kalkunam SC(General)
16 Anukampattau SC(General)
17 Thambipettai General(Women)
18 Alapakkam General(Women)
19 Arangamangalam General(Women)
20 Agaram General(Women)
21 Samattikuppam General(Women)
22 Madhanagopalapuram General(Women)
23 Virupatchi General(Women)
24 Kolakudi General(Women)
25 Krishnangkuppam General(Women)
26 Varadharajenpettai General(Women)
27 Venkatampettai General(Women)
28 Melapudhupettai General
29 Ranganathanpuram General
30 Theerthanagiri General
31 Kannadi General
32 Ayeekuppam General
33 Thondamanatham General
34 Annathanampettai General
35 Boothambadi General
36 Guruvappanpettai General
37 Karunguzhi General
38 Kothandaramapuram General
39 Nainarkuppam General
40 Pethanaickankuppam General
