1 2 3
Gummidipoondi Panchayat Union Contd.
9 Edur SC(General)
10 Eguvarpalayam SC(General)
11 Mangalam SC(General)
12 Panpakkam SC(General)
13 Periyapuliyur SC(General)
14 Poovalai SC(General)
15 Soorapoondi SC(General)
16 Thandalacheri SC(General)
17 Vazuthalambedu SC(General)
18 Ayanallur General(Women)
19 Guruvarajakandigai General(Women)
20 Kannankottai General(Women)
21 Kollanur General(Women)
22 Kuruvattcheri General(Women)
23 Madharpakkam General(Women)
24 Melakazhani General(Women)
25 Narasingapuram General(Women)
26 Nelvoy General(Women)
27 Nemalur General(Women)
28 Padirivedu General(Women)
29 Pondavakkam General(Women)
30 Sunnambukulam General(Women)
31 Thervoy General(Women)
32 Thokkamur General(Women)
33 Arambakkam General
34 Athupakkam General
35 Budur General
36 Egumadurai General
37 Elavur General
38 Getnamallee General
39 Kannambakkam General
40 Karani General
41 Mangavaram General
42 Medhipalayam General
43 Melmudalambedu General
44 Mukkarambakkam General
45 Natham General
46 Obasamudram General
47 Pallavada General
48 Pathapalayam General
49 Peddikuppam General
50 Periaobulapuram General
51 Peruvoyal General
52 Poovalambedu General
53 Puduvoyal General
54 Pudugummidipoondi General
55 Pudupalayam General
56 Rettambedu General
