source_page,side,line,raw_text,serial,name,category
59,left,46,7 Pudukottai SC(General),7,Pudukottai,SC(General)
59,left,47,8 Muttanchetti General (Women),8,Muttanchetti,General (Women)
59,left,48,9 P.Alanganatham General (Women),9,P.Alanganatham,General (Women)
59,right,10,10 Agrahara Valavanthi General (Women),10,Agrahara Valavanthi,General (Women)
59,right,11,11 Varadharajapuram General (Women),11,Varadharajapuram,General (Women)
59,right,12,12 Varagur General (Women),12,Varagur,General (Women)
59,right,13,13 Perumapatty General,13,Perumapatty,General
59,right,14,14 Kodikalpudur General,14,Kodikalpudur,General
59,right,15,15 Sivanaickenpatty General,15,Sivanaickenpatty,General
59,right,16,16 Bommasamudram General,16,Bommasamudram,General
59,right,17,17 Kavakkarampatty General,17,Kavakkarampatty,General
59,right,18,18 Konangipatty General,18,Konangipatty,General
59,right,19,19 Muthugapatty General,19,Muthugapatty,General
59,right,20,20 Pavithrampudur General,20,Pavithrampudur,General
59,right,21,21 Reddipatty General,21,Reddipatty,General
59,right,22,22 Sevanthipatty General,22,Sevanthipatty,General
59,right,23,23 Thipramadevi General,23,Thipramadevi,General
59,right,24,24 Vadavathur General,24,Vadavathur,General
59,right,26,1 Kothanmangalam SC(Women),1,Kothanmangalam,SC(Women)
59,right,27,2 Kupprikkapalayam SC (Women ),2,Kupprikkapalayam,SC (Women )
59,right,28,3 Periasolipalayam SC ( General ),3,Periasolipalayam,SC ( General )
59,right,29,4 Perunkurichi SC (General ),4,Perunkurichi,SC (General )
59,right,30,5 Agrahara Kunnathur General (Women ),5,Agrahara Kunnathur,General (Women )
59,right,31,6 Anangoor General (Women ),6,Anangoor,General (Women )
59,right,32,7 Kabilakurichi General (Women ),7,Kabilakurichi,General (Women )
59,right,33,8 Irukkur General (Women ),8,Irukkur,General (Women )
59,right,34,9 Vadagaraiattur General (Women ),9,Vadagaraiattur,General (Women )
59,right,35,10 Sullipalayam General,10,Sullipalayam,General
59,right,36,11 Selur General,11,Selur,General
59,right,37,12 S.Kondalam General,12,S.Kondalam,General
59,right,38,13 Sirunallikoil General,13,Sirunallikoil,General
59,right,39,14 Kurumbalamahadevi General,14,Kurumbalamahadevi,General
59,right,40,15 T.Goundampalayam General,15,T.Goundampalayam,General
59,right,41,16 Goppanampalayam General,16,Goppanampalayam,General
59,right,42,17 Solasiramani General,17,Solasiramani,General
59,right,43,18 Pilikkalpalayam General,18,Pilikkalpalayam,General
59,right,44,19 Zamin Elampalli General,19,Zamin Elampalli,General
59,right,45,20 Thidumal General,20,Thidumal,General
59,right,47,1 Chithoor Nadu ST (Women),1,Chithoor Nadu,ST (Women)
59,right,48,2 Thiruppuli Nadu ST (Women),2,Thiruppuli Nadu,ST (Women)
60,left,3,3 Gunduni Nadu ST (Women),3,Gunduni Nadu,ST (Women)
60,left,4,4 Ariyur Nadu ST (Women),4,Ariyur Nadu,ST (Women)
60,left,5,5 Thinnanur Nadu ST (Women),5,Thinnanur Nadu,ST (Women)
60,left,6,6 Perakkarai Nadu ST (General),6,Perakkarai Nadu,ST (General)
60,left,7,7 Bail Nadu ST (General),7,Bail Nadu,ST (General)
60,left,8,8 Edappuli Nadu ST (General),8,Edappuli Nadu,ST (General)
60,left,9,9 Alathur Nadu ST (General),9,Alathur Nadu,ST (General)
60,left,10,10 Gundur Nadu ST (General),10,Gundur Nadu,ST (General)
60,left,11,11 Selur Nadu ST (General),11,Selur Nadu,ST (General)
60,left,12,12 Devanur Nadu ST (General),12,Devanur Nadu,ST (General)
60,left,13,13 Valappur Nadu ST (General),13,Valappur Nadu,ST (General)
60,left,14,14 Valavanthi Nadu General,14,Valavanthi Nadu,General
60,left,16,1 Avinasipatty SC (Women),1,Avinasipatty,SC (Women)
60,left,17,2 Palamedu SC (Women),2,Palamedu,SC (Women)
60,left,18,3 Sarkar Mamundi SC (General),3,Sarkar Mamundi,SC (General)
60,left,19,4 Karungalpatty Agraharam SC (General),4,Karungalpatty Agraharam,SC (General)
60,left,20,5 Kottapalayam SC (General),5,Kottapalayam,SC (General)
60,left,21,6 Munjanur SC (General),6,Munjanur,SC (General)
60,left,22,7 Pillanatham SC (General),7,Pillanatham,SC (General)
60,left,23,8 Kuppichipalayam General (Women),8,Kuppichipalayam,General (Women)
60,left,24,9 Morangam General (Women),9,Morangam,General (Women)
60,left,25,10 Paruthipalli General (Women),10,Paruthipalli,General (Women)
60,left,26,11 I.Pudupalayam General (Women),11,I.Pudupalayam,General (Women)
60,left,27,12 Karumanur General (Women),12,Karumanur,General (Women)
60,left,28,13 Kolankondai General (Women),13,Kolankondai,General (Women)
60,left,29,14 Ramapuram General (Women),14,Ramapuram,General (Women)
60,left,30,15 Kallupalayam General,15,Kallupalayam,General
60,left,31,16 Mangalam General,16,Mangalam,General
60,left,32,17 Pallakuli Agraharam General,17,Pallakuli Agraharam,General
60,left,33,18 Pallakuli General,18,Pallakuli,General
60,left,34,19 Koothanatham General,19,Koothanatham,General
60,left,35,20 Mallasamudram west General,20,Mallasamudram west,General
60,left,36,21 Mamundi agraharam General,21,Mamundi agraharam,General
60,left,37,22 Minnampalli General,22,Minnampalli,General
60,left,38,23 Marapparai General,23,Marapparai,General
60,left,39,24 Nagarpalayam General,24,Nagarpalayam,General
60,left,40,25 Sappayapuram General,25,Sappayapuram,General
60,left,41,26 Senbagamadevi General,26,Senbagamadevi,General
60,left,42,27 Vandinatham General,27,Vandinatham,General
60,left,44,1 Komarapalayam SC(Women),1,Komarapalayam,SC(Women)
60,left,45,2 Andapuram SC(Women),2,Andapuram,SC(Women)
60,left,46,3 Madakasampatty SC(General),3,Madakasampatty,SC(General)
60,right,3,4 Parali SC(General),4,Parali,SC(General)
60,right,4,5 K.Puduppalayam SC(General),5,K.Puduppalayam,SC(General)
60,right,5,6 Ariyur General (Women),6,Ariyur,General (Women)
60,right,6,7 Kalippalayam General (Women),7,Kalippalayam,General (Women)
60,right,7,8 Manapalli General (Women),8,Manapalli,General (Women)
60,right,8,9 Olapalayam General (Women),9,Olapalayam,General (Women)
60,right,9,10 Sengapalli General (Women),10,Sengapalli,General (Women)
60,right,10,11 Sarkar Valavanthi General (Women),11,Sarkar Valavanthi,General (Women)
60,right,11,12 Rasipalayam General (Women),12,Rasipalayam,General (Women)
60,right,12,13 Oruvandur General,13,Oruvandur,General
60,right,13,14 Aniyapuram General,14,Aniyapuram,General
60,right,14,15 Arasanatham General,15,Arasanatham,General
60,right,15,16 Arur General,16,Arur,General
60,right,16,17 Chinnapethampatty General,17,Chinnapethampatty,General
60,right,17,18 Komaripalayam General,18,Komaripalayam,General
60,right,18,19 Ladduvadi General,19,Ladduvadi,General
60,right,19,20 NanjaiEdaiyar General,20,NanjaiEdaiyar,General
60,right,20,21 Peramandapalayam General,21,Peramandapalayam,General
60,right,21,22 Pettapalayam General,22,Pettapalayam,General
60,right,22,23 N.Pudupatti General,23,N.Pudupatti,General
60,right,23,24 Tholur General,24,Tholur,General
60,right,24,25 Valaiyapatty General,25,Valaiyapatty,General
60,right,26,1 Moolakuruchi ST (Women),1,Moolakuruchi,ST (Women)
60,right,27,2 Karkoodalpatty ST (General),2,Karkoodalpatty,ST (General)
60,right,28,3 Moolapallipatty ST (General),3,Moolapallipatty,ST (General)
60,right,29,4 Ayilpatty SC (Women),4,Ayilpatty,SC (Women)
60,right,30,5 Naraikinaru SC (Women),5,Naraikinaru,SC (Women)
60,right,31,6 Jedarpalayam SC (General),6,Jedarpalayam,SC (General)
60,right,32,7 Perumagoundampalayam SC (General),7,Perumagoundampalayam,SC (General)
60,right,33,8 Unanathangal General (Women),8,Unanathangal,General (Women)
60,right,34,9 Pachudayampalayam General (Women),9,Pachudayampalayam,General (Women)
60,right,35,10 Thimmanaickenpatty General (Women),10,Thimmanaickenpatty,General (Women)
60,right,36,11 Mangalapuram General,11,Mangalapuram,General
60,right,37,12 Perappensolai General,12,Perappensolai,General
60,right,38,13 Eswaramoorthypalayam General,13,Eswaramoorthypalayam,General
60,right,39,14 Mathuruttu General,14,Mathuruttu,General
60,right,40,15 Mullukurichi General,15,Mullukurichi,General
60,right,41,16 Navalpatty General,16,Navalpatty,General
60,right,42,17 Thoppapatty General,17,Thoppapatty,General
60,right,43,18 Vadugammuniappampalayam General,18,Vadugammuniappampalayam,General
60,right,45,1 Periyagoundampalayam SC (Women),1,Periyagoundampalayam,SC (Women)
60,right,46,2 Vagurampatti SC (Women),2,Vagurampatti,SC (Women)
61,left,3,3 Vasanthapuram SC (Women),3,Vasanthapuram,SC (Women)
61,left,4,4 Aniyar SC (General ),4,Aniyar,SC (General )
61,left,5,5 Kadhapalli SC (General ),5,Kadhapalli,SC (General )
61,left,6,6 Singilipatti SC(General),6,Singilipatti,SC(General)
61,left,7,7 Thaligai SC(General),7,Thaligai,SC(General)
61,left,8,8 Vallipuram SC(General),8,Vallipuram,SC(General)
61,left,9,9 Avalnaickenpatti General (Women),9,Avalnaickenpatti,General (Women)
61,left,10,10 Ernapuram General (Women),10,Ernapuram,General (Women)
61,left,11,11 Siluvampatti General (Women),11,Siluvampatti,General (Women)
61,left,12,12 Thindamangalam General (Women),12,Thindamangalam,General (Women)
61,left,13,13 Vittamanaickenpatti General (Women),13,Vittamanaickenpatti,General (Women)
61,left,14,14 Vettampadi General (Women),14,Vettampadi,General (Women)
61,left,15,15 Rasampalayam General,15,Rasampalayam,General
61,left,16,16 Keelsathampur General,16,Keelsathampur,General
61,left,17,17 Keerampur General,17,Keerampur,General
61,left,18,18 Konur General,18,Konur,General
61,left,19,19 Marappanaickenpatti General,19,Marappanaickenpatti,General
61,left,20,20 Marurpatti General,20,Marurpatti,General
61,left,21,21 Naravalur General,21,Naravalur,General
61,left,22,22 Ranganaickenpalayam General,22,Ranganaickenpalayam,General
61,left,23,23 Siviyampalayam General,23,Siviyampalayam,General
61,left,24,24 Thottipatti General,24,Thottipatti,General
61,left,25,25 Veesanam General,25,Veesanam,General
61,left,27,1 Patharai SC Women),1,Patharai,SC Women)
61,left,28,2 Kokkarayanpettai SC(General),2,Kokkarayanpettai,SC(General)
61,left,29,3 Elanthakuttai General (Women),3,Elanthakuttai,General (Women)
61,left,30,4 Kaliyanur General (Women),4,Kaliyanur,General (Women)
61,left,31,5 Kaliyanur Agraharam General (Women),5,Kaliyanur Agraharam,General (Women)
61,left,32,6 Samayasangili Agraharm General (Women),6,Samayasangili Agraharm,General (Women)
61,left,33,7 Kadachanallur General,7,Kadachanallur,General
61,left,34,8 Kuppandapalayam General,8,Kuppandapalayam,General
61,left,35,9 Odappalli Agaraharam General,9,Odappalli Agaraharam,General
61,left,36,10 Pallakkapalayam General,10,Pallakkapalayam,General
61,left,37,11 Pallipalayam Agraharam General,11,Pallipalayam Agraharam,General
61,left,38,12 Pappampalayam General,12,Pappampalayam,General
61,left,39,13 Pudupalayam Agraharam General,13,Pudupalayam Agraharam,General
61,left,40,14 Sowthapuram General,14,Sowthapuram,General
61,left,41,15 Thattankuttai General,15,Thattankuttai,General
61,right,3,1 Kodur SC (Women),1,Kodur,SC (Women)
61,right,4,2 Nallur SC (Women),2,Nallur,SC (Women)
61,right,5,3 Pillur SC (General),3,Pillur,SC (General)
61,right,6,4 Ramadevam SC (General),4,Ramadevam,SC (General)
61,right,7,5 Sithampoondi SC (General),5,Sithampoondi,SC (General)
61,right,8,6 Veeranampalayam General (Women),6,Veeranampalayam,General (Women)
61,right,9,7 Koodacheri General (Women),7,Koodacheri,General (Women)
61,right,10,8 Kunnamalai General (Women),8,Kunnamalai,General (Women)
61,right,11,9 Manickkanatham General (Women),9,Manickkanatham,General (Women)
61,right,12,10 Sungakaramaptty General (Women),10,Sungakaramaptty,General (Women)
61,right,13,11 Iruttanai General,11,Iruttanai,General
61,right,14,12 Kolaram General,12,Kolaram,General
61,right,15,13 Seerappalli General,13,Seerappalli,General
61,right,16,14 Serukkalai General,14,Serukkalai,General
61,right,17,15 Maniyanur General,15,Maniyanur,General
61,right,18,16 Melsathampur General,16,Melsathampur,General
61,right,19,17 Nadanthai General,17,Nadanthai,General
61,right,20,18 Pillaikalathur General,18,Pillaikalathur,General
61,right,21,19 Pirandagam General,19,Pirandagam,General
61,right,22,20 Villipalayam General,20,Villipalayam,General
61,right,24,1 Thalambadi SC(Women),1,Thalambadi,SC(Women)
61,right,25,2 Pappinaickenpatti SC(Women),2,Pappinaickenpatti,SC(Women)
61,right,26,3 Lakkapuram SC(General),3,Lakkapuram,SC(General)
61,right,27,4 Thathaiyangarpatty SC(General),4,Thathaiyangarpatty,SC(General)
61,right,28,5 Thirumalaipatty SC(General),5,Thirumalaipatty,SC(General)
61,right,29,6 Minnampalli General(Women),6,Minnampalli,General(Women)
61,right,30,7 Navani General(Women),7,Navani,General(Women)
61,right,31,8 Pachal General(Women),8,Pachal,General(Women)
61,right,32,9 Sarkar Uduppam General(Women),9,Sarkar Uduppam,General(Women)
61,right,33,10 Kadhiranallur General(Women),10,Kadhiranallur,General(Women)
61,right,34,11 Karaikurichipudur General,11,Karaikurichipudur,General
61,right,35,12 Karaikurichi General,12,Karaikurichi,General
61,right,36,13 Anantha Krishna Raya Samuthram General,13,Anantha Krishna Raya Samuthram,General
61,right,37,14 Thathathiripuram General,14,Thathathiripuram,General
61,right,38,15 Elur General,15,Elur,General
61,right,39,16 Kalangani General,16,Kalangani,General
61,right,40,17 Kalyani General,17,Kalyani,General
61,right,41,18 Kannoorpatti General,18,Kannoorpatti,General
61,right,42,19 Karadipatti General,19,Karadipatti,General
62,left,3,20 Sarkar Nattamangalam General,20,Sarkar Nattamangalam,General
62,left,4,21 Sellappampatty General,21,Sellappampatty,General
62,left,6,1 Molapalayam SC (Women),1,Molapalayam,SC (Women)
62,left,7,2 Vadugam SC (Women),2,Vadugam,SC (Women)
62,left,8,3 Kurukkapuram SC (General),3,Kurukkapuram,SC (General)
62,left,9,4 Murungapatty SC (General),4,Murungapatty,SC (General)
62,left,10,5 P.Ayeepalayam SC (General),5,P.Ayeepalayam,SC (General)
62,left,11,6 Singalandapuram SC (General),6,Singalandapuram,SC (General)
62,left,12,7 Kakkaveri General (Women),7,Kakkaveri,General (Women)
62,left,13,8 85 R.Komarapalayam General (Women),8,85 R.Komarapalayam,General (Women)
62,left,14,9 Koneripatty General (Women),9,Koneripatty,General (Women)
62,left,15,10 Bodinaickanpatty General (Women),10,Bodinaickanpatty,General (Women)
62,left,16,11 Ponkurichi General (Women),11,Ponkurichi,General (Women)
62,left,17,12 Muthukalipatty General,12,Muthukalipatty,General
62,left,18,13 Pattanam Muniappampalayam General,13,Pattanam Muniappampalayam,General
62,left,19,14 Anaipalayam General,14,Anaipalayam,General
62,left,20,15 Arasapalayam General,15,Arasapalayam,General
62,left,21,16 Chandrasekarapuram General,16,Chandrasekarapuram,General
62,left,22,17 Goundampalayam General,17,Goundampalayam,General
62,left,23,18 Kangabommanpatty General,18,Kangabommanpatty,General
62,left,24,19 Koonavelampatty General,19,Koonavelampatty,General
62,left,25,20 Malayampatty General,20,Malayampatty,General
62,left,27,1 Valavanthicombai ST(General),1,Valavanthicombai,ST(General)
62,left,28,2 Pottanam SC(Women),2,Pottanam,SC(Women)
62,left,29,3 Kalkurichi SC(General),3,Kalkurichi,SC(General)
62,left,30,4 Pallipatty SC(General),4,Pallipatty,SC(General)
62,left,31,5 Pachudaiyampatty General(Women),5,Pachudaiyampatty,General(Women)
62,left,32,6 Thuthikulam General(Women),6,Thuthikulam,General(Women)
62,left,33,7 Uthirakidikaval General(Women),7,Uthirakidikaval,General(Women)
62,left,34,8 Melapatty General(Women),8,Melapatty,General(Women)
62,left,35,9 Periyakulam General,9,Periyakulam,General
62,left,36,10 Akkiyampatty General,10,Akkiyampatty,General
62,left,37,11 Belukurichi General,11,Belukurichi,General
62,left,38,12 Bommasamudiram General,12,Bommasamudiram,General
62,left,39,13 Kondamanaickenpatty General,13,Kondamanaickenpatty,General
62,left,40,14 Naducombai General,14,Naducombai,General
62,left,42,1 Attavanai Erayamangalam SC(Women),1,Attavanai Erayamangalam,SC(Women)
62,left,43,2 Anangoor SC(Women),2,Anangoor,SC(Women)
62,left,44,3 Thirumangalam Pudupalayam SC(General),3,Thirumangalam Pudupalayam,SC(General)
62,left,45,4 Thirumangalam SC(General),4,Thirumangalam,SC(General)
62,left,46,5 Thanneerpandalpalayam SC(General),5,Thanneerpandalpalayam,SC(General)
62,left,47,6 Chikkanaikkenpalayam General (Women),6,Chikkanaikkenpalayam,General (Women)
62,right,3,7 Vattur General (Women),7,Vattur,General (Women)
62,right,4,8 Animoor General (Women),8,Animoor,General (Women)
62,right,5,9 Emappalli General (Women),9,Emappalli,General (Women)
62,right,6,10 Andipalayam General (Women),10,Andipalayam,General (Women)
62,right,7,11 Modamangalam General (Women),11,Modamangalam,General (Women)
62,right,8,12 Pudupuliyampatti General (Women),12,Pudupuliyampatti,General (Women)
62,right,9,13 Sirumolasi General,13,Sirumolasi,General
62,right,10,14 Karuveppampatti General,14,Karuveppampatti,General
62,right,11,15 O.Rajapalayam General,15,O.Rajapalayam,General
62,right,12,16 Chithalandur General,16,Chithalandur,General
62,right,13,17 Sarkar Erayamangalam General,17,Sarkar Erayamangalam,General
62,right,14,18 Molasi General,18,Molasi,General
62,right,15,19 Karumapuram General,19,Karumapuram,General
62,right,16,20 T.Kailasampalayam General,20,T.Kailasampalayam,General
62,right,17,21 Thokkavadi General,21,Thokkavadi,General
62,right,18,22 Patlur General,22,Patlur,General
62,right,19,23 Devnankurichi General,23,Devnankurichi,General
62,right,20,24 Varagoorampatti General,24,Varagoorampatti,General
62,right,21,25 Pirithi General,25,Pirithi,General
62,right,22,26 T.Goundampalayam General,26,T.Goundampalayam,General
62,right,24,1 Keelur ST (General),1,Keelur,ST (General)
62,right,25,2 Moolakkadu SC (Women),2,Moolakkadu,SC (Women)
62,right,26,3 Mathiyampatti SC (Women),3,Mathiyampatti,SC (Women)
62,right,27,4 Thottiyapatti SC (General),4,Thottiyapatti,SC (General)
62,right,28,5 Alampatti SC (General),5,Alampatti,SC (General)
62,right,29,6 Kuttalatampatti SC (General),6,Kuttalatampatti,SC (General)
62,right,30,7 Nachipatti SC (General),7,Nachipatti,SC (General)
62,right,31,8 Ananthagoundampalayam General (Women),8,Ananthagoundampalayam,General (Women)
62,right,32,9 Mattuvelampatti General (Women),9,Mattuvelampatti,General (Women)
62,right,33,10 Nadupatti General (Women),10,Nadupatti,General (Women)
62,right,34,11 Thengalpalayam General (Women),11,Thengalpalayam,General (Women)
62,right,35,12 Thottiyavalasu General (Women),12,Thottiyavalasu,General (Women)
62,right,36,13 Pallavanaickenpatti General (Women),13,Pallavanaickenpatti,General (Women)
62,right,37,14 O. Sowthapuram General,14,O. Sowthapuram,General
62,right,38,15 Akkaraipatti General,15,Akkaraipatti,General
62,right,39,16 Alavaipatti General,16,Alavaipatti,General
62,right,40,17 Kallankulam General,17,Kallankulam,General
62,right,41,18 Kattanachampatti General,18,Kattanachampatti,General
62,right,42,"19 No. 3, Kumarapalayam General",19,"No. 3, Kumarapalayam",General
62,right,43,20 Minnakkal General,20,Minnakkal,General
62,right,44,21 Palanthinnipatti General,21,Palanthinnipatti,General
62,right,45,22 Ponparappipatti General,22,Ponparappipatti,General
62,right,46,23 R. Pudupalayam General,23,R. Pudupalayam,General
62,right,47,24 Semmandapatti General,24,Semmandapatti,General
63,left,9,1 Konanginaikanahally SC (women),1,Konanginaikanahally,SC (women)
63,left,10,2 Veppilai Muthampatty SC (General),2,Veppilai Muthampatty,SC (General)
63,left,11,3 Pulithikariai SC (General),3,Pulithikariai,SC (General)
63,left,12,4 Kadagathur General (Women),4,Kadagathur,General (Women)
63,left,13,5 Adagapady General (Women),5,Adagapady,General (Women)
63,left,14,6 Lakkiampatti General (Women),6,Lakkiampatti,General (Women)
63,left,15,7 A.Gollahally General (Women),7,A.Gollahally,General (Women)
63,left,16,8 Kondampatty General (Women),8,Kondampatty,General (Women)
63,left,17,9 K. Naduhally General (Women),9,K. Naduhally,General (Women)
63,left,18,10 Hale Dharmapuri General (Women),10,Hale Dharmapuri,General (Women)
63,left,19,11 Nallasennahally General (Women),11,Nallasennahally,General (Women)
63,left,20,12 Andhihally General (Women),12,Andhihally,General (Women)
63,left,21,13 Mookkanur General,13,Mookkanur,General
63,left,22,14 Vellalapatti General,14,Vellalapatti,General
63,left,23,15 Koduhally General,15,Koduhally,General
63,left,24,16 Kondagarahally General,16,Kondagarahally,General
63,left,25,17 Sogathur General,17,Sogathur,General
63,left,26,18 Kuppur General,18,Kuppur,General
63,left,27,19 Vellolai General,19,Vellolai,General
63,left,28,20 Krishnapuram General,20,Krishnapuram,General
63,left,29,21 Semmandakuppan General,21,Semmandakuppan,General
63,left,30,22 Settikarai General,22,Settikarai,General
63,left,31,23 Thippireddyhalli General,23,Thippireddyhalli,General
63,left,32,24 Noolahalli General,24,Noolahalli,General
63,left,33,25 Mukkalnaikkannahally General,25,Mukkalnaikkannahally,General
63,left,34,26 Naickanahalli General,26,Naickanahalli,General
63,left,35,27 Ungaranahalli General,27,Ungaranahalli,General
63,left,36,28 Akkamanahally General,28,Akkamanahally,General
63,right,9,1 Maniyathanahalli SC (women),1,Maniyathanahalli,SC (women)
63,right,10,2 Pagalahalli SC (women),2,Pagalahalli,SC (women)
63,right,11,3 Konangihally SC (General),3,Konangihally,SC (General)
63,right,12,4 Errabaiyanahalli SC (General),4,Errabaiyanahalli,SC (General)
63,right,13,5 Echanahalli General (Women),5,Echanahalli,General (Women)
63,right,14,6 Balajangamanahalli General (Women),6,Balajangamanahalli,General (Women)
63,right,15,7 Elagiri General (Women),7,Elagiri,General (Women)
63,right,16,8 Narthampatty General (Women),8,Narthampatty,General (Women)
63,right,17,9 Somenahalli General (Women),9,Somenahalli,General (Women)
63,right,18,10 Palavadi General (Women),10,Palavadi,General (Women)
63,right,19,11 Palayampudur General (Women),11,Palayampudur,General (Women)
63,right,20,12 Sivadi General (Women),12,Sivadi,General (Women)
63,right,21,13 Bandahalli General (Women),13,Bandahalli,General (Women)
63,right,22,14 Pangunatham General,14,Pangunatham,General
63,right,23,15 Nallamapalli General,15,Nallamapalli,General
63,right,24,16 Mittareddihalli General,16,Mittareddihalli,General
63,right,25,17 Thoppur General,17,Thoppur,General
63,right,26,18 Mademangalam General,18,Mademangalam,General
63,right,27,19 Thadangam General,19,Thadangam,General
63,right,28,20 Kammampatti General,20,Kammampatti,General
63,right,29,21 Indur General,21,Indur,General
63,right,30,22 Adiyamankottai General,22,Adiyamankottai,General
63,right,31,23 Laligam General,23,Laligam,General
63,right,32,24 Dhinnahalli General,24,Dhinnahalli,General
63,right,33,25 Samichettipatt General,25,Samichettipatt,General
63,right,34,26 Dhalavaihalli General,26,Dhalavaihalli,General
63,right,35,27 A. Jettihalli General,27,A. Jettihalli,General
63,right,36,28 NagarKoodal General,28,NagarKoodal,General
63,right,37,29 Dokkubodanahalli General,29,Dokkubodanahalli,General
63,right,38,30 Bedarahallui General,30,Bedarahallui,General
63,right,39,31 Boodanahalli General,31,Boodanahalli,General
63,right,40,32 Bommasamudram General,32,Bommasamudram,General
64,left,3,1 Kodihalli ST (General),1,Kodihalli,ST (General)
64,left,4,2 Chinampalli SC(Women),2,Chinampalli,SC(Women)
64,left,5,3 Anjehalli SC(Women),3,Anjehalli,SC(Women)
64,left,6,4 Gendeyanahalli SC (General),4,Gendeyanahalli,SC (General)
64,left,7,5 Dhonnakuttahalli SC (General),5,Dhonnakuttahalli,SC (General)
64,left,8,6 Sathiyanathapuram General (Women),6,Sathiyanathapuram,General (Women)
64,left,9,7 Manjanaickanahalli General (Women),7,Manjanaickanahalli,General (Women)
64,left,10,8 Koothapadi General (Women),8,Koothapadi,General (Women)
64,left,11,9 Pikkili General (Women),9,Pikkili,General (Women)
64,left,12,10 Senganoor General (Women),10,Senganoor,General (Women)
64,left,13,11 Thithiyappanahalli General (Women),11,Thithiyappanahalli,General (Women)
64,left,14,12 Perumbalai General (Women),12,Perumbalai,General (Women)
64,left,15,13 Kookuttamaruthahalli General (Women),13,Kookuttamaruthahalli,General (Women)
64,left,16,14 Sunjalnatham General (Women),14,Sunjalnatham,General (Women)
64,left,17,15 Vattuvanahalli General,15,Vattuvanahalli,General
64,left,18,16 Paruvathanahalli General,16,Paruvathanahalli,General
64,left,19,17 Badrahalli General,17,Badrahalli,General
64,left,20,18 Kalappambadi General,18,Kalappambadi,General
64,left,21,19 Nagamarai General,19,Nagamarai,General
64,left,22,20 Ramakondahalli General,20,Ramakondahalli,General
64,left,23,21 Ajjanahalli General,21,Ajjanahalli,General
64,left,24,22 Manjarahalli General,22,Manjarahalli,General
64,left,25,23 Mangarai General,23,Mangarai,General
64,left,26,24 Arakasanahalli General,24,Arakasanahalli,General
64,left,27,25 Panaikulam General,25,Panaikulam,General
64,left,28,26 Biliyanoor General,26,Biliyanoor,General
64,left,29,27 Onnappagoundanahalli General,27,Onnappagoundanahalli,General
64,left,30,28 Pallipatty General,28,Pallipatty,General
64,left,31,29 Acharahalli General,29,Acharahalli,General
64,left,32,30 Giddanahalli General,30,Giddanahalli,General
64,left,33,31 Madehalli General,31,Madehalli,General
64,left,34,32 Veppalahalli General,32,Veppalahalli,General
64,left,35,33 Velampatty General,33,Velampatty,General
64,right,3,1 Pethathampatti ST(women),1,Pethathampatti,ST(women)
64,right,4,2 Keeraipatti ST(General),2,Keeraipatti,ST(General)
64,right,5,3 Bairnaickampatti ST(General),3,Bairnaickampatti,ST(General)
64,right,6,4 Mobiripatty SC (Women),4,Mobiripatty,SC (Women)
64,right,7,5 Virappanayakampatty SC (Women),5,Virappanayakampatty,SC (Women)
64,right,8,6 Ponneri SC (Women),6,Ponneri,SC (Women)
64,right,9,7 Mathiyampatti SC (Women),7,Mathiyampatti,SC (Women)
64,right,10,8 Theerthamalai SC (General),8,Theerthamalai,SC (General)
64,right,11,9 KeelMorappur SC (General),9,KeelMorappur,SC (General)
64,right,12,10 Chinnankuppam SC(General),10,Chinnankuppam,SC(General)
64,right,13,11 Periyapatti SC(General),11,Periyapatti,SC(General)
64,right,14,12 Naripalli SC(General),12,Naripalli,SC(General)
64,right,15,13 Kokkarapatti SC(General),13,Kokkarapatti,SC(General)
64,right,16,14 Vadugappatti SC(General),14,Vadugappatti,SC(General)
64,right,17,15 Maruthipatti General(Women),15,Maruthipatti,General(Women)
64,right,18,16 Doddampatti General(Women),16,Doddampatti,General(Women)
64,right,19,17 Agraharam General(Women),17,Agraharam,General(Women)
64,right,20,18 Gopalapuram General(Women),18,Gopalapuram,General(Women)
64,right,21,19 Ellapudayampatti General(Women),19,Ellapudayampatti,General(Women)
64,right,22,20 Jammanahalli General(Women),20,Jammanahalli,General(Women)
64,right,23,21 Achalvadi General(Women),21,Achalvadi,General(Women)
64,right,24,22 Kongavembu General,22,Kongavembu,General
64,right,25,23 M.Velampatti General,23,M.Velampatti,General
64,right,26,24 K.Vetrapatti General,24,K.Vetrapatti,General
64,right,27,25 Chellampatti General,25,Chellampatti,General
64,right,28,26 Vedakaddamaduvu General,26,Vedakaddamaduvu,General
64,right,29,27 Kolagampatti General,27,Kolagampatti,General
64,right,30,28 Mampatti General,28,Mampatti,General
64,right,31,29 Kottapatti General,29,Kottapatti,General
64,right,32,30 Parayappattipudur General,30,Parayappattipudur,General
64,right,33,31 Setrapatti General,31,Setrapatti,General
64,right,34,32 Gopinathampatti General,32,Gopinathampatti,General
64,right,35,33 Sittilingi General,33,Sittilingi,General
64,right,36,34 Veppampatti General,34,Veppampatti,General
65,left,3,1 Puliyampatti SC (Women),1,Puliyampatti,SC (Women)
65,left,4,2 Samandahalli SC (Women),2,Samandahalli,SC (Women)
65,left,5,3 Osahalli SC (Women),3,Osahalli,SC (Women)
