mnrega_file_year,district,block,gram_panchayat,source
2013,24 PARGANAS SOUTH,BHANGAR-I,NARAYANPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BHANGAR-I,PRANGANJ,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BHANGAR-I,SHANKSAHAR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BHANGAR-I,TARDA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BHANGAR-II,BAMANGHATA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BHANGAR-II,BENTTATA-I,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BHANGAR-II,BENTTATA-II,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BHANGAR-II,BHAGAWANPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BHANGAR-II,BHOGALI-I,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BHANGAR-II,BHOGALI-II,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BHANGAR-II,CHALTABERIA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BHANGAR-II,CHANPUKUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BHANGAR-II,POLERHAT-I,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BHANGAR-II,POLERHAT-II,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,MURSHIDABAD,BHARATPUR-I,ALUGRAM,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,MURSHIDABAD,BHARATPUR-I,AMLAI,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,MURSHIDABAD,BHARATPUR-I,BHARATPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,MURSHIDABAD,BHARATPUR-I,GADDA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,MURSHIDABAD,BHARATPUR-I,GUNDIRIA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,MURSHIDABAD,BHARATPUR-I,JAJAN,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,MURSHIDABAD,BHARATPUR-I,SIJGRAM,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,MURSHIDABAD,BHARATPUR-I,TALGRAM,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,MURSHIDABAD,BHARATPUR-II,KAGRAM,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,MURSHIDABAD,BHARATPUR-II,MALIHATI,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,MURSHIDABAD,BHARATPUR-II,SALAR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,MURSHIDABAD,BHARATPUR-II,SALU,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,MURSHIDABAD,BHARATPUR-II,SIMULIA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,MURSHIDABAD,BHARATPUR-II,TALIBPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,MURSHIDABAD,BHARATPUR-II,TENYA-BAIDYAPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BHATAR,AMARUN-I,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BHATAR,AMARUN-II,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BHATAR,BALGONA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BHATAR,BAMUNARA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BHATAR,BARABELUN-I,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BHATAR,BARABELUN-II,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BHATAR,BHATAR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BHATAR,BONPAS,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BHATAR,ERUAR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BHATAR,MAHACHANDA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BHATAR,MAHATA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BHATAR,NITYANANDAPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BHATAR,SAHEBGANJ-I,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BHATAR,SAHEBGANJ-II,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-I,ANDHARIA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-I,BAITA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-I,BELATIKRI,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-I,BINPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-I,DAHIJURI,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-I,DHARAMPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-I,LALGARH,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-I,NEPURA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-I,RAMGARH,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-I,SIJUA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-II,BELPAHARI,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-II,BHELAIDIHA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-II,BHULAVEDA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-II,BOSHPAHARI,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-II,ERGODA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-II,HARDA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-II,KANKO,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-II,SANDAPARA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-II,SHILDA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM MEDINIPUR,BINPUR-II,SHIMULPAL,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-I,AMGACHHIA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-I,ANDHAR MANIK,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-I,BHANDARIA KASTEKUMARI,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-I,DAKSHIN GAURIPUR CHAKDHIR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-I,JULPIA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-I,KEORADANGA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-I,KULERDARI,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-I,PANAKUA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-I,PASCHIM BISHNUPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-I,PURBA BISHNUPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-I,RAKHALI,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-II,BAKHRAHAT,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-II,CHAK ENAYETNAGAR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-II,CHANDI,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-II,GOBINDAPUR KALICHARANPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-II,KANGANBERIA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-II,KHAGRAMURI,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-II,MAUKHALI,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-II,NAHAJARI,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-II,PANCHANAN,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-II,PATHARBERIA JAYCHANDIPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BISHNUPUR-II,RAMKRISHNAPUR BORHANPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,BIRBHUM,BOLPUR-SRINIKETAN,BAHIRI-PANCHSHOWA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,BIRBHUM,BOLPUR-SRINIKETAN,KANKALITALA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,BIRBHUM,BOLPUR-SRINIKETAN,KASBA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,BIRBHUM,BOLPUR-SRINIKETAN,RAIPUR-SUPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,BIRBHUM,BOLPUR-SRINIKETAN,RUPPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,BIRBHUM,BOLPUR-SRINIKETAN,SARPALEHANA-ALBANDHA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,BIRBHUM,BOLPUR-SRINIKETAN,SATTOR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,BIRBHUM,BOLPUR-SRINIKETAN,SIANMULUK,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,BIRBHUM,BOLPUR-SRINIKETAN,SINGHEE,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BUDGE BUDGE-I,BUTA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BUDGE BUDGE-I,CHINGRIPOTA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BUDGE BUDGE-I,MAYAPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BUDGE BUDGE-I,NISCHINTAPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BUDGE BUDGE-I,RAJIBPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BUDGE BUDGE-I,UTTAR RAIPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BUDGE BUDGE-II,BURUL,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BUDGE BUDGE-II,CHAKMANIK,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BUDGE BUDGE-II,DONGARIA RAIPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BUDGE BUDGE-II,GAJA POYALI,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BUDGE BUDGE-II,KAMRABAD,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BUDGE BUDGE-II,KASIPUR ALAMPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BUDGE BUDGE-II,NASKARPUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BUDGE BUDGE-II,NORTH BAOYALI,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BUDGE BUDGE-II,RANIA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BUDGE BUDGE-II,SATGACHHIA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,24 PARGANAS SOUTH,BUDGE BUDGE-II,SOUTH BAOYALI,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PURULIA,BUNDWAN,BANDWAN,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PURULIA,BUNDWAN,CHIRUDIH,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PURULIA,BUNDWAN,DHADKA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PURULIA,BUNDWAN,GURUR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PURULIA,BUNDWAN,KUCHIA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PURULIA,BUNDWAN,KUILAPAL,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PURULIA,BUNDWAN,KUMRA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PURULIA,BUNDWAN,SUPUDIH,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BURDWAN-I,BAGHAR-I,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BURDWAN-I,BAGHAR-II,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BURDWAN-I,BELKASH,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BURDWAN-I,BONDUL-I,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BURDWAN-I,KSHETIA,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BURDWAN-I,KURMUN-I,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BURDWAN-I,RAYAN-I,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BURDWAN-I,RAYAN-II,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BURDWAN-I,SARAITIKAR,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BURDWAN-II,BAIKUNTHAPUR-I,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BURDWAN-II,BAIKUNTHAPUR-II,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BURDWAN-II,BARSUL-I,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
2013,PASCHIM BARDHAMAN,BURDWAN-II,BARSUL-II,"doi:10.7910/DVN/ZHF9WC datafile 10396541 (r3-all-2013.csv.gz, md5 e6950bd317dabe3b41bf7738c248e7ee)"
