file,url,landing_url,title,election_year,district,stage,tier,bytes,sha256,retrieved_at,status
alipurduar_i_form_a_vivekananda_ii_pdf_753_19_2023030263-1.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030263-1.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Alipurduar- I, Form-A :- Vivekananda-II (PDF 753.19 )",2023,Alipurduar,final,gp_ward,771270,16bdfe9959fd7b834980dc8697b867d8dee23d09d127f74dbd33b0ee5698920a,2026-09-06,downloaded
alipurduar_i_form_b_alipurduar_i_ps_pdf_3_28mb_2023030261.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030261.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Alipurduar- I, Form-B :- Alipurduar I PS (PDF 3.28MB )",2023,Alipurduar,final,block_member,3447980,54d865158720155dd65567b47d979b795380bc285929b4c36d8a22a2ba273d1e,2026-09-06,downloaded
alipurduar_ii_form_a_bhatibari_pdf_1_27mb_2023030217.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030217.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Alipurduar-II, Form-A :- Bhatibari (PDF 1.27MB )",2023,Alipurduar,final,gp_ward,1333230,60caafae458952ec1c8b5752524ac7705f2f0ba7a1f82ed7b4d264b85c558509,2026-09-06,downloaded
alipurduar_ii_form_a_chaporerpar_i_pdf_0_98mb_2023030285.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030285.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Alipurduar-II, Form-A :- Chaporerpar-I (PDF 0.98MB )",2023,Alipurduar,final,gp_ward,1035189,00f2e4ee7d90b6fb3de7f2f2562f402eae055a4eaec5e28dc8f722d7278c7ecb,2026-09-06,downloaded
alipurduar_ii_form_a_chaporerpar_ii_pdf_965_15kb_2023030216.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030216.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Alipurduar-II, Form-A :- Chaporerpar-II (PDF 965.15KB )",2023,Alipurduar,final,gp_ward,988321,3f6e808b771e3a95f318119310c5db9b68e7624110bac4e380117c1d56caef43,2026-09-06,downloaded
alipurduar_ii_form_a_kohinoor_pdf_880_15kb_2023030213-1.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030213-1.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Alipurduar-II, Form-A :- Kohinoor (PDF 880.15KB )",2023,Alipurduar,final,gp_ward,901278,e048ac2a538548d787687b2930a73b02b9d28397be25bac4df1f67f48e9c1cf3,2026-09-06,downloaded
alipurduar_ii_form_a_mahakalguri_pdf_1_25mb_2023030241.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030241.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Alipurduar-II, Form-A :- Mahakalguri (PDF 1.25MB )",2023,Alipurduar,final,gp_ward,1312840,030ca654009bebed7e91f42f29aeef4bc8c31b9352235c0a894c7c32f85a46b6,2026-09-06,downloaded
alipurduar_ii_form_a_majherdabri_pdf_1_34mb_2023030294.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030294.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Alipurduar-II, Form-A :- Majherdabri (PDF 1.34MB )",2023,Alipurduar,final,gp_ward,1407538,a4a8377a536464b4399a23e39b8014132e738cd23aed0aee1f845e4d7d4bbdeb,2026-09-06,downloaded
alipurduar_ii_form_a_parokata_pdf_1_28mb_2023030226.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030226.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Alipurduar-II, Form-A :- Parokata (PDF 1.28MB )",2023,Alipurduar,final,gp_ward,1349789,19612a217ffa56fff35cb1966a744f8fe1b319a7bcf4acf6d5226e897ba53f06,2026-09-06,downloaded
alipurduar_ii_form_a_samuktola_pdf_1_27mb_2023030223.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030223.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Alipurduar-II, Form-A :- Samuktola (PDF 1.27MB )",2023,Alipurduar,final,gp_ward,1339912,15d3ab2ac6b3ef1810923d9520fd82bd25035f14dae94c94511d398ac44ac84d,2026-09-06,downloaded
alipurduar_ii_form_a_tatpara_i_pdf_950_51kb_2023030247.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030247.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Alipurduar-II, Form-A :- Tatpara-I (PDF 950.51KB )",2023,Alipurduar,final,gp_ward,973329,8274b20419abe1b2d03c2eb3f45693bb541794f1b87b121482718deba3580bfc,2026-09-06,downloaded
alipurduar_ii_form_a_tatpara_ii_pdf_967_06kb_2023030262.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030262.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Alipurduar-II, Form-A :- Tatpara-II (PDF 967.06KB )",2023,Alipurduar,final,gp_ward,990277,b579456050b3ab6f672a46ffbde380541590e4aea1c20960a08d7c6a6c33fd6f,2026-09-06,downloaded
alipurduar_ii_form_a_turturi_pdf_926_24kb_2023030250.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030250.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Alipurduar-II, Form-A :- Turturi (PDF 926.24KB )",2023,Alipurduar,final,gp_ward,948473,1d0128cf56d16a6ca6528d3ce50291b2f7a6ab0fae60668d452fb2e157e0ab30,2026-09-06,downloaded
alipurduar_ii_form_b_alipurduar_ii_ps_pdf_2_16mb_2023030261-1.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030261-1.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Alipurduar-II, Form-B :- Alipurduar- II PS (PDF 2.16MB )",2023,Alipurduar,final,block_member,2271018,0836ca2fdb6fbb505f04d4b548786bf4ec7f25bb191ee0580cf5aad60f849725,2026-09-06,downloaded
falakata_form_a_dalgaon_pdf_1_17mb_2023030253.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030253.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Falakata, Form-A :- Dalgaon (PDF 1.17MB )",2023,Alipurduar,final,gp_ward,1233112,8f4e20f4444a199a77a07cb6b611a5434a5f2ab85f275d7ccc6e3774520c64ab,2026-09-06,downloaded
falakata_form_a_deogaon_pdf_1_75mb_2023030298.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030298.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Falakata, Form-A :- Deogaon (PDF 1.75MB )",2023,Alipurduar,final,gp_ward,1839821,74d5ce8fa43717ba471159de4bc1f49988798b5d44b1afd50693a55c05b8b3e0,2026-09-06,downloaded
falakata_form_a_dhanirampur_i_pdf_1_77mb_2023030213-2.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030213-2.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Falakata, Form-A :- Dhanirampur-I (PDF 1.77MB )",2023,Alipurduar,final,gp_ward,1858708,a93e855eb79cd1ab6a35d795f93ea3249a27b4d38c3de39708bbb76bc31cbbdd,2026-09-06,downloaded
falakata_form_a_dhanirampur_ii_pdf_1_84mb_2023030273-2.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030273-2.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Falakata, Form-A :- Dhanirampur-II (PDF 1.84MB )",2023,Alipurduar,final,gp_ward,1934148,f980a1367b699c4277f3c4209fa339de71a0f79b0702e40d8481b18e09a45a53,2026-09-06,downloaded
falakata_form_a_falakata_ii_pdf_1_28mb_2023030274.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030274.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Falakata, Form-A :- Falakata-II (PDF 1.28MB )",2023,Alipurduar,final,gp_ward,1346710,8dcc73335e435569b65f56586a0ed419a2544257f38bfe493b46a58eebb0f8a8,2026-09-06,downloaded
falakata_form_a_guabarnagar_pdf_1_36mb_2023030270.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030270.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Falakata, Form-A :- Guabarnagar (PDF 1.36MB )",2023,Alipurduar,final,gp_ward,1427510,50a39b80f8ae30211dfdacd368c44176523275dadd89cb89107a7c2824dc2bff,2026-09-06,downloaded
falakata_form_a_jateswar_i_pdf_1_29mb_2023030253-1.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030253-1.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Falakata, Form-A :- Jateswar-I (PDF 1.29MB )",2023,Alipurduar,final,gp_ward,1356724,8896ae183159a835130e724fc638b90f4a8bcb0707b4282d26413f75564ac005,2026-09-06,downloaded
falakata_form_a_jateswar_ii_pdf_1_29mb_2023030246-1.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030246-1.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Falakata, Form-A :- Jateswar-II (PDF 1.29MB )",2023,Alipurduar,final,gp_ward,1362687,3e4d8a4d9355e35734ed1838c691e187510d7eaaaeb49eb2319958265c2e7567,2026-09-06,downloaded
falakata_form_a_mairadanga_pdf_1_27mb_2023030229.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030229.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Falakata, Form-A :- Mairadanga (PDF 1.27MB )",2023,Alipurduar,final,gp_ward,1967127,3246cc8ca896369667bcbc1b1b3046e237f64245bbf4f1f2c6f0aa7d6f93c5db,2026-09-06,downloaded
falakata_form_a_salkumar_pdf_1_83mb_2023030297-1.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030297-1.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Falakata, Form-A :- Salkumar (PDF 1.83MB )",2023,Alipurduar,final,gp_ward,1925756,2904b66ccbcba7061cbc3078b6ed9970fb139dcaf5d2f50b2857967fb21d01c7,2026-09-06,downloaded
falakata_form_b_falakata_ps_pdf_3_09mb_2023030275-1.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030275-1.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Falakata, Form-B :- Falakata-PS (PDF 3.09MB)",2023,Alipurduar,final,block_member,3248744,ae1aff5c1204cb9edc3282795f61dd1b01d14e201d63a948b6eceaee7c33933f,2026-09-06,downloaded
kalchini_form_a_chuapara_pdf_1_45mb_2023030298-1.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030298-1.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kalchini, Form-A :- Chuapara (PDF 1.45MB )",2023,Alipurduar,final,gp_ward,1529658,0daf268b65ee34263ff1c196dadfa98ca9a88a0026daab0b414616c991d4dbac,2026-09-06,downloaded
kalchini_form_a_dalsingpara_pdf_1_33mb_2023030280.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030280.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kalchini, Form-A :- Dalsingpara (PDF 1.33MB )",2023,Alipurduar,final,gp_ward,1399234,dd1dcdea236be8b1c453ab02d9909860b0ceed0daa2300c6ca124c5b64ebd2b8,2026-09-06,downloaded
kalchini_form_a_garopara_pdf_1_79mb_2023030241-1.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030241-1.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kalchini, Form-A :- Garopara (PDF 1.79MB )",2023,Alipurduar,final,gp_ward,1878082,4df1175dced4e5a2e83ae1ec8b572a382b1920596f7e30d12cbb74eba5625da9,2026-09-06,downloaded
kalchini_form_a_jaigaon_i_pdf_2_21mb_2023030252.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030252.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kalchini, Form-A :- Jaigaon-I (PDF 2.21MB )",2023,Alipurduar,final,gp_ward,2323244,15d86f75088c2147ab7907b26404fff1ea4cb1a81d9c01cf3fac0b842e7760ed,2026-09-06,downloaded
kalchini_form_a_jaigaon_ii_pdf_2_39mb_2023030265.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030265.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kalchini, Form-A :- Jaigaon-II (PDF 2.39MB )",2023,Alipurduar,final,gp_ward,2516819,8068b7e2eb37e4c50b9210ee68a804c7bc0f8306978733c5ffd84267da814887,2026-09-06,downloaded
kalchini_form_a_kalchini_pdf_2_13mb_2023030254.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030254.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kalchini, Form-A :- Kalchini (PDF 2.13MB )",2023,Alipurduar,final,gp_ward,2244389,75c0906e98e128480178676b039e3e69cdaeefbeaae9c0b104ade02843149d00,2026-09-06,downloaded
kalchini_form_a_latabari_pdf_1_70mb_2023030222-2.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030222-2.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kalchini, Form-A :- Latabari (PDF 1.70MB )",2023,Alipurduar,final,gp_ward,1788275,ee3ab2fb96c0754e7b993bb7128d6eace6e023242c9a498616d3845260c71cb6,2026-09-06,downloaded
kalchini_form_a_malangi_pdf_1_82mb_2023030240.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030240.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kalchini, Form-A :- Malangi (PDF 1.82MB )",2023,Alipurduar,final,gp_ward,1914642,f15b86b8763121f09ff3eb19c764418cc53071373d0504118e2ea9348d878701,2026-09-06,downloaded
kalchini_form_a_mendabari_pdf_1_30mb_2023030254-1.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030254-1.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kalchini, Form-A :- Mendabari (PDF 1.30MB )",2023,Alipurduar,final,gp_ward,1366956,5342cb823021d58a996727ff5b1b6ccfb4e98a390a28804209a79b88f68f44a2,2026-09-06,downloaded
kalchini_form_a_rajabhatkhawa_pdf_1_34mb_2023030225-1.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030225-1.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kalchini, Form-A :- Rajabhatkhawa (PDF 1.34MB )",2023,Alipurduar,final,gp_ward,1410123,4b05c164447ebb093057eb8d9ee384354df330199275d0c5b9fed06ec72cba5e,2026-09-06,downloaded
kalchini_form_a_satali_pdf_1_41mb_2023030277.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030277.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kalchini, Form-A :- Satali (PDF 1.41MB )",2023,Alipurduar,final,gp_ward,1489512,fd5a3b7aa6f793a7ac622c06a71d861a3083e0f77d47a05cfbeb76f611c310e3,2026-09-06,downloaded
kalchini_form_b_kalchini_ps_pdf_3_67mb_2023030243-1.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030243-1.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kalchini, Form-B :- Kalchini-PS (PDF 3.67MB )",2023,Alipurduar,final,block_member,3857853,b108ce3a9346fbc3d16aa246d8a55725c8416769a1a5a9ce736d86c0c5b97048,2026-09-06,downloaded
kumargram_form_a_chengmari_pdf_1_17mb_2023030237-1.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030237-1.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kumargram, Form-A :- Chengmari (PDF 1.17MB )",2023,Alipurduar,final,gp_ward,1235219,17aecb25bdaa236dee6f4eda5c363d9e4aa5060dc668b5d2215d0e2490976d7d,2026-09-06,downloaded
kumargram_form_a_kamakhyaguri_i_pdf_1_17mb_2023030293.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030293.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kumargram, Form-A :- Kamakhyaguri-I (PDF 1.17MB )",2023,Alipurduar,final,gp_ward,1231891,dfe53610dd7b11150305318eb363498dce67acd5f3f5a15906a0bfba83940957,2026-09-06,downloaded
kumargram_form_a_kamakhyaguri_ii_pdf_1_23mb_2023030231.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030231.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kumargram, Form-A :- Kamakhyaguri-II (PDF 1.23MB )",2023,Alipurduar,final,gp_ward,1300226,d5c2b5472c7cc94c0484db61a18b0fb2655e011f6c1efd484689d2546b472263,2026-09-06,downloaded
kumargram_form_a_khoardanga_i_pdf_1_16mb_2023030241-2.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030241-2.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kumargram, Form-A :- Khoardanga-I (PDF 1.16MB )",2023,Alipurduar,final,gp_ward,1226565,39b635244b3d836733c8e1970f8c03b5b6aa1b1cbffc3a1883c64344cb8ab3ff,2026-09-06,downloaded
kumargram_form_a_khoardanga_ii_pdf_1_12mb_2023030272.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030272.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kumargram, Form-A :- Khoardanga-II (PDF 1.12MB )",2023,Alipurduar,final,gp_ward,1178894,50f4cd6eb99e8d002c64a76bc8bc8326eaa7d8b4765c0d2c8b3df2079c655739,2026-09-06,downloaded
kumargram_form_a_kumargram_pdf_1_74mb_2023030255-1.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030255-1.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kumargram, Form-A :- Kumargram (PDF 1.74MB )",2023,Alipurduar,final,gp_ward,1828497,b622b7c5ce924c7918f22123288c6c77085c81ab079d373fbacacd25f18792a2,2026-09-06,downloaded
kumargram_form_a_nks_gp_pdf_1_68mb_2023030298-2.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030298-2.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kumargram, Form-A :- NKS GP (PDF 1.68MB )",2023,Alipurduar,final,gp_ward,1767282,cabc59921bf5bb762c9247a211c1361b635bcf79c8ca143957d3bb409d2555eb,2026-09-06,downloaded
kumargram_form_a_rydak_gp_pdf_1_71mb_2023030280-1.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030280-1.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kumargram, Form-A :- Rydak GP (PDF 1.71MB )",2023,Alipurduar,final,gp_ward,1797294,2db58a87965de29139baa648ac2c01c8910a867e4b5cc05b6304c0c482d04217,2026-09-06,downloaded
kumargram_form_a_turturikhanda_pdf_1_73mb_2023030234.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030234.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kumargram, Form-A :- Turturikhanda (PDF 1.73MB )",2023,Alipurduar,final,gp_ward,1821930,6d8b4c5c08e57a8c15c50f79ba89643fe383f21b697ba98b15f5c6afb44d7344,2026-09-06,downloaded
kumargram_form_a_volka_barobisha_i_pdf_1_20mb_2023030254-2.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030254-2.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kumargram, Form-A :- Volka-Barobisha-I (PDF 1.20MB )",2023,Alipurduar,final,gp_ward,1268784,fab63efc73332bec4dbf1e96aa4eba26111e63ec6da28363350a62f86609b19b,2026-09-06,downloaded
kumargram_form_a_volka_barobisha_ii_pdf_1_15mb_2023030260.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030260.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kumargram, Form-A :- Volka-Barobisha-II (PDF 1.15MB )",2023,Alipurduar,final,gp_ward,1207500,bfb7282d49bdbf8c74fa30d60b7fd2ae5cd904d6cbf5cfda05159ca50562ca65,2026-09-06,downloaded
kumargram_form_b_kumargram_ps_pdf_3_35mb_2023030252-1.pdf,https://cdn.s3waas.gov.in/s33636638817772e42b59d74cff571fbb3/uploads/2023/03/2023030252-1.pdf,https://alipurduar.gov.in/information-window-pge-2023-form-a-form-b/,"Kumargram, Form-B :- Kumargram-PS (PDF 3.35MB )",2023,Alipurduar,final,block_member,3517411,e302cfa47f7583622f52c20ecfd5726d35448d598171ed9820d37aaaebb04139,2026-09-06,downloaded
