source,source_gp_id,district,block_raw,gp_raw,office,reported_period,source_file,source_sha256,raw_women,reserved_women,raw_sc,reserved_sc,raw_st,reserved_st,election_year,year_evidence,flags,eligible_within_source_strict,name_key,raw_AA0_2b,raw_year,raw_year_2,raw_year_888,raw_prev_year,raw_prev_year_888_1,raw_prev_year_888_2,raw_comments,cross_source_conflict,eligible_after_exact_name_audit
cd,1,Birbhum,BOLPUR-SRINIKETAN,BAHIRI PANCHSORA,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,1,True,1,True,2,False,1998,survey_2000_paper_dates_1998_election,,True,BOLPURSRINIKETAN|BAHIRIPANCHSORA,,,,,,,,,False,True
cd,2,Birbhum,BOLPUR-SRINIKETAN,KANKALITALA,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,1,True,2,False,2,False,1998,survey_2000_paper_dates_1998_election,,True,BOLPURSRINIKETAN|KANKALITALA,,,,,,,,,False,True
cd,3,Birbhum,BOLPUR-SRINIKETAN,KASBA,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,2,False,1,True,2,False,1998,survey_2000_paper_dates_1998_election,,True,BOLPURSRINIKETAN|KASBA,,,,,,,,,False,True
cd,4,Birbhum,BOLPUR-SRINIKETAN,RAIPUR-SUPUR,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,,,,,,,1998,survey_2000_paper_dates_1998_election,missing_reservation,False,BOLPURSRINIKETAN|RAIPURSUPUR,,,,,,,,,False,False
cd,5,Birbhum,BOLPUR-SRINIKETAN,RUPPUR,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,,,,,,,1998,survey_2000_paper_dates_1998_election,missing_reservation,False,BOLPURSRINIKETAN|RUPPUR,,,,,,,,,False,False
cd,6,Birbhum,BOLPUR-SRINIKETAN,SARPALEHANA-ALBANDHA,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,2,False,2,False,1,True,1998,survey_2000_paper_dates_1998_election,,True,BOLPURSRINIKETAN|SARPALEHANAALBANDHA,,,,,,,,,False,True
cd,7,Birbhum,BOLPUR-SRINIKETAN,SATTORA,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,2,False,2,False,2,False,1998,survey_2000_paper_dates_1998_election,,True,BOLPURSRINIKETAN|SATTORA,,,,,,,,,False,True
cd,8,Birbhum,BOLPUR-SRINIKETAN,SINGHEE,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,2,False,2,False,1,True,1998,survey_2000_paper_dates_1998_election,,True,BOLPURSRINIKETAN|SINGHEE,,,,,,,,,False,True
cd,9,Birbhum,BOLPUR-SRINIKETAN,SIONMULUK,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,2,False,2,False,2,False,1998,survey_2000_paper_dates_1998_election,,True,BOLPURSRINIKETAN|SIONMULUK,,,,,,,,,False,True
cd,10,Birbhum,ILLAMBAZAR,BATIKAR,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,1,True,2,False,2,False,1998,survey_2000_paper_dates_1998_election,,True,ILLAMBAZAR|BATIKAR,,,,,,,,,False,True
cd,11,Birbhum,ILLAMBAZAR,BILATI,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,2,False,2,False,2,False,1998,survey_2000_paper_dates_1998_election,,True,ILLAMBAZAR|BILATI,,,,,,,,,False,True
cd,12,Birbhum,ILLAMBAZAR,DHARAMPUR,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,2,False,2,False,2,False,1998,survey_2000_paper_dates_1998_election,,True,ILLAMBAZAR|DHARAMPUR,,,,,,,,,False,True
cd,13,Birbhum,ILLAMBAZAR,GHURISHA,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,2,False,1,True,2,False,1998,survey_2000_paper_dates_1998_election,,True,ILLAMBAZAR|GHURISHA,,,,,,,,,False,True
cd,14,Birbhum,ILLAMBAZAR,ILLAMBAZAR,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,,,,,,,1998,survey_2000_paper_dates_1998_election,missing_reservation,False,ILLAMBAZAR|ILLAMBAZAR,,,,,,,,,False,False
cd,15,Birbhum,ILLAMBAZAR,JOYDEB-KENDULI,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,,,,,,,1998,survey_2000_paper_dates_1998_election,missing_reservation,False,ILLAMBAZAR|JOYDEBKENDULI,,,,,,,,,False,False
cd,16,Birbhum,ILLAMBAZAR,MONGOLDIHI,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,2,False,1,True,2,False,1998,survey_2000_paper_dates_1998_election,,True,ILLAMBAZAR|MONGOLDIHI,,,,,,,,,False,True
cd,17,Birbhum,ILLAMBAZAR,NANASOLE,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,2,False,2,False,1,True,1998,survey_2000_paper_dates_1998_election,,True,ILLAMBAZAR|NANASOLE,,,,,,,,,False,True
cd,18,Birbhum,ILLAMBAZAR,SIRSA,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,1,True,1,True,2,False,1998,survey_2000_paper_dates_1998_election,,True,ILLAMBAZAR|SIRSA,,,,,,,,,False,True
cd,19,Birbhum,LABHPUR,BIPRATIKURI,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,1,True,1,True,2,False,1998,survey_2000_paper_dates_1998_election,,True,LABHPUR|BIPRATIKURI,,,,,,,,,False,True
cd,20,Birbhum,LABHPUR,CHOUJATTA-MOHODAHI - I,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,2,False,1,True,2,False,1998,survey_2000_paper_dates_1998_election,,True,LABHPUR|CHOUJATTAMOHODAHII,,,,,,,,,False,True
cd,21,Birbhum,LABHPUR,CHOUJATTA-MOHODAHI - II,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,2,False,2,False,2,False,1998,survey_2000_paper_dates_1998_election,,True,LABHPUR|CHOUJATTAMOHODAHIII,,,,,,,,,False,True
cd,22,Birbhum,LABHPUR,DWARKA,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,1,True,2,False,2,False,1998,survey_2000_paper_dates_1998_election,,True,LABHPUR|DWARKA,,,,,,,,,False,True
cd,23,Birbhum,LABHPUR,HATIA,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,2,False,2,False,2,False,1998,survey_2000_paper_dates_1998_election,,True,LABHPUR|HATIA,,,,,,,,,False,True
cd,24,Birbhum,LABHPUR,INDUS,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,1,True,1,True,2,False,1998,survey_2000_paper_dates_1998_election,,True,LABHPUR|INDUS,,,,,,,,,False,True
cd,25,Birbhum,LABHPUR,JAMNA,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,2,False,1,True,2,False,1998,survey_2000_paper_dates_1998_election,,True,LABHPUR|JAMNA,,,,,,,,,False,True
cd,26,Birbhum,LABHPUR,KURUNHAR,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,2,False,1,True,2,False,1998,survey_2000_paper_dates_1998_election,,True,LABHPUR|KURUNHAR,,,,,,,,,False,True
cd,27,Birbhum,LABHPUR,LABPUR-I,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,2,False,2,False,1,True,1998,survey_2000_paper_dates_1998_election,,True,LABHPUR|LABPURI,,,,,,,,,False,True
cd,28,Birbhum,LABHPUR,LABPUR-II,Pradhan,current,data/wb/chattopadhyaya_duflo.zip,126dbb6f9dfbd8bf05ef68d7b1a98c9c8c9f54f85c68b0ef0e73acf0089f3693,2,False,1,True,2,False,1998,survey_2000_paper_dates_1998_election,,True,LABHPUR|LABPURII,,,,,,,,,False,True
