file,url,archive_url,capture,retrieved_at,status,bytes,sha256
purulia_pge2018.html,http://purulia.gov.in:80/distAdmin/collectorate/prd/pge2018.html,https://web.archive.org/web/20180309011208id_/http://purulia.gov.in:80/distAdmin/collectorate/prd/pge2018.html,20180309011208,2026-09-06,downloaded,9782,7c9c720430b3bace332e3eac4e4e284459f1edd483ba559a609b77a01c5adcab
purulia_1B_Pradhan.zip,http://purulia.gov.in/services/notice/general/1B_Pradhan.zip,https://web.archive.org/web/20190404175359id_/http://purulia.gov.in/services/notice/general/1B_Pradhan.zip,20190404175359,2026-09-06,downloaded,10750942,236cb475830d4f55e362b57f623266f2437bd4c452fd5845cc7f1fd00de24c83
purulia_1B_Upa-Pradhan.zip,http://purulia.gov.in/services/notice/general/1B_Upa-Pradhan.zip,https://web.archive.org/web/20190404211110id_/http://purulia.gov.in/services/notice/general/1B_Upa-Pradhan.zip,20190404211110,2026-09-06,downloaded,10001266,15279517876f41b06dcdb9239dd3c9f5bad2c90432c42972384c02a6414ba0be
purulia_PanchElec_1.pdf,http://www.purulia.gov.in:80/services/notice/general/PanchElec_1.pdf,https://web.archive.org/web/20131204135539id_/http://www.purulia.gov.in:80/services/notice/general/PanchElec_1.pdf,20131204135539,2026-09-06,downloaded,669016,38ce86c0341b47fb55891dfdcf14115362392f2bd42f9b99e038a3baaf98bde6
purulia_PanchElec_2.pdf,http://www.purulia.gov.in:80/services/notice/general/PanchElec_2.pdf,https://web.archive.org/web/20140211050011id_/http://www.purulia.gov.in:80/services/notice/general/PanchElec_2.pdf,20140211050011,2026-09-06,downloaded,553818,f56d0981d67cfc180cf85a8abab6f3d6a4be5b5c8f0324a76678aa0489844c2e
purulia_PanchElec_3.pdf,http://www.purulia.gov.in:80/services/notice/general/PanchElec_3.pdf,https://web.archive.org/web/20131204135541id_/http://www.purulia.gov.in:80/services/notice/general/PanchElec_3.pdf,20131204135541,2026-09-06,downloaded,25355,5baca16e908addd6c705f89ff6151534990a04b1a48c5b3688c37187899746e1
malda_Bamongola.pdf,http://malda.nic.in/panchayat2013/Bamongola.pdf,https://web.archive.org/web/20140421055939id_/http://malda.nic.in/panchayat2013/Bamongola.pdf,20140421055939,2026-09-06,downloaded,6603842,a1311dabd26cf077177a83bed3f32e8665bea1d84413d5c4b460ba6ddbe267df
malda_Chanchal-I.pdf,http://malda.nic.in/panchayat2013/Chanchal-I.pdf,https://web.archive.org/web/20140706021349id_/http://malda.nic.in/panchayat2013/Chanchal-I.pdf,20140706021349,2026-09-06,downloaded,15674601,6f8d3ba72cbd20e3f8c8121d16f46d5d9613235d37b6c69c179ecbbff7c9db44
malda_Chanchal-II.pdf,http://malda.nic.in/panchayat2013/Chanchal-II.pdf,https://web.archive.org/web/20140421052704id_/http://malda.nic.in/panchayat2013/Chanchal-II.pdf,20140421052704,2026-09-06,downloaded,8627916,ca5a0aa78e77eba6d81c53a75cb59cddb51a5eaae6b76cf345346db1ab248495
malda_Ratua-I.pdf,http://malda.nic.in/panchayat2013/Ratua-I.pdf,https://web.archive.org/web/20140421052921id_/http://malda.nic.in/panchayat2013/Ratua-I.pdf,20140421052921,2026-09-06,downloaded,11659058,2b774e20bfb70695a997a5716b6be1767099894d62f4885ce5060be92d06db7c
malda_English-Bazar.pdf,http://malda.nic.in/panchayat2013/English-Bazar.pdf,http://web.archive.org/web/20140706034911id_/http://malda.nic.in/panchayat2013/English-Bazar.pdf,20140706034911,2026-09-07,downloaded,15956978,e15d6220de0a84d28e87b90c4fa9e24a449a38face609a3605b8691de4c6a48c
malda_Gazole.pdf,http://malda.nic.in/panchayat2013/Gazole.pdf,http://web.archive.org/web/20140706024249id_/http://malda.nic.in/panchayat2013/Gazole.pdf,20140706024249,2026-09-07,downloaded,19667243,51c85e144ecf93bab44597781ec47bd81263b28c2162486f86ac33e1819423c3
malda_Habibpur.pdf,http://malda.nic.in/panchayat2013/Habibpur.pdf,http://web.archive.org/web/20140421054125id_/http://malda.nic.in/panchayat2013/Habibpur.pdf,20140421054125,2026-09-07,downloaded,14225769,a003a84344775cf869a174a98a14ba3642deb1664b84ef02c1893ec96789af46
malda_Harishchandrapur-I.pdf,http://malda.nic.in/panchayat2013/Harishchandrapur-I.pdf,http://web.archive.org/web/20140706025001id_/http://malda.nic.in/panchayat2013/Harishchandrapur-I.pdf,20140706025001,2026-09-07,downloaded,4753857,1debed752e11004181897ad1b3258b9e73b3980dbb194a2d143c040a9b8f5eb5
malda_Harishchandrapur-II.pdf,http://malda.nic.in/panchayat2013/Harishchandrapur-II.pdf,http://web.archive.org/web/20140421053158id_/http://malda.nic.in/panchayat2013/Harishchandrapur-II.pdf,20140421053158,2026-09-07,downloaded,4409143,d39e135d40c5ed343d4a9b7f48a8cd317d86c71b568b07f92e317dbc16212b44
malda_Kaliachak-I.pdf,http://malda.nic.in/panchayat2013/Kaliachak-I.pdf,https://web.archive.org/web/20140706014346id_/http://malda.nic.in/panchayat2013/Kaliachak-I.pdf,20140706014346,2026-09-07T07:30:13.492572+00:00,downloaded,19850095,bedf78f758f56bd83e8caec8d61d43f0e21ee5c02b1956f3ab6f390d8b240af6
malda_Kaliachak-II.pdf,http://malda.nic.in/panchayat2013/Kaliachak-II.pdf,http://web.archive.org/web/20140421054148id_/http://malda.nic.in/panchayat2013/Kaliachak-II.pdf,20140421054148,2026-09-07T07:30:25.952626+00:00,downloaded,10423987,bcc295a285052827d6c6a6f4c0e79fcbca4e958e9b2ea0df42517551424808c4
malda_Kaliachak-III.pdf,http://malda.nic.in/panchayat2013/Kaliachak-III.pdf,http://web.archive.org/web/20140706050112id_/http://malda.nic.in/panchayat2013/Kaliachak-III.pdf,20140706050112,2026-09-07T07:30:38.388390+00:00,downloaded,12918685,b2cadcc3904978cc02bbe4242b34f7b50574c7645a760392c039e3f84df066a3
malda_Manikchak.pdf,http://malda.nic.in/panchayat2013/Manikchak.pdf,https://web.archive.org/web/20140421053044id_/http://malda.nic.in/panchayat2013/Manikchak.pdf,20140421053044,2026-09-07T07:30:46.200606+00:00,downloaded,10535703,5ef9a2d4956e16fdd3dccfba18a10cb8ab9638a09aebb839dbd198c72c7277b0
malda_Office_Bearer_20of_ZP_PS_GP.pdf,http://malda.nic.in/panchayat2013/Office_Bearer%20of_ZP_PS_GP.pdf,http://web.archive.org/web/20140706021258id_/http://malda.nic.in/panchayat2013/Office_Bearer%20of_ZP_PS_GP.pdf,20140706021258,2026-09-07,"HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20140706021258id_/http://malda.nic.in/panchayat2013/Office_Bearer%20of_ZP_PS_GP.pdf (Caused by NewConnectionError(""HTTPConnection(host='web.archive.org', port=80): Failed to establish a new connection: [Errno 61] Connection refused""))",,
malda_Old-Malda.pdf,http://malda.nic.in/panchayat2013/Old-Malda.pdf,http://web.archive.org/web/20140706035712id_/http://malda.nic.in/panchayat2013/Old-Malda.pdf,20140706035712,2026-09-07,"HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20140706035712id_/http://malda.nic.in/panchayat2013/Old-Malda.pdf (Caused by NewConnectionError(""HTTPConnection(host='web.archive.org', port=80): Failed to establish a new connection: [Errno 61] Connection refused""))",,
malda_Ratua-II.pdf,http://malda.nic.in/panchayat2013/Ratua-II.pdf,http://web.archive.org/web/20140706020525id_/http://malda.nic.in/panchayat2013/Ratua-II.pdf,20140706020525,2026-09-07,"HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20140706020525id_/http://malda.nic.in/panchayat2013/Ratua-II.pdf (Caused by NewConnectionError(""HTTPConnection(host='web.archive.org', port=80): Failed to establish a new connection: [Errno 61] Connection refused""))",,
malda_ZP-Seat-Reservation.pdf,http://malda.nic.in/panchayat2013/ZP-Seat-Reservation.pdf,https://web.archive.org/web/20140421055218id_/http://malda.nic.in/panchayat2013/ZP-Seat-Reservation.pdf,20140421055218,2026-09-07T07:31:29.127142+00:00,downloaded,2989005,7fb073df78fee76554d9079a396d938706046eb66b52a8a1fdaee9f450ce138e
malda_ZP_PS_GP_Seat-Reservation.pdf,http://malda.nic.in/panchayat2013/ZP_PS_GP_Seat-Reservation.pdf,http://web.archive.org/web/20140421052831id_/http://malda.nic.in/panchayat2013/ZP_PS_GP_Seat-Reservation.pdf,20140421052831,2026-09-07,"HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20140421052831id_/http://malda.nic.in/panchayat2013/ZP_PS_GP_Seat-Reservation.pdf (Caused by NewConnectionError(""HTTPConnection(host='web.archive.org', port=80): Failed to establish a new connection: [Errno 61] Connection refused""))",,
malda_panchayat_main.asp,http://malda.nic.in:80/panchayat_main.asp,https://web.archive.org/web/20161101184516id_/http://malda.nic.in/panchayat_main.asp,20161101184516,2026-09-07T07:31:47.393683+00:00,downloaded,1097,8e9298bb1909d4902ed21aaa6e631eaba48bd7c178c9bd99fa43cd303eb55bf4
malda_delimitationreservation_2201117.pdf,http://malda.nic.in:80/pdf/delimitationreservation_2201117.pdf,http://web.archive.org/web/20171215035808id_/http://malda.nic.in:80/pdf/delimitationreservation_2201117.pdf,20171215035808,2026-09-07,"HTTPConnectionPool(host='web.archive.org', port=80): Max retries exceeded with url: /web/20171215035808id_/http://malda.nic.in:80/pdf/delimitationreservation_2201117.pdf (Caused by NewConnectionError(""HTTPConnection(host='web.archive.org', port=80): Failed to establish a new connection: [Errno 61] Connection refused""))",,
bankura_panchayat_report.htm,http://bankura.nic.in/bankura1/report/panchayat_report.htm,http://web.archive.org/web/20090410004739id_/http://bankura.nic.in/bankura1/report/panchayat_report.htm,20090410004739,2026-09-07T07:32:12.388508+00:00,downloaded,316912,4f82b28c381b72645021cc01d36cd8cb0f5879fa90fb5dbe5939ef21f609f426
bankura_Panch_elec.htm,http://www.bankura.nic.in:80/Panch_elec.htm,http://web.archive.org/web/20130627105314id_/http://www.bankura.nic.in/Panch_elec.htm,20130627105314,2026-09-07T07:32:24.424152+00:00,downloaded,25357,c22f02764fbc9db91b2364ba1056c55feaecc5361ae7348d733bf28773887fe4
