wardnumber	party	validvotespolled	electionoutcome	totalvalidvotes	totalvoters	direction	reservationstatus	totalassets	totalliabilities	age	maritalstatus	dependents	otherdependents	pan	returnsfiled	spousepan	spousereturnsfiled	pendingcriminalcasesaffidavit	convictions	spouseassets	year	votespolled	totalvotespolled	v12	pendingcriminalcases	mynetacriminalcases	numberofvoters	percentagepolled	percentofvotespolled	percentoftotalvotes	potential_males	potential_females	actualmales	actualfemales	newcaste	poorgroup	nontwice	litcaste	landcaste	urbanelite	muslim	jat	obcc	gujjar	nocastereservation	sikh	edu_recoded	postgrad	lognetassets	logassets	netassets	sc	scw	woman	one	numcan	total_votes_cast	percent	winnerpercent	runnerup	winner	margin	voterank	bjp	congress	aap	bsp	ind	numind	other	vote_bjp	vote_aap	vote_congress	vote_bsp	vote_ind	num_ind	minorind	numind2	vote_ind2	num_ind2	vote_other	votessq	effective_parties	criminalcase	housewife	spousehousewife	malepercentage	femalepercentage	pancard	connamnum
	"BJP"		"Lost"				"General"														2007.0	3065.0							18.770000457763672	9.579999923706055	18425.0	13572.0	10368.0	8394.0											1.0			0.0				0.0	0.0	0.0	1.0	16.0	16328.0	18.771434783935547	22.354238510131836	18.771434783935547	0.0	3.582803726196289	2.0	1.0	0.0	0.0	0.0	0.0	8.0	1.0	0.1877143532037735	0.0	0.22354237735271454	0.1168544813990593	0.3947819769382477	8.0	1.0	14.0	0.6596031188964844	14.0	0.07710681110620499	0.03523667901754379	7.1515793800354				56.27136993408203	61.847923278808594		"267"
	"IND"		"Lost"				"General"														2007.0	822.0							5.03000020980835	2.569999933242798	18425.0	13572.0	10368.0	8394.0											1.0			0.0				0.0	0.0	0.0	1.0	16.0	16328.0	5.034296989440918	22.354238510131836	18.771434783935547	0.0	3.582803726196289	6.0	0.0	0.0	0.0	0.0	1.0	8.0	0.0	0.1877143532037735	0.0	0.22354237735271454	0.1168544813990593	0.3947819769382477	8.0	1.0	14.0	0.6596031188964844	14.0	0.07710681110620499	0.002534414641559124	7.1515793800354				56.27136993408203	61.847923278808594		"267"
	"IND"		"Lost"				"General"														2007.0	2778.0							17.010000228881836	8.680000305175781	18425.0	13572.0	10368.0	8394.0											1.0			0.0				0.0	0.0	0.0	1.0	16.0	16328.0	17.01371955871582	22.354238510131836	18.771434783935547	0.0	3.582803726196289	3.0	0.0	0.0	0.0	0.0	1.0	8.0	0.0	0.1877143532037735	0.0	0.22354237735271454	0.1168544813990593	0.3947819769382477	8.0	1.0	14.0	0.6596031188964844	14.0	0.07710681110620499	0.028946662321686745	7.1515793800354				56.27136993408203	61.847923278808594		"267"
	"BJP"		"Winner"				"General"														2007.0	9177.0					42647.0	43.63999938964844	49.310001373291016	21.520000457763672	23449.0	19198.0	10587.0	8023.0	"Brahmin"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0		0.0				0.0	0.0	0.0	1.0	14.0	18610.0	49.312198638916016	49.312198638916016	16.62009620666504	1.0	32.692100524902344	1.0	1.0	0.0	0.0	0.0	0.0	5.0	1.0	0.4931219816207886	0.0	0.16620096564292908	0.13111230731010437	0.044492207467556	5.0	1.0	12.0	0.7026867270469666	12.0	0.16507254540920258	0.24316927790641785	3.3717904090881348				45.1490478515625	41.79081344604492		"256"
	"IND"		"Lost"				"General"														2007.0	69.0							0.23000000417232513	0.12999999523162842	31387.0	23311.0	17284.0	13202.0											1.0			0.0				0.0	0.0	0.0	1.0	14.0	30486.0	0.2263333946466446	28.308074951171875	25.100046157836914	0.0	3.208028793334961	14.0	0.0	0.0	0.0	0.0	1.0	6.0	0.0	0.2830807566642761	0.0	0.1318638026714325	0.15348029136657715	0.29042840003967285	6.0	1.0	12.0	0.7146559357643127	12.0	0.14114674925804138	5.122680704516824E-6	5.254833698272705				55.0673828125	56.63420867919922		"3"
	"IND"		"Lost"				"General"														2007.0	116.0							0.7099999785423279	0.36000001430511475	18425.0	13572.0	10368.0	8394.0											1.0			0.0				0.0	0.0	0.0	1.0	16.0	16328.0	0.7104360461235046	22.354238510131836	18.771434783935547	0.0	3.582803726196289	14.0	0.0	0.0	0.0	0.0	1.0	8.0	0.0	0.1877143532037735	0.0	0.22354237735271454	0.1168544813990593	0.3947819769382477	8.0	1.0	14.0	0.6596031188964844	14.0	0.07710681110620499	5.047193917562254E-5	7.1515793800354				56.27136993408203	61.847923278808594		"267"
	"IND"		"Lost"				"General"														2007.0	146.0							0.6299999952316284	0.23999999463558197			13131.0	10212.0											1.0			0.0				0.0	0.0	0.0	1.0	15.0	23328.0	0.6258573532104492	51.22599411010742	19.118656158447266	0.0	32.107337951660156	11.0	0.0	0.0	0.0	0.0	1.0	8.0	0.0	0.5122599601745605	0.0	0.1911865621805191	0.07184499502182007	0.20408950746059418	8.0	1.0	13.0	0.736968457698822	13.0	0.020618999376893044	3.9169739466160536E-5	3.191220760345459							"136"
	"INLD"		"Lost"				"General"														2007.0	363.0							2.2300000190734863	0.9800000190734863	21135.0	16073.0	8812.0	7124.0											1.0			0.0				0.0	0.0	0.0	1.0	17.0	16313.0	2.225219249725342	25.07202911376953	21.89051628112793	0.0	3.1815128326416016	8.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	0.2507202923297882	0.0	0.21890516579151154	0.02684975229203701	0.46846073865890503	11.0	1.0	15.0	0.7542451024055481	15.0	0.03506406024098396	4.951599985361099E-4	6.18134069442749				41.69387435913086	44.322776794433594		"146"
	"IND"		"Lost"				"General"														2007.0	18.0							0.12999999523162842	0.05999999865889549	18310.0	13292.0	8231.0	6075.0											1.0			0.0				0.0	0.0	0.0	1.0	14.0	14302.0	0.12585651874542236	36.33058166503906	30.30345344543457	0.0	6.027128219604492	14.0	0.0	0.0	0.0	0.0	1.0	6.0	0.0	0.36330583691596985	0.0	0.30303454399108887	0.16913717985153198	0.06593483686447144	6.0	1.0	12.0	0.5278282761573792	12.0	0.09858760982751846	1.5839864317968022E-6	3.901399612426758				44.95357894897461	45.70418167114258		"266"
	"IND"		"Lost"				"General"														2007.0	3000.0							19.520000457763672	8.65999984741211	16817.0	17815.0	8029.0	6928.0											1.0			0.0				0.0	0.0	0.0	1.0	6.0	15372.0	19.516002655029297	39.090553283691406	22.306791305541992	0.0	16.783761978149414	3.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.3909055292606354	0.0	0.22306790947914124	0.08632578700780869	0.28291699290275574	2.0	1.0	4.0	0.6906062960624695	4.0	0.016783762723207474	0.03808743879199028	3.9048924446105957				47.74335479736328	38.88857650756836		"41"
	"IND"		"Lost"				"General"														2007.0	75.0							0.3799999952316284	0.1599999964237213			11909.0	8339.0											1.0			0.0				0.0	0.0	0.0	1.0	19.0	19710.0	0.38051751255989075	24.901065826416016	18.33079719543457	0.0	6.570268630981445	17.0	0.0	0.0	0.0	0.0	1.0	11.0	0.0	0.17356671392917633	0.0	0.24901065230369568	0.02176560088992119	0.49320143461227417	11.0	1.0	17.0	0.7292237281799316	17.0	0.06245560571551323	1.447935665055411E-5	6.567914009094238							"134"
	"IND"		"Lost"				"General"														2007.0	24.0							0.12999999523162842	0.05999999865889549	21455.0	16136.0	11023.0	7224.0											1.0			0.0				0.0	0.0	0.0	1.0	10.0	18229.0	0.13165834546089172	48.872676849365234	42.69021987915039	0.0	6.182456970214844	8.0	0.0	0.0	0.0	0.0	1.0	6.0	0.0	0.48872676491737366	0.0	0.426902174949646	0.0	0.04558670148253441	6.0	1.0	9.0	0.573097825050354	9.0	0.03878435492515564	1.7333919686279842E-6	2.3647074699401855				51.37730026245117	44.76945877075195		"80"
	"IND"		"Lost"				"General"														2007.0	131.0							0.6600000262260437	0.2800000011920929	27003.0	19134.0	11216.0	8662.0											1.0			0.0				0.0	0.0	0.0	1.0	21.0	19788.0	0.6620174050331116	34.18233108520508	21.937538146972656	0.0	12.244792938232422	16.0	0.0	0.0	0.0	0.0	1.0	13.0	0.0	0.3418233394622803	0.0	0.2193753719329834	0.026076409965753555	0.2341317981481552	13.0	1.0	19.0	0.754548192024231	19.0	0.17859308421611786	4.382670158520341E-5	5.48376989364624				41.53612518310547	45.270198822021484		"8"
	"IND"		"Lost"				"General"														2007.0	2604.0							18.799999237060547	7.920000076293945	18558.0	14341.0	8455.0	5395.0											1.0			0.0				0.0	0.0	0.0	1.0	10.0	13851.0	18.800086975097656	25.87538719177246	20.713306427001953	0.0	5.162080764770508	3.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.092267706990242	0.0	0.25875386595726013	0.031405676156282425	0.45599594712257385	5.0	1.0	8.0	0.7098404169082642	8.0	0.1615767776966095	0.03534432500600815	5.7278947830200195				45.55986785888672	37.61941146850586		"249"
	"IND"		"Lost"				"General"														2007.0	2539.0							15.40999984741211	7.019999980926514	19895.0	16293.0	9668.0	6817.0	"Bania"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0		0.0				0.0	0.0	0.0	1.0	16.0	16481.0	15.405618667602539	22.480432510375977	21.030277252197266	0.0	1.450155258178711	4.0	0.0	0.0	0.0	0.0	1.0	11.0	0.0	0.21030277013778687	0.0	0.2248043268918991	0.15005157887935638	0.40240275859832764	11.0	1.0	14.0	0.6251441240310669	14.0	0.012438565492630005	0.023733308538794518	5.786850929260254				48.595123291015625	41.84005355834961		"195"
	"IND"		"Lost"				"General"														2007.0	200.0							1.440000057220459	0.6899999976158142	16947.0	12186.0	8087.0	5802.0											1.0			0.0				0.0	0.0	0.0	1.0	20.0	13884.0	1.4405070543289185	24.00605010986328	21.636415481567383	0.0	2.3696346282958984	10.0	0.0	0.0	0.0	0.0	1.0	15.0	0.0	0.24006050825119019	0.0	0.12186689674854279	0.21636416018009186	0.40161335468292236	15.0	1.0	18.0	0.661768913269043	18.0	0.02009507268667221	2.0750606199726462E-4	6.839153289794922				47.7193603515625	47.61201477050781		"263"
	"IND"		"Lost"				"General"														2007.0	1082.0							5.46999979019165	2.3499999046325684	27003.0	19134.0	11216.0	8662.0											1.0			0.0				0.0	0.0	0.0	1.0	21.0	19788.0	5.467960357666016	34.18233108520508	21.937538146972656	0.0	12.244792938232422	4.0	0.0	0.0	0.0	0.0	1.0	13.0	0.0	0.3418233394622803	0.0	0.2193753719329834	0.026076409965753555	0.2341317981481552	13.0	1.0	19.0	0.754548192024231	19.0	0.17859308421611786	0.002989859087392688	5.48376989364624				41.53612518310547	45.270198822021484		"8"
	"INLD"		"Lost"				"General"														2007.0	121.0							1.1200000047683716	0.3499999940395355	19023.0	15427.0	6011.0	4835.0											1.0			0.0				0.0	0.0	0.0	1.0	12.0	10842.0	1.116030216217041	51.06068801879883	35.51005172729492	0.0	15.550636291503906	6.0	0.0	0.0	0.0	0.0	0.0	7.0	1.0	0.5106068849563599	0.0	0.3551005423069	0.031636230647563934	0.08697657287120819	7.0	1.0	10.0	0.6132632493972778	10.0	0.01567976363003254	1.2455234536901116E-4	2.563340425491333				31.598590850830078	31.341156005859375		"167"
	"IND"		"Lost"				"General"														2007.0	1349.0							8.779999732971191	3.9000000953674316	16817.0	17815.0	8029.0	6928.0											1.0			0.0				0.0	0.0	0.0	1.0	6.0	15372.0	8.77569580078125	39.090553283691406	22.306791305541992	0.0	16.783761978149414	4.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.3909055292606354	0.0	0.22306790947914124	0.08632578700780869	0.28291699290275574	2.0	1.0	4.0	0.6906062960624695	4.0	0.016783762723207474	0.007701284252107143	3.9048924446105957				47.74335479736328	38.88857650756836		"41"
	"IND"		"Lost"				"General"														2007.0	84.0							0.36000001430511475	0.23000000417232513	20160.0	15620.0	12785.0	10245.0											1.0			0.0				0.0	0.0	0.0	1.0	15.0	23030.0	0.36474165320396423	28.62787628173828	21.70212745666504	0.0	6.925748825073242	12.0	0.0	0.0	0.0	0.0	1.0	11.0	0.0	0.19322623312473297	0.0	0.2139817625284195	0.28627875447273254	0.2899261713027954	11.0	1.0	13.0	0.49973946809768677	13.0	0.016587059944868088	1.3303646483109333E-5	4.689911365509033				63.417659759521484	65.5889892578125		"4"
	"INC"		"Lost"				"General"														2007.0	4295.0							38.04999923706055	15.399999618530273	17022.0	10876.0	6556.0	4713.0											1.0			0.0				0.0	0.0	0.0	1.0	7.0	11289.0	38.0458869934082	42.22694778442383	38.0458869934082	0.0	4.181060791015625	2.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.42226946353912354	0.0	0.38045886158943176	0.1646735817193985	0.021436797454953194	2.0	0.0	5.0	0.45486757159233093	5.0	0.01116130780428648	0.14474894106388092	2.8527028560638428				38.514862060546875	43.333946228027344		"173"
	"IND"		"Lost"				"General"														2007.0	946.0							5.230000019073486	2.1500000953674316	26192.0	17830.0	10501.0	7515.0											1.0			0.0				0.0	0.0	0.0	1.0	23.0	18080.0	5.232300758361816	21.985618591308594	20.475664138793945	0.0	1.5099544525146484	6.0	0.0	0.0	0.0	0.0	1.0	13.0	0.0	0.14817477762699127	0.0	0.21985618770122528	0.08307521790266037	0.20425884425640106	13.0	1.0	21.0	0.6970685720443726	21.0	0.3446349501609802	0.0027376972138881683	7.56628942489624				40.0923957824707	42.14806365966797		"36"
	"IND"		"Winner"				"General"														2007.0	3700.0					41463.0	44.040000915527344	20.260000228881836	8.920000076293945	23955.0	17508.0	10542.0	9615.0	"Jat"	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0		0.0				0.0	0.0	0.0	1.0	13.0	18262.0	20.260650634765625	20.260650634765625	16.28518295288086	1.0	3.9754676818847656	1.0	0.0	0.0	0.0	0.0	1.0	8.0	0.0	0.16285182535648346	0.0	0.0436972938477993	0.046051912009716034	0.7171722650527954	8.0	1.0	11.0	0.9102507829666138	11.0	0.030226700007915497	0.04104939475655556	7.332113742828369				44.00751495361328	54.91775131225586		"32"
	"IND"		"Lost"				"General"														2007.0	569.0							4.949999809265137	2.109999895095825	12389.0	14547.0	9216.0	6769.0											1.0			0.0				0.0	0.0	0.0	1.0	4.0	11495.0	4.949978351593018	68.22096252441406	26.254894256591797	0.0	41.966068267822266	3.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.6822096705436707	0.0	0.26254892349243164	0.0	0.055241409689188004	2.0	1.0	3.0	0.7374510765075684	3.0	0.0	0.0024502284359186888	1.8628038167953491				74.3885726928711	46.53193283081055		"118"
	"RLD"		"Lost"				"General"														2007.0	291.0							1.7799999713897705	0.7900000214576721	21599.0	15342.0	9468.0	6895.0											1.0			0.0				0.0	0.0	0.0	1.0	16.0	16368.0	1.7778592109680176	31.683773040771484	25.836999893188477	0.0	5.846773147583008	10.0	0.0	0.0	0.0	0.0	0.0	10.0	1.0	0.31683772802352905	0.0	0.11540811508893967	0.25836998224258423	0.26570138335227966	10.0	1.0	14.0	0.6262218952178955	14.0	0.04368279501795769	3.1607833807356656E-4	5.158839225769043				43.83536148071289	44.94198989868164		"261"
	"IND"		"Lost"				"General"														2007.0	17.0							0.14000000059604645	0.05000000074505806	18294.0	15342.0	6862.0	5254.0											1.0			0.0				0.0	0.0	0.0	1.0	10.0	12115.0	0.14032191038131714	53.652496337890625	29.36029624938965	0.0	24.292200088500977	9.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.5365249514579773	0.0	0.29360297322273254	0.02055303379893303	0.05464300513267517	5.0	1.0	8.0	0.6858440041542053	8.0	0.09467601776123047	1.969023969650152E-6	2.6064059734344482				37.50956726074219	34.2458610534668		"164"
	"IND"		"Lost"				"General"														2007.0	76.0							0.3499999940395355	0.18000000715255737	23201.0	18022.0	12686.0	9163.0											1.0			0.0				0.0	0.0	0.0	1.0	6.0	21871.0	0.3474920988082886	52.151248931884766	45.57176208496094	0.0	6.579486846923828	4.0	0.0	0.0	0.0	0.0	1.0	4.0	0.0	0.45571762323379517	0.0	0.521512508392334	0.0	0.022769877687096596	4.0	1.0	5.0	0.478487491607666	5.0	0.0	1.2075076483597513E-5	2.0836987495422363				54.67867660522461	50.843414306640625		"61"
	"IND"		"Lost"				"General"														2007.0	2320.0							15.010000228881836	5.989999771118164	23264.0	15475.0	8919.0	6534.0											1.0			0.0				0.0	0.0	0.0	1.0	16.0	15453.0	15.013265609741211	22.293405532836914	21.34860610961914	0.0	0.9447994232177734	4.0	0.0	0.0	0.0	0.0	1.0	9.0	0.0	0.2229340523481369	0.0	0.21348606050014496	0.08477318286895752	0.4061347246170044	9.0	1.0	14.0	0.7017407417297363	14.0	0.07267197221517563	0.022539814934134483	6.2058281898498535				38.33820343017578	42.222938537597656		"131"
	"NCP"		"Lost"				"General"														2007.0	1330.0							12.569999694824219	4.980000019073486	16104.0	10597.0	6279.0	4320.0											1.0			0.0				0.0	0.0	0.0	1.0	18.0	10577.0	12.574454307556152	30.74595832824707	18.436229705810547	0.0	12.309728622436523	4.0	0.0	0.0	0.0	0.0	0.0	12.0	1.0	0.1843622922897339	0.0	0.30745959281921387	0.07242128998041153	0.28420156240463257	12.0	1.0	16.0	0.6201191544532776	16.0	0.15155525505542755	0.01581168919801712	5.7954020500183105				38.99031448364258	40.76625442504883		"187"
	"IND"		"Lost"				"General"														2007.0	301.0							1.8300000429153442	0.8600000143051147	20188.0	14996.0	8966.0	6732.0											1.0			0.0				0.0	0.0	0.0	1.0	14.0	16454.0	1.8293423652648926	27.09371566772461	20.918926239013672	0.0	6.1747894287109375	9.0	0.0	0.0	0.0	0.0	1.0	7.0	0.0	0.27093714475631714	0.0	0.12294882535934448	0.2091892510652542	0.30478909611701965	7.0	1.0	12.0	0.6678619384765625	12.0	0.09213565289974213	3.346493758726865E-4	5.995810031890869				44.41252136230469	44.891971588134766		"258"
	"IND"		"Lost"				"General"														2007.0	167.0							1.0099999904632568	0.5099999904632568	18208.0	14573.0	9350.0	7238.0											1.0			0.0				0.0	0.0	0.0	1.0	19.0	16588.0	1.0067518949508667	36.297325134277344	25.048227310180664	0.0	11.24909782409668	11.0	0.0	0.0	0.0	0.0	1.0	11.0	0.0	0.36297324299812317	0.0	0.2504822909832001	0.028936579823493958	0.23938992619514465	11.0	1.0	17.0	0.7205811142921448	17.0	0.11821798980236053	1.0135493357665837E-4	4.7339253425598145				51.35105514526367	49.66719436645508		"259"
	"IND"		"Lost"				"General"														2007.0	587.0							3.5399999618530273	1.7899999618530273	18208.0	14573.0	9350.0	7238.0											1.0			0.0				0.0	0.0	0.0	1.0	19.0	16588.0	3.5387027263641357	36.297325134277344	25.048227310180664	0.0	11.24909782409668	6.0	0.0	0.0	0.0	0.0	1.0	11.0	0.0	0.36297324299812317	0.0	0.2504822909832001	0.028936579823493958	0.23938992619514465	11.0	1.0	17.0	0.7205811142921448	17.0	0.11821798980236053	0.0012522416654974222	4.7339253425598145				51.35105514526367	49.66719436645508		"259"
	"IND"		"Lost"				"General"														2007.0	1629.0							17.040000915527344	6.769999980926514	14057.0	9990.0	5403.0	3970.0											1.0			0.0				0.0	0.0	0.0	1.0	20.0	9560.0	17.039749145507812	18.514644622802734	18.169456481933594	0.0	0.3451881408691406	3.0	0.0	0.0	0.0	0.0	1.0	14.0	0.0	0.18514643609523773	0.0	0.18169456720352173	0.08221757411956787	0.4663179814815521	14.0	1.0	18.0	0.7360878586769104	18.0	0.08462343364953995	0.029035303741693497	8.084402084350586				38.43636703491211	39.73973846435547		"34"
	"NCP"		"Lost"				"General"														2007.0	117.0							0.7099999785423279	0.36000001430511475	18208.0	14573.0	9350.0	7238.0	"Brahmin"	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0		0.0				0.0	0.0	0.0	1.0	19.0	16588.0	0.705329179763794	36.297325134277344	25.048227310180664	0.0	11.24909782409668	14.0	0.0	0.0	0.0	0.0	0.0	11.0	1.0	0.36297324299812317	0.0	0.2504822909832001	0.028936579823493958	0.23938992619514465	11.0	1.0	17.0	0.7205811142921448	17.0	0.11821798980236053	4.9748919991543517E-5	4.7339253425598145				51.35105514526367	49.66719436645508		"259"
	"INLD"		"Lost"				"General"														2007.0	194.0							1.1399999856948853	0.699999988079071	16199.0	11386.0	9571.0	7408.0											1.0			0.0				0.0	0.0	0.0	1.0	13.0	16979.0	1.1425879001617432	30.10778045654297	26.055715560913086	0.0	4.052064895629883	7.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.30107781291007996	0.0	0.2605571448802948	0.06390246748924255	0.19376876950263977	5.0	1.0	11.0	0.6755403876304626	11.0	0.18069380521774292	1.3055071758572012E-4	4.803096771240234				59.083892822265625	65.0623550415039		"176"
