source_id,source_sha256,source_url,source_path,source_page,selected,status,page_metadata,semantic_status
tn_1_58_1996_401_en,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,https://tnrd.tn.gov.in/project/go_files/1_58_1996_401_en.pdf,/Users/soodoku/Documents/GitHub/local_elections/data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,1,True,extracted,/Users/soodoku/Documents/GitHub/local_elections/data/tn/derived/scans/tn_1_58_1996_401_en/page_0001/latest.json,not_parsed
tn_1_58_1996_401_en,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,https://tnrd.tn.gov.in/project/go_files/1_58_1996_401_en.pdf,/Users/soodoku/Documents/GitHub/local_elections/data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,2,True,extracted,/Users/soodoku/Documents/GitHub/local_elections/data/tn/derived/scans/tn_1_58_1996_401_en/page_0002/latest.json,not_parsed
tn_1_58_1996_401_en,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,https://tnrd.tn.gov.in/project/go_files/1_58_1996_401_en.pdf,/Users/soodoku/Documents/GitHub/local_elections/data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,3,True,extracted,/Users/soodoku/Documents/GitHub/local_elections/data/tn/derived/scans/tn_1_58_1996_401_en/page_0003/latest.json,not_parsed
tn_1_58_1996_401_en,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,https://tnrd.tn.gov.in/project/go_files/1_58_1996_401_en.pdf,/Users/soodoku/Documents/GitHub/local_elections/data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,4,True,extracted,/Users/soodoku/Documents/GitHub/local_elections/data/tn/derived/scans/tn_1_58_1996_401_en/page_0004/latest.json,not_parsed
tn_1_58_1996_401_en,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,https://tnrd.tn.gov.in/project/go_files/1_58_1996_401_en.pdf,/Users/soodoku/Documents/GitHub/local_elections/data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,5,True,extracted,/Users/soodoku/Documents/GitHub/local_elections/data/tn/derived/scans/tn_1_58_1996_401_en/page_0005/latest.json,not_parsed
tn_1_58_1996_401_en,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,https://tnrd.tn.gov.in/project/go_files/1_58_1996_401_en.pdf,/Users/soodoku/Documents/GitHub/local_elections/data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,6,True,extracted,/Users/soodoku/Documents/GitHub/local_elections/data/tn/derived/scans/tn_1_58_1996_401_en/page_0006/latest.json,not_parsed
tn_1_58_1996_401_en,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,https://tnrd.tn.gov.in/project/go_files/1_58_1996_401_en.pdf,/Users/soodoku/Documents/GitHub/local_elections/data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,7,True,extracted,/Users/soodoku/Documents/GitHub/local_elections/data/tn/derived/scans/tn_1_58_1996_401_en/page_0007/latest.json,not_parsed
tn_1_58_1996_401_en,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,https://tnrd.tn.gov.in/project/go_files/1_58_1996_401_en.pdf,/Users/soodoku/Documents/GitHub/local_elections/data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,8,True,extracted,/Users/soodoku/Documents/GitHub/local_elections/data/tn/derived/scans/tn_1_58_1996_401_en/page_0008/latest.json,not_parsed
tn_1_58_1996_401_en,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,https://tnrd.tn.gov.in/project/go_files/1_58_1996_401_en.pdf,/Users/soodoku/Documents/GitHub/local_elections/data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,9,True,extracted,/Users/soodoku/Documents/GitHub/local_elections/data/tn/derived/scans/tn_1_58_1996_401_en/page_0009/latest.json,not_parsed
tn_1_58_1996_401_en,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,https://tnrd.tn.gov.in/project/go_files/1_58_1996_401_en.pdf,/Users/soodoku/Documents/GitHub/local_elections/data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,10,True,extracted,/Users/soodoku/Documents/GitHub/local_elections/data/tn/derived/scans/tn_1_58_1996_401_en/page_0010/latest.json,not_parsed
tn_1_58_1996_401_en,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,https://tnrd.tn.gov.in/project/go_files/1_58_1996_401_en.pdf,/Users/soodoku/Documents/GitHub/local_elections/data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,11,True,extracted,/Users/soodoku/Documents/GitHub/local_elections/data/tn/derived/scans/tn_1_58_1996_401_en/page_0011/latest.json,not_parsed
tn_1_58_1996_401_en,869ffacec087105967d17ee8f072fb417c76aae786d60ef06e63f1c6b88aec07,https://tnrd.tn.gov.in/project/go_files/1_58_1996_401_en.pdf,/Users/soodoku/Documents/GitHub/local_elections/data/source_search/early_heads/raw/tn_1_58_1996_401_en.pdf,12,True,extracted,/Users/soodoku/Documents/GitHub/local_elections/data/tn/derived/scans/tn_1_58_1996_401_en/page_0012/latest.json,not_parsed
