row_id,state,district,year,stage,record_kind,local_body_printed,constituency_area_raw,seat_no,seat_no_raw,caste_raw,women_raw,caste_reservation,woman_reserved,source_path,source_sha256,source_page,source_table,source_row,source_table_bbox,raw_cells,quality_flags,review_status,bbox_coordinate_system,render_rotation_clockwise_degrees
adb5c89d22266a217092,West Bengal,Alipurduar,2023,final,district_ward_reservation,Kumargram,"Kumargram/ ZP-1 Turturikhanda, Rydak, Khoardanga-I and Khoardanga-II Grams",1,1,ST,W,ST,1,data/wb/2023/alipurduar/publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,1,1,3,"[45.89999924999999, 661.439978, 549.359993625, 802.139982125]","[[""Kumargram"", ""3"", ""Kumargram/ ZP-1\nTurturikhanda, Rydak,\nKhoardanga-I and\nKhoardanga-II Grams"", ""ST"", ""W""]]",,native_fields_parsed,,
b65de177bfce6f648040,West Bengal,Alipurduar,2023,final,district_ward_reservation,Kumargram,"Kumargram/ ZP-2 Newlands Kumargram Sankosh, Kumargram and Chengmari Grams",2,2,,W,UR,1,data/wb/2023/alipurduar/publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,2,1,3,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[["""", """", ""Kumargram/ ZP-2\nNewlands Kumargram\nSankosh, Kumargram and\nChengmari Grams"", """", ""W""]]",,native_fields_parsed,,
4310eec0de9dc9c24b0e,West Bengal,Alipurduar,2023,final,district_ward_reservation,Kumargram,"Kumargram/ ZP-3 Volka-Barobisha-I, Volka-Barobisha-II, Kamakhyaguri-I and Kamakhyaguri-II Grams",3,3,,W,UR,1,data/wb/2023/alipurduar/publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,2,1,4,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[null, null, ""Kumargram/ ZP-3\nVolka-Barobisha-I, Volka-Barobisha-II,\nKamakhyaguri-I and\nKamakhyaguri-II Grams"", """", ""W""]]",,native_fields_parsed,,
b3937540b9179fb80c39,West Bengal,Alipurduar,2023,final,district_ward_reservation,Alipurduar-II,"Alipurduar-II/ ZP-4 Turturi, Shamuktala, Kohinoor and Mahakalguri Grams",4,4,ST,,ST,0,data/wb/2023/alipurduar/publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,2,1,5,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[""Alipurduar - II"", ""3"", ""Alipurduar-II/ ZP-4\nTurturi, Shamuktala,\nKohinoor and Mahakalguri Grams"", ""ST"", """"]]",,native_fields_parsed,,
49a48b7e11e66e021e29,West Bengal,Alipurduar,2023,final,district_ward_reservation,Alipurduar-II,"Alipurduar-II/ ZP-5 Tatpara-I, Bhatibari, Parokata and Tatpara-II Grams",5,5,,W,UR,1,data/wb/2023/alipurduar/publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,2,1,6,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[null, null, ""Alipurduar-II/ ZP-5\nTatpara-I, Bhatibari,\nParokata and Tatpara-II Grams"", """", ""W""]]",,native_fields_parsed,,
e0474b3010b99030f119,West Bengal,Alipurduar,2023,final,district_ward_reservation,Alipurduar-II,"Alipurduar-II/ ZP-9 Majherdabri,Chaparerpar-I and Chaparerpar-II Grams",9,9,SC,,SC,0,data/wb/2023/alipurduar/publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,2,1,7,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[null, null, ""Alipurduar-II/ ZP-9\nMajherdabri,Chaparerpar-I\nand Chaparerpar-II Grams"", ""SC"", """"]]",,native_fields_parsed,,
f1bff5a6cd5f395841f2,West Bengal,Alipurduar,2023,final,district_ward_reservation,Kalchini,"Kalchini/ ZP-6 Jaigaon-II, Jaigaon-I and Dalsingpara Grams",6,6,,,UR,0,data/wb/2023/alipurduar/publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,2,1,8,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[""Kalchini"", ""3"", ""Kalchini/ ZP-6\nJaigaon-II, Jaigaon-I and\nDalsingpara Grams"", """", """"]]",,native_fields_parsed,,
1a1153ecabe4e764657a,West Bengal,Alipurduar,2023,final,district_ward_reservation,Kalchini,"Kalchini/ ZP-7 Chuapara, Kalchini, Garopara and Rajabhatkhawa Grams",7,7,,W,UR,1,data/wb/2023/alipurduar/publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,2,1,9,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[null, null, ""Kalchini/ ZP-7\nChuapara, Kalchini,\nGaropara and Rajabhatkhawa Grams"", """", ""W""]]",,native_fields_parsed,,
8b0de83c7b25ceb46466,West Bengal,Alipurduar,2023,final,district_ward_reservation,Kalchini,"Kalchini/ ZP-8 Malangi, Satali, Mendabari and Latabari Grams",8,8,ST,W,ST,1,data/wb/2023/alipurduar/publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,2,1,10,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[null, null, ""Kalchini/ ZP-8\nMalangi, Satali, Mendabari\nand Latabari Grams"", ""ST"", ""W""]]",,native_fields_parsed,,
b74f39d79e9303df3d92,West Bengal,Alipurduar,2023,final,district_ward_reservation,Alipurduar-I,"Alipurduar-I/ ZP-10 Salkumar-I, Salkumar-II, Patlakhawa and Purba Kathalbari Grams",10,10,SC,W,SC,1,data/wb/2023/alipurduar/publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,2,1,11,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[""Alipurduar-I"", ""3"", ""Alipurduar-I/ ZP-10\nSalkumar-I, Salkumar-II, Patlakhawa\nand Purba Kathalbari Grams"", ""SC"", ""W""]]",,native_fields_parsed,,
6f453c44aea01aff0aed,West Bengal,Alipurduar,2023,final,district_ward_reservation,Alipurduar-I,"Alipurduar-I/ ZP-11 Chakowakheti, Mathura, Tapsikhata and Parorpar Grams",11,11,,,UR,0,data/wb/2023/alipurduar/publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,2,1,12,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[null, null, ""Alipurduar-I/ ZP-11\nChakowakheti, Mathura, Tapsikhata\nand Parorpar Grams"", """", """"]]",,native_fields_parsed,,
7fa42ba71c8c82c4b58e,West Bengal,Alipurduar,2023,final,district_ward_reservation,Alipurduar-I,"Alipurduar-I/ ZP-12 Banchukamari, Vivekananda-II and Vivekananda-I Grams",12,12,SC,,SC,0,data/wb/2023/alipurduar/publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,2,1,13,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[null, null, ""Alipurduar-I/ ZP-12\nBanchukamari, Vivekananda-II and\nVivekananda-I Grams"", ""SC"", """"]]",,native_fields_parsed,,
f9b4e334e31985861450,West Bengal,Alipurduar,2023,final,district_ward_reservation,Falakata,"Falakata/ ZP-13 Dhanirampur-I, Dhanirampur-II, Dalgaon and Jateswar-I Grams",13,13,,W,UR,1,data/wb/2023/alipurduar/publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,2,1,14,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[""Falakata"", ""3"", ""Falakata/ ZP-13\nDhanirampur-I, Dhanirampur-II,\nDalgaon and Jateswar-I Grams"", """", ""W""]]",,native_fields_parsed,,
ae0662e9c4ae5a561a57,West Bengal,Alipurduar,2023,final,district_ward_reservation,Falakata,"Falakata/ ZP-14 Deogaon, Jateswar-II and Guabarnagar Grams",14,14,SC,W,SC,1,data/wb/2023/alipurduar/publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,2,1,15,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[null, null, ""Falakata/ ZP-14\nDeogaon, Jateswar-II and\nGuabarnagar Grams"", ""SC"", ""W""]]",,native_fields_parsed,,
d6abc762dcd3a717afbd,West Bengal,Alipurduar,2023,final,district_ward_reservation,Falakata,"Falakata/ ZP-15 Salkumar, Mairadanga and Falakata-II Grams",15,15,SC,,SC,0,data/wb/2023/alipurduar/publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,2,1,16,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[null, null, ""Falakata/ ZP-15\nSalkumar, Mairadanga and\nFalakata-II Grams"", ""SC"", """"]]",,native_fields_parsed,,
a7e9595fab1c8866f8e2,West Bengal,Alipurduar,2023,final,district_ward_reservation,Madarihat Birpara,"Madarihat Birpara/ ZP-16 Bandapani, Birpara-I and Sishujhumra Grams",16,16,ST,,ST,0,data/wb/2023/alipurduar/publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,3,1,3,"[45.89999924999999, 71.03999750000003, 549.359993625, 314.879999375]","[[""Madarihat\nBirpara"", ""3"", ""Madarihat Birpara/ ZP-16\nBandapani, Birpara-I and\nSishujhumra Grams"", ""ST"", """"]]",,native_fields_parsed,,
09436d6101e7fb8e8df9,West Bengal,Alipurduar,2023,final,district_ward_reservation,Madarihat Birpara,"Madarihat Birpara/ ZP-17 Birpara-II, Lankapara, Totopara-Ballalguri and Hantapara Grams",17,17,,,UR,0,data/wb/2023/alipurduar/publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,3,1,4,"[45.89999924999999, 71.03999750000003, 549.359993625, 314.879999375]","[[null, null, ""Madarihat Birpara/ ZP-17\nBirpara-II, Lankapara,\nTotopara-Ballalguri and\nHantapara Grams"", """", """"]]",,native_fields_parsed,,
c912b495189d685609e2,West Bengal,Alipurduar,2023,final,district_ward_reservation,Madarihat Birpara,"Madarihat Birpara/ ZP-18 Madarihat, Khairbari and Rangalibazna Grams",18,18,,,UR,0,data/wb/2023/alipurduar/publication_of_final_order_showing_the_delimitation_of_constituencies_and_reservation_of_seats_for_the_zilla_p_2023030137.pdf,7575b42aaab72a3b77784e6df30ef45d81d68db188a196449fce3a4f0892258f,3,1,5,"[45.89999924999999, 71.03999750000003, 549.359993625, 314.879999375]","[[null, null, ""Madarihat Birpara/ ZP-18\nMadarihat, Khairbari and\nRangalibazna Grams"", """", """"]]",,native_fields_parsed,,
0237acf7fd2645b28004,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Mekhliganj,"Mekhliganj/ ZP-1 Ranirhat, Changrabandha and Bhotbari Grams",1,1,SC,W,SC,1,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,1,1,3,"[45.89999924999999, 672.599981, 549.359993625, 802.1399813749999]","[[""Mekhliganj"", ""3"", ""Mekhliganj/ ZP-1\nRanirhat, Changrabandha and\nBhotbari Grams"", ""SC"", ""W""]]",,native_fields_parsed,,
a34d38d909ec08a4a3a6,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Mekhliganj,Mekhliganj/ ZP-2 Uchhalpukuri and Jamaldah Grams,2,2,SC,,SC,0,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,2,1,3,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[["""", """", ""Mekhliganj/ ZP-2\nUchhalpukuri and Jamaldah Grams"", ""SC"", """"]]",,native_fields_parsed,,
024426b8bb1a9fccfecf,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Mekhliganj,"Mekhliganj/ ZP-3 Niztaraf, Bagdokra Fulkadabri and Kuchlibari Grams",3,3,,W,UR,1,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,2,1,4,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[null, null, ""Mekhliganj/ ZP-3\nNiztaraf, Bagdokra Fulkadabri and\nKuchlibari Grams"", """", ""W""]]",,native_fields_parsed,,
8250a58c5225c0c674b9,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Haldibari,"Haldibari/ ZP-4 Boxiganj, Uttar Bara Haldibari and Per-Mekhliganj Grams",4,4,,W,UR,1,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,2,1,5,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[""Haldibari"", ""2"", ""Haldibari/ ZP-4\nBoxiganj, Uttar Bara Haldibari and\nPer-Mekhliganj Grams"", """", ""W""]]",,native_fields_parsed,,
fdbb49c54edfaed86a0a,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Haldibari,"Haldibari/ ZP-5 Dakshin Bara Haldibari, Dewanganj and Hemkumari Grams",5,5,SC,W,SC,1,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,2,1,6,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[null, null, ""Haldibari/ ZP-5\nDakshin Bara Haldibari, Dewanganj and\nHemkumari Grams"", ""SC"", ""W""]]",,native_fields_parsed,,
ec800f5d1a0de5de27aa,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Mathabhanga-II,"Mathabhanga-II/ ZP-6 Fulbari, Bara Soulmari and Latapota Grams",6,6,SC,,SC,0,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,2,1,7,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[""Mathabhanga-II"", ""3"", ""Mathabhanga-II/ ZP-6\nFulbari, Bara Soulmari and\nLatapota Grams"", ""SC"", """"]]",,native_fields_parsed,,
f25ebbae2ea44c739db4,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Mathabhanga-II,"Mathabhanga-II/ ZP-7 Ghoksadanga, Ruidanga and Unish Bisha Grams",7,7,,W,UR,1,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,2,1,8,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[null, null, ""Mathabhanga-II/ ZP-7\nGhoksadanga, Ruidanga and\nUnish Bisha Grams"", """", ""W""]]",,native_fields_parsed,,
59751720295e3735df50,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Mathabhanga-II,"Mathabhanga-II/ ZP-8 Angar Kata Paradubi, Premerdanga, Nishiganj-II and Nishiganj-I Grams",8,8,SC,W,SC,1,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,2,1,9,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[null, null, ""Mathabhanga-II/ ZP-8\nAngar Kata Paradubi, Premerdanga,\nNishiganj-II and Nishiganj-I Grams"", ""SC"", ""W""]]",,native_fields_parsed,,
6aff1be5e77716a2436b,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Mathabhanga-I,"Mathabhanga-I/ ZP-9 Hazrahat-I, Hazrahat-II, Bairagirhat and Shikarpur Grams",9,9,SC,,SC,0,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,2,1,10,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[""Mathabhanga-I"", ""3"", ""Mathabhanga-I/ ZP-9\nHazrahat-I, Hazrahat-II, Bairagirhat and\nShikarpur Grams"", ""SC"", """"]]",,native_fields_parsed,,
2485c80c94a069d932e3,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Mathabhanga-I,"Mathabhanga-I/ ZP-10 Pachagarh, Kursamari and Jorepatki Grams",10,10,,,UR,0,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,2,1,11,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[null, null, ""Mathabhanga-I/ ZP-10\nPachagarh, Kursamari and\nJorepatki Grams"", """", """"]]",,native_fields_parsed,,
efa6769685d61ef18173,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Mathabhanga-I,"Mathabhanga-I/ ZP-11 Gopalpur, Kedarhat and Nayerhat Grams",11,11,SC,W,SC,1,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,2,1,12,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[null, null, ""Mathabhanga-I/ ZP-11\nGopalpur, Kedarhat and Nayerhat Grams"", ""SC"", ""W""]]",,native_fields_parsed,,
5cda75bfbf23ce335db3,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Cooch Behar-II,"Cooch Behar-II/ ZP-12 Patlakhawa, Dhandingguri, Pundibari and Madhupur Grams",12,12,,W,UR,1,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,2,1,13,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[""Cooch Behar-II"", ""3"", ""Cooch Behar-II/ ZP-12\nPatlakhawa, Dhandingguri,\nPundibari and Madhupur Grams"", """", ""W""]]",,native_fields_parsed,,
985222af35f3a6529739,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Cooch Behar-II,"Cooch Behar-II/ ZP-13 Bararangrash, Marichbari-Kholta, Ambari, Baneswar and Gopalpur Grams",13,13,SC,,SC,0,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,2,1,14,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[null, null, ""Cooch Behar-II/ ZP-13\nBararangrash, Marichbari-Kholta,\nAmbari, Baneswar and Gopalpur Grams"", ""SC"", """"]]",,native_fields_parsed,,
f2ef8a02604e6bc012dc,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Cooch Behar-II,"Cooch Behar-II/ ZP-14 Takagachh-Rajarhat, Khagrabari, Chakchaka and Khapaidanga Grams",14,14,,,UR,0,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,2,1,15,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[null, null, ""Cooch Behar-II/ ZP-14\nTakagachh-Rajarhat, Khagrabari,\nChakchaka and Khapaidanga Grams"", """", """"]]",,native_fields_parsed,,
1a3d42c7a20f7fdd559c,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Cooch Behar-I,"Cooch Behar-I/ ZP-15 Moamari, Chilkirhat, Falimari, Chandamari and Putimari Fuleswari Grams",15,15,SC,W,SC,1,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,2,1,16,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[""Cooch Behar-I"", ""3"", ""Cooch Behar-I/ ZP-15\nMoamari, Chilkirhat, Falimari,\nChandamari and Putimari Fuleswari Grams"", ""SC"", ""W""]]",,native_fields_parsed,,
19a6c23b742ecf3b8cc9,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Cooch Behar-I,"Cooch Behar-I/ ZP-16 Patchhara, Haribhanga, Panisala, Dewanhat and Jiranpur Grams",16,16,,W,UR,1,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,2,1,17,"[45.83999924999999, 71.03999750000003, 549.3000037500001, 802.139994125]","[[null, null, ""Cooch Behar-I/ ZP-16\nPatchhara, Haribhanga, Panisala,\nDewanhat and Jiranpur Grams"", """", ""W""]]",,native_fields_parsed,,
68b2216646c78a800956,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Cooch Behar-I,"Cooch Behar-I/ ZP-17 Suktabari, Ghughumari, Dawaguri, Guriahati-I and Guriahati-II Grams",17,17,,,UR,0,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,3,1,3,"[45.89999924999999, 71.03999750000003, 549.359993625, 802.139994125]","[["""", """", ""Cooch Behar-I/ ZP-17\nSuktabari, Ghughumari, Dawaguri,\nGuriahati-I and Guriahati-II Grams"", """", """"]]",,native_fields_parsed,,
bb6df553bbb1844c054a,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Sitalkuchi,"Sitalkuchi/ ZP-18 Khalisamari, Barakaimari and Bhowaierthana Grams",18,18,SC,,SC,0,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,3,1,4,"[45.89999924999999, 71.03999750000003, 549.359993625, 802.139994125]","[[""Sitalkuchi"", ""3"", ""Sitalkuchi/ ZP-18\nKhalisamari, Barakaimari and\nBhowaierthana Grams"", ""SC"", """"]]",,native_fields_parsed,,
5e7e129d65a54cdd1b6e,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Sitalkuchi,Sitalkuchi/ ZP-19 Gossairhat and Chhotosalbari Grams,19,19,SC,W,SC,1,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,3,1,5,"[45.89999924999999, 71.03999750000003, 549.359993625, 802.139994125]","[[null, null, ""Sitalkuchi/ ZP-19\nGossairhat and Chhotosalbari Grams"", ""SC"", ""W""]]",,native_fields_parsed,,
b194aa54817075132204,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Sitalkuchi,"Sitalkuchi/ ZP-20 Sitalkuchi, Lalbazar and Golenowhati Grams",20,20,SC,,SC,0,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,3,1,6,"[45.89999924999999, 71.03999750000003, 549.359993625, 802.139994125]","[[null, null, ""Sitalkuchi/ ZP-20\nSitalkuchi, Lalbazar and\nGolenowhati Grams"", ""SC"", """"]]",,native_fields_parsed,,
ba5337d0220837c78362,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Sitai,"Sitai/ ZP-21 Adabari, Sitai-II and Sitai-I Grams",21,21,,W,UR,1,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,3,1,7,"[45.89999924999999, 71.03999750000003, 549.359993625, 802.139994125]","[[""Sitai"", ""2"", ""Sitai/ ZP-21\nAdabari, Sitai-II and Sitai-I Grams"", """", ""W""]]",,native_fields_parsed,,
11327ee46692e1720a74,West Bengal,Cooch Behar,2023,final,district_ward_reservation,Sitai,Sitai/ ZP-22 Brahmattar Chatra and Chamta Grams,22,22,,,UR,0,data/wb/2023/cooch_behar/extracted/CBR FINAL ORDER  FORM A1 B1/Cooch Behar-I/ZP FINAL ORDER.pdf,d315f43a4878095e7e8da11c56ad894cc4ef123ba6d4382cf874443335d46d94,3,1,8,"[45.89999924999999, 71.03999750000003, 549.359993625, 802.139994125]","[[null, null, ""Sitai/ ZP-22\nBrahmattar Chatra and Chamta Grams"", """", """"]]",,native_fields_parsed,,
