state,district,year,record_kind,gram_panchayat,gp_constituency_raw,seat_no,assembly_part_raw,polling_station_raw,ps_constituency_raw,zp_constituency_raw,source_path,source_sha256,source_page,source_table,source_row,source_table_bbox,raw_cells,quality_flags,review_status
West Bengal,Alipurduar,2018,constituency_crosswalk,Turturikhanda,Turturikhanda/I,1,"10, Kumargram(ST)/1","1, Bhutia Basti Beat Office",Turturikhanda/PS-I,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,2,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/1"", ""1, Bhutia Basti Beat Office"", ""Turturikhanda/I"", ""1"", ""Turturikhanda/PS-I"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,Turturikhanda,Turturikhanda/II,2,"10, Kumargram(ST)/2","2/1, Chuniajhora Cha Bagan Pry.
School",Turturikhanda/PS-I,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,3,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/2"", ""2/1, Chuniajhora Cha Bagan Pry.\nSchool"", ""Turturikhanda/II"", ""2"", ""Turturikhanda/PS-I"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,Turturikhanda,Turturikhanda/II,,"10, Kumargram(ST)/3","2/2, Chuniajhora Hindi Jr. High School",Turturikhanda/PS-I,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,4,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/3"", ""2/2, Chuniajhora Hindi Jr. High School"", ""Turturikhanda/II"", null, ""Turturikhanda/PS-I"", ""Kumargram/ZP-1""]",seat_cell_missing_or_merged,needs_review
West Bengal,Alipurduar,2018,constituency_crosswalk,Turturikhanda,Turturikhanda/III,3,"10, Kumargram(ST)/4","3, Phaskhowa Cha Bagan SC Pry.
School",Turturikhanda/PS-I,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,5,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/4"", ""3, Phaskhowa Cha Bagan SC Pry.\nSchool"", ""Turturikhanda/III"", ""3"", ""Turturikhanda/PS-I"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,Turturikhanda,Turturikhanda/IV,4,"10, Kumargram(ST)/5","4, Jainti Cha Bagan Staff Club",Turturikhanda/PS-I,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,6,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/5"", ""4, Jainti Cha Bagan Staff Club"", ""Turturikhanda/IV"", ""4"", ""Turturikhanda/PS-I"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,Turturikhanda,Turturikhanda/V,5,"10, Kumargram(ST)/6","5/1, Jainti Cha Bagan Pry. School",Turturikhanda/PS-II,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,7,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/6"", ""5/1, Jainti Cha Bagan Pry. School"", ""Turturikhanda/V"", ""5"", ""Turturikhanda/PS-II"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,Turturikhanda,Turturikhanda/V,,"10, Kumargram(ST)/7","5/2, Subba Line SSK",Turturikhanda/PS-II,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,8,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/7"", ""5/2, Subba Line SSK"", ""Turturikhanda/V"", null, ""Turturikhanda/PS-II"", ""Kumargram/ZP-1""]",seat_cell_missing_or_merged,needs_review
West Bengal,Alipurduar,2018,constituency_crosswalk,Turturikhanda,Turturikhanda/VI,6,"10, Kumargram(ST)/8","6, Limbudhura S.C. Pry. School",Turturikhanda/PS-II,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,9,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/8"", ""6, Limbudhura S.C. Pry. School"", ""Turturikhanda/VI"", ""6"", ""Turturikhanda/PS-II"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,TTuurrttuurriikkhhaannddaa/,TTuurrttuurriikkhhaannddaa//VVIIII,77,"1100,, KKuummaarrggrraamm((SSTT))//99","77,, HHaarriikkaallaa PPrryy.. SScchhooooll",TTuurrttuurriikkhhaannddaa//PPSS--IIII,KKuummaarrggrraamm//ZZPP--11,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,10,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""1100,, KKuummaarrggrraamm((SSTT))//99"", ""77,, HHaarriikkaallaa PPrryy.. SScchhooooll"", ""TTuurrttuurriikkhhaannddaa//VVIIII"", ""77"", ""TTuurrttuurriikkhhaannddaa//PPSS--IIII"", ""KKuummaarrggrraamm//ZZPP--11""]",duplicated_native_glyphs,needs_review
West Bengal,Alipurduar,2018,constituency_crosswalk,Turturikhanda,Turturikhanda/VIII,8,"10, Kumargram(ST)/10","8, Kaijali Basti S.C. Pry. School",Turturikhanda/PS-III,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,11,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/10"", ""8, Kaijali Basti S.C. Pry. School"", ""Turturikhanda/VIII"", ""8"", ""Turturikhanda/PS-III"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,Turturikhanda,Turturikhanda/IX,9,"10, Kumargram(ST)/11","9/1, Turturi khanda M.S.K.",Turturikhanda/PS-III,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,12,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/11"", ""9/1, Turturi khanda M.S.K."", ""Turturikhanda/IX"", ""9"", ""Turturikhanda/PS-III"", ""Kumargram/ZP-1""]",,native_fields_parsed
