state,district,year,record_kind,gram_panchayat,gp_constituency_raw,seat_no,assembly_part_raw,polling_station_raw,ps_constituency_raw,zp_constituency_raw,source_path,source_sha256,source_page,source_table,source_row,source_table_bbox,raw_cells,quality_flags,review_status
West Bengal,Alipurduar,2018,constituency_crosswalk,Turturikhanda,Turturikhanda/IX,,"10, Kumargram(ST)/12","9/2, Turturi Khanda Irrigation
Bungalow",Turturikhanda/PS-III,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,13,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/12"", ""9/2, Turturi Khanda Irrigation\nBungalow"", ""Turturikhanda/IX"", null, ""Turturikhanda/PS-III"", ""Kumargram/ZP-1""]",seat_cell_missing_or_merged,needs_review
West Bengal,Alipurduar,2018,constituency_crosswalk,Turturikhanda,Turturikhanda/X,10,"10, Kumargram(ST)/13","10, Turturi T.G. Pry. School",Turturikhanda/PS-III,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,14,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/13"", ""10, Turturi T.G. Pry. School"", ""Turturikhanda/X"", ""10"", ""Turturikhanda/PS-III"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,Turturikhanda,Turturikhanda/XI,11,"10, Kumargram(ST)/14","11, Turturi Cha Bagan Division Pry.
School",Turturikhanda/PS-III,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,15,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/14"", ""11, Turturi Cha Bagan Division Pry.\nSchool"", ""Turturikhanda/XI"", ""11"", ""Turturikhanda/PS-III"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,Rydak,Rydak/I,1,"10, Kumargram(ST)/15","12, Rahimabad T.G. Pry. School",Rydak/PS-IV,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,16,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/15"", ""12, Rahimabad T.G. Pry. School"", ""Rydak/I"", ""1"", ""Rydak/PS-IV"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,Rydak,Rydak/II,2,"10, Kumargram(ST)/16","13/1, Workers High School",Rydak/PS-IV,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,17,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/16"", ""13/1, Workers High School"", ""Rydak/II"", ""2"", ""Rydak/PS-IV"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,Rydak,Rydak/II,,"10, Kumargram(ST)/17","13/2, Rahimabad Islamiya Madrasha",Rydak/PS-IV,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,18,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/17"", ""13/2, Rahimabad Islamiya Madrasha"", ""Rydak/II"", null, ""Rydak/PS-IV"", ""Kumargram/ZP-1""]",seat_cell_missing_or_merged,needs_review
West Bengal,Alipurduar,2018,constituency_crosswalk,Rydak,Rydak/III,3,"10, Kumargram(ST)/18","14/1, Rydak F.V. New Pry. School",Rydak/PS-IV,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,19,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/18"", ""14/1, Rydak F.V. New Pry. School"", ""Rydak/III"", ""3"", ""Rydak/PS-IV"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,Rydak,Rydak/III,,"10, Kumargram(ST)/19","14/2, Chiro Line AWC",Rydak/PS-IV,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,20,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/19"", ""14/2, Chiro Line AWC"", ""Rydak/III"", null, ""Rydak/PS-IV"", ""Kumargram/ZP-1""]",seat_cell_missing_or_merged,needs_review
West Bengal,Alipurduar,2018,constituency_crosswalk,Rydak,Rydak/IV,4,"10, Kumargram(ST)/20","15/1, Kartik T.G. Pry. School",Rydak/PS-V,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,21,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/20"", ""15/1, Kartik T.G. Pry. School"", ""Rydak/IV"", ""4"", ""Rydak/PS-V"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,Rydak,Rydak/IV,,"10, Kumargram(ST)/21","15/2, Bidyasagar SSK",Rydak/PS-V,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,22,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/21"", ""15/2, Bidyasagar SSK"", ""Rydak/IV"", null, ""Rydak/PS-V"", ""Kumargram/ZP-1""]",seat_cell_missing_or_merged,needs_review
West Bengal,Alipurduar,2018,constituency_crosswalk,Rydak,Rydak/V,5,"10, Kumargram(ST)/22","16/1, Rydak Cha Bagan Pry. School",Rydak/PS-V,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,23,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/22"", ""16/1, Rydak Cha Bagan Pry. School"", ""Rydak/V"", ""5"", ""Rydak/PS-V"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,Rydak,Rydak/V,,"10, Kumargram(ST)/23","(Room No-I)
16/2, Jiban Xalxo SSK",Rydak/PS-V,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,24,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""10, Kumargram(ST)/23"", ""(Room No-I)\n16/2, Jiban Xalxo SSK"", ""Rydak/V"", null, ""Rydak/PS-V"", ""Kumargram/ZP-1""]",seat_cell_missing_or_merged,needs_review
West Bengal,Alipurduar,2018,constituency_crosswalk,Rydak,Rydak/VI,66,"1100,, KKuummaarrggrraamm((SSTT))//2244","1177,, RRyyddaakk CChhaa BBaaggaann PPrryy.. SScchhooooll
(Room No-2)",RRyyddaakk//PPSS--VV,KKuummaarrggrraamm//ZZPP--11,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,1,1,25,"[24.96, 51.029999999999944, 822.7199999999999, 558.48]","[null, ""1100,, KKuummaarrggrraamm((SSTT))//2244"", ""1177,, RRyyddaakk CChhaa BBaaggaann PPrryy.. SScchhooooll\n(Room No-2)"", ""Rydak/VI"", ""66"", ""RRyyddaakk//PPSS--VV"", ""KKuummaarrggrraamm//ZZPP--11""]",duplicated_native_glyphs,needs_review
West Bengal,Alipurduar,2018,constituency_crosswalk,Rydak,Rydak/VII,7,"10, Kumargram(ST)/25","18/1, Rydak Cha Bagan Bengali Pry.
School",Rydak/PS-VI,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,2,1,1,"[99.12, 17.75999999999999, 822.7199999999999, 566.04]","[""10, Kumargram(ST)/25"", ""18/1, Rydak Cha Bagan Bengali Pry.\nSchool"", ""Rydak/VII"", ""7"", ""Rydak/PS-VI"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,Rydak,Rydak/VII,,"10, Kumargram(ST)/26","18/2, Merry Margaret SSK",Rydak/PS-VI,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,2,1,2,"[99.12, 17.75999999999999, 822.7199999999999, 566.04]","[""10, Kumargram(ST)/26"", ""18/2, Merry Margaret SSK"", ""Rydak/VII"", null, ""Rydak/PS-VI"", ""Kumargram/ZP-1""]",seat_cell_missing_or_merged,needs_review
West Bengal,Alipurduar,2018,constituency_crosswalk,Rydak,Rydak/VIII,8,"10, Kumargram(ST)/27","19, Rydak Cha Bagan Labour Club",Rydak/PS-VI,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,2,1,3,"[99.12, 17.75999999999999, 822.7199999999999, 566.04]","[""10, Kumargram(ST)/27"", ""19, Rydak Cha Bagan Labour Club"", ""Rydak/VIII"", ""8"", ""Rydak/PS-VI"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,Rydak,Rydak/IX,9,"10, Kumargram(ST)/28","20, New garden Division SSK",Rydak/PS-VI,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,2,1,4,"[99.12, 17.75999999999999, 822.7199999999999, 566.04]","[""10, Kumargram(ST)/28"", ""20, New garden Division SSK"", ""Rydak/IX"", ""9"", ""Rydak/PS-VI"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,Rydak,Rydak/X,10,"10, Kumargram(ST)/29","21, Rydak F.V. Pry. School",Rydak/PS-VI,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,2,1,5,"[99.12, 17.75999999999999, 822.7199999999999, 566.04]","[""10, Kumargram(ST)/29"", ""21, Rydak F.V. Pry. School"", ""Rydak/X"", ""10"", ""Rydak/PS-VI"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,Rydak,Rydak/XI,11,"10, Kumargram(ST)/30","22, Chhipra F.V. Pry. School",Rydak/PS-VI,Kumargram/ZP-1,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,2,1,6,"[99.12, 17.75999999999999, 822.7199999999999, 566.04]","[""10, Kumargram(ST)/30"", ""22, Chhipra F.V. Pry. School"", ""Rydak/XI"", ""11"", ""Rydak/PS-VI"", ""Kumargram/ZP-1""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,NKS,NKS/I,1,"10, Kumargram(ST)/31","23/1, Newlands T.G. Pry. School (Room
No-1)","Newlands Kumargram
Sankosh/PS-VII",Kumargram/ZP-2,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,2,1,7,"[99.12, 17.75999999999999, 822.7199999999999, 566.04]","[""10, Kumargram(ST)/31"", ""23/1, Newlands T.G. Pry. School (Room\nNo-1)"", ""NKS/I"", ""1"", ""Newlands Kumargram\nSankosh/PS-VII"", ""Kumargram/ZP-2""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,NKS,NKS/I,,"10, Kumargram(ST)/32","23/2, Newlands T.G. Pry. School(Room
No-2)","Newlands Kumargram
Sankosh/PS-VII",Kumargram/ZP-2,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,2,1,8,"[99.12, 17.75999999999999, 822.7199999999999, 566.04]","[""10, Kumargram(ST)/32"", ""23/2, Newlands T.G. Pry. School(Room\nNo-2)"", ""NKS/I"", null, ""Newlands Kumargram\nSankosh/PS-VII"", ""Kumargram/ZP-2""]",seat_cell_missing_or_merged,needs_review
West Bengal,Alipurduar,2018,constituency_crosswalk,NKS,NKS/II,2,"10, Kumargram(ST)/33","24, Newlands F.V. Pry. School","Newlands Kumargram
Sankosh/PS-VII",Kumargram/ZP-2,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,2,1,9,"[99.12, 17.75999999999999, 822.7199999999999, 566.04]","[""10, Kumargram(ST)/33"", ""24, Newlands F.V. Pry. School"", ""NKS/II"", ""2"", ""Newlands Kumargram\nSankosh/PS-VII"", ""Kumargram/ZP-2""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,NKS,NKS/III,3,"10, Kumargram(ST)/34","25, Newlands T.G. Hindi Junior High
School","Newlands Kumargram
Sankosh/PS-VII",Kumargram/ZP-2,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,2,1,10,"[99.12, 17.75999999999999, 822.7199999999999, 566.04]","[""10, Kumargram(ST)/34"", ""25, Newlands T.G. Hindi Junior High\nSchool"", ""NKS/III"", ""3"", ""Newlands Kumargram\nSankosh/PS-VII"", ""Kumargram/ZP-2""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,NKS,NKS/IV,4,"10, Kumargram(ST)/35","26/1, Newlands Multipurpose Building","Newlands Kumargram
Sankosh/PS-VII",Kumargram/ZP-2,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,2,1,11,"[99.12, 17.75999999999999, 822.7199999999999, 566.04]","[""10, Kumargram(ST)/35"", ""26/1, Newlands Multipurpose Building"", ""NKS/IV"", ""4"", ""Newlands Kumargram\nSankosh/PS-VII"", ""Kumargram/ZP-2""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,NNKKSS/,NNKKSS//IIVV,,"1100,, KKuummaarrggrraamm((SSTT))//3366","2266//22,, NNeewwllaannddss TTGG NNeecchh LLiinnee SSSSKK","NNeewwllaannddss KKuummaarrggrraamm
Sankosh/PS-VII",KKuummaarrggrraamm//ZZPP--22,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,2,1,12,"[99.12, 17.75999999999999, 822.7199999999999, 566.04]","[""1100,, KKuummaarrggrraamm((SSTT))//3366"", ""2266//22,, NNeewwllaannddss TTGG NNeecchh LLiinnee SSSSKK"", ""NNKKSS//IIVV"", null, ""NNeewwllaannddss KKuummaarrggrraamm\nSankosh/PS-VII"", ""KKuummaarrggrraamm//ZZPP--22""]",seat_cell_missing_or_merged;duplicated_native_glyphs,needs_review
West Bengal,Alipurduar,2018,constituency_crosswalk,NKS,NKS/V,5,"10, Kumargram(ST)/37","27, Banda Line ICDS No. 18","Newlands Kumargram
Sankosh/PS-VIII",Kumargram/ZP-2,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,2,1,13,"[99.12, 17.75999999999999, 822.7199999999999, 566.04]","[""10, Kumargram(ST)/37"", ""27, Banda Line ICDS No. 18"", ""NKS/V"", ""5"", ""Newlands Kumargram\nSankosh/PS-VIII"", ""Kumargram/ZP-2""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,NKS,NKS/VI,6,"10, Kumargram(ST)/38","28, Kumargram F.V. Pry. School","Newlands Kumargram
Sankosh/PS-VIII",Kumargram/ZP-2,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,2,1,14,"[99.12, 17.75999999999999, 822.7199999999999, 566.04]","[""10, Kumargram(ST)/38"", ""28, Kumargram F.V. Pry. School"", ""NKS/VI"", ""6"", ""Newlands Kumargram\nSankosh/PS-VIII"", ""Kumargram/ZP-2""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,NKS,NKS/VII,7,"10, Kumargram(ST)/39","29, Kumargram T.G. Pry. School
(Room No-1)","Newlands Kumargram
Sankosh/PS-VIII",Kumargram/ZP-2,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,2,1,15,"[99.12, 17.75999999999999, 822.7199999999999, 566.04]","[""10, Kumargram(ST)/39"", ""29, Kumargram T.G. Pry. School\n(Room No-1)"", ""NKS/VII"", ""7"", ""Newlands Kumargram\nSankosh/PS-VIII"", ""Kumargram/ZP-2""]",,native_fields_parsed
West Bengal,Alipurduar,2018,constituency_crosswalk,NKS,NKS/VIII,8,"10, Kumargram(ST)/40","30, Kumargram T.G. Pry. School (Room
No-2)","Newlands Kumargram
Sankosh/PS-VIII",Kumargram/ZP-2,data/wb/gp_source_search/historical_expansion/alipurduar_CONSTITUENCY_5fe98655.pdf,fd2063117af535c39b67f049573eb3ff1a8fcea3df4ba8c56deb6f6979cdba59,2,1,16,"[99.12, 17.75999999999999, 822.7199999999999, 566.04]","[""10, Kumargram(ST)/40"", ""30, Kumargram T.G. Pry. School (Room\nNo-2)"", ""NKS/VIII"", ""8"", ""Newlands Kumargram\nSankosh/PS-VIII"", ""Kumargram/ZP-2""]",,native_fields_parsed
