seat_key,rows,dataset_id,row_id
Uttar Pradesh|2005|||gp_head|लखीमपुर खीरी|निघासन||1|रायपुर|||,2,uttar_pradesh/gp_head/2005,15fdb96bc066
Uttar Pradesh|2005|||gp_head|लखीमपुर खीरी|निघासन||1|रायपुर|||,2,uttar_pradesh/gp_head/2005,001c1f0e06c0
Uttar Pradesh|2010|||gp_head|बलिया|मुरली छपरा||15.0|कोडहरा नौबरार|||,2,uttar_pradesh/gp_head/2010,704a0734295c
Uttar Pradesh|2010|||gp_head|बलिया|मुरली छपरा||15.0|कोडहरा नौबरार|||,2,uttar_pradesh/gp_head/2010,a72f4f211e77
