state,district,term,block,gram_panchayat,named_in_order,caste_reservation,woman_reserved,printed,match,assigned_by,order,source_file,source_page,source_row,gp_list
West Bengal,Purulia,2018,PARA,ANARA,True,BC,False,ANARA,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Para.pdf,1.0,1.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PARA,BAHARA,True,UR,True,BAHARA,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Para.pdf,1.0,3.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PARA,BOWRIDIH,False,UR,False,,not_named,,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PARA,DEOLI,True,SC,True,DEOLI,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Para.pdf,1.0,2.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PARA,DUBRA,False,UR,False,,not_named,,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PARA,JABARRAH-JHAPRA-I,True,SC,False,JABARRAH-JHAPRA-I,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Para.pdf,1.0,6.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PARA,JABARRAH-JHAPRA-II,True,ST,True,JABARRAH-JHAPRA-II,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Para.pdf,1.0,7.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PARA,NADIHASURULIA,False,UR,False,,not_named,,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PARA,PARA,True,BC,False,PARA,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Para.pdf,1.0,5.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PARA,UDAYPUR-JOYNAGAR,True,UR,True,UDAYPUR-JOYNAGAR,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Para.pdf,1.0,4.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PUNCHA,BAGDA,True,ST,True,BAGDA,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Puncha.pdf,1.0,6.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PUNCHA,CHANDRA,False,UR,False,,not_named,,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PUNCHA,CHIRUDIHI,True,BC,True,CHHIRUDIH,transliteration,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Puncha.pdf,1.0,7.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PUNCHA,JAMBAD,True,SC,False,JAMBAD,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Puncha.pdf,1.0,4.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PUNCHA,KENDA,True,UR,True,KENDA,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Puncha.pdf,1.0,1.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PUNCHA,LAKHRA,True,ST,False,LAKHRA,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Puncha.pdf,1.0,8.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PUNCHA,NAPARA,True,UR,True,NAPARA,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Puncha.pdf,1.0,5.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PUNCHA,PANIPATHAR,True,ST,True,PANIPATHAR,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Puncha.pdf,1.0,2.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PUNCHA,PIRRAH,True,ST,False,PIRRAH,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Puncha.pdf,1.0,3.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PUNCHA,PUNCHA,False,UR,False,,not_named,,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PURULIA-I,BHANDARPUARA-CHIPIDA,True,ST,False,BHANDARPUARA-CHIPIDA,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Purulia-I.pdf,1.0,6.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PURULIA-I,CHAKALTORE,False,UR,False,,not_named,,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PURULIA-I,DIMDIHA,True,UR,True,DIMDIHA,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Purulia-I.pdf,1.0,2.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PURULIA-I,DURKU,True,BC,True,DURKU,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Purulia-I.pdf,1.0,5.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PURULIA-I,GARAFUSRA,True,BC,True,GARAPHUSRA,transliteration,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Purulia-I.pdf,1.0,1.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PURULIA-I,LAGDA,True,BC,True,LAGDA,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Purulia-I.pdf,1.0,3.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PURULIA-I,MANARA,True,UR,True,MANARA,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Purulia-I.pdf,1.0,7.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PURULIA-I,SONAIJURI,True,SC,False,SONAIJURI,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Purulia-I.pdf,1.0,4.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PURULIA-II,AGOYA-NARRA,True,UR,True,AGAYA-NARRAH,transliteration,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Purulia-II.pdf,1.0,3.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PURULIA-II,BELMA,False,UR,False,,not_named,,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PURULIA-II,BHANGRA,True,SC,True,BHANGRA,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Purulia-II.pdf,1.0,4.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PURULIA-II,CHHARRADUMDUMI,True,UR,True,CHHARRAH-DUMDUMI,transliteration,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Purulia-II.pdf,1.0,2.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PURULIA-II,GHONGA,True,SC,True,GHONGA,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Purulia-II.pdf,1.0,1.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PURULIA-II,GOLAMARA,False,UR,False,,not_named,,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PURULIA-II,HUTMURA,False,UR,False,,not_named,,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PURULIA-II,PINDRA,False,UR,False,,not_named,,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,PURULIA-II,RAGHABPUR,True,UR,True,RAGHABPUR,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Purulia-II.pdf,1.0,5.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,RAGHUNATH PUR-I,ARRAH,True,BC,True,ARRAH,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Raghunathpur-I.pdf,1.0,4.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,RAGHUNATH PUR-I,BABUGRAM,True,SC,True,BABUGRAM,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Raghunathpur-I.pdf,1.0,3.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,RAGHUNATH PUR-I,BERO,True,UR,True,BERO,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Raghunathpur-I.pdf,1.0,1.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,RAGHUNATH PUR-I,CHORPAHARI,True,ST,False,CHORPAHARI,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Raghunathpur-I.pdf,1.0,5.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,RAGHUNATH PUR-I,KHAJURA,False,UR,False,,not_named,,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,RAGHUNATH PUR-I,NUTANDI,True,UR,True,NATUNDIH,transliteration,override,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Raghunathpur-I.pdf,1.0,2.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,RAGHUNATH PUR-I,SANKA,False,UR,False,,not_named,,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,RAGHUNATHPUR-II,BARRAH,True,SC,True,BARRAH,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Raghunathpur-II.pdf,1.0,2.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,RAGHUNATHPUR-II,CHELIAMA,True,SC,False,CHELYAMA,transliteration,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Raghunathpur-II.pdf,1.0,1.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,RAGHUNATHPUR-II,JORADIH,False,UR,False,,not_named,,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,RAGHUNATHPUR-II,MANGALDA-MAUTORE,False,UR,False,,not_named,,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,RAGHUNATHPUR-II,NILDIH,True,UR,True,NILDIH,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Raghunathpur-II.pdf,1.0,3.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,RAGHUNATHPUR-II,NUTANDIH,True,UR,True,NATUNDIH,transliteration,override,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Raghunathpur-II.pdf,1.0,4.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,SANTURI,BALITORA,False,UR,False,,not_named,,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,SANTURI,GARSIKA,True,UR,True,GARSIKA,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Santuri.pdf,1.0,3.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,SANTURI,MURADI,True,UR,True,MURADIH,transliteration,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Santuri.pdf,1.0,1.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,SANTURI,RAMCHANDRAPUR-KOTALDI,False,UR,False,,not_named,,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,SANTURI,SANTURI,True,SC,False,SANTURI,exact,matcher,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",1B_Pradhan_Santuri.pdf,1.0,2.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Purulia,2018,SANTURI,TARABARI,False,UR,False,,not_named,,"No. 95(170)/Panch' Elec./Prl', dated 06/03/2018 (one file per block)",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-I,BANCHUKAMARI,False,UR,False,,not_named,,"Form 1B, Offices of the Pradhan, signed 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-I,CHAKOWAKHETI,True,SC,True,CHAKOWAKHETI,exact,matcher,"Form 1B, Offices of the Pradhan, signed 06/03/2018",alipurduar_OfficeBearer_a3ef850d.pdf,5.0,27.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-I,MATHURA,False,UR,False,,not_named,,"Form 1B, Offices of the Pradhan, signed 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-I,PARORPAR,True,ST,False,PARORPAR,exact,matcher,"Form 1B, Offices of the Pradhan, signed 06/03/2018",alipurduar_OfficeBearer_a3ef850d.pdf,5.0,29.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-I,PATLAKHAWA,True,ST,False,PATLAKHAWA,exact,matcher,"Form 1B, Offices of the Pradhan, signed 06/03/2018",alipurduar_OfficeBearer_a3ef850d.pdf,5.0,26.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-I,PURBA KANTHALBARI,True,SC,True,PURBA KANTHALBARI,exact,matcher,"Form 1B, Offices of the Pradhan, signed 06/03/2018",alipurduar_OfficeBearer_a3ef850d.pdf,6.0,43.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-I,SALKUMAR-I,True,ST,False,SHALKUMAR-I,transliteration,matcher,"Form 1B, Offices of the Pradhan, signed 06/03/2018",alipurduar_OfficeBearer_a3ef850d.pdf,5.0,24.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-I,SALKUMAR-II,True,SC,True,SHALKUMAR-II,transliteration,matcher,"Form 1B, Offices of the Pradhan, signed 06/03/2018",alipurduar_OfficeBearer_a3ef850d.pdf,5.0,25.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-I,TAPSIKHATA,True,UR,True,TAPSIKHATA,exact,matcher,"Form 1B, Offices of the Pradhan, signed 06/03/2018",alipurduar_OfficeBearer_a3ef850d.pdf,5.0,28.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-I,VIVEKANADA-I,True,UR,True,VIVEKANANDA-I,transliteration,matcher,"Form 1B, Offices of the Pradhan, signed 06/03/2018",alipurduar_OfficeBearer_a3ef850d.pdf,5.0,31.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-I,VIVEKANADA-II,True,ST,True,VIVEKANANDA-II,transliteration,matcher,"Form 1B, Offices of the Pradhan, signed 06/03/2018",alipurduar_OfficeBearer_a3ef850d.pdf,5.0,30.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-II,BHATIBARI,True,SC,True,BHATIBARI,exact,matcher,"Form 1B, Offices of the Pradhan, signed 06/03/2018",alipurduar_OfficeBearer_a3ef850d.pdf,5.0,13.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-II,CHAPORER PAR-I,False,UR,False,,not_named,,"Form 1B, Offices of the Pradhan, signed 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-II,CHAPORER PAR-II,True,SC,True,CHAPORER PAR-II,exact,matcher,"Form 1B, Offices of the Pradhan, signed 06/03/2018",alipurduar_OfficeBearer_a3ef850d.pdf,5.0,33.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-II,KOHINOOR,True,UR,True,KOHINOOR,exact,matcher,"Form 1B, Offices of the Pradhan, signed 06/03/2018",alipurduar_OfficeBearer_a3ef850d.pdf,5.0,11.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-II,MAHAKALGURI,True,SC,False,MAHAKALGURI,exact,matcher,"Form 1B, Offices of the Pradhan, signed 06/03/2018",alipurduar_OfficeBearer_a3ef850d.pdf,5.0,12.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-II,MAJHERDABRI,True,SC,True,MAJHERDABRI,exact,matcher,"Form 1B, Offices of the Pradhan, signed 06/03/2018",alipurduar_OfficeBearer_a3ef850d.pdf,5.0,23.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-II,PAROKATA,True,UR,True,PAROKATA,exact,matcher,"Form 1B, Offices of the Pradhan, signed 06/03/2018",alipurduar_OfficeBearer_a3ef850d.pdf,5.0,14.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-II,SAMUKTALA,False,UR,False,,not_named,,"Form 1B, Offices of the Pradhan, signed 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-II,TATPARA-I,False,UR,False,,not_named,,"Form 1B, Offices of the Pradhan, signed 06/03/2018",,,,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-II,TATPARA-II,True,SC,False,TATPARA-II,exact,matcher,"Form 1B, Offices of the Pradhan, signed 06/03/2018",alipurduar_OfficeBearer_a3ef850d.pdf,5.0,32.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
West Bengal,Alipurduar,2018,ALIPURDUAR-II,TURTURI,True,UR,True,TURTURI,exact,matcher,"Form 1B, Offices of the Pradhan, signed 06/03/2018",alipurduar_OfficeBearer_a3ef850d.pdf,5.0,10.0,"doi:10.7910/DVN/ZHF9WC datafile 10396546 (r3-all-2018.csv.gz, md5 fd3487254ae01b22b999d6425fa62309)"
