row_id,state,district,year,tier,record_kind,block,row_label_raw,is_printed_total_row,party,declared_elected,source_path,source_page,source_sha256,source_bbox,header_bbox,header_cell_raw,count_cell_raw,review_status,quality_flags
517a8c02441bb2074c10,West Bengal,Alipurduar,2018,ps_member,consolidated_party_count,Falakata,Alipurduar | 4,False,AITC,20,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/FALAKATA/Falakata Rectified IB.PDF,1,7ade25e0a8649a51f42f97aad4eba4768b832661a591eee0a2255932f3942c32,"[1119, 999, 1226, 1270]","[1119, 718, 1226, 999]","{""column"": 6, ""bbox"": [1119, 718, 1226, 999], ""original"": ""=\na\nAITC|"", ""clean"": ""AITC"", ""original_confidence"": 27.927265, ""clean_confidence"": 85.800293, ""column_text"": ""AITC"", ""column_confidence"": 91.482399}","{""column"": 6, ""bbox"": [1119, 999, 1226, 1270], ""original"": ""—-\n20"", ""clean"": ""20"", ""original_confidence"": 0.0, ""clean_confidence"": 90.965462, ""column_text"": ""20"", ""column_confidence"": 97.011345}",needs_review,partial_party_column_mapping
a42e1e3b3e36f5812636,West Bengal,Alipurduar,2018,ps_member,consolidated_party_count,Falakata,Alipurduar | 4,False,BSP,,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/FALAKATA/Falakata Rectified IB.PDF,1,7ade25e0a8649a51f42f97aad4eba4768b832661a591eee0a2255932f3942c32,"[1226, 999, 1334, 1270]","[1226, 718, 1334, 999]","{""column"": 7, ""bbox"": [1226, 718, 1334, 999], ""original"": ""BSP"", ""clean"": ""BSP"", ""original_confidence"": 90.916924, ""clean_confidence"": 95.418388, ""column_text"": ""BSP"", ""column_confidence"": 96.172981}","{""column"": 7, ""bbox"": [1226, 999, 1334, 1270], ""original"": ""=|"", ""clean"": ""=|"", ""original_confidence"": 95.846947, ""clean_confidence"": 80.981697, ""column_text"": """", ""column_confidence"": null}",needs_review,partial_party_column_mapping;unread_numeric
3887f8408693cf670174,West Bengal,Alipurduar,2018,ps_member,consolidated_party_count,Falakata,Alipurduar | 4,False,BJP,13,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/FALAKATA/Falakata Rectified IB.PDF,1,7ade25e0a8649a51f42f97aad4eba4768b832661a591eee0a2255932f3942c32,"[1334, 998, 1430, 1270]","[1334, 718, 1430, 998]","{""column"": 8, ""bbox"": [1334, 718, 1430, 998], ""original"": ""| BJP|CPI|"", ""clean"": ""BJP"", ""original_confidence"": 72.192345, ""clean_confidence"": 96.190033, ""column_text"": ""BJP"", ""column_confidence"": 95.289948}","{""column"": 8, ""bbox"": [1334, 998, 1430, 1270], ""original"": ""43]"", ""clean"": ""13)"", ""original_confidence"": 26.301292, ""clean_confidence"": 51.232265, ""column_text"": ""13"", ""column_confidence"": 96.262466}",needs_review,partial_party_column_mapping
059e10b851667c994eda,West Bengal,Alipurduar,2018,ps_member,consolidated_party_count,Falakata,Alipurduar | 4,False,CPI,,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/FALAKATA/Falakata Rectified IB.PDF,1,7ade25e0a8649a51f42f97aad4eba4768b832661a591eee0a2255932f3942c32,"[1430, 998, 1510, 1270]","[1430, 718, 1510, 998]","{""column"": 9, ""bbox"": [1430, 718, 1510, 998], ""original"": """", ""clean"": ""CPI"", ""original_confidence"": null, ""clean_confidence"": 95.80027, ""column_text"": ""CPI"", ""column_confidence"": 87.213684}","{""column"": 9, ""bbox"": [1430, 998, 1510, 1270], ""original"": ""=\nes te"", ""clean"": """", ""original_confidence"": 19.306259, ""clean_confidence"": null, ""column_text"": """", ""column_confidence"": null}",needs_review,partial_party_column_mapping;unread_numeric
623554119d8b6a862651,West Bengal,Alipurduar,2018,ps_member,consolidated_party_count,Falakata,Alipurduar | 4,False,CPI(M),1,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/FALAKATA/Falakata Rectified IB.PDF,1,7ade25e0a8649a51f42f97aad4eba4768b832661a591eee0a2255932f3942c32,"[1510, 999, 1652, 1270]","[1510, 718, 1652, 999]","{""column"": 10, ""bbox"": [1510, 718, 1652, 999], ""original"": ""CPI(M) |"", ""clean"": ""CPI(M)"", ""original_confidence"": 93.279747, ""clean_confidence"": 95.674217, ""column_text"": ""CPI(M)"", ""column_confidence"": 90.357155}","{""column"": 10, ""bbox"": [1510, 999, 1652, 1270], ""original"": ""1"", ""clean"": ""1"", ""original_confidence"": 96.760292, ""clean_confidence"": 96.704544, ""column_text"": ""1"", ""column_confidence"": 88.881126}",needs_review,partial_party_column_mapping
86ad2acd8d32368e0ef6,West Bengal,Alipurduar,2018,ps_member,consolidated_party_count,Falakata,Alipurduar | 4,False,INC,,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/FALAKATA/Falakata Rectified IB.PDF,1,7ade25e0a8649a51f42f97aad4eba4768b832661a591eee0a2255932f3942c32,"[1652, 998, 1754, 1269]","[1652, 718, 1754, 998]","{""column"": 11, ""bbox"": [1652, 718, 1754, 998], ""original"": ""INC |"", ""clean"": ""INC"", ""original_confidence"": 94.870148, ""clean_confidence"": 95.748634, ""column_text"": ""INC"", ""column_confidence"": 96.118141}","{""column"": 11, ""bbox"": [1652, 998, 1754, 1269], ""original"": ""."", ""clean"": ""-"", ""original_confidence"": 16.254005, ""clean_confidence"": 90.838234, ""column_text"": """", ""column_confidence"": null}",needs_review,partial_party_column_mapping;unread_numeric
09cf4619b6f4e84f5748,West Bengal,Alipurduar,2018,ps_member,consolidated_party_count,Falakata,Alipurduar | 4,False,NCP,,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/FALAKATA/Falakata Rectified IB.PDF,1,7ade25e0a8649a51f42f97aad4eba4768b832661a591eee0a2255932f3942c32,"[1754, 998, 1862, 1269]","[1754, 718, 1862, 998]","{""column"": 12, ""bbox"": [1754, 718, 1862, 998], ""original"": ""NCP |"", ""clean"": ""NCP"", ""original_confidence"": 84.874611, ""clean_confidence"": 91.491829, ""column_text"": ""NCP"", ""column_confidence"": 94.901093}","{""column"": 12, ""bbox"": [1754, 998, 1862, 1269], ""original"": ""="", ""clean"": ""-"", ""original_confidence"": 49.520493, ""clean_confidence"": 30.650162, ""column_text"": """", ""column_confidence"": null}",needs_review,partial_party_column_mapping;unread_numeric
264e8f57230b8c305cb7,West Bengal,Alipurduar,2018,ps_member,consolidated_party_count,Falakata,Alipurduar | 4,False,AIFB,,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/FALAKATA/Falakata Rectified IB.PDF,1,7ade25e0a8649a51f42f97aad4eba4768b832661a591eee0a2255932f3942c32,"[1862, 998, 1970, 1269]","[1862, 718, 1970, 998]","{""column"": 13, ""bbox"": [1862, 718, 1970, 998], ""original"": ""AIFB|"", ""clean"": ""AIFB-"", ""original_confidence"": 82.870575, ""clean_confidence"": 0.0, ""column_text"": ""AIFB"", ""column_confidence"": 90.782059}","{""column"": 13, ""bbox"": [1862, 998, 1970, 1269], ""original"": ""-"", ""clean"": ""-"", ""original_confidence"": 75.252457, ""clean_confidence"": 79.873055, ""column_text"": """", ""column_confidence"": null}",needs_review,partial_party_column_mapping;unread_numeric
2fc152eec579a2aa1b39,West Bengal,Alipurduar,2018,ps_member,consolidated_party_count,Falakata,Alipurduar | 4,False,RSP,1,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/FALAKATA/Falakata Rectified IB.PDF,1,7ade25e0a8649a51f42f97aad4eba4768b832661a591eee0a2255932f3942c32,"[1970, 998, 2078, 1269]","[1970, 718, 2078, 998]","{""column"": 14, ""bbox"": [1970, 718, 2078, 998], ""original"": ""RSP\n|"", ""clean"": ""RSP"", ""original_confidence"": 59.032459, ""clean_confidence"": 96.542412, ""column_text"": ""RSP"", ""column_confidence"": 96.870232}","{""column"": 14, ""bbox"": [1970, 998, 2078, 1269], ""original"": ""J]\n1"", ""clean"": ""1"", ""original_confidence"": 0.260963, ""clean_confidence"": 96.953621, ""column_text"": ""1"", ""column_confidence"": 96.375114}",needs_review,partial_party_column_mapping
3698ab72ab7fae878f5e,West Bengal,Alipurduar,2018,ps_member,consolidated_party_count,Falakata,TOTAL | 4,True,AITC,20,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/FALAKATA/Falakata Rectified IB.PDF,1,7ade25e0a8649a51f42f97aad4eba4768b832661a591eee0a2255932f3942c32,"[1119, 1270, 1226, 1380]","[1119, 718, 1226, 999]","{""column"": 6, ""bbox"": [1119, 718, 1226, 999], ""original"": ""=\na\nAITC|"", ""clean"": ""AITC"", ""original_confidence"": 27.927265, ""clean_confidence"": 85.800293, ""column_text"": ""AITC"", ""column_confidence"": 91.482399}","{""column"": 6, ""bbox"": [1119, 1270, 1226, 1380], ""original"": ""20"", ""clean"": ""20"", ""original_confidence"": 89.01062, ""clean_confidence"": 78.723862, ""column_text"": ""20"", ""column_confidence"": 96.986572}",needs_review,partial_party_column_mapping
09ee0265f3b63f105cb3,West Bengal,Alipurduar,2018,ps_member,consolidated_party_count,Falakata,TOTAL | 4,True,BSP,,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/FALAKATA/Falakata Rectified IB.PDF,1,7ade25e0a8649a51f42f97aad4eba4768b832661a591eee0a2255932f3942c32,"[1226, 1270, 1334, 1380]","[1226, 718, 1334, 999]","{""column"": 7, ""bbox"": [1226, 718, 1334, 999], ""original"": ""BSP"", ""clean"": ""BSP"", ""original_confidence"": 90.916924, ""clean_confidence"": 95.418388, ""column_text"": ""BSP"", ""column_confidence"": 96.172981}","{""column"": 7, ""bbox"": [1226, 1270, 1334, 1380], ""original"": ""-|"", ""clean"": ""-"", ""original_confidence"": 84.117302, ""clean_confidence"": 75.115242, ""column_text"": """", ""column_confidence"": null}",needs_review,partial_party_column_mapping;unread_numeric
1ee6742d37c959a953ec,West Bengal,Alipurduar,2018,ps_member,consolidated_party_count,Falakata,TOTAL | 4,True,BJP,13,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/FALAKATA/Falakata Rectified IB.PDF,1,7ade25e0a8649a51f42f97aad4eba4768b832661a591eee0a2255932f3942c32,"[1334, 1270, 1430, 1380]","[1334, 718, 1430, 998]","{""column"": 8, ""bbox"": [1334, 718, 1430, 998], ""original"": ""| BJP|CPI|"", ""clean"": ""BJP"", ""original_confidence"": 72.192345, ""clean_confidence"": 96.190033, ""column_text"": ""BJP"", ""column_confidence"": 95.289948}","{""column"": 8, ""bbox"": [1334, 1270, 1430, 1380], ""original"": ""13]"", ""clean"": ""13"", ""original_confidence"": 47.490391, ""clean_confidence"": 58.274734, ""column_text"": ""13"", ""column_confidence"": 96.599907}",needs_review,partial_party_column_mapping
805a7eab664e608e3285,West Bengal,Alipurduar,2018,ps_member,consolidated_party_count,Falakata,TOTAL | 4,True,CPI,,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/FALAKATA/Falakata Rectified IB.PDF,1,7ade25e0a8649a51f42f97aad4eba4768b832661a591eee0a2255932f3942c32,"[1430, 1270, 1510, 1380]","[1430, 718, 1510, 998]","{""column"": 9, ""bbox"": [1430, 718, 1510, 998], ""original"": """", ""clean"": ""CPI"", ""original_confidence"": null, ""clean_confidence"": 95.80027, ""column_text"": ""CPI"", ""column_confidence"": 87.213684}","{""column"": 9, ""bbox"": [1430, 1270, 1510, 1380], ""original"": ""="", ""clean"": ""-"", ""original_confidence"": 46.853653, ""clean_confidence"": 36.549259, ""column_text"": """", ""column_confidence"": null}",needs_review,partial_party_column_mapping;unread_numeric
67dabcd83bee0f11d98f,West Bengal,Alipurduar,2018,ps_member,consolidated_party_count,Falakata,TOTAL | 4,True,CPI(M),1,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/FALAKATA/Falakata Rectified IB.PDF,1,7ade25e0a8649a51f42f97aad4eba4768b832661a591eee0a2255932f3942c32,"[1510, 1270, 1652, 1379]","[1510, 718, 1652, 999]","{""column"": 10, ""bbox"": [1510, 718, 1652, 999], ""original"": ""CPI(M) |"", ""clean"": ""CPI(M)"", ""original_confidence"": 93.279747, ""clean_confidence"": 95.674217, ""column_text"": ""CPI(M)"", ""column_confidence"": 90.357155}","{""column"": 10, ""bbox"": [1510, 1270, 1652, 1379], ""original"": ""1"", ""clean"": ""1"", ""original_confidence"": 84.691101, ""clean_confidence"": 93.893967, ""column_text"": ""1"", ""column_confidence"": 96.518875}",needs_review,partial_party_column_mapping
12e3deea38fc831facba,West Bengal,Alipurduar,2018,ps_member,consolidated_party_count,Falakata,TOTAL | 4,True,INC,,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/FALAKATA/Falakata Rectified IB.PDF,1,7ade25e0a8649a51f42f97aad4eba4768b832661a591eee0a2255932f3942c32,"[1652, 1269, 1754, 1379]","[1652, 718, 1754, 998]","{""column"": 11, ""bbox"": [1652, 718, 1754, 998], ""original"": ""INC |"", ""clean"": ""INC"", ""original_confidence"": 94.870148, ""clean_confidence"": 95.748634, ""column_text"": ""INC"", ""column_confidence"": 96.118141}","{""column"": 11, ""bbox"": [1652, 1269, 1754, 1379], ""original"": ""-"", ""clean"": ""-"", ""original_confidence"": 82.263885, ""clean_confidence"": 90.578125, ""column_text"": """", ""column_confidence"": null}",needs_review,partial_party_column_mapping;unread_numeric
a6381c2b4138bac73361,West Bengal,Alipurduar,2018,ps_member,consolidated_party_count,Falakata,TOTAL | 4,True,NCP,,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/FALAKATA/Falakata Rectified IB.PDF,1,7ade25e0a8649a51f42f97aad4eba4768b832661a591eee0a2255932f3942c32,"[1754, 1269, 1862, 1379]","[1754, 718, 1862, 998]","{""column"": 12, ""bbox"": [1754, 718, 1862, 998], ""original"": ""NCP |"", ""clean"": ""NCP"", ""original_confidence"": 84.874611, ""clean_confidence"": 91.491829, ""column_text"": ""NCP"", ""column_confidence"": 94.901093}","{""column"": 12, ""bbox"": [1754, 1269, 1862, 1379], ""original"": ""-"", ""clean"": ""-"", ""original_confidence"": 64.843018, ""clean_confidence"": 89.693733, ""column_text"": """", ""column_confidence"": null}",needs_review,partial_party_column_mapping;unread_numeric
f228822d775503c1bb72,West Bengal,Alipurduar,2018,ps_member,consolidated_party_count,Falakata,TOTAL | 4,True,AIFB,,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/FALAKATA/Falakata Rectified IB.PDF,1,7ade25e0a8649a51f42f97aad4eba4768b832661a591eee0a2255932f3942c32,"[1862, 1269, 1970, 1379]","[1862, 718, 1970, 998]","{""column"": 13, ""bbox"": [1862, 718, 1970, 998], ""original"": ""AIFB|"", ""clean"": ""AIFB-"", ""original_confidence"": 82.870575, ""clean_confidence"": 0.0, ""column_text"": ""AIFB"", ""column_confidence"": 90.782059}","{""column"": 13, ""bbox"": [1862, 1269, 1970, 1379], ""original"": ""."", ""clean"": ""-"", ""original_confidence"": 71.871819, ""clean_confidence"": 91.815872, ""column_text"": """", ""column_confidence"": null}",needs_review,partial_party_column_mapping;unread_numeric
4ed3989cc9fcba429670,West Bengal,Alipurduar,2018,ps_member,consolidated_party_count,Falakata,TOTAL | 4,True,RSP,1,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/FALAKATA/Falakata Rectified IB.PDF,1,7ade25e0a8649a51f42f97aad4eba4768b832661a591eee0a2255932f3942c32,"[1970, 1269, 2078, 1379]","[1970, 718, 2078, 998]","{""column"": 14, ""bbox"": [1970, 718, 2078, 998], ""original"": ""RSP\n|"", ""clean"": ""RSP"", ""original_confidence"": 59.032459, ""clean_confidence"": 96.542412, ""column_text"": ""RSP"", ""column_confidence"": 96.870232}","{""column"": 14, ""bbox"": [1970, 1269, 2078, 1379], ""original"": ""1"", ""clean"": ""1"", ""original_confidence"": 94.681458, ""clean_confidence"": 96.776878, ""column_text"": ""1"", ""column_confidence"": 96.24675}",needs_review,partial_party_column_mapping
fb651c60d14cd65ac536,West Bengal,Alipurduar,2018,zp_member,consolidated_party_count,Alipurduar-I, | er,False,AITC,3,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/APD-I/ANX-IC.PDF,1,f9396ea88fce0541ca8b22b7446af076cf05fcdee5a015d8326cacd0730ff9eb,"[1158, 718, 1246, 806]","[1158, 495, 1246, 718]","{""column"": 6, ""bbox"": [1158, 495, 1246, 718], ""original"": ""amc"", ""clean"": ""Airc"", ""original_confidence"": 25.187054, ""clean_confidence"": 47.201843, ""column_text"": ""AITC"", ""column_confidence"": 90.736526}","{""column"": 6, ""bbox"": [1158, 718, 1246, 806], ""original"": ""3"", ""clean"": ""3"", ""original_confidence"": 95.730995, ""clean_confidence"": 89.521286, ""column_text"": ""3"", ""column_confidence"": 96.283989}",needs_review,partial_party_column_mapping
044478e231e4e1543cf7,West Bengal,Alipurduar,2018,zp_member,consolidated_party_count,Alipurduar-I, | er,False,BSP,,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/APD-I/ANX-IC.PDF,1,f9396ea88fce0541ca8b22b7446af076cf05fcdee5a015d8326cacd0730ff9eb,"[1246, 718, 1332, 806]","[1246, 494, 1332, 718]","{""column"": 7, ""bbox"": [1246, 494, 1332, 718], ""original"": ""| BSP"", ""clean"": ""BSP"", ""original_confidence"": 25.187054, ""clean_confidence"": 79.081139, ""column_text"": ""BSP"", ""column_confidence"": 93.636757}","{""column"": 7, ""bbox"": [1246, 718, 1332, 806], ""original"": """", ""clean"": """", ""original_confidence"": null, ""clean_confidence"": null, ""column_text"": """", ""column_confidence"": null}",needs_review,partial_party_column_mapping;unread_numeric
8e88bb78e03f281497ca,West Bengal,Alipurduar,2018,zp_member,consolidated_party_count,Alipurduar-I, | er,False,BJP,,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/APD-I/ANX-IC.PDF,1,f9396ea88fce0541ca8b22b7446af076cf05fcdee5a015d8326cacd0730ff9eb,"[1332, 718, 1420, 806]","[1332, 495, 1420, 718]","{""column"": 8, ""bbox"": [1332, 495, 1420, 718], ""original"": ""| BJP"", ""clean"": ""BJP"", ""original_confidence"": 64.185173, ""clean_confidence"": 78.546967, ""column_text"": ""BJP"", ""column_confidence"": 41.045399}","{""column"": 8, ""bbox"": [1332, 718, 1420, 806], ""original"": """", ""clean"": """", ""original_confidence"": null, ""clean_confidence"": null, ""column_text"": """", ""column_confidence"": null}",needs_review,partial_party_column_mapping;unread_numeric
2a6708e3574bb92bf935,West Bengal,Alipurduar,2018,zp_member,consolidated_party_count,Alipurduar-I, | er,False,CPI,,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/APD-I/ANX-IC.PDF,1,f9396ea88fce0541ca8b22b7446af076cf05fcdee5a015d8326cacd0730ff9eb,"[1420, 718, 1510, 806]","[1420, 494, 1510, 718]","{""column"": 9, ""bbox"": [1420, 494, 1510, 718], ""original"": ""| CPI"", ""clean"": ""CPI"", ""original_confidence"": 75.940956, ""clean_confidence"": 68.636536, ""column_text"": ""CPI"", ""column_confidence"": 85.197037}","{""column"": 9, ""bbox"": [1420, 718, 1510, 806], ""original"": """", ""clean"": """", ""original_confidence"": null, ""clean_confidence"": null, ""column_text"": """", ""column_confidence"": null}",needs_review,partial_party_column_mapping;unread_numeric
baef84ca7375bc2ea316,West Bengal,Alipurduar,2018,zp_member,consolidated_party_count,Alipurduar-I, | er,False,CPI(M),,data/wb/gp_source_search/alipurduar_2018_results/extracted/FinalResultofPGE2018/ALL GP PS ZP IA TO IIC/APD-I/ANX-IC.PDF,1,f9396ea88fce0541ca8b22b7446af076cf05fcdee5a015d8326cacd0730ff9eb,"[1510, 717, 1608, 806]","[1510, 494, 1608, 717]","{""column"": 10, ""bbox"": [1510, 494, 1608, 717], ""original"": ""|CPKM)|"", ""clean"": ""CPIM)"", ""original_confidence"": 43.876629, ""clean_confidence"": 22.69606, ""column_text"": ""CPI(M)"", ""column_confidence"": 93.489365}","{""column"": 10, ""bbox"": [1510, 717, 1608, 806], ""original"": """", ""clean"": """", ""original_confidence"": null, ""clean_confidence"": null, ""column_text"": """", ""column_confidence"": null}",needs_review,partial_party_column_mapping;unread_numeric
